session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,WAEC,5+-year,University,13,18,32,31,0,1.5,0,0,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NABTEB,1-year,University,2,1,14,12,0,1.0,0,0,1,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NABTEB,2-year,University,2,1,0,0,0,2.0,0,0,1,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NABTEB,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NECO,1-year,University,3,4,14,12,0,1.0,0,0,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NECO,3-5-year,University,2,1,0,0,0,1.5,0,0,1,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NECO,5+-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,WAEC,1-year,University,4,5,11,10,0,1.0,0,0,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,WAEC,2-year,University,3,2,11,10,0,2.0,0,0,1,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,WAEC,3-5-year,University,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,WAEC,5+-year,University,2,1,0,0,0,1.5,0,0,1,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NABTEB,1-year,Polytechnic,14,16,6,4,0,1.0,0,0,0,11,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NABTEB,2-year,Polytechnic,11,14,3,1,0,2.0,0,0,0,11,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NABTEB,3-5-year,Polytechnic,7,9,3,1,0,1.5,0,0,0,6,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NABTEB,5+-year,Polytechnic,4,5,0,0,0,1.5,0,0,0,5,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NECO,1-year,Polytechnic,29,37,10,8,0,1.0,0,0,0,28,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NECO,2-year,Polytechnic,17,24,4,3,0,2.0,0,0,0,19,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NECO,3-5-year,Polytechnic,11,14,4,3,0,1.5,0,0,0,10,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NECO,5+-year,Polytechnic,6,6,3,1,0,1.5,0,0,1,4,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,WAEC,1-year,Polytechnic,44,55,15,14,0,1.0,0,0,0,40,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,WAEC,2-year,Polytechnic,27,33,8,7,0,2.0,0,0,0,25,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,WAEC,3-5-year,Polytechnic,17,21,7,4,4,1.5,0,0,0,15,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,WAEC,5+-year,Polytechnic,10,14,1,0,0,1.5,0,0,0,12,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NABTEB,1-year,Polytechnic,2,2,1,0,0,1.0,0,0,0,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NECO,1-year,Polytechnic,2,2,1,0,0,1.0,0,0,0,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NECO,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NECO,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NECO,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,WAEC,1-year,Polytechnic,4,3,1,0,0,1.0,0,0,1,2,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,WAEC,2-year,Polytechnic,2,3,0,0,0,2.0,0,0,0,3,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,WAEC,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,WAEC,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NABTEB,1-year,Polytechnic,12,17,6,4,0,1.0,0,0,0,12,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NABTEB,2-year,Polytechnic,8,11,3,1,0,2.0,0,0,0,8,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NABTEB,3-5-year,Polytechnic,5,7,3,1,0,1.5,0,0,0,5,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NABTEB,5+-year,Polytechnic,4,4,3,0,4,1.5,0,0,0,2,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NECO,1-year,Polytechnic,26,33,10,8,0,1.0,0,0,0,24,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NECO,2-year,Polytechnic,17,19,4,3,0,2.0,0,0,0,15,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NECO,3-5-year,Polytechnic,10,14,3,1,0,1.5,0,0,0,11,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,NECO,5+-year,Polytechnic,6,7,3,1,0,1.5,0,0,0,5,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,WAEC,1-year,Polytechnic,34,42,11,10,0,1.0,0,0,0,31,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,WAEC,2-year,Polytechnic,22,27,7,4,4,2.0,0,0,0,20,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,WAEC,3-5-year,Polytechnic,16,18,4,3,0,1.5,0,0,0,14,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,ALL,WAEC,5+-year,Polytechnic,6,7,1,0,0,1.5,0,0,0,6,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NABTEB,1-year,Polytechnic,2,1,1,0,0,1.0,0,0,1,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NABTEB,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NECO,1-year,Polytechnic,3,3,1,0,0,1.0,0,0,0,2,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NECO,2-year,Polytechnic,2,1,0,0,0,2.0,0,0,1,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NECO,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,WAEC,1-year,Polytechnic,3,2,1,0,0,1.0,0,0,1,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,WAEC,2-year,Polytechnic,2,1,0,0,0,2.0,0,0,1,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,WAEC,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Disabled,WAEC,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NABTEB,1-year,College of Education,21,29,7,6,0,1.0,0,0,0,22,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NABTEB,2-year,College of Education,14,18,4,3,0,2.0,0,0,0,14,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NABTEB,3-5-year,College of Education,8,14,3,1,0,1.5,0,0,0,11,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NABTEB,5+-year,College of Education,4,5,3,0,4,1.5,0,0,0,3,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NECO,1-year,College of Education,40,57,14,12,0,1.0,0,0,0,43,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NECO,2-year,College of Education,25,33,8,7,0,2.0,0,0,0,25,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NECO,3-5-year,College of Education,16,19,4,3,0,1.5,0,0,0,15,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,NECO,5+-year,College of Education,10,14,4,3,0,1.5,0,0,0,10,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,WAEC,1-year,College of Education,55,76,17,15,0,1.0,0,0,0,59,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,WAEC,2-year,College of Education,34,46,11,10,0,2.0,0,0,0,35,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,WAEC,3-5-year,College of Education,24,33,7,6,0,1.5,0,0,0,26,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,ALL,WAEC,5+-year,College of Education,10,14,4,1,4,1.5,0,0,0,10,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NABTEB,1-year,College of Education,2,2,1,0,0,1.0,0,0,0,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NECO,1-year,College of Education,2,2,1,0,0,1.0,0,0,0,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NECO,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,NECO,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,WAEC,1-year,College of Education,4,5,1,0,0,1.0,0,0,0,4,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,3,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,WAEC,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Disabled,WAEC,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NABTEB,1-year,College of Education,17,25,4,3,0,1.0,0,0,0,20,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NABTEB,2-year,College of Education,12,15,4,3,0,2.0,0,0,0,11,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NABTEB,3-5-year,College of Education,7,9,3,1,0,1.5,0,0,0,6,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NABTEB,5+-year,College of Education,5,7,3,1,0,1.5,0,0,0,5,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NECO,1-year,College of Education,37,47,12,11,0,1.0,0,0,0,35,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NECO,2-year,College of Education,21,28,8,7,0,2.0,0,0,0,20,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NECO,3-5-year,College of Education,16,21,6,4,0,1.5,0,0,0,16,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,NECO,5+-year,College of Education,8,12,3,1,0,1.5,0,0,0,9,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,WAEC,1-year,College of Education,51,69,18,17,0,1.0,0,0,0,51,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,WAEC,2-year,College of Education,33,43,12,10,4,2.0,0,0,0,31,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,WAEC,3-5-year,College of Education,18,27,7,6,0,1.5,0,0,0,20,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,ALL,WAEC,5+-year,College of Education,11,15,4,3,0,1.5,0,0,0,11,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NABTEB,1-year,College of Education,2,1,1,0,0,1.0,0,0,1,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NABTEB,2-year,College of Education,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NECO,1-year,College of Education,2,3,1,0,0,1.0,0,0,0,2,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NECO,2-year,College of Education,2,1,0,0,0,2.0,0,0,1,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NECO,3-5-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,NECO,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,WAEC,1-year,College of Education,3,2,1,0,0,1.0,0,0,1,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,WAEC,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,WAEC,3-5-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Disabled,WAEC,5+-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,ALL,NABTEB,1-year,University,14,18,36,35,0,1.0,0,0,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,ALL,NABTEB,2-year,University,9,14,18,17,0,2.0,0,0,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,ALL,NABTEB,3-5-year,University,5,5,18,17,0,1.5,0,0,0,0,1
