session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Jigawa,Auyo,Auyo,"Jamaar Alkali Alkali Nomadic Primary School, Jamaar Alkali",Female,ALL,NABTEB,3-5-year,College of Education,13,15,1,0,0,1.5,0,0,0,12,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Junior Arabic Secondary School, Auyo",Female,ALL,NABTEB,5+-year,College of Education,8,13,1,0,0,1.5,0,0,0,10,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Junior Secondary School, Auyakayi",Female,ALL,NECO,1-year,College of Education,63,86,9,7,0,1.0,0,0,0,69,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Junior Secondary School, Auyo",Female,ALL,NECO,2-year,College of Education,34,48,4,3,0,2.0,0,0,0,39,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Junior Secondary School, Auyo Central",Female,ALL,NECO,3-5-year,College of Education,28,38,3,1,0,1.5,0,0,0,31,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Junior Secondary School, G/Kuka",Female,ALL,NECO,5+-year,College of Education,15,21,1,0,0,1.5,0,0,0,17,1
2022/2023,North West,Jigawa,Auyo,Auyo,Kaab Bin Malik  Quran School,Female,ALL,WAEC,1-year,College of Education,89,131,15,13,0,1.0,0,0,0,104,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Kalgwai Primary School, Kalgwai",Female,ALL,WAEC,2-year,College of Education,54,79,10,9,0,2.0,0,0,0,62,1
2022/2023,North West,Jigawa,Auyo,Auyo,"M/Majiya Primary School, Mashagwar Majiya",Female,ALL,WAEC,3-5-year,College of Education,37,54,6,4,0,1.5,0,0,0,43,1
2022/2023,North West,Jigawa,Auyo,Auyo,"M/Shawara Primary School, Mashagwar Shawara",Female,ALL,WAEC,5+-year,College of Education,23,32,4,3,0,1.5,0,0,0,25,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Muran Primary School, Muran",Female,Disabled,NABTEB,1-year,College of Education,2,3,1,0,0,1.0,0,0,0,2,1
2022/2023,North West,Jigawa,Auyo,Auyo,Sabuwar Auyo Islamiyya,Female,Disabled,NABTEB,2-year,College of Education,1,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North West,Jigawa,Auyo,Auyo,Tsangayar Malam Abdulaziz,Female,Disabled,NABTEB,3-5-year,College of Education,1,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North West,Jigawa,Auyo,Auyo,Tsangayar Malam Adbu Aba,Female,Disabled,NABTEB,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Auyo,Auyo,"Tsidir Primary School, Tsidir",Female,Disabled,NECO,1-year,College of Education,4,6,1,0,0,1.0,0,0,0,4,1
2022/2023,North West,Jigawa,Auyo,Auyo,"Unik Gana Primary School, Unik",Female,Disabled,NECO,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Auyo,"Uza Primary School, Uza",Female,Disabled,NECO,3-5-year,College of Education,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Auyo,"Zubaro Primary School, Zubaro",Female,Disabled,NECO,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Auyo,"Zugo Nomadic Primary School, Zugo",Female,Disabled,WAEC,1-year,College of Education,6,10,1,0,0,1.0,0,0,0,8,1
2022/2023,North West,Jigawa,Auyo,Ayama,"Ayama Primary School, Ayama",Female,Disabled,WAEC,2-year,College of Education,5,5,1,0,0,2.0,0,0,1,3,1
2022/2023,North West,Jigawa,Auyo,Ayama,"Furawa Primary School, Furawa",Female,Disabled,WAEC,3-5-year,College of Education,2,5,0,0,0,1.5,0,0,0,4,0
2022/2023,North West,Jigawa,Auyo,Ayama,"Gurajawa Nomadic Primary School, Gurajawa",Female,Disabled,WAEC,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Ayama,"Junior Secondary School, Ayama",Male,ALL,NABTEB,1-year,College of Education,31,44,3,1,0,1.0,0,0,0,36,1
2022/2023,North West,Jigawa,Auyo,Ayama,"M/Hausawa Primary School, Maje Hausawa",Male,ALL,NABTEB,2-year,College of Education,18,24,1,0,0,2.0,0,0,0,20,1
2022/2023,North West,Jigawa,Auyo,Ayama,Marina Nomadic  Primary School,Male,ALL,NABTEB,3-5-year,College of Education,12,16,1,0,0,1.5,0,0,0,13,1
2022/2023,North West,Jigawa,Auyo,Ayan,"Ayan Primary School, Ayan",Male,ALL,NABTEB,5+-year,College of Education,7,8,1,0,0,1.5,0,0,0,6,1
2022/2023,North West,Jigawa,Auyo,Ayan,"Hadiyo Primary School, Hadiyo",Male,ALL,NECO,1-year,College of Education,57,82,7,6,0,1.0,0,0,0,67,1
2022/2023,North West,Jigawa,Auyo,Ayan,Jamaar Ayan Nomadic Primary School,Male,ALL,NECO,2-year,College of Education,39,57,6,4,0,2.0,0,0,0,46,1
2022/2023,North West,Jigawa,Auyo,Ayan,"Junior Secondary School, Ayan",Male,ALL,NECO,3-5-year,College of Education,24,32,3,1,0,1.5,0,0,0,26,1
2022/2023,North West,Jigawa,Auyo,Ayan,"Mado Primary School, Mado",Male,ALL,NECO,5+-year,College of Education,13,18,1,0,0,1.5,0,0,0,15,1
2022/2023,North West,Jigawa,Auyo,Ayan,Safa Karfi Islamiya Primary School,Male,ALL,WAEC,1-year,College of Education,89,131,12,10,0,1.0,0,0,0,106,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,Gamafio  Primary School,Male,ALL,WAEC,2-year,College of Education,53,77,7,6,0,2.0,0,0,0,62,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gasanya Primary School, Gasanya",Male,ALL,WAEC,3-5-year,College of Education,33,50,6,4,0,1.5,0,0,0,40,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,"Gidan Dalla Primary School, Gidan Dalla",Male,ALL,WAEC,5+-year,College of Education,22,31,3,1,0,1.5,0,0,0,25,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,Haruna Islamiyya Primary School,Male,Disabled,NABTEB,1-year,College of Education,3,3,1,0,0,1.0,0,0,0,2,1
2022/2023,North West,Jigawa,Auyo,Gamafoi,Maro Primary School,Male,Disabled,NABTEB,2-year,College of Education,1,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North West,Jigawa,Auyo,Gamafoi,Zumoni Isalamiya Primary School,Male,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,Agamo Islamiyya Primary School,Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Gamsarka Primary School, Gamsarka",Male,Disabled,NECO,1-year,College of Education,4,6,1,0,0,1.0,0,0,0,4,1
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Ganuwar Kuku Kuka Primary School, Ganuwar Kuku",Male,Disabled,NECO,2-year,College of Education,3,2,0,0,0,2.0,0,0,1,2,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Junior Arabic Secondary School, Gamsarka",Male,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Jura Primary School, Jura",Male,Disabled,NECO,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Gamsarka,"Safa Primary School, Safa",Male,Disabled,WAEC,1-year,College of Education,7,8,1,0,0,1.0,0,0,0,6,1
2022/2023,North West,Jigawa,Auyo,Gatafa,Gatafa Islamiyya Primary School,Male,Disabled,WAEC,2-year,College of Education,4,5,0,0,0,2.0,0,0,0,4,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Gatafa Primary School, Gatafa",Male,Disabled,WAEC,3-5-year,College of Education,3,5,0,0,0,1.5,0,0,0,4,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Junior Secondary School, Gatafa",Male,Disabled,WAEC,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Gatafa,"Kaban Primary School, Kaban",Female,ALL,NABTEB,1-year,University,31,42,15,9,17,1.0,0,0,0,27,4
2022/2023,North West,Jigawa,Auyo,Gatafa,Nurul Anwar Islamiyya Primary School,Female,ALL,NABTEB,2-year,University,19,23,7,6,0,2.0,0,0,0,15,1
2022/2023,North West,Jigawa,Auyo,Gatafa,"Shamarma Primary School, Shamarma",Female,ALL,NABTEB,3-5-year,University,10,11,7,6,0,1.5,0,0,0,5,1
2022/2023,North West,Jigawa,Auyo,Kafur,"G/Tandu Primary School, G Tandu",Female,ALL,NABTEB,5+-year,University,8,11,0,0,0,1.5,0,0,0,10,0
2022/2023,North West,Jigawa,Auyo,Kafur,Government Day Junior Secondary Kafur,Female,ALL,NECO,1-year,University,68,89,31,28,17,1.0,0,0,0,57,2
2022/2023,North West,Jigawa,Auyo,Kafur,"Junior Arabic Secondary School, Gidado Kure",Female,ALL,NECO,2-year,University,42,55,19,15,17,2.0,0,0,0,35,3
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafaradau Primary School, Kafardau",Female,ALL,NECO,3-5-year,University,29,38,12,10,0,1.5,0,0,0,25,1
2022/2023,North West,Jigawa,Auyo,Kafur,"Kafur Primary School, Kafur",Female,ALL,NECO,5+-year,University,14,17,7,6,0,1.5,0,0,0,10,1
2022/2023,North West,Jigawa,Auyo,Kafur,"Shinge Primary School, Shinge",Female,ALL,WAEC,1-year,University,74,93,44,34,35,1.0,0,0,0,51,7
2022/2023,North West,Jigawa,Auyo,Tsidir,"Afarmo Primary School, Afarmo",Female,ALL,WAEC,2-year,University,50,64,25,24,0,2.0,0,0,0,39,1
2022/2023,North West,Jigawa,Auyo,Tsidir,"Akubushin Primary School, Akubushin",Female,ALL,WAEC,3-5-year,University,32,41,19,13,17,1.5,0,0,0,23,4
2022/2023,North West,Jigawa,Auyo,Tsidir,Galadimawa Nomadic Primary School,Female,ALL,WAEC,5+-year,University,16,19,6,4,0,1.5,0,0,0,13,1
2022/2023,North West,Jigawa,Auyo,Tsidir,"Junior Secondary School, Adaha",Female,Disabled,NABTEB,1-year,University,2,3,6,4,0,1.0,0,0,0,0,1
2022/2023,North West,Jigawa,Auyo,Tsidir,"Kataudi Primary School, Kataudi",Female,Disabled,NABTEB,2-year,University,1,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North West,Jigawa,Auyo,Tsidir,"Shiyo Primary School, Shiyo",Female,Disabled,NABTEB,3-5-year,University,1,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North West,Jigawa,Auyo,Unik,Abuja Gl Nomadic Primary School,Female,Disabled,NABTEB,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Auyo,Unik,"Junior Secondary School, Gasanya",Female,Disabled,NECO,1-year,University,6,8,6,4,0,1.0,0,0,0,3,1
2022/2023,North West,Jigawa,Auyo,Unik,"Junior Secondary School, Unik",Female,Disabled,NECO,2-year,University,4,6,0,0,0,2.0,0,0,0,5,0
2022/2023,North West,Jigawa,Auyo,Unik,"Junior Secondary School, Unik Babba",Female,Disabled,NECO,3-5-year,University,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Auyo,Unik,"Kigin Primary School, Kigin",Female,Disabled,NECO,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Auyo,Unik,"Unik Babba Primary School, Unik Babba",Female,Disabled,WAEC,1-year,University,8,10,4,3,0,1.0,0,0,0,6,1
2022/2023,North West,Jigawa,Babura,Babura,"Akula Primary School, Babura Town",Female,Disabled,WAEC,2-year,University,4,5,0,0,0,2.0,0,0,0,4,0
2022/2023,North West,Jigawa,Babura,Babura,"Alhaji Sani Babura Primary School, Kofar Yamma Tsallake",Female,Disabled,WAEC,3-5-year,University,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Babura,Babura Academy Nursery And Primary School,Female,Disabled,WAEC,5+-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Babura,"Babura Gabas Primary School, Babura",Male,ALL,NABTEB,1-year,University,36,48,15,13,0,1.0,0,0,0,32,1
2022/2023,North West,Jigawa,Babura,Babura,"Babura Kudu Primary School, Babura",Male,ALL,NABTEB,2-year,University,27,37,15,9,17,2.0,0,0,0,22,4
2022/2023,North West,Jigawa,Babura,Babura,"Babura Model Islamiya Primary School, Babura",Male,ALL,NABTEB,3-5-year,University,17,19,7,6,0,1.5,0,0,0,12,1
2022/2023,North West,Jigawa,Babura,Babura,"Babura Modelprimary School, Babura",Male,ALL,NABTEB,5+-year,University,7,8,0,0,0,1.5,0,0,0,7,0
2022/2023,North West,Jigawa,Babura,Babura,"Govt. Girls Unity Sss/ Junior Arabic Secondary School, Babura",Male,ALL,NECO,1-year,University,70,89,31,28,17,1.0,0,0,0,57,2
2022/2023,North West,Jigawa,Babura,Babura,Jss Gurfai Babura,Male,ALL,NECO,2-year,University,46,61,19,15,17,2.0,0,0,0,40,3
2022/2023,North West,Jigawa,Babura,Babura,Jss Muftahus Sunnah Al-Islamiyya  Babura,Male,ALL,NECO,3-5-year,University,30,40,12,10,0,1.5,0,0,0,27,1
2022/2023,North West,Jigawa,Babura,Babura,Jss Muni,Male,ALL,NECO,5+-year,University,16,22,7,6,0,1.5,0,0,0,14,1
2022/2023,North West,Jigawa,Babura,Babura,Jss Sahab Academy Babura,Male,ALL,WAEC,1-year,University,80,104,37,34,17,1.0,0,0,0,66,2
2022/2023,North West,Jigawa,Babura,Babura,"Junior Arabic Secondary School, Babura Arewa",Male,ALL,WAEC,2-year,University,53,70,25,24,0,2.0,0,0,0,44,1
2022/2023,North West,Jigawa,Babura,Babura,"Junior Secondary School, Alhaji Sani Babura",Male,ALL,WAEC,3-5-year,University,41,54,19,18,0,1.5,0,0,0,34,1
2022/2023,North West,Jigawa,Babura,Babura,"Junior Secondary School, Babura Kudu",Male,ALL,WAEC,5+-year,University,18,23,12,7,17,1.5,0,0,0,12,3
2022/2023,North West,Jigawa,Babura,Babura,"Madinatul Ahabab Islamiyya Primary School, Babura Kofar Yamma",Male,Disabled,NABTEB,1-year,University,4,3,6,4,0,1.0,0,0,1,0,1
2022/2023,North West,Jigawa,Babura,Babura,Muftahus Sunnah Al-Islamiyya Primary School Babura,Male,Disabled,NABTEB,2-year,University,1,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North West,Jigawa,Babura,Babura,"Sahab Academy Schools, Babura",Male,Disabled,NABTEB,3-5-year,University,1,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North West,Jigawa,Babura,Babura,"Tsangaya Islamiya M. Primary School, Babura",Male,Disabled,NABTEB,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Babura,Batali,"Ballada Primary School, Ballada",Male,Disabled,NECO,1-year,University,8,8,6,4,0,1.0,0,0,1,3,1
2022/2023,North West,Jigawa,Babura,Batali,"Batali Primary School, Batali",Male,Disabled,NECO,2-year,University,4,6,0,0,0,2.0,0,0,0,5,0
2022/2023,North West,Jigawa,Babura,Batali,"Dankanoprimary School, Dankano",Male,Disabled,NECO,3-5-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2022/2023,North West,Jigawa,Babura,Batali,"Garin Ganau Primary School, Garin Ganau",Male,Disabled,NECO,5+-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Batali,"Janmutum Primary School, Janmutum",Male,Disabled,WAEC,1-year,University,8,10,4,3,0,1.0,0,0,0,6,1
2022/2023,North West,Jigawa,Babura,Batali,"Junior Secondary School, Batali",Male,Disabled,WAEC,2-year,University,5,5,0,0,0,2.0,0,0,1,4,0
2022/2023,North West,Jigawa,Babura,Batali,"Junior Secondary School, Garin Ganau",Male,Disabled,WAEC,3-5-year,University,4,5,0,0,0,1.5,0,0,0,4,0
2022/2023,North West,Jigawa,Babura,Batali,"Kufan Shirinya Primary School, Kufan Shirinya",Male,Disabled,WAEC,5+-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Batali,"Malamawa Primary School, Malamawa",Female,ALL,NABTEB,1-year,College of Education,19,23,1,0,0,1.0,0,0,0,19,1
2022/2023,North West,Jigawa,Babura,Batali,"Rataye Primary School, Rataye",Female,ALL,NABTEB,2-year,College of Education,12,15,1,0,0,2.0,0,0,0,12,1
2022/2023,North West,Jigawa,Babura,Batali,"Ung Toro Primary School, Unguwar Toro",Female,ALL,NABTEB,3-5-year,College of Education,8,13,0,0,0,1.5,0,0,0,11,0
2022/2023,North West,Jigawa,Babura,Dorawa,"Bata Primary School, Bata",Female,ALL,NABTEB,5+-year,College of Education,3,5,0,0,0,1.5,0,0,0,4,0
2022/2023,North West,Jigawa,Babura,Dorawa,"Danmarkeprimary School, Danmarke",Female,ALL,NECO,1-year,College of Education,34,45,4,3,0,1.0,0,0,0,36,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Dorawa Primary School, Dorawa",Female,ALL,NECO,2-year,College of Education,23,31,3,1,0,2.0,0,0,0,25,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Garun Gudinyaprimary School, Garun Gudunya",Female,ALL,NECO,3-5-year,College of Education,14,17,1,0,0,1.5,0,0,0,14,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Jansa Primary School, Jansa",Female,ALL,NECO,5+-year,College of Education,9,10,1,0,0,1.5,0,0,0,8,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Junior Secondary School, Dorawa",Female,ALL,WAEC,1-year,College of Education,42,54,6,4,0,1.0,0,0,0,43,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Junior Secondary School, Garun Gudinya",Female,ALL,WAEC,2-year,College of Education,29,36,3,1,0,2.0,0,0,0,29,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Kunyafa Primary School, Kunyafa",Female,ALL,WAEC,3-5-year,College of Education,18,19,1,0,0,1.5,0,0,1,16,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Manga Primary School, Manga",Female,ALL,WAEC,5+-year,College of Education,10,13,1,0,0,1.5,0,0,0,10,1
2022/2023,North West,Jigawa,Babura,Dorawa,"Santarbi Primary School, Santarbi",Female,Disabled,NABTEB,1-year,College of Education,2,3,0,0,0,1.0,0,0,0,3,0
2022/2023,North West,Jigawa,Babura,Dorawa,"Ung Tsamiya Nomadicprimary School, Unguwar Tsamiya",Female,Disabled,NABTEB,2-year,College of Education,1,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North West,Jigawa,Babura,Garu,"Abarmawa Nomadicp Rimary School, Abarmawa",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Babura,Garu,"Botsotsuwa Primary School, Botsotsuwa",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North West,Jigawa,Babura,Garu,"Danyayi Primary School, Danyayi",Female,Disabled,NECO,1-year,College of Education,2,2,1,0,0,1.0,0,0,0,1,1
2022/2023,North West,Jigawa,Babura,Garu,"Gidan Gide Primary School, Gidan Gide",Female,Disabled,NECO,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Garu,"Jaunareprimary School, Jaunare",Female,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Garu,"Junior Secondary School, Giginya",Female,Disabled,NECO,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Babura,Garu,"Kandi Primary School, Kandi",Female,Disabled,WAEC,1-year,College of Education,2,5,1,0,0,1.0,0,0,0,3,1
2022/2023,North West,Jigawa,Babura,Garu,"Kwando Primary School, Kwando",Female,Disabled,WAEC,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Garu,"Marken Biki Primary School, Marken Biki",Female,Disabled,WAEC,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Garu,"Sarkin Baka Primary School, Sarkin Baka",Female,Disabled,WAEC,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Babura,Garu,"Yammaulu Primary School, Yammaulu",Male,ALL,NABTEB,1-year,College of Education,20,24,1,0,0,1.0,0,0,0,20,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Achiya Primary School, Achiya",Male,ALL,NABTEB,2-year,College of Education,14,16,1,0,0,2.0,0,0,0,13,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Bule Primary School, Bule",Male,ALL,NABTEB,3-5-year,College of Education,9,13,0,0,0,1.5,0,0,0,11,0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Danzago Primary School, Danzago",Male,ALL,NABTEB,5+-year,College of Education,5,8,0,0,0,1.5,0,0,0,7,0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Gasakoli Primary School, Gasakoli",Male,ALL,NECO,1-year,College of Education,41,54,4,3,0,1.0,0,0,0,44,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Giginya Primary School, Giginya",Male,ALL,NECO,2-year,College of Education,25,32,3,1,0,2.0,0,0,0,26,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Jemawa Primary School, Jemawa",Male,ALL,NECO,3-5-year,College of Education,16,22,1,0,0,1.5,0,0,0,18,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Junior Secondary School, Haladawa",Male,ALL,NECO,5+-year,College of Education,9,10,0,0,0,1.5,0,0,0,9,0
2022/2023,North West,Jigawa,Babura,Gasakoli,"Kyankyaro Primary School, Kyankyaro",Male,ALL,WAEC,1-year,College of Education,52,68,6,4,0,1.0,0,0,0,55,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Masko Primary School, Masko",Male,ALL,WAEC,2-year,College of Education,33,44,4,3,0,2.0,0,0,0,35,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Sarkin Kida Memorial Academy, Jigawar Danali",Male,ALL,WAEC,3-5-year,College of Education,20,23,1,0,0,1.5,0,0,0,19,1
2022/2023,North West,Jigawa,Babura,Gasakoli,"Yarkirya Primary School, Yarkirya",Male,ALL,WAEC,5+-year,College of Education,11,17,1,0,0,1.5,0,0,0,14,1
2022/2023,North West,Jigawa,Babura,Insharuwa,"Aduware Primary School, Aduware",Male,Disabled,NABTEB,1-year,College of Education,3,3,0,0,0,1.0,0,0,0,3,0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Chirinbi Primary School, Chirinbi",Male,Disabled,NABTEB,2-year,College of Education,1,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Dorayi Primary School, Dorayi",Male,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Girdo Primary School, Girdo",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Insharuwa Primary School, Insharuwa",Male,Disabled,NECO,1-year,College of Education,3,2,1,0,0,1.0,0,0,1,1,1
2022/2023,North West,Jigawa,Babura,Insharuwa,"Jigawar Fulani Nomadic Primary School, Jigawar Fulani",Male,Disabled,NECO,2-year,College of Education,3,2,0,0,0,2.0,0,0,1,2,0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Junior Secondary School, Jigawar Danali",Male,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Jigawa,Babura,Insharuwa,"Kyara Nomadic Primary School, Kyara",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
