session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,WAEC,3-5-year,University,2,2,0,0,0,1.5,0,0,1,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,WAEC,5+-year,University,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NABTEB,1-year,College of Education,15,20,4,4,0,1.0,0,0,0,24,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NABTEB,2-year,College of Education,10,12,4,4,0,2.0,0,0,0,12,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NABTEB,3-5-year,College of Education,6,8,5,4,0,1.5,0,0,0,6,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NABTEB,5+-year,College of Education,2,3,0,0,0,1.5,0,0,0,5,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NECO,1-year,College of Education,26,37,15,10,6,1.0,0,0,0,37,6
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NECO,2-year,College of Education,16,20,5,4,0,2.0,0,0,0,24,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NECO,3-5-year,College of Education,10,17,5,4,0,1.5,0,0,0,19,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NECO,5+-year,College of Education,7,10,5,4,0,1.5,0,0,0,9,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,WAEC,1-year,College of Education,32,42,16,13,3,1.0,0,0,0,44,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,WAEC,2-year,College of Education,20,27,7,6,0,2.0,0,0,0,32,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,WAEC,3-5-year,College of Education,14,18,7,4,3,1.5,0,0,0,19,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,WAEC,5+-year,College of Education,9,12,4,4,0,1.5,0,0,0,13,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NABTEB,1-year,College of Education,2,3,3,2,0,1.0,0,0,0,1,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NABTEB,2-year,College of Education,1,3,0,0,0,2.0,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NECO,1-year,College of Education,2,3,3,3,0,1.0,0,0,0,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NECO,2-year,College of Education,1,3,0,0,0,2.0,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NECO,3-5-year,College of Education,1,3,0,0,0,1.5,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,WAEC,1-year,College of Education,3,4,3,2,0,1.0,0,0,0,3,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,WAEC,3-5-year,College of Education,1,3,0,0,0,1.5,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NABTEB,1-year,College of Education,12,17,4,4,0,1.0,0,0,0,20,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NABTEB,2-year,College of Education,7,10,4,4,0,2.0,0,0,0,10,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NABTEB,3-5-year,College of Education,5,7,4,4,0,1.5,0,0,0,5,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NABTEB,5+-year,College of Education,3,3,0,0,0,1.5,0,0,1,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NECO,1-year,College of Education,20,26,10,9,0,1.0,0,0,0,28,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NECO,2-year,College of Education,12,18,5,4,0,2.0,0,0,0,21,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NECO,3-5-year,College of Education,8,9,5,4,0,1.5,0,0,0,7,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NECO,5+-year,College of Education,5,6,5,0,6,1.5,0,0,0,3,6
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,WAEC,1-year,College of Education,31,45,16,15,0,1.0,0,0,0,49,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,WAEC,2-year,College of Education,18,27,7,6,0,2.0,0,0,0,32,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,WAEC,3-5-year,College of Education,13,19,7,4,3,1.5,0,0,0,20,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,WAEC,5+-year,College of Education,8,8,4,4,0,1.5,0,0,1,7,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NABTEB,1-year,College of Education,2,2,3,2,0,1.0,0,0,1,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NECO,1-year,College of Education,2,2,3,3,0,1.0,0,0,1,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NECO,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,WAEC,1-year,College of Education,3,4,3,2,0,1.0,0,0,0,3,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,WAEC,2-year,College of Education,2,2,0,0,0,2.0,0,0,1,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,WAEC,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NABTEB,1-year,University,33,45,48,47,0,1.0,0,0,0,12,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NABTEB,2-year,University,23,31,31,30,0,2.0,0,0,0,10,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NABTEB,3-5-year,University,15,20,14,13,0,1.5,0,0,0,13,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NABTEB,5+-year,University,6,12,14,0,11,1.5,0,0,0,1,16
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NECO,1-year,University,70,100,109,100,8,1.0,0,0,0,23,11
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NECO,2-year,University,45,67,79,64,14,2.0,0,0,0,9,17
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NECO,3-5-year,University,33,47,48,47,0,1.5,0,0,0,14,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NECO,5+-year,University,19,26,31,14,14,1.5,0,0,0,4,19
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,WAEC,1-year,University,87,116,140,126,14,1.0,0,0,0,11,17
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,WAEC,2-year,University,58,76,88,86,3,2.0,0,0,0,11,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,WAEC,3-5-year,University,39,52,65,57,8,1.5,0,0,0,2,9
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,WAEC,5+-year,University,20,27,24,23,0,1.5,0,0,0,13,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NABTEB,1-year,University,3,3,10,9,0,1.0,0,0,2,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NABTEB,2-year,University,2,3,0,0,0,2.0,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NABTEB,3-5-year,University,1,3,0,0,0,1.5,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NECO,1-year,University,6,7,11,9,3,1.0,0,0,0,0,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NECO,2-year,University,3,5,11,9,3,2.0,0,0,0,0,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NECO,3-5-year,University,2,5,0,0,0,1.5,0,0,0,8,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NECO,5+-year,University,1,3,0,0,0,1.5,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,WAEC,1-year,University,7,11,10,9,0,1.0,0,0,0,5,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,WAEC,2-year,University,5,7,10,9,0,2.0,0,0,0,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,WAEC,3-5-year,University,3,4,0,0,0,1.5,0,0,0,6,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,WAEC,5+-year,University,2,3,0,0,0,1.5,0,0,0,4,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NABTEB,1-year,University,35,47,48,47,0,1.0,0,0,0,15,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NABTEB,2-year,University,22,31,31,30,0,2.0,0,0,0,10,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NABTEB,3-5-year,University,15,20,14,13,0,1.5,0,0,0,14,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NABTEB,5+-year,University,6,7,17,0,17,1.5,0,0,0,0,20
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NECO,1-year,University,65,85,92,83,8,1.0,0,0,0,21,11
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NECO,2-year,University,42,56,61,61,0,2.0,0,0,0,13,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NECO,3-5-year,University,25,32,48,32,14,1.5,0,0,0,0,18
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NECO,5+-year,University,19,23,31,30,0,1.5,0,0,0,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,WAEC,1-year,University,80,108,126,126,0,1.0,0,0,0,15,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,WAEC,2-year,University,51,69,88,86,3,2.0,0,0,0,1,3
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,WAEC,3-5-year,University,29,37,38,37,0,1.5,0,0,0,12,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,WAEC,5+-year,University,22,29,38,29,8,1.5,0,0,0,0,10
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NABTEB,1-year,University,3,5,11,11,0,1.0,0,0,0,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NABTEB,2-year,University,2,2,0,0,0,2.0,0,0,1,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NABTEB,3-5-year,University,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NECO,1-year,University,7,9,11,11,0,1.0,0,0,0,1,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NECO,2-year,University,3,5,11,11,0,2.0,0,0,0,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NECO,3-5-year,University,2,2,0,0,0,1.5,0,0,1,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NECO,5+-year,University,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,WAEC,1-year,University,8,10,10,9,0,1.0,0,0,0,4,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,WAEC,2-year,University,5,6,10,9,0,2.0,0,0,0,0,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,WAEC,3-5-year,University,3,4,0,0,0,1.5,0,0,0,6,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,WAEC,5+-year,University,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NABTEB,1-year,University,30,42,48,36,11,1.0,0,0,0,7,14
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NABTEB,2-year,University,20,27,31,18,11,2.0,0,0,0,5,15
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NABTEB,3-5-year,University,12,20,14,13,0,1.5,0,0,0,13,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NABTEB,5+-year,University,6,8,0,0,0,1.5,0,0,0,12,0
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NECO,1-year,University,63,84,92,83,8,1.0,0,0,0,19,11
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NECO,2-year,University,38,54,61,50,11,2.0,0,0,0,9,13
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NECO,3-5-year,University,23,30,31,30,0,1.5,0,0,0,9,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NECO,5+-year,University,14,20,17,17,0,1.5,0,0,0,10,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,WAEC,1-year,University,83,109,116,115,3,1.0,0,0,0,28,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,WAEC,2-year,University,56,73,75,72,3,2.0,0,0,0,21,4
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,WAEC,3-5-year,University,32,42,38,37,0,1.5,0,0,0,19,1
