session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,Disabled,WAEC,1-year,College of Education,2,2,2,1,0,1.0,0,0,1,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,Disabled,WAEC,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,Disabled,WAEC,3-5-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,Disabled,WAEC,5+-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NABTEB,1-year,Polytechnic,7,10,1,0,0,1.0,0,0,0,10,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NABTEB,2-year,Polytechnic,5,7,1,0,0,2.0,0,0,0,7,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NABTEB,3-5-year,Polytechnic,2,3,1,0,0,1.5,0,0,0,2,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NABTEB,5+-year,Polytechnic,2,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NECO,1-year,Polytechnic,9,14,2,1,0,1.0,0,0,0,14,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NECO,2-year,Polytechnic,7,10,1,0,0,2.0,0,0,0,10,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NECO,3-5-year,Polytechnic,4,5,1,0,0,1.5,0,0,0,5,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,NECO,5+-year,Polytechnic,2,4,1,0,0,1.5,0,0,0,3,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,WAEC,1-year,Polytechnic,12,17,2,1,0,1.0,0,0,0,17,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,WAEC,2-year,Polytechnic,8,10,1,0,0,2.0,0,0,0,10,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,WAEC,3-5-year,Polytechnic,5,6,0,0,0,1.5,0,0,0,7,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,ALL,WAEC,5+-year,Polytechnic,3,4,0,0,0,1.5,0,0,0,5,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NABTEB,1-year,Polytechnic,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NABTEB,2-year,Polytechnic,0,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NABTEB,3-5-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NECO,1-year,Polytechnic,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NECO,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NECO,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,WAEC,1-year,Polytechnic,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,WAEC,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,WAEC,3-5-year,Polytechnic,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,Disabled,WAEC,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NABTEB,1-year,Polytechnic,8,10,1,0,0,1.0,0,0,0,10,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NABTEB,2-year,Polytechnic,5,6,1,0,0,2.0,0,0,0,6,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NABTEB,3-5-year,Polytechnic,3,5,0,0,0,1.5,0,0,0,6,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NABTEB,5+-year,Polytechnic,2,4,0,0,0,1.5,0,0,0,4,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NECO,1-year,Polytechnic,14,19,1,0,0,1.0,0,0,0,20,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NECO,2-year,Polytechnic,10,13,1,0,0,2.0,0,0,0,13,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NECO,3-5-year,Polytechnic,7,10,1,0,0,1.5,0,0,0,10,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,NECO,5+-year,Polytechnic,3,4,1,0,0,1.5,0,0,0,4,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,WAEC,1-year,Polytechnic,18,23,2,1,0,1.0,0,0,0,24,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,WAEC,2-year,Polytechnic,12,15,1,0,0,2.0,0,0,0,16,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,WAEC,3-5-year,Polytechnic,8,12,1,0,0,1.5,0,0,0,12,1
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,ALL,WAEC,5+-year,Polytechnic,5,6,0,0,0,1.5,0,0,0,7,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NABTEB,1-year,Polytechnic,1,2,0,0,0,1.0,0,0,0,2,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NABTEB,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NECO,1-year,Polytechnic,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NECO,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NECO,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,NECO,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,WAEC,1-year,Polytechnic,2,2,0,0,0,1.0,0,0,0,2,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,WAEC,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,WAEC,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,Disabled,WAEC,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NABTEB,1-year,University,5,8,20,19,0,1.0,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NABTEB,2-year,University,4,5,9,8,0,2.0,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NABTEB,3-5-year,University,2,3,9,8,0,1.5,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NABTEB,5+-year,University,2,1,0,0,0,1.5,0,0,1,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NECO,1-year,University,12,15,36,33,4,1.0,0,0,0,0,3
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NECO,2-year,University,7,10,20,19,0,2.0,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NECO,3-5-year,University,4,5,9,8,0,1.5,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,NECO,5+-year,University,2,3,9,8,0,1.5,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,WAEC,1-year,University,12,17,29,28,0,1.0,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,WAEC,2-year,University,8,10,22,17,4,2.0,0,0,0,0,4
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,WAEC,3-5-year,University,5,7,15,14,0,1.5,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,ALL,WAEC,5+-year,University,3,4,7,6,0,1.5,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Disabled,NABTEB,1-year,University,1,1,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Disabled,NABTEB,2-year,University,0,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Disabled,NABTEB,3-5-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Disabled,NECO,1-year,University,1,1,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,Disabled,NECO,2-year,University,0,1,0,0,0,2.0,0,0,0,1,0
