session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,JSS,JSS2,,lga,Fagge,North West,Kano,Fagge,,,900,0,36,37,27,25.0,24.3243,33.3333,6.79,15.55,8.16,4.86,10.86,6.44,6.49
2019/2020,Female,all,Private,JSS,JSS2,,lga,Gwale,North West,Kano,Gwale,,,1019,0,36,42,32,28.3056,24.2619,31.8438,6.95,17.96,8.23,5.09,11.03,6.56,6.61
2019/2020,Female,all,Private,JSS,JSS2,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,894,0,32,37,28,27.9375,24.1622,31.9286,6.95,15.84,7.31,4.51,9.81,5.84,5.88
2019/2020,Female,all,Private,JSS,JSS2,,lga,Nasarawa,North West,Kano,Nasarawa,,,937,0,32,37,29,29.2812,25.3243,32.3103,6.72,15.26,7.27,4.46,9.57,5.66,5.7
2019/2020,Female,all,Private,JSS,JSS3,,lga,Dala,North West,Kano,Dala,,,899,0,40,36,29,22.475,24.9722,31.0,6.76,14.81,9.14,5.81,11.98,7.09,7.12
2019/2020,Female,all,Private,JSS,JSS3,,lga,Fagge,North West,Kano,Fagge,,,719,0,36,30,24,19.9722,23.9667,29.9583,6.98,12.76,8.3,5.41,11.05,6.58,6.6
2019/2020,Female,all,Private,JSS,JSS3,,lga,Gwale,North West,Kano,Gwale,,,811,0,36,34,28,22.5278,23.8529,28.9643,7.05,14.51,8.35,5.59,11.11,6.62,6.64
2019/2020,Female,all,Private,JSS,JSS3,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,713,0,32,31,25,22.2812,23.0,28.52,7.24,13.63,7.47,5.05,10.08,6.04,6.05
2019/2020,Female,all,Private,JSS,JSS3,,lga,Nasarawa,North West,Kano,Nasarawa,,,751,0,32,32,25,23.4688,23.4688,30.04,7.08,13.84,7.39,4.79,9.93,5.92,5.95
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Dala,North West,Kano,Dala,,,3191,0,60,138,102,53.1833,23.1232,31.2843,8.35,73.04,8.41,8.63,21.28,13.07,13.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Fagge,North West,Kano,Fagge,,,3661,0,64,163,120,57.2031,22.4601,30.5083,8.77,91.01,9.15,9.44,23.61,14.62,14.76
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Gwale,North West,Kano,Gwale,,,4102,0,68,177,129,60.3235,23.1751,31.7984,8.63,97.56,9.59,9.62,24.79,15.31,15.47
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kano Municipal,North West,Kano,Kano Municipal,,,2655,0,48,117,86,55.3125,22.6923,30.8721,8.6,63.93,6.8,7,17.43,10.75,10.86
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Nasarawa,North West,Kano,Nasarawa,,,4872,0,80,202,148,60.9,24.1188,32.9189,8.32,107.35,11.08,10.94,28.35,17.41,17.61
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Dala,North West,Kano,Dala,,,2832,0,56,124,92,50.5714,22.8387,30.7826,8.34,65.39,7.87,8.19,19.83,12.18,12.29
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Fagge,North West,Kano,Fagge,,,3252,0,64,145,105,50.8125,22.4276,30.9714,8.48,77.98,9.03,9.3,22.97,14.14,14.28
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Gwale,North West,Kano,Gwale,,,3643,0,68,156,114,53.5735,23.3526,31.9561,8.27,81.95,9.46,9.58,23.95,14.69,14.84
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,2360,0,44,104,77,53.6364,22.6923,30.6494,8.53,56.25,6.23,6.46,15.87,9.78,9.87
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Nasarawa,North West,Kano,Nasarawa,,,4324,0,84,180,133,51.4762,24.0222,32.5113,7.96,90.75,11.52,11.63,28.72,17.51,17.69
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Dala,North West,Kano,Dala,,,2546,0,56,112,82,45.4643,22.7321,31.0488,8.14,57.45,7.8,8.12,19.44,11.89,11.99
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Fagge,North West,Kano,Fagge,,,2921,0,64,132,97,45.6406,22.1288,30.1134,8.37,69.63,9.05,9.56,22.71,13.95,14.06
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Gwale,North West,Kano,Gwale,,,3274,0,72,141,103,45.4722,23.2199,31.7864,7.96,70.81,9.92,10.19,24.59,14.99,15.13
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,2120,0,48,96,71,44.1667,22.0833,29.8592,8.33,50.26,6.79,7.23,16.95,10.41,10.49
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Nasarawa,North West,Kano,Nasarawa,,,3890,0,80,162,119,48.625,24.0123,32.6891,7.84,80.26,10.91,11.01,27.01,16.42,16.59
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Dala,North West,Kano,Dala,,,2329,0,52,101,75,44.7885,23.0594,31.0533,8.01,50.85,7.21,7.54,17.82,10.87,10.96
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Fagge,North West,Kano,Fagge,,,2672,0,68,121,89,39.2941,22.0826,30.0225,8.1,61.35,9.52,10.19,23.48,14.35,14.45
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Gwale,North West,Kano,Gwale,,,2995,0,72,131,97,41.5972,22.8626,30.8763,7.93,65.15,9.96,10.49,24.48,14.91,15.03
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1938,0,44,86,64,44.0455,22.5349,30.2812,8.16,44.09,6.17,6.54,15.3,9.36,9.43
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Nasarawa,North West,Kano,Nasarawa,,,3556,0,80,150,110,44.45,23.7067,32.3273,7.76,73.29,10.9,11.14,26.78,16.25,16.41
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Dala,North West,Kano,Dala,,,2177,0,60,95,71,36.2833,22.9158,30.662,7.69,45.48,8.24,8.81,19.89,12.04,12.13
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Fagge,North West,Kano,Fagge,,,2500,0,64,113,83,39.0625,22.1239,30.1205,8.07,57.1,8.95,9.56,22.04,13.46,13.56
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Gwale,North West,Kano,Gwale,,,2802,0,72,122,89,38.9167,22.9672,31.4831,7.76,59.33,9.86,10.29,24.07,14.6,14.73
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1817,0,48,82,61,37.8542,22.1585,29.7869,8.01,41.04,6.71,7.25,16.44,10.03,10.09
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Nasarawa,North West,Kano,Nasarawa,,,3329,0,76,140,103,43.8026,23.7786,32.3204,7.71,67.92,10.34,10.58,25.31,15.34,15.49
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Dala,North West,Kano,Dala,,,1969,0,52,87,65,37.8654,22.6322,30.2923,7.85,42.63,7.21,7.72,17.53,10.65,10.73
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Fagge,North West,Kano,Fagge,,,2262,0,60,102,76,37.7,22.1765,29.7632,8,50.95,8.39,9.07,20.52,12.51,12.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Gwale,North West,Kano,Gwale,,,2531,0,72,112,84,35.1528,22.5982,30.131,7.75,53.95,9.95,10.75,24,14.55,14.65
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1642,0,44,75,57,37.3182,21.8933,28.807,8.11,37.85,6.22,6.87,15.19,9.29,9.33
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Nasarawa,North West,Kano,Nasarawa,,,3011,0,84,126,93,35.8452,23.8968,32.3763,7.34,57.67,11.26,11.68,26.89,16.16,16.3
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Dala,North West,Kano,Dala,,,1106,3,44,49,37,25.1364,22.5714,29.8919,7.31,22,13.04,6.62,14,8.4,8.44
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Fagge,North West,Kano,Fagge,,,1222,3,48,56,42,25.4583,21.8214,29.0952,7.57,26.07,14.32,7.42,15.68,9.47,9.51
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Gwale,North West,Kano,Gwale,,,1191,3,48,53,39,24.8125,22.4717,30.5385,7.3,23.85,14.19,7.07,15.26,9.16,9.21
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Kano Municipal,North West,Kano,Kano Municipal,,,992,3,36,45,35,27.5556,22.0444,28.3429,7.63,21.06,10.78,5.72,11.83,7.15,7.18
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Nasarawa,North West,Kano,Nasarawa,,,1384,3,52,63,47,26.6154,21.9683,29.4468,7.57,29.38,15.5,7.95,16.99,10.26,10.31
2019/2020,Female,all,Private,SSS,SSS2,,lga,Dala,North West,Kano,Dala,,,895,3,44,40,30,20.3409,22.375,29.8333,7.32,17.99,13.04,6.64,14.01,8.41,8.46
2019/2020,Female,all,Private,SSS,SSS2,,lga,Fagge,North West,Kano,Fagge,,,987,3,44,46,36,22.4318,21.4565,27.4167,7.64,21.41,13.23,7.22,14.45,8.74,8.75
2019/2020,Female,all,Private,SSS,SSS2,,lga,Gwale,North West,Kano,Gwale,,,957,3,44,44,34,21.75,21.75,28.1471,7.54,20.25,13.17,7.03,14.31,8.63,8.65
2019/2020,Female,all,Private,SSS,SSS2,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,795,3,36,38,28,22.0833,20.9211,28.3929,7.73,18.06,10.8,5.71,11.95,7.24,7.27
2019/2020,Female,all,Private,SSS,SSS2,,lga,Nasarawa,North West,Kano,Nasarawa,,,1113,3,52,50,39,21.4038,22.26,28.5385,7.4,22.58,15.5,8.2,16.67,10.03,10.06
2019/2020,Female,all,Private,SSS,SSS3,,lga,Dala,North West,Kano,Dala,,,693,3,44,34,28,15.75,20.3824,24.75,8.06,16.52,13.48,8,15.01,9.15,9.13
2019/2020,Female,all,Private,SSS,SSS3,,lga,Fagge,North West,Kano,Fagge,,,765,3,44,37,27,17.3864,20.6757,28.3333,7.8,17.76,13.22,6.99,14.7,8.93,8.96
2019/2020,Female,all,Private,SSS,SSS3,,lga,Gwale,North West,Kano,Gwale,,,745,3,48,35,27,15.5208,21.2857,27.5926,7.68,16.4,14.43,7.83,15.82,9.57,9.59
2019/2020,Female,all,Private,SSS,SSS3,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,622,3,36,30,24,17.2778,20.7333,25.9167,7.9,14.37,10.94,6.25,12.11,7.36,7.36
2019/2020,Female,all,Private,SSS,SSS3,,lga,Nasarawa,North West,Kano,Nasarawa,,,864,3,52,41,31,16.6154,21.0732,27.871,7.72,19.37,15.62,8.4,17.22,10.43,10.46
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Dala,North West,Kano,Dala,,,40,0,24,12,12,1.6667,3.3333,3.3333,23.86,11.52,12.1,20.16,17.6,12.15,11.27
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Fagge,North West,Kano,Fagge,,,40,0,20,13,12,2.0,3.0769,3.3333,23.86,12.48,10.08,16.8,14.67,10.13,9.4
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Gwale,North West,Kano,Gwale,,,43,0,24,14,12,1.7917,3.0714,3.5833,23.1,13.44,12.01,20.16,17.38,11.96,11.09
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,37,0,20,12,12,1.85,3.0833,3.0833,24.73,11.52,10.17,16.8,14.89,10.31,9.57
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Nasarawa,North West,Kano,Nasarawa,,,45,0,24,13,12,1.875,3.4615,3.75,22.66,12.48,11.95,20.16,17.24,11.85,10.99
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Dala,North West,Kano,Dala,,,34,0,24,12,12,1.4167,2.8333,2.8333,25.76,11.52,12.33,20.16,18.17,12.63,11.73
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Fagge,North West,Kano,Fagge,,,35,0,24,13,12,1.4583,2.6923,2.9167,25.4,12.48,12.28,20.16,18.06,12.54,11.64
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Gwale,North West,Kano,Gwale,,,36,0,24,12,12,1.5,3.0,3.0,25.06,11.52,12.24,20.16,17.96,12.46,11.56
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,32,0,20,12,12,1.6,2.6667,2.6667,26.56,11.52,10.35,16.8,15.34,10.7,9.94
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Nasarawa,North West,Kano,Nasarawa,,,38,0,24,12,12,1.5833,3.1667,3.1667,24.42,11.52,12.17,20.16,17.77,12.3,11.41
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Dala,North West,Kano,Dala,,,25,0,24,12,12,1.0417,2.0833,2.0833,28,11.52,12.6,20.16,18.84,13.2,12.27
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Fagge,North West,Kano,Fagge,,,25,0,20,12,12,1.25,2.0833,2.0833,28,11.52,10.5,16.8,15.7,11,10.22
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Gwale,North West,Kano,Gwale,,,26,0,24,12,12,1.0833,2.1667,2.1667,28,11.52,12.6,20.16,18.84,13.2,12.27
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,22,0,20,12,12,1.1,1.8333,1.8333,28,11.52,10.5,16.8,15.7,11,10.22
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Nasarawa,North West,Kano,Nasarawa,,,27,0,28,12,12,0.9643,2.25,2.25,28,11.52,14.69,23.52,21.99,15.4,14.31
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Dala,North West,Kano,Dala,,,527,0,24,50,38,21.9583,10.54,13.8684,15.37,46.95,4.3,7.79,13.91,9.24,9.13
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Fagge,North West,Kano,Fagge,,,546,0,28,51,39,19.5,10.7059,14.0,14.91,46.27,4.94,9,15.8,10.46,10.32
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Gwale,North West,Kano,Gwale,,,618,0,28,55,42,22.0714,11.2364,14.7143,14.44,48.48,4.79,8.56,15.38,10.15,10.03
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,486,0,20,45,35,24.3,10.8,13.8857,15.28,41.97,3.58,6.48,11.53,7.65,7.56
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Nasarawa,North West,Kano,Nasarawa,,,698,0,32,63,48,21.8125,11.0794,14.5417,14.61,56.21,5.52,9.9,17.76,11.73,11.6
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Dala,North West,Kano,Dala,,,409,0,28,40,31,14.6071,10.225,13.1935,15.16,36.56,5.09,9.55,15.99,10.6,10.43
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Fagge,North West,Kano,Fagge,,,425,0,28,41,31,15.1786,10.3659,13.7097,14.94,37.13,4.98,9.19,15.81,10.47,10.32
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Gwale,North West,Kano,Gwale,,,481,0,28,46,35,17.1786,10.4565,13.7429,15.03,41.96,4.99,9.17,15.89,10.53,10.39
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,377,0,20,36,28,18.85,10.4722,13.4643,15.22,33.22,3.61,6.68,11.48,7.61,7.51
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Nasarawa,North West,Kano,Nasarawa,,,543,0,32,50,38,16.9688,10.86,14.2895,14.44,43.84,5.53,10.08,17.56,11.59,11.44
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Dala,North West,Kano,Dala,,,225,0,24,25,19,9.375,9.0,11.8421,16.1,24,4.66,9.12,14.39,9.6,9.41
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Fagge,North West,Kano,Fagge,,,233,0,28,25,19,8.3214,9.32,12.2632,15.99,24,5.35,10.27,16.72,11.15,10.95
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Gwale,North West,Kano,Gwale,,,263,0,32,27,21,8.2188,9.7407,12.5238,15.49,25.05,5.98,11.5,18.59,12.35,12.13
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,207,0,20,23,18,10.35,9.0,11.5,16.19,22.08,3.94,7.83,12.03,8.03,7.86
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Nasarawa,North West,Kano,Nasarawa,,,298,0,32,31,25,9.3125,9.6129,11.92,15.79,29.12,6.15,12.08,18.86,12.56,12.31
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Dala,North West,Kano,Dala,,,3755,0,112,133,97,33.5268,28.2331,38.7113,6.12,50.71,24.58,13.02,31.37,18.22,18.48
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Fagge,North West,Kano,Fagge,,,3535,0,104,128,93,33.9904,27.6172,38.0108,6.27,50.05,22.94,12.31,29.65,17.31,17.54
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Gwale,North West,Kano,Gwale,,,3973,0,116,138,102,34.25,28.7899,38.951,6.03,51.86,25.39,13.4,32.18,18.64,18.91
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Kano Municipal,North West,Kano,Kano Municipal,,,3020,0,88,111,81,34.3182,27.2072,37.284,6.38,44.16,19.5,10.62,25.41,14.88,15.07
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Nasarawa,North West,Kano,Nasarawa,,,4590,0,144,164,120,31.875,27.9878,38.25,6.11,62.35,31.64,16.94,40.3,23.4,23.73
2019/2020,Female,all,Public,JSS,JSS2,,lga,Dala,North West,Kano,Dala,,,3080,0,108,111,81,28.5185,27.7477,38.0247,6.09,41.99,23.73,12.78,30.14,17.49,17.73
2019/2020,Female,all,Public,JSS,JSS2,,lga,Fagge,North West,Kano,Fagge,,,2902,0,108,106,78,26.8704,27.3774,37.2051,6.17,40.53,23.83,13.06,30.4,17.68,17.91
2019/2020,Female,all,Public,JSS,JSS2,,lga,Gwale,North West,Kano,Gwale,,,3262,0,112,115,85,29.125,28.3652,38.3765,6,42.76,24.53,13.13,30.9,17.87,18.12
2019/2020,Female,all,Public,JSS,JSS2,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,2477,0,92,92,69,26.9239,26.9239,35.8986,6.27,35.64,20.43,11.53,26.19,15.28,15.45
2019/2020,Female,all,Public,JSS,JSS2,,lga,Nasarawa,North West,Kano,Nasarawa,,,3766,0,132,136,99,28.5303,27.6912,38.0404,6.1,51.53,29.01,15.61,36.88,21.41,21.7
2019/2020,Female,all,Public,JSS,JSS3,,lga,Dala,North West,Kano,Dala,,,2460,0,112,91,67,21.9643,27.033,36.7164,6.23,35.14,24.78,13.73,31.76,18.51,18.74
2019/2020,Female,all,Public,JSS,JSS3,,lga,Fagge,North West,Kano,Fagge,,,2313,0,104,87,66,22.2404,26.5862,35.0455,6.35,34.04,23.19,13.35,29.85,17.46,17.64
2019/2020,Female,all,Public,JSS,JSS3,,lga,Gwale,North West,Kano,Gwale,,,2600,0,112,92,69,23.2143,28.2609,37.6812,6.03,34.31,24.6,13.38,31,17.95,18.18
2019/2020,Female,all,Public,JSS,JSS3,,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1974,0,88,74,54,22.4318,26.6757,36.5556,6.29,28.88,19.51,10.83,25.13,14.68,14.85
2019/2020,Female,all,Public,JSS,JSS3,,lga,Nasarawa,North West,Kano,Nasarawa,,,3003,0,132,108,80,22.75,27.8056,37.5375,6.1,40.79,29.05,15.82,36.84,21.38,21.65
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Dala,North West,Kano,Dala,,,13272,0,228,575,414,58.2105,23.0817,32.058,8.56,314.28,32.02,32,82.57,50.93,51.48
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Fagge,North West,Kano,Fagge,,,11450,0,196,492,357,58.4184,23.2724,32.0728,8.5,267.04,27.48,27.5,70.63,43.52,43.99
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Gwale,North West,Kano,Gwale,,,12444,0,208,535,385,59.8269,23.2598,32.3221,8.56,292.96,29.17,28.96,75.39,46.5,47.03
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kano Municipal,North West,Kano,Kano Municipal,,,11071,0,188,466,335,58.8883,23.7575,33.0478,8.34,248.45,26.04,25.6,66.76,41.01,41.49
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Nasarawa,North West,Kano,Nasarawa,,,14055,0,232,597,431,60.5819,23.5427,32.6102,8.49,324.42,32.4,32.01,83.58,51.49,52.08
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Dala,North West,Kano,Dala,,,11785,0,236,509,366,49.9364,23.1532,32.1995,8.16,263.7,32.66,32.98,82.28,50.37,50.89
