session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1597,0,36,86,62,44.3611,18.5698,25.7581
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Oyo East,South West,Oyo,Oyo East,,,2476,0,60,128,93,41.2667,19.3438,26.6237
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Saki East,South West,Oyo,Saki East,,,2059,0,52,111,80,39.5962,18.5495,25.7375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1310,0,36,71,53,36.3889,18.4507,24.717
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1693,0,44,89,65,38.4773,19.0225,26.0462
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1446,0,36,80,58,40.1667,18.075,24.931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Oyo East,South West,Oyo,Oyo East,,,2237,0,64,116,86,34.9531,19.2845,26.0116
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Saki East,South West,Oyo,Saki East,,,1863,0,52,101,74,35.8269,18.4455,25.1757
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,904,3,36,50,38,25.1111,18.08,23.7895
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,925,3,36,49,37,25.6944,18.8776,25.0
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,805,3,32,45,35,25.1562,17.8889,23.0
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Oyo East,South West,Oyo,Oyo East,,,1074,3,44,57,42,24.4091,18.8421,25.5714
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Saki East,South West,Oyo,Saki East,,,889,3,36,47,36,24.6944,18.9149,24.6944
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,729,3,36,41,30,20.25,17.7805,24.3
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,747,3,36,41,30,20.75,18.2195,24.9
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,652,3,32,38,29,20.375,17.1579,22.4828
2019/2020,Female,all,Private,SSS,SSS2,,lga,Oyo East,South West,Oyo,Oyo East,,,868,3,40,47,35,21.7,18.4681,24.8
2019/2020,Female,all,Private,SSS,SSS2,,lga,Saki East,South West,Oyo,Saki East,,,717,3,36,39,29,19.9167,18.3846,24.7241
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,568,2,40,34,26,14.2,16.7059,21.8462
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,580,3,40,34,28,14.5,17.0588,20.7143
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,506,3,32,30,24,15.8125,16.8667,21.0833
2019/2020,Female,all,Private,SSS,SSS3,,lga,Oyo East,South West,Oyo,Oyo East,,,675,3,44,38,30,15.3409,17.7632,22.5
2019/2020,Female,all,Private,SSS,SSS3,,lga,Saki East,South West,Oyo,Saki East,,,557,3,36,33,26,15.4722,16.8788,21.4231
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Ibadan North,South West,Oyo,Ibadan North,,,31,0,16,13,12,1.9375,2.3846,2.5833
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,41,0,20,14,12,2.05,2.9286,3.4167
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,34,0,20,13,12,1.7,2.6154,2.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Oyo East,South West,Oyo,Oyo East,,,42,0,24,14,12,1.75,3.0,3.5
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Saki East,South West,Oyo,Saki East,,,36,0,20,13,12,1.8,2.7692,3.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,25,0,16,12,12,1.5625,2.0833,2.0833
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,34,0,20,13,12,1.7,2.6154,2.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,28,0,20,13,12,1.4,2.1538,2.3333
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Oyo East,South West,Oyo,Oyo East,,,35,0,24,13,12,1.4583,2.6923,2.9167
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Saki East,South West,Oyo,Saki East,,,30,0,20,13,12,1.5,2.3077,2.5
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,20,0,16,12,12,1.25,1.6667,1.6667
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,26,0,24,12,12,1.0833,2.1667,2.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,21,0,20,12,12,1.05,1.75,1.75
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Oyo East,South West,Oyo,Oyo East,,,26,0,24,12,12,1.0833,2.1667,2.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Saki East,South West,Oyo,Saki East,,,23,0,20,12,12,1.15,1.9167,1.9167
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ibadan North,South West,Oyo,Ibadan North,,,436,0,16,49,37,27.25,8.898,11.7838
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,569,0,24,63,47,23.7083,9.0317,12.1064
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,482,0,20,54,41,24.1,8.9259,11.7561
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Oyo East,South West,Oyo,Oyo East,,,576,0,24,64,49,24.0,9.0,11.7551
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Saki East,South West,Oyo,Saki East,,,499,0,24,55,41,20.7917,9.0727,12.1707
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,339,0,16,40,31,21.1875,8.475,10.9355
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,442,0,24,50,38,18.4167,8.84,11.6316
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,375,0,20,43,33,18.75,8.7209,11.3636
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Oyo East,South West,Oyo,Oyo East,,,450,0,24,52,38,18.75,8.6538,11.8421
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Saki East,South West,Oyo,Saki East,,,388,0,20,44,33,19.4,8.8182,11.7576
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,185,0,16,24,18,11.5625,7.7083,10.2778
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,243,0,24,31,25,10.125,7.8387,9.72
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,205,0,20,27,21,10.25,7.5926,9.7619
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Oyo East,South West,Oyo,Oyo East,,,248,0,24,32,26,10.3333,7.75,9.5385
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Saki East,South West,Oyo,Saki East,,,212,0,20,26,20,10.6,8.1538,10.6
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,2837,0,76,123,90,37.3289,23.065,31.5222
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,3720,0,100,159,117,37.2,23.3962,31.7949
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2931,0,80,129,94,36.6375,22.7209,31.1809
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Oyo East,South West,Oyo,Oyo East,,,4070,0,112,171,125,36.3393,23.8012,32.56
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Saki East,South West,Oyo,Saki East,,,2898,0,76,126,92,38.1316,23.0,31.5
2019/2020,Female,all,Public,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,2332,0,76,104,77,30.6842,22.4231,30.2857
2019/2020,Female,all,Public,JSS,JSS2,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,3051,0,96,131,96,31.7812,23.2901,31.7812
2019/2020,Female,all,Public,JSS,JSS2,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2403,0,80,107,78,30.0375,22.4579,30.8077
2019/2020,Female,all,Public,JSS,JSS2,,lga,Oyo East,South West,Oyo,Oyo East,,,3342,0,104,142,104,32.1346,23.5352,32.1346
2019/2020,Female,all,Public,JSS,JSS2,,lga,Saki East,South West,Oyo,Saki East,,,2376,0,76,106,78,31.2632,22.4151,30.4615
2019/2020,Female,all,Public,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1860,0,80,83,60,23.25,22.4096,31.0
2019/2020,Female,all,Public,JSS,JSS3,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,2437,0,100,106,78,24.37,22.9906,31.2436
2019/2020,Female,all,Public,JSS,JSS3,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1918,0,76,87,65,25.2368,22.046,29.5077
2019/2020,Female,all,Public,JSS,JSS3,,lga,Oyo East,South West,Oyo,Oyo East,,,2668,0,112,115,85,23.8214,23.2,31.3882
2019/2020,Female,all,Public,JSS,JSS3,,lga,Saki East,South West,Oyo,Saki East,,,1892,0,80,84,62,23.65,22.5238,30.5161
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,9462,0,164,481,345,57.6951,19.6715,27.4261
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,11620,0,200,602,432,58.1,19.3023,26.8981
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,9810,0,172,505,362,57.0349,19.4257,27.0994
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Oyo East,South West,Oyo,Oyo East,,,11612,0,204,604,435,56.9216,19.2252,26.6943
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Saki East,South West,Oyo,Saki East,,,8895,0,156,462,331,57.0192,19.2532,26.8731
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,8402,0,164,428,305,51.2317,19.6308,27.5475
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,10318,0,196,534,382,52.6429,19.3221,27.0105
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,8712,0,164,451,322,53.122,19.3171,27.0559
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Oyo East,South West,Oyo,Oyo East,,,10310,0,204,537,385,50.5392,19.1993,26.7792
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Saki East,South West,Oyo,Saki East,,,7901,0,160,412,295,49.3812,19.1772,26.7831
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,7551,0,156,385,276,48.4038,19.613,27.3587
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,9278,0,204,482,345,45.4804,19.249,26.8928
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,7831,0,168,405,288,46.6131,19.3358,27.191
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Oyo East,South West,Oyo,Oyo East,,,9270,0,204,480,344,45.4412,19.3125,26.9477
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Saki East,South West,Oyo,Saki East,,,7102,0,156,371,266,45.5256,19.1429,26.6992
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,6903,0,160,350,251,43.1438,19.7229,27.502
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,8478,0,208,438,312,40.7596,19.3562,27.1731
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,7157,0,172,370,265,41.6105,19.3432,27.0075
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Oyo East,South West,Oyo,Oyo East,,,8471,0,204,440,315,41.5245,19.2523,26.8921
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Saki East,South West,Oyo,Saki East,,,6491,0,156,337,240,41.609,19.2611,27.0458
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,6464,0,164,328,236,39.4146,19.7073,27.3898
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,7937,0,216,411,292,36.7454,19.3114,27.1815
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,6703,0,172,345,249,38.9709,19.429,26.9197
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Oyo East,South West,Oyo,Oyo East,,,7934,0,208,410,292,38.1442,19.3512,27.1712
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Saki East,South West,Oyo,Saki East,,,6080,0,144,317,227,42.2222,19.1798,26.7841
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,5846,0,152,296,213,38.4605,19.75,27.446
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,7179,0,200,374,266,35.895,19.1952,26.9887
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,6060,0,172,312,225,35.2326,19.4231,26.9333
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Oyo East,South West,Oyo,Oyo East,,,7172,0,212,372,265,33.8302,19.2796,27.0642
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Saki East,South West,Oyo,Saki East,,,5493,0,152,287,206,36.1382,19.1394,26.665
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,1588,3,64,83,62,24.8125,19.1325,25.6129
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,2289,3,84,113,81,27.25,20.2566,28.2593
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1885,3,72,95,70,26.1806,19.8421,26.9286
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Oyo East,South West,Oyo,Oyo East,,,2281,3,92,114,82,24.7935,20.0088,27.8171
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Saki East,South West,Oyo,Saki East,,,1828,3,68,90,66,26.8824,20.3111,27.697
2019/2020,Female,all,Public,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1279,3,68,68,51,18.8088,18.8088,25.0784
2019/2020,Female,all,Public,SSS,SSS2,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1846,3,92,94,68,20.0652,19.6383,27.1471
2019/2020,Female,all,Public,SSS,SSS2,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1520,3,72,78,57,21.1111,19.4872,26.6667
2019/2020,Female,all,Public,SSS,SSS2,,lga,Oyo East,South West,Oyo,Oyo East,,,1839,3,88,94,68,20.8977,19.5638,27.0441
2019/2020,Female,all,Public,SSS,SSS2,,lga,Saki East,South West,Oyo,Saki East,,,1473,3,68,75,56,21.6618,19.64,26.3036
2019/2020,Female,all,Public,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,995,3,64,54,41,15.5469,18.4259,24.2683
2019/2020,Female,all,Public,SSS,SSS3,,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1437,3,88,74,54,16.3295,19.4189,26.6111
2019/2020,Female,all,Public,SSS,SSS3,,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1182,3,76,62,47,15.5526,19.0645,25.1489
2019/2020,Female,all,Public,SSS,SSS3,,lga,Oyo East,South West,Oyo,Oyo East,,,1431,3,92,74,54,15.5543,19.3378,26.5
2019/2020,Female,all,Public,SSS,SSS3,,lga,Saki East,South West,Oyo,Saki East,,,1146,3,72,60,46,15.9167,19.1,24.913
