session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Geidam,North East,Yobe,Geidam,,,2022,0,52,110,32,38.8846,18.3818,63.1875,8.83,66.82,6.66,3.7,19.67,12.22,12.58
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Nguru,North East,Yobe,Nguru,,,1690,0,44,93,28,38.4091,18.172,60.3571,8.93,56.96,5.68,3.28,16.78,10.43,10.74
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Potiskum,North East,Yobe,Potiskum,,,1602,0,40,90,28,40.05,17.8,57.2143,9.23,56.9,5.26,3.15,15.65,9.78,10.05
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Bade,North East,Yobe,Bade,,,1815,0,48,96,30,37.8125,18.9062,60.5,8.57,56.29,6.11,3.57,17.71,10.95,11.27
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Damaturu,North East,Yobe,Damaturu,,,1571,0,40,88,27,39.275,17.8523,58.1852,9.15,55.19,5.23,3.09,15.55,9.7,9.98
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Geidam,North East,Yobe,Geidam,,,1893,0,44,103,31,43.0227,18.3786,61.0645,9.08,64.32,5.71,3.24,17.02,10.61,10.92
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Nguru,North East,Yobe,Nguru,,,1582,0,44,89,27,35.9545,17.7753,58.5926,8.99,54.81,5.72,3.38,16.86,10.5,10.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Potiskum,North East,Yobe,Potiskum,,,1500,0,36,85,25,41.6667,17.6471,60.0,9.37,54.79,4.73,2.7,14.27,8.94,9.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Bade,North East,Yobe,Bade,,,1639,0,48,89,26,34.1458,18.4157,63.0385,8.55,52.25,6.08,3.43,17.7,10.94,11.27
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Damaturu,North East,Yobe,Damaturu,,,1421,0,44,81,25,32.2955,17.5432,56.84,8.91,49.28,5.72,3.48,16.73,10.4,10.69
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Geidam,North East,Yobe,Geidam,,,1712,0,44,94,29,38.9091,18.2128,59.0345,8.95,57.64,5.7,3.35,16.8,10.45,10.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Nguru,North East,Yobe,Nguru,,,1429,0,44,80,23,32.4773,17.8625,62.1304,8.72,47.86,5.62,3.19,16.46,10.2,10.51
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Potiskum,North East,Yobe,Potiskum,,,1358,0,40,76,24,33.95,17.8684,56.5833,8.85,45.92,5.19,3.18,15.13,9.4,9.66
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Bade,North East,Yobe,Bade,,,855,3,32,48,14,26.7188,17.8125,61.0714,8.42,27.63,9.17,2.36,11.64,7.18,7.39
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Damaturu,North East,Yobe,Damaturu,,,571,3,24,36,10,23.7917,15.8611,57.1,9.23,22.78,7,1.89,9.4,5.87,6.04
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Geidam,North East,Yobe,Geidam,,,823,3,32,45,13,25.7188,18.2889,63.3077,8.14,25.05,9.1,2.27,11.34,6.95,7.16
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Nguru,North East,Yobe,Nguru,,,707,3,28,40,12,25.25,17.675,58.9167,8.42,22.96,8.03,2.14,10.18,6.27,6.45
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Potiskum,North East,Yobe,Potiskum,,,670,3,24,39,11,27.9167,17.1795,60.9091,8.78,23.48,6.92,1.77,9.03,5.6,5.77
2019/2020,Female,all,Private,SSS,SSS2,,lga,Bade,North East,Yobe,Bade,,,688,3,32,40,11,21.5,17.2,62.5455,8.37,22.94,9.15,2.3,11.6,7.14,7.36
2019/2020,Female,all,Private,SSS,SSS2,,lga,Damaturu,North East,Yobe,Damaturu,,,458,2,24,29,9,19.0833,15.7931,50.8889,9.04,17.78,7.02,2.12,9.22,5.74,5.89
2019/2020,Female,all,Private,SSS,SSS2,,lga,Geidam,North East,Yobe,Geidam,,,663,3,32,38,12,20.7188,17.4474,55.25,8.29,21.35,9.2,2.61,11.48,7.06,7.25
2019/2020,Female,all,Private,SSS,SSS2,,lga,Nguru,North East,Yobe,Nguru,,,567,3,28,34,9,20.25,16.6765,63.0,8.54,19.92,8.02,2,10.31,6.37,6.56
2019/2020,Female,all,Private,SSS,SSS2,,lga,Potiskum,North East,Yobe,Potiskum,,,542,3,24,33,10,22.5833,16.4242,54.2,8.9,19.98,6.98,1.99,9.11,5.66,5.81
2019/2020,Female,all,Private,SSS,SSS3,,lga,Bade,North East,Yobe,Bade,,,537,2,32,32,10,16.7812,16.7812,53.7,8.46,18.32,9.24,2.68,11.65,7.19,7.38
2019/2020,Female,all,Private,SSS,SSS3,,lga,Damaturu,North East,Yobe,Damaturu,,,355,2,24,25,6,14.7917,14.2,59.1667,9.61,16.55,7.03,1.83,9.72,6.11,6.28
2019/2020,Female,all,Private,SSS,SSS3,,lga,Geidam,North East,Yobe,Geidam,,,515,3,28,32,8,18.3929,16.0938,64.375,8.7,19.15,8.04,1.96,10.47,6.48,6.68
2019/2020,Female,all,Private,SSS,SSS3,,lga,Nguru,North East,Yobe,Nguru,,,442,3,28,28,7,15.7857,15.7857,63.1429,8.78,16.9,8.06,2,10.54,6.54,6.74
2019/2020,Female,all,Private,SSS,SSS3,,lga,Potiskum,North East,Yobe,Potiskum,,,421,2,24,28,6,17.5417,15.0357,70.1667,9.17,17.81,6.92,1.54,9.37,5.85,6.04
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Bade,North East,Yobe,Bade,,,35,0,20,13,1,1.75,2.6923,35.0,14.08,12.48,6.26,2.57,11.09,7.3,7.44
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Damaturu,North East,Yobe,Damaturu,,,26,0,16,12,0,1.625,2.1667,0.0,14.44,11.52,5.18,2.77,9,5.94,6.01
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Geidam,North East,Yobe,Geidam,,,29,0,16,12,0,1.8125,2.4167,0.0,14.3,11.52,5.11,2.48,8.95,5.9,5.99
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Nguru,North East,Yobe,Nguru,,,28,0,20,13,1,1.4,2.1538,28.0,14.34,12.48,6.41,3.21,11.2,7.39,7.49
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Potiskum,North East,Yobe,Potiskum,,,22,0,12,12,0,1.8333,1.8333,0.0,14.69,11.52,3.97,2.45,6.82,4.51,4.54
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Bade,North East,Yobe,Bade,,,30,0,20,12,0,1.5,2.5,0.0,14.26,11.52,6.36,3,11.16,7.36,7.48
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Damaturu,North East,Yobe,Damaturu,,,23,0,20,12,0,1.15,1.9167,0.0,14.62,11.52,6.58,3.91,11.33,7.49,7.55
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Geidam,North East,Yobe,Geidam,,,25,0,16,12,0,1.5625,2.0833,0.0,14.5,11.52,5.2,2.88,9.02,5.96,6.02
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Nguru,North East,Yobe,Nguru,,,25,0,20,12,0,1.25,2.0833,0.0,14.5,11.52,6.51,3.6,11.27,7.44,7.52
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Potiskum,North East,Yobe,Potiskum,,,19,0,12,12,0,1.5833,1.5833,0.0,14.95,11.52,4.07,2.84,6.89,4.56,4.57
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Bade,North East,Yobe,Bade,,,21,0,20,12,0,1.05,1.75,0.0,14.77,11.52,6.67,4.29,11.4,7.54,7.58
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Damaturu,North East,Yobe,Damaturu,,,16,0,16,12,0,1.0,1.3333,0.0,15.31,11.52,5.59,4.5,9.31,6.18,6.15
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Geidam,North East,Yobe,Geidam,,,18,0,12,12,0,1.5,1.5,0.0,15.06,11.52,4.1,3,6.91,4.58,4.58
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Nguru,North East,Yobe,Nguru,,,19,0,20,12,0,0.95,1.5833,0.0,14.95,11.52,6.78,4.74,11.48,7.6,7.61
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Potiskum,North East,Yobe,Potiskum,,,13,0,12,12,0,1.0833,1.0833,0.0,15.83,11.52,4.38,4.15,7.12,4.74,4.67
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Bade,North East,Yobe,Bade,,,489,0,24,56,16,20.375,8.7321,30.5625,14.23,53.76,3.32,3.53,13.38,8.82,8.96
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Damaturu,North East,Yobe,Damaturu,,,391,0,16,47,14,24.4375,8.3191,27.9286,14.35,45.12,2.26,2.58,8.96,5.91,5.99
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Geidam,North East,Yobe,Geidam,,,448,0,24,53,15,18.6667,8.4528,29.8667,14.26,50.88,3.34,3.62,13.4,8.84,8.97
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Nguru,North East,Yobe,Nguru,,,465,0,20,52,15,23.25,8.9423,31.0,14.22,49.92,2.75,2.9,11.15,7.35,7.47
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Potiskum,North East,Yobe,Potiskum,,,388,0,20,46,13,19.4,8.4348,29.8462,14.26,44.16,2.78,3.02,11.17,7.36,7.48
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Bade,North East,Yobe,Bade,,,381,0,20,45,13,19.05,8.4667,29.3077,14.28,43.2,2.79,3.07,11.18,7.37,7.48
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Damaturu,North East,Yobe,Damaturu,,,306,0,16,37,10,19.125,8.2703,30.6,14.23,35.52,2.21,2.35,8.92,5.88,5.98
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Geidam,North East,Yobe,Geidam,,,348,0,24,41,11,14.5,8.4878,31.6364,14.19,39.36,3.29,3.41,13.36,8.81,8.96
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Nguru,North East,Yobe,Nguru,,,364,0,20,43,11,18.2,8.4651,33.0909,14.14,41.28,2.71,2.72,11.11,7.32,7.45
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Potiskum,North East,Yobe,Potiskum,,,302,0,20,37,11,15.1,8.1622,27.4545,14.37,35.52,2.84,3.28,11.21,7.4,7.5
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Bade,North East,Yobe,Bade,,,210,0,20,27,7,10.5,7.7778,30.0,14.26,25.92,2.78,3,11.16,7.36,7.48
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Damaturu,North East,Yobe,Damaturu,,,168,0,20,22,6,8.4,7.6364,28.0,14.34,21.12,2.83,3.21,11.2,7.39,7.49
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Geidam,North East,Yobe,Geidam,,,191,0,24,26,6,7.9583,7.3462,31.8333,14.19,24.96,3.28,3.39,13.36,8.81,8.95
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Nguru,North East,Yobe,Nguru,,,199,0,20,26,7,9.95,7.6538,28.4286,14.32,24.96,2.82,3.17,11.19,7.38,7.49
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Potiskum,North East,Yobe,Potiskum,,,165,0,20,24,6,8.25,6.875,27.5,14.37,23.04,2.84,3.27,11.21,7.4,7.5
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Bade,North East,Yobe,Bade,,,2839,0,76,129,40,37.3553,22.0078,70.975,7.34,64.78,16.34,4.82,24.88,15,15.49
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Damaturu,North East,Yobe,Damaturu,,,2340,0,64,110,33,36.5625,21.2727,70.9091,7.54,56.84,13.82,4.06,21.39,12.95,13.38
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Geidam,North East,Yobe,Geidam,,,2658,0,72,125,37,36.9167,21.264,71.8378,7.55,64.77,15.54,4.51,24.11,14.6,15.08
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Nguru,North East,Yobe,Nguru,,,2951,0,76,132,41,38.8289,22.3561,71.9756,7.29,65.91,16.31,4.75,24.77,14.91,15.41
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Potiskum,North East,Yobe,Potiskum,,,2293,0,64,108,32,35.8281,21.2315,71.6562,7.51,55.63,13.8,4.02,21.34,12.91,13.34
2019/2020,Female,all,Public,JSS,JSS2,,lga,Bade,North East,Yobe,Bade,,,2333,0,80,108,33,29.1625,21.6019,70.697,7.08,52.18,17.1,5.09,25.48,15.26,15.77
2019/2020,Female,all,Public,JSS,JSS2,,lga,Damaturu,North East,Yobe,Damaturu,,,1916,0,68,91,28,28.1765,21.0549,68.4286,7.22,44.79,14.61,4.47,21.98,13.21,13.63
2019/2020,Female,all,Public,JSS,JSS2,,lga,Geidam,North East,Yobe,Geidam,,,2180,0,72,103,31,30.2778,21.165,70.3226,7.27,51.2,15.46,4.61,23.41,14.09,14.55
2019/2020,Female,all,Public,JSS,JSS2,,lga,Nguru,North East,Yobe,Nguru,,,2424,0,80,110,33,30.3,22.0364,73.4545,6.98,52.53,17.02,4.9,25.24,15.08,15.59
2019/2020,Female,all,Public,JSS,JSS2,,lga,Potiskum,North East,Yobe,Potiskum,,,1879,0,60,90,27,31.3167,20.8778,69.5926,7.42,45.69,12.94,3.88,19.81,11.96,12.35
2019/2020,Female,all,Public,JSS,JSS3,,lga,Bade,North East,Yobe,Bade,,,1860,0,72,86,27,25.8333,21.6279,68.8889,6.93,40.51,15.36,4.7,22.55,13.45,13.89
2019/2020,Female,all,Public,JSS,JSS3,,lga,Damaturu,North East,Yobe,Damaturu,,,1528,0,64,74,22,23.875,20.6486,69.4545,7.13,35.98,13.71,4.15,20.49,12.29,12.69
2019/2020,Female,all,Public,JSS,JSS3,,lga,Geidam,North East,Yobe,Geidam,,,1738,0,72,83,26,24.1389,20.9398,66.8462,7.07,39.88,15.44,4.85,22.89,13.7,14.14
2019/2020,Female,all,Public,JSS,JSS3,,lga,Nguru,North East,Yobe,Nguru,,,1936,0,76,89,27,25.4737,21.7528,71.7037,6.85,41.57,16.14,4.77,23.62,14.07,14.54
2019/2020,Female,all,Public,JSS,JSS3,,lga,Potiskum,North East,Yobe,Potiskum,,,1498,0,64,73,22,23.4062,20.5205,68.0909,7.16,35.59,13.74,4.23,20.55,12.33,12.73
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Bade,North East,Yobe,Bade,,,8814,0,160,475,152,55.0875,18.5558,57.9868,9.7,316.95,21.38,12.42,65.21,41.05,42.2
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Damaturu,North East,Yobe,Damaturu,,,6948,0,124,373,122,56.0323,18.6273,56.9508,9.72,249.35,16.62,9.8,50.64,31.89,32.77
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Geidam,North East,Yobe,Geidam,,,8625,0,152,449,147,56.7434,19.2094,58.6735,9.47,292.31,20.11,11.66,60.77,38.12,39.2
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Nguru,North East,Yobe,Nguru,,,8860,0,152,476,154,58.2895,18.6134,57.5325,9.85,322.77,20.44,11.89,62.74,39.58,40.68
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Potiskum,North East,Yobe,Potiskum,,,6752,0,120,365,118,56.2667,18.4986,57.2203,9.8,246.05,16.12,9.44,49.32,31.09,31.95
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Bade,North East,Yobe,Bade,,,7827,0,156,420,136,50.1731,18.6357,57.5515,9.39,270.74,20.62,12.2,61.94,38.81,39.9
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Damaturu,North East,Yobe,Damaturu,,,6170,0,124,332,108,49.7581,18.5843,57.1296,9.4,214.05,16.41,9.77,49.25,30.86,31.72
