session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Suleja,North Central,Niger,Suleja,,,2739,0,48,177,118,57.0625,15.4746,23.2119
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Agaie,North Central,Niger,Agaie,,,2519,0,44,164,109,57.25,15.3598,23.1101
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Bida,North Central,Niger,Bida,,,2208,0,40,138,93,55.2,16.0,23.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1971,0,36,124,81,54.75,15.8952,24.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kontagora,North Central,Niger,Kontagora,,,3074,0,60,195,131,51.2333,15.7641,23.4656
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Suleja,North Central,Niger,Suleja,,,2431,0,48,155,104,50.6458,15.6839,23.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Agaie,North Central,Niger,Agaie,,,2265,0,48,149,100,47.1875,15.2013,22.65
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Bida,North Central,Niger,Bida,,,1985,0,36,124,84,55.1389,16.0081,23.631
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1773,0,40,113,76,44.325,15.6903,23.3289
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Kontagora,North Central,Niger,Kontagora,,,2762,0,60,175,116,46.0333,15.7829,23.8103
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Suleja,North Central,Niger,Suleja,,,2186,0,44,141,95,49.6818,15.5035,23.0105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Agaie,North Central,Niger,Agaie,,,2070,0,48,135,91,43.125,15.3333,22.7473
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Bida,North Central,Niger,Bida,,,1813,0,44,115,77,41.2045,15.7652,23.5455
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1620,0,40,104,71,40.5,15.5769,22.8169
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Kontagora,North Central,Niger,Kontagora,,,2525,0,56,162,108,45.0893,15.5864,23.3796
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Suleja,North Central,Niger,Suleja,,,2000,0,48,130,87,41.6667,15.3846,22.9885
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Agaie,North Central,Niger,Agaie,,,1937,0,48,127,86,40.3542,15.252,22.5233
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Bida,North Central,Niger,Bida,,,1698,0,44,108,72,38.5909,15.7222,23.5833
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1516,0,36,97,65,42.1111,15.6289,23.3231
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Kontagora,North Central,Niger,Kontagora,,,2363,0,56,152,102,42.1964,15.5461,23.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Suleja,North Central,Niger,Suleja,,,1870,0,48,122,81,38.9583,15.3279,23.0864
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Agaie,North Central,Niger,Agaie,,,1752,0,52,116,78,33.6923,15.1034,22.4615
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Bida,North Central,Niger,Bida,,,1536,0,40,97,66,38.4,15.8351,23.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1372,0,40,90,60,34.3,15.2444,22.8667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Kontagora,North Central,Niger,Kontagora,,,2137,0,56,136,92,38.1607,15.7132,23.2283
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Suleja,North Central,Niger,Suleja,,,1689,0,44,111,74,38.3864,15.2162,22.8243
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Agaie,North Central,Niger,Agaie,,,988,3,40,64,46,24.7,15.4375,21.4783
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Bida,North Central,Niger,Bida,,,798,3,36,55,38,22.1667,14.5091,21.0
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Chanchaga,North Central,Niger,Chanchaga,,,747,3,32,49,34,23.3438,15.2449,21.9706
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Kontagora,North Central,Niger,Kontagora,,,882,3,36,59,41,24.5,14.9492,21.5122
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Suleja,North Central,Niger,Suleja,,,825,3,36,55,39,22.9167,15.0,21.1538
2019/2020,Female,all,Private,SSS,SSS2,,lga,Agaie,North Central,Niger,Agaie,,,799,3,44,52,36,18.1591,15.3654,22.1944
2019/2020,Female,all,Private,SSS,SSS2,,lga,Bida,North Central,Niger,Bida,,,641,3,32,45,33,20.0312,14.2444,19.4242
2019/2020,Female,all,Private,SSS,SSS2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,604,3,32,41,29,18.875,14.7317,20.8276
2019/2020,Female,all,Private,SSS,SSS2,,lga,Kontagora,North Central,Niger,Kontagora,,,711,3,36,47,34,19.75,15.1277,20.9118
2019/2020,Female,all,Private,SSS,SSS2,,lga,Suleja,North Central,Niger,Suleja,,,668,3,36,45,32,18.5556,14.8444,20.875
2019/2020,Female,all,Private,SSS,SSS3,,lga,Agaie,North Central,Niger,Agaie,,,617,3,40,40,28,15.425,15.425,22.0357
2019/2020,Female,all,Private,SSS,SSS3,,lga,Bida,North Central,Niger,Bida,,,498,3,36,37,26,13.8333,13.4595,19.1538
2019/2020,Female,all,Private,SSS,SSS3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,467,3,32,33,24,14.5938,14.1515,19.4583
2019/2020,Female,all,Private,SSS,SSS3,,lga,Kontagora,North Central,Niger,Kontagora,,,550,3,36,39,27,15.2778,14.1026,20.3704
2019/2020,Female,all,Private,SSS,SSS3,,lga,Suleja,North Central,Niger,Suleja,,,516,3,32,37,27,16.125,13.9459,19.1111
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Agaie,North Central,Niger,Agaie,,,38,0,20,14,12,1.9,2.7143,3.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Bida,North Central,Niger,Bida,,,31,0,16,14,12,1.9375,2.2143,2.5833
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Chanchaga,North Central,Niger,Chanchaga,,,33,0,24,15,12,1.375,2.2,2.75
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Kontagora,North Central,Niger,Kontagora,,,44,0,24,15,12,1.8333,2.9333,3.6667
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Suleja,North Central,Niger,Suleja,,,38,0,24,15,12,1.5833,2.5333,3.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Agaie,North Central,Niger,Agaie,,,33,0,20,14,12,1.65,2.3571,2.75
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Bida,North Central,Niger,Bida,,,27,0,16,12,12,1.6875,2.25,2.25
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,27,0,16,12,12,1.6875,2.25,2.25
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Kontagora,North Central,Niger,Kontagora,,,38,0,24,14,12,1.5833,2.7143,3.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Suleja,North Central,Niger,Suleja,,,32,0,24,13,12,1.3333,2.4615,2.6667
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Agaie,North Central,Niger,Agaie,,,25,0,20,12,12,1.25,2.0833,2.0833
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Bida,North Central,Niger,Bida,,,20,0,16,12,12,1.25,1.6667,1.6667
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,21,0,16,12,12,1.3125,1.75,1.75
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Kontagora,North Central,Niger,Kontagora,,,27,0,24,13,12,1.125,2.0769,2.25
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Suleja,North Central,Niger,Suleja,,,25,0,20,12,12,1.25,2.0833,2.0833
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Agaie,North Central,Niger,Agaie,,,511,0,20,67,47,25.55,7.6269,10.8723
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Bida,North Central,Niger,Bida,,,475,0,24,64,44,19.7917,7.4219,10.7955
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Chanchaga,North Central,Niger,Chanchaga,,,439,0,24,59,42,18.2917,7.4407,10.4524
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kontagora,North Central,Niger,Kontagora,,,539,0,24,73,49,22.4583,7.3836,11.0
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Suleja,North Central,Niger,Suleja,,,490,0,20,64,44,24.5,7.6562,11.1364
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Agaie,North Central,Niger,Agaie,,,396,0,24,54,37,16.5,7.3333,10.7027
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Bida,North Central,Niger,Bida,,,369,0,24,50,35,15.375,7.38,10.5429
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,342,0,20,49,34,17.1,6.9796,10.0588
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kontagora,North Central,Niger,Kontagora,,,418,0,24,58,41,17.4167,7.2069,10.1951
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Suleja,North Central,Niger,Suleja,,,383,0,24,50,36,15.9583,7.66,10.6389
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Agaie,North Central,Niger,Agaie,,,219,0,20,33,24,10.95,6.6364,9.125
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Bida,North Central,Niger,Bida,,,203,0,24,30,22,8.4583,6.7667,9.2273
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,187,0,24,28,21,7.7917,6.6786,8.9048
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kontagora,North Central,Niger,Kontagora,,,230,0,24,35,25,9.5833,6.5714,9.2
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Suleja,North Central,Niger,Suleja,,,207,0,24,30,22,8.625,6.9,9.4091
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Agaie,North Central,Niger,Agaie,,,3743,0,100,188,125,37.43,19.9096,29.944
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Bida,North Central,Niger,Bida,,,3017,0,84,162,108,35.9167,18.6235,27.9352
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Chanchaga,North Central,Niger,Chanchaga,,,2830,0,72,151,101,39.3056,18.7417,28.0198
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Kontagora,North Central,Niger,Kontagora,,,3680,0,92,194,128,40.0,18.9691,28.75
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Suleja,North Central,Niger,Suleja,,,3006,0,80,162,108,37.575,18.5556,27.8333
2019/2020,Female,all,Public,JSS,JSS2,,lga,Agaie,North Central,Niger,Agaie,,,3074,0,96,157,104,32.0208,19.5796,29.5577
2019/2020,Female,all,Public,JSS,JSS2,,lga,Bida,North Central,Niger,Bida,,,2476,0,80,134,91,30.95,18.4776,27.2088
2019/2020,Female,all,Public,JSS,JSS2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,2327,0,72,126,83,32.3194,18.4683,28.0361
2019/2020,Female,all,Public,JSS,JSS2,,lga,Kontagora,North Central,Niger,Kontagora,,,3018,0,100,161,108,30.18,18.7453,27.9444
2019/2020,Female,all,Public,JSS,JSS2,,lga,Suleja,North Central,Niger,Suleja,,,2465,0,84,135,89,29.3452,18.2593,27.6966
2019/2020,Female,all,Public,JSS,JSS3,,lga,Agaie,North Central,Niger,Agaie,,,2451,0,88,126,84,27.8523,19.4524,29.1786
2019/2020,Female,all,Public,JSS,JSS3,,lga,Bida,North Central,Niger,Bida,,,1971,0,80,107,71,24.6375,18.4206,27.7606
2019/2020,Female,all,Public,JSS,JSS3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1853,0,80,102,69,23.1625,18.1667,26.8551
2019/2020,Female,all,Public,JSS,JSS3,,lga,Kontagora,North Central,Niger,Kontagora,,,2410,0,100,129,85,24.1,18.6822,28.3529
2019/2020,Female,all,Public,JSS,JSS3,,lga,Suleja,North Central,Niger,Suleja,,,1965,0,80,108,72,24.5625,18.1944,27.2917
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Agaie,North Central,Niger,Agaie,,,10979,0,192,703,461,57.1823,15.6174,23.8156
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Bida,North Central,Niger,Bida,,,9506,0,160,601,395,59.4125,15.817,24.0658
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Chanchaga,North Central,Niger,Chanchaga,,,9779,0,156,609,398,62.6859,16.0575,24.5704
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kontagora,North Central,Niger,Kontagora,,,11309,0,192,707,463,58.901,15.9958,24.4255
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Suleja,North Central,Niger,Suleja,,,9924,0,172,634,415,57.6977,15.653,23.9133
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Agaie,North Central,Niger,Agaie,,,9754,0,188,626,409,51.883,15.5815,23.8484
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Bida,North Central,Niger,Bida,,,8441,0,160,534,349,52.7562,15.8071,24.1862
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,8682,0,168,540,353,51.6786,16.0778,24.5949
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Kontagora,North Central,Niger,Kontagora,,,10044,0,200,629,413,50.22,15.9682,24.3196
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Suleja,North Central,Niger,Suleja,,,8816,0,176,560,365,50.0909,15.7429,24.1534
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Agaie,North Central,Niger,Agaie,,,8769,0,188,563,367,46.6436,15.5755,23.8937
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Bida,North Central,Niger,Bida,,,7590,0,164,479,313,46.2805,15.8455,24.2492
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,7807,0,172,485,316,45.3895,16.0969,24.7057
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Kontagora,North Central,Niger,Kontagora,,,9029,0,196,566,370,46.0663,15.9523,24.4027
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Suleja,North Central,Niger,Suleja,,,7927,0,180,504,329,44.0389,15.7282,24.0942
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Agaie,North Central,Niger,Agaie,,,8012,0,184,513,336,43.5435,15.6179,23.8452
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Bida,North Central,Niger,Bida,,,6937,0,160,439,285,43.3562,15.8018,24.3404
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Chanchaga,North Central,Niger,Chanchaga,,,7133,0,160,443,288,44.5812,16.1016,24.7674
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Kontagora,North Central,Niger,Kontagora,,,8253,0,184,517,338,44.8533,15.9632,24.4172
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Suleja,North Central,Niger,Suleja,,,7245,0,168,462,301,43.125,15.6818,24.0698
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Agaie,North Central,Niger,Agaie,,,7504,0,188,480,313,39.9149,15.6333,23.9744
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Bida,North Central,Niger,Bida,,,6494,0,160,409,265,40.5875,15.8778,24.5057
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Chanchaga,North Central,Niger,Chanchaga,,,6680,0,168,415,269,39.7619,16.0964,24.8327
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Kontagora,North Central,Niger,Kontagora,,,7727,0,192,485,316,40.2448,15.932,24.4525
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Suleja,North Central,Niger,Suleja,,,6784,0,184,433,283,36.8696,15.6674,23.9717
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Agaie,North Central,Niger,Agaie,,,6784,0,188,435,283,36.0851,15.5954,23.9717
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Bida,North Central,Niger,Bida,,,5872,0,164,371,242,35.8049,15.8275,24.2645
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Chanchaga,North Central,Niger,Chanchaga,,,6039,0,168,375,243,35.9464,16.104,24.8519
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Kontagora,North Central,Niger,Kontagora,,,6987,0,196,437,284,35.648,15.9886,24.6021
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Suleja,North Central,Niger,Suleja,,,6129,0,156,392,255,39.2885,15.6352,24.0353
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Agaie,North Central,Niger,Agaie,,,1966,3,80,118,79,24.575,16.661,24.8861
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Bida,North Central,Niger,Bida,,,1662,3,64,101,68,25.9688,16.4554,24.4412
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Chanchaga,North Central,Niger,Chanchaga,,,1738,3,72,106,70,24.1389,16.3962,24.8286
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Kontagora,North Central,Niger,Kontagora,,,2160,3,92,134,91,23.4783,16.1194,23.7363
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Suleja,North Central,Niger,Suleja,,,1814,3,80,112,76,22.675,16.1964,23.8684
2019/2020,Female,all,Public,SSS,SSS2,,lga,Agaie,North Central,Niger,Agaie,,,1583,3,80,97,65,19.7875,16.3196,24.3538
2019/2020,Female,all,Public,SSS,SSS2,,lga,Bida,North Central,Niger,Bida,,,1337,3,72,84,56,18.5694,15.9167,23.875
2019/2020,Female,all,Public,SSS,SSS2,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1398,3,68,85,59,20.5588,16.4471,23.6949
2019/2020,Female,all,Public,SSS,SSS2,,lga,Kontagora,North Central,Niger,Kontagora,,,1743,3,84,107,73,20.75,16.2897,23.8767
2019/2020,Female,all,Public,SSS,SSS2,,lga,Suleja,North Central,Niger,Suleja,,,1461,3,72,92,62,20.2917,15.8804,23.5645
2019/2020,Female,all,Public,SSS,SSS3,,lga,Agaie,North Central,Niger,Agaie,,,1230,3,80,76,53,15.375,16.1842,23.2075
2019/2020,Female,all,Public,SSS,SSS3,,lga,Bida,North Central,Niger,Bida,,,1042,3,64,66,46,16.2812,15.7879,22.6522
2019/2020,Female,all,Public,SSS,SSS3,,lga,Chanchaga,North Central,Niger,Chanchaga,,,1086,3,68,68,48,15.9706,15.9706,22.625
2019/2020,Female,all,Public,SSS,SSS3,,lga,Kontagora,North Central,Niger,Kontagora,,,1350,3,96,85,59,14.0625,15.8824,22.8814
2019/2020,Female,all,Public,SSS,SSS3,,lga,Suleja,North Central,Niger,Suleja,,,1132,3,72,72,51,15.7222,15.7222,22.1961
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Agaie,North Central,Niger,Agaie,,,49,0,24,15,12,2.0417,3.2667,4.0833
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Bida,North Central,Niger,Bida,,,39,0,20,15,12,1.95,2.6,3.25
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Chanchaga,North Central,Niger,Chanchaga,,,38,0,24,15,12,1.5833,2.5333,3.1667
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Kontagora,North Central,Niger,Kontagora,,,49,0,24,16,13,2.0417,3.0625,3.7692
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Suleja,North Central,Niger,Suleja,,,41,0,20,15,12,2.05,2.7333,3.4167
2019/2020,Female,all,Public,Vocational,Vocational Year 2,,lga,Agaie,North Central,Niger,Agaie,,,40,0,24,15,12,1.6667,2.6667,3.3333
2019/2020,Female,all,Public,Vocational,Vocational Year 2,,lga,Bida,North Central,Niger,Bida,,,34,0,20,14,12,1.7,2.4286,2.8333
