session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ilorin West,North Central,Kwara,Ilorin West,,,2911,0,52,140,79,55.9808,20.7929,36.8481
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Offa,North Central,Kwara,Offa,,,3072,0,56,142,80,54.8571,21.6338,38.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Edu,North Central,Kwara,Edu,,,2359,0,44,115,66,53.6136,20.513,35.7424
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ekiti,North Central,Kwara,Ekiti,,,2836,0,56,132,76,50.6429,21.4848,37.3158
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1833,0,36,91,54,50.9167,20.1429,33.9444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,2584,0,48,125,72,53.8333,20.672,35.8889
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Offa,North Central,Kwara,Offa,,,2726,0,52,124,70,52.4231,21.9839,38.9429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Edu,North Central,Kwara,Edu,,,2119,0,44,103,59,48.1591,20.5728,35.9153
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ekiti,North Central,Kwara,Ekiti,,,2548,0,52,119,67,49.0,21.4118,38.0299
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1652,0,32,81,48,51.625,20.3951,34.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,2325,0,52,113,65,44.7115,20.5752,35.7692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Offa,North Central,Kwara,Offa,,,2452,0,56,112,64,43.7857,21.8929,38.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Edu,North Central,Kwara,Edu,,,1939,0,44,95,55,44.0682,20.4105,35.2545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ekiti,North Central,Kwara,Ekiti,,,2331,0,56,110,62,41.625,21.1909,37.5968
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1506,0,40,75,43,37.65,20.08,35.0233
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,2127,0,52,102,58,40.9038,20.8529,36.6724
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Offa,North Central,Kwara,Offa,,,2241,0,48,104,59,46.6875,21.5481,37.9831
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Edu,North Central,Kwara,Edu,,,1814,0,48,89,52,37.7917,20.382,34.8846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ekiti,North Central,Kwara,Ekiti,,,2183,0,56,102,59,38.9821,21.402,37.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1409,0,40,70,41,35.225,20.1286,34.3659
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,1993,0,48,97,56,41.5208,20.5464,35.5893
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Offa,North Central,Kwara,Offa,,,2099,0,56,98,57,37.4821,21.4184,36.8246
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Edu,North Central,Kwara,Edu,,,1639,0,52,81,46,31.5192,20.2346,35.6304
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ekiti,North Central,Kwara,Ekiti,,,1973,0,52,94,55,37.9423,20.9894,35.8727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1276,0,40,64,37,31.9,19.9375,34.4865
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,1798,0,48,89,51,37.4583,20.2022,35.2549
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Offa,North Central,Kwara,Offa,,,1897,0,48,89,51,39.5208,21.3146,37.1961
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Edu,North Central,Kwara,Edu,,,840,3,28,42,26,30.0,20.0,32.3077
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ekiti,North Central,Kwara,Ekiti,,,962,3,36,45,27,26.7222,21.3778,35.6296
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ilorin East,North Central,Kwara,Ilorin East,,,876,3,32,44,27,27.375,19.9091,32.4444
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ilorin West,North Central,Kwara,Ilorin West,,,1095,3,40,53,31,27.375,20.6604,35.3226
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Offa,North Central,Kwara,Offa,,,948,3,36,46,28,26.3333,20.6087,33.8571
2019/2020,Female,all,Private,SSS,SSS2,,lga,Edu,North Central,Kwara,Edu,,,675,3,28,35,21,24.1071,19.2857,32.1429
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ekiti,North Central,Kwara,Ekiti,,,777,3,40,39,25,19.425,19.9231,31.08
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,704,3,36,38,23,19.5556,18.5263,30.6087
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,882,3,40,43,26,22.05,20.5116,33.9231
2019/2020,Female,all,Private,SSS,SSS2,,lga,Offa,North Central,Kwara,Offa,,,768,3,36,39,24,21.3333,19.6923,32.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Edu,North Central,Kwara,Edu,,,526,3,28,27,19,18.7857,19.4815,27.6842
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ekiti,North Central,Kwara,Ekiti,,,606,2,40,31,19,15.15,19.5484,31.8947
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,546,3,36,29,18,15.1667,18.8276,30.3333
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,685,3,40,35,23,17.125,19.5714,29.7826
2019/2020,Female,all,Private,SSS,SSS3,,lga,Offa,North Central,Kwara,Offa,,,595,3,36,31,19,16.5278,19.1935,31.3158
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Edu,North Central,Kwara,Edu,,,30,0,16,13,12,1.875,2.3077,2.5
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Ekiti,North Central,Kwara,Ekiti,,,38,0,24,13,12,1.5833,2.9231,3.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,30,0,20,12,12,1.5,2.5,2.5
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,35,0,24,12,12,1.4583,2.9167,2.9167
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Offa,North Central,Kwara,Offa,,,34,0,20,12,12,1.7,2.8333,2.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Edu,North Central,Kwara,Edu,,,26,0,16,12,12,1.625,2.1667,2.1667
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Ekiti,North Central,Kwara,Ekiti,,,33,0,24,12,12,1.375,2.75,2.75
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,25,0,16,12,12,1.5625,2.0833,2.0833
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,30,0,24,12,12,1.25,2.5,2.5
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Offa,North Central,Kwara,Offa,,,30,0,20,12,12,1.5,2.5,2.5
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Edu,North Central,Kwara,Edu,,,20,0,20,12,12,1.0,1.6667,1.6667
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Ekiti,North Central,Kwara,Ekiti,,,24,0,24,12,12,1.0,2.0,2.0
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,18,0,16,12,12,1.125,1.5,1.5
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,22,0,24,12,12,0.9167,1.8333,1.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Offa,North Central,Kwara,Offa,,,21,0,24,12,12,0.875,1.75,1.75
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Edu,North Central,Kwara,Edu,,,395,0,16,42,26,24.6875,9.4048,15.1923
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ekiti,North Central,Kwara,Ekiti,,,511,0,24,51,29,21.2917,10.0196,17.6207
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,403,0,20,41,26,20.15,9.8293,15.5
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,488,0,24,50,29,20.3333,9.76,16.8276
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Offa,North Central,Kwara,Offa,,,459,0,20,48,29,22.95,9.5625,15.8276
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Edu,North Central,Kwara,Edu,,,307,0,16,35,22,19.1875,8.7714,13.9545
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ekiti,North Central,Kwara,Ekiti,,,399,0,24,41,24,16.625,9.7317,16.625
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,314,0,20,33,21,15.7,9.5152,14.9524
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,381,0,24,40,25,15.875,9.525,15.24
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Offa,North Central,Kwara,Offa,,,356,0,20,38,24,17.8,9.3684,14.8333
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Edu,North Central,Kwara,Edu,,,168,0,16,20,14,10.5,8.4,12.0
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ekiti,North Central,Kwara,Ekiti,,,217,0,24,24,17,9.0417,9.0417,12.7647
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,171,0,16,21,15,10.6875,8.1429,11.4
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,207,0,24,25,17,8.625,8.28,12.1765
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Offa,North Central,Kwara,Offa,,,195,0,20,23,16,9.75,8.4783,12.1875
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Edu,North Central,Kwara,Edu,,,2737,0,80,109,63,34.2125,25.1101,43.4444
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Ekiti,North Central,Kwara,Ekiti,,,3403,0,100,133,76,34.03,25.5865,44.7763
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Ilorin East,North Central,Kwara,Ilorin East,,,2561,0,80,106,60,32.0125,24.1604,42.6833
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Ilorin West,North Central,Kwara,Ilorin West,,,3337,0,100,135,77,33.37,24.7185,43.3377
2019/2020,Female,all,Public,JSS,JSS1,JSS1,lga,Offa,North Central,Kwara,Offa,,,2750,0,76,110,62,36.1842,25.0,44.3548
2019/2020,Female,all,Public,JSS,JSS2,,lga,Edu,North Central,Kwara,Edu,,,2249,0,76,89,50,29.5921,25.2697,44.98
2019/2020,Female,all,Public,JSS,JSS2,,lga,Ekiti,North Central,Kwara,Ekiti,,,2789,0,100,110,63,27.89,25.3545,44.2698
2019/2020,Female,all,Public,JSS,JSS2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,2099,0,72,88,52,29.1528,23.8523,40.3654
2019/2020,Female,all,Public,JSS,JSS2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,2740,0,104,112,63,26.3462,24.4643,43.4921
2019/2020,Female,all,Public,JSS,JSS2,,lga,Offa,North Central,Kwara,Offa,,,2257,0,76,92,54,29.6974,24.5326,41.7963
2019/2020,Female,all,Public,JSS,JSS3,,lga,Edu,North Central,Kwara,Edu,,,1789,0,80,73,41,22.3625,24.5068,43.6341
2019/2020,Female,all,Public,JSS,JSS3,,lga,Ekiti,North Central,Kwara,Ekiti,,,2225,0,96,88,52,23.1771,25.2841,42.7885
2019/2020,Female,all,Public,JSS,JSS3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1671,0,76,72,42,21.9868,23.2083,39.7857
2019/2020,Female,all,Public,JSS,JSS3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,2185,0,104,91,52,21.0096,24.011,42.0192
2019/2020,Female,all,Public,JSS,JSS3,,lga,Offa,North Central,Kwara,Offa,,,1801,0,76,74,43,23.6974,24.3378,41.8837
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Edu,North Central,Kwara,Edu,,,8913,0,144,402,222,61.8958,22.1716,40.1486
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ekiti,North Central,Kwara,Ekiti,,,10108,0,176,468,257,57.4318,21.5983,39.3307
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ilorin East,North Central,Kwara,Ilorin East,,,9141,0,160,425,232,57.1312,21.5082,39.4009
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ilorin West,North Central,Kwara,Ilorin West,,,10801,0,176,501,275,61.3693,21.5589,39.2764
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Offa,North Central,Kwara,Offa,,,9096,0,160,419,228,56.85,21.7088,39.8947
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Edu,North Central,Kwara,Edu,,,7917,0,148,359,198,53.4932,22.0529,39.9848
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Ekiti,North Central,Kwara,Ekiti,,,8979,0,180,413,228,49.8833,21.7409,39.3816
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,8117,0,164,379,207,49.4939,21.4169,39.2126
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,9594,0,192,445,243,49.9688,21.5596,39.4815
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 2,,lga,Offa,North Central,Kwara,Offa,,,8078,0,152,373,204,53.1447,21.6568,39.598
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Edu,North Central,Kwara,Edu,,,7121,0,164,323,177,43.4207,22.0464,40.2316
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Ekiti,North Central,Kwara,Ekiti,,,8070,0,180,372,204,44.8333,21.6935,39.5588
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,7301,0,156,340,187,46.8013,21.4735,39.0428
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,8625,0,192,400,219,44.9219,21.5625,39.3836
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 3,,lga,Offa,North Central,Kwara,Offa,,,7264,0,156,335,184,46.5641,21.6836,39.4783
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Edu,North Central,Kwara,Edu,,,6507,0,156,293,163,41.7115,22.2082,39.9202
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Ekiti,North Central,Kwara,Ekiti,,,7377,0,168,340,186,43.9107,21.6971,39.6613
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,6673,0,164,308,170,40.689,21.6656,39.2529
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,7883,0,176,366,200,44.7898,21.5383,39.415
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 4,,lga,Offa,North Central,Kwara,Offa,,,6639,0,156,306,169,42.5577,21.6961,39.284
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Edu,North Central,Kwara,Edu,,,6092,0,156,275,152,39.0513,22.1527,40.0789
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Ekiti,North Central,Kwara,Ekiti,,,6906,0,184,320,175,37.5326,21.5812,39.4629
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,6247,0,164,288,161,38.0915,21.691,38.8012
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,7381,0,188,343,187,39.2606,21.519,39.4706
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 5,,lga,Offa,North Central,Kwara,Offa,,,6217,0,160,287,159,38.8562,21.662,39.1006
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Edu,North Central,Kwara,Edu,,,5508,0,148,250,138,37.2162,22.032,39.913
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Ekiti,North Central,Kwara,Ekiti,,,6246,0,172,288,159,36.314,21.6875,39.283
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,5646,0,168,261,145,33.6071,21.6322,38.9379
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,6672,0,180,311,171,37.0667,21.4534,39.0175
2019/2020,Female,all,Public,Pre-Primary/Primary,Primary 6,,lga,Offa,North Central,Kwara,Offa,,,5620,0,156,259,144,36.0256,21.6988,39.0278
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Edu,North Central,Kwara,Edu,,,1727,3,68,81,45,25.3971,21.321,38.3778
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Ekiti,North Central,Kwara,Ekiti,,,2007,3,80,92,54,25.0875,21.8152,37.1667
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1650,3,64,77,45,25.7812,21.4286,36.6667
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Ilorin West,North Central,Kwara,Ilorin West,,,1989,3,80,92,54,24.8625,21.6196,36.8333
2019/2020,Female,all,Public,SSS,SSS1,SSS1,lga,Offa,North Central,Kwara,Offa,,,1730,3,72,82,47,24.0278,21.0976,36.8085
2019/2020,Female,all,Public,SSS,SSS2,,lga,Edu,North Central,Kwara,Edu,,,1393,3,64,66,38,21.7656,21.1061,36.6579
2019/2020,Female,all,Public,SSS,SSS2,,lga,Ekiti,North Central,Kwara,Ekiti,,,1617,3,76,77,46,21.2763,21.0,35.1522
2019/2020,Female,all,Public,SSS,SSS2,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1327,3,64,62,36,20.7344,21.4032,36.8611
2019/2020,Female,all,Public,SSS,SSS2,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,1605,3,76,75,44,21.1184,21.4,36.4773
2019/2020,Female,all,Public,SSS,SSS2,,lga,Offa,North Central,Kwara,Offa,,,1396,3,68,68,40,20.5294,20.5294,34.9
2019/2020,Female,all,Public,SSS,SSS3,,lga,Edu,North Central,Kwara,Edu,,,1082,3,64,52,32,16.9062,20.8077,33.8125
2019/2020,Female,all,Public,SSS,SSS3,,lga,Ekiti,North Central,Kwara,Ekiti,,,1256,3,76,60,34,16.5263,20.9333,36.9412
2019/2020,Female,all,Public,SSS,SSS3,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1034,3,64,49,29,16.1562,21.102,35.6552
2019/2020,Female,all,Public,SSS,SSS3,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,1248,3,80,59,34,15.6,21.1525,36.7059
2019/2020,Female,all,Public,SSS,SSS3,,lga,Offa,North Central,Kwara,Offa,,,1083,3,68,53,31,15.9265,20.434,34.9355
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Edu,North Central,Kwara,Edu,,,37,0,20,13,12,1.85,2.8462,3.0833
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Ekiti,North Central,Kwara,Ekiti,,,38,0,20,13,12,1.9,2.9231,3.1667
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Ilorin East,North Central,Kwara,Ilorin East,,,35,0,24,12,12,1.4583,2.9167,2.9167
2019/2020,Female,all,Public,Vocational,Vocational Year 1,,lga,Ilorin West,North Central,Kwara,Ilorin West,,,43,0,24,14,12,1.7917,3.0714,3.5833
