session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,6,10,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,15,17,47,41,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,10,15,12,9,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,4,5,3,0,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,15,19,16,13,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,12,17,12,9,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,8,12,9,6,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,6,10,9,6,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,4,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,12,17,12,9,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,15,19,16,13,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,4,5,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,4,5,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,4,7,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,8,10,62,44,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,6,7,44,25,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,0,27,36,234,219,4,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,15,19,128,125,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,8,12,84,69,4,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,10,12,84,69,4,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,8,10,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,4,5,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,8,12,84,69,4,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,6,10,62,44,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,6,7,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,6,7,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,6,10,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,6,10,22,13,4,0,0,0,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,4,5,9,6,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,6,7,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,10,15,31,25,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,10,12,31,25,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,4,2,6,3,0,0,1,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,6,10,31,13,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,8,10,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,8,12,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,6,10,9,6,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,8,12,9,6,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,8,12,9,6,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,4,5,3,0,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,8,12,9,6,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,8,10,9,6,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,2,2,25,19,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,4,7,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,4,5,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,0,17,24,122,119,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,8,12,62,60,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,6,7,62,50,4,0,0,0,4
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,6,7,37,34,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,4,7,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,6,7,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,4,7,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,4,5,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,4,5,16,9,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,4,7,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,6,7,12,9,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,2,2,9,6,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,8,10,22,19,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,6,10,12,9,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,4,5,12,9,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,4,7,19,13,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,6,7,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,6,7,6,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,2,2,25,19,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,2,2,25,19,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,4,5,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,0,10,15,97,88,4,0,0,0,3
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,6,5,62,60,0,0,1,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,4,5,37,34,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,4,5,37,34,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,4,5,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,4,5,44,41,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,4,2,19,16,0,0,1,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,2,2,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,2,2,6,0,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,2,2,0,0,0,0,0,1,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,4,2,12,9,0,0,1,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,2,2,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,2,2,19,0,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,2,2,6,0,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,2,2,6,0,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,4,5,16,9,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,4,2,3,0,0,0,1,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,2,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,0,2,2,0,0,0,0,0,1,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,2,2,3,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,4,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,2,5,6,3,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,2,2,0,0,0,0,0,1,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,2,2,0,0,0,0,0,1,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,0,6,10,75,50,9,0,0,0,8
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,0,4,5,44,0,18,0,0,0,14
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,0,2,2,0,0,0,0,0,1,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,0,2,2,19,0,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,0,2,2,19,0,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,0,2,0,0,0,0,0,1,0,0
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,0,2,2,25,22,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,0,2,2,19,16,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,University,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,0,2,2,19,0,9,0,0,0,6
2022/2023,Female,ALL,NECO,1-year,College of Education,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,0,15,22,66,63,0,0,0,0,1
2022/2023,Female,ALL,NECO,1-year,College of Education,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,0,21,31,87,78,4,0,0,0,3
2022/2023,Female,ALL,NECO,1-year,College of Education,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,0,19,27,56,53,0,0,0,0,1
2022/2023,Female,ALL,NECO,1-year,College of Education,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,0,12,15,31,28,0,0,0,0,1
2022/2023,Female,ALL,NECO,1-year,College of Education,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,0,17,22,66,63,0,0,0,0,1
