session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,389,0,1.1612,12,4,334.9983,32.4167,97.25,2,1,2,4,0,2,14.36
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,1147,0,3.4239,27,15,334.9981,42.4815,76.4667,4,4,7,13,0,6,14.4
2024/2025,Male,ALL,Public,JSS,JSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,1081,0,3.2269,25,14,334.9964,43.24,77.2143,4,6,8,10,0,6,14.4
2024/2025,Male,ALL,Public,JSS,JSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,1048,0,3.1284,24,14,334.9955,43.6667,74.8571,6,3,4,8,0,9,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3417,0,10.1981,90,33,335.0624,37.9667,103.5455,24,9,22,36,1,43,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3282,0,9.7971,86,31,334.9971,38.1628,105.871,24,16,11,20,1,39,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3186,0,9.5106,84,30,334.9946,37.9286,106.2,17,11,17,31,0,38,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3090,0,9.2241,81,30,334.992,38.1481,103.0,9,17,13,23,0,30,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3109,0,9.2814,81,30,334.971,38.3827,103.6333,10,16,15,36,1,19,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3109,0,9.2814,82,30,334.971,37.9146,103.6333,10,14,20,33,1,23,14.4
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,1042,1042,3.1104,25,19,335.0051,41.68,54.8421,3,4,13,10,0,11,14.4
2024/2025,Male,ALL,Public,SSS,SSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,955,955,2.8507,23,17,335.0054,41.5217,56.1765,4,2,6,9,0,7,14.4
2024/2025,Male,ALL,Public,SSS,SSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,897,897,2.6776,22,16,335.0015,40.7727,56.0625,5,2,7,10,0,9,14.4
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,148,0,0.4418,5,4,334.9932,29.6,37.0,1,1,2,2,0,2,14.4
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,7,0,0.0278,1,1,251.7986,7.0,7.0,1,1,1,3,0,3,14.4
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,29,0,0.1151,1,1,251.9548,29.0,29.0,3,2,4,8,0,6,14.4
2024/2025,Female,Disabled,Private,JSS,JSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,27,0,0.1071,1,1,252.1008,27.0,27.0,3,4,5,4,0,8,14.4
2024/2025,Female,Disabled,Private,JSS,JSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,27,0,0.1071,1,1,252.1008,27.0,27.0,3,3,3,7,0,8,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,82,0,0.327,3,2,250.7645,27.3333,41.0,13,10,14,22,1,26,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,79,0,0.3142,3,2,251.4322,26.3333,39.5,14,12,9,16,1,16,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,77,0,0.305,2,1,252.459,38.5,77.0,13,9,9,17,0,12,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,75,0,0.2958,2,1,253.5497,37.5,75.0,12,12,10,13,1,24,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,75,0,0.2976,2,1,252.0161,37.5,75.0,7,9,10,11,1,24,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,75,0,0.2976,2,1,252.0161,37.5,75.0,6,13,13,11,0,19,14.4
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,24,24,0.0952,1,1,252.1008,24.0,24.0,3,3,4,8,0,3,14.4
2024/2025,Female,Disabled,Private,SSS,SSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,22,22,0.0873,1,1,252.0046,22.0,22.0,3,3,6,7,0,6,14.4
2024/2025,Female,Disabled,Private,SSS,SSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,21,21,0.0833,1,1,252.1008,21.0,21.0,2,2,4,7,0,5,14.4
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,2,0,0.0079,1,1,253.1646,2.0,2.0,1,0,2,1,0,2,14.4
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,11,0,0.0328,1,1,335.3659,11.0,11.0,2,1,2,4,0,2,14.36
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,42,0,0.1254,1,1,334.9282,42.0,42.0,4,4,7,13,0,6,14.4
2024/2025,Female,Disabled,Public,JSS,JSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,40,0,0.1194,1,1,335.0084,40.0,40.0,4,6,8,10,0,6,14.4
2024/2025,Female,Disabled,Public,JSS,JSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,38,0,0.1134,1,1,335.097,38.0,38.0,6,3,4,8,0,9,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,119,0,0.356,3,2,334.2697,39.6667,59.5,24,9,22,36,1,43,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,115,0,0.342,3,2,336.2573,38.3333,57.5,24,16,11,20,1,39,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,111,0,0.332,3,1,334.3373,37.0,111.0,17,11,17,31,0,38,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,108,0,0.322,2,1,335.4037,54.0,108.0,9,17,13,23,0,30,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,108,0,0.324,3,1,333.3333,36.0,108.0,10,16,15,36,1,19,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,109,0,0.324,3,1,336.4198,36.3333,109.0,10,14,20,33,1,23,14.4
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,35,35,0.1045,1,1,334.9282,35.0,35.0,3,4,13,10,0,11,14.4
2024/2025,Female,Disabled,Public,SSS,SSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,32,32,0.0955,1,1,335.0785,32.0,32.0,4,2,6,9,0,7,14.4
2024/2025,Female,Disabled,Public,SSS,SSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,30,30,0.0896,1,1,334.8214,30.0,30.0,5,2,7,10,0,9,14.4
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,3,0,0.009,1,1,333.3333,3.0,3.0,1,1,2,2,0,2,14.4
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,18,0,0.0714,1,1,252.1008,18.0,18.0,1,1,1,3,0,3,14.4
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,52,0,0.2063,1,1,252.0601,52.0,52.0,3,2,4,8,0,6,14.4
2024/2025,Male,Disabled,Private,JSS,JSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,49,0,0.1944,1,1,252.0576,49.0,49.0,3,4,5,4,0,8,14.4
2024/2025,Male,Disabled,Private,JSS,JSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,47,0,0.1865,1,1,252.0107,47.0,47.0,3,3,3,7,0,8,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,154,0,0.6124,4,2,251.4696,38.5,77.0,13,10,14,22,1,26,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,148,0,0.5883,4,2,251.5723,37.0,74.0,14,12,9,16,1,16,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,144,0,0.5711,4,1,252.145,36.0,144.0,13,9,9,17,0,12,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,140,0,0.5539,3,1,252.7532,46.6667,140.0,12,12,10,13,1,24,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,140,0,0.5574,4,1,251.1661,35.0,140.0,7,9,10,11,1,24,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,141,0,0.5574,3,1,252.9602,47.0,141.0,6,13,13,11,0,19,14.4
2024/2025,Male,Disabled,Private,SSS,SSS1,SSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,47,47,0.1865,1,1,252.0107,47.0,47.0,3,3,4,8,0,3,14.4
2024/2025,Male,Disabled,Private,SSS,SSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,43,43,0.1706,1,1,252.0516,43.0,43.0,3,3,6,7,0,6,14.4
2024/2025,Male,Disabled,Private,SSS,SSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,40,40,0.1587,1,1,252.0479,40.0,40.0,2,2,4,7,0,5,14.4
2024/2025,Male,Disabled,Private,Vocational,Tech/Voc,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,7,0,0.0278,1,1,251.7986,7.0,7.0,1,0,2,1,0,2,14.4
2024/2025,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,25,0,0.0746,1,1,335.1206,25.0,25.0,2,1,2,4,0,2,14.36
2024/2025,Male,Disabled,Public,JSS,JSS1,JSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,75,0,0.2239,2,1,334.971,37.5,75.0,4,4,7,13,0,6,14.4
2024/2025,Male,Disabled,Public,JSS,JSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,70,0,0.209,2,1,334.9282,35.0,70.0,4,6,8,10,0,6,14.4
2024/2025,Male,Disabled,Public,JSS,JSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,68,0,0.203,2,1,334.9754,34.0,68.0,6,3,4,8,0,9,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,222,0,0.6631,6,2,334.7911,37.0,111.0,24,9,22,36,1,43,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,214,0,0.637,6,2,335.9498,35.6667,107.0,24,16,11,20,1,39,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,207,0,0.6184,5,2,334.7348,41.4,103.5,17,11,17,31,0,38,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,201,0,0.5998,5,2,335.1117,40.2,100.5,9,17,13,23,0,30,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,202,0,0.6035,5,2,334.7142,40.4,101.0,10,16,15,36,1,19,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,202,0,0.6035,5,2,334.7142,40.4,101.0,10,14,20,33,1,23,14.4
2024/2025,Male,Disabled,Public,SSS,SSS1,SSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,68,68,0.203,2,1,334.9754,34.0,68.0,3,4,13,10,0,11,14.4
2024/2025,Male,Disabled,Public,SSS,SSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,62,62,0.1851,2,1,334.9541,31.0,62.0,4,2,6,9,0,7,14.4
2024/2025,Male,Disabled,Public,SSS,SSS3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,58,58,0.1731,1,1,335.0664,58.0,58.0,5,2,7,10,0,9,14.4
2024/2025,Male,Disabled,Public,Vocational,Tech/Voc,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,10,0,0.0299,1,1,334.4482,10.0,10.0,1,1,2,2,0,2,14.4
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,49,0,0.1944,2,1,252.0576,24.5,49.0,1,1,0,2,0,2,14.4
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,196,0,0.7778,5,3,251.9928,39.2,65.3333,2,1,2,3,0,4,14.4
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,185,0,0.7341,4,2,252.0093,46.25,92.5,2,1,1,2,0,3,14.4
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,179,0,0.7103,4,2,252.0062,44.75,89.5,1,1,2,2,0,3,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,555,0,2.2038,15,5,251.8377,37.0,111.0,4,3,5,8,0,7,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,534,0,2.1171,14,5,252.2318,38.1429,106.8,6,6,7,10,0,12,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,518,0,2.0552,14,5,252.0436,37.0,103.6,7,6,4,10,0,5,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,502,0,1.9933,13,5,251.8437,38.6154,100.4,6,5,6,5,0,10,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,505,0,2.0057,13,5,251.7824,38.8462,101.0,7,4,6,5,0,10,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,506,0,2.0057,13,5,252.281,38.9231,101.2,4,4,5,6,0,9,14.4
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,162,162,0.6429,4,3,251.9832,40.5,54.0,2,1,3,2,0,4,14.4
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,149,149,0.5913,4,3,251.9871,37.25,49.6667,1,2,3,2,0,3,14.4
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,140,140,0.5556,3,3,251.9798,46.6667,46.6667,2,2,3,3,0,3,14.4
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,14,0,0.0556,1,1,251.7986,14.0,14.0,0,0,0,0,0,1,14.4
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,71,0,0.2119,2,1,335.0637,35.5,71.0,1,1,1,1,0,2,14.4
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,282,0,0.8418,7,4,334.9964,40.2857,70.5,3,2,3,4,0,3,14.4
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,266,0,0.794,6,4,335.0126,44.3333,66.5,2,2,3,5,0,5,14.4
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,258,0,0.7701,6,3,335.0214,43.0,86.0,3,2,3,5,0,5,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,799,0,2.3852,21,7,334.9824,38.0476,114.1429,5,7,9,14,1,10,14.4
