session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,1037,0,3.0953,27,10,335.0241,38.4074,103.7,11,10,7,8,1,2,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,1007,0,3.0048,27,10,335.1305,37.2963,100.7,14,12,6,9,1,2,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,976,0,2.9143,26,9,334.9003,37.5385,108.4444,8,10,8,6,0,3,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,982,0,2.9324,26,9,334.8793,37.7692,109.1111,13,10,8,5,1,1,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,982,0,2.9324,26,10,334.8793,37.7692,98.2,14,13,9,9,1,3,14.4
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,252,252,0.7522,6,5,335.0173,42.0,50.4,4,3,5,1,0,1,14.4
2024/2025,Female,ALL,Public,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,231,231,0.6896,6,4,334.9768,38.5,57.75,4,2,4,1,0,0,14.4
2024/2025,Female,ALL,Public,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,217,217,0.6478,5,4,334.9799,43.4,54.25,2,1,3,1,0,1,14.4
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,27,0,0.0806,1,1,334.9876,27.0,27.0,1,1,1,1,0,0,14.4
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,88,0,0.3492,3,1,252.0046,29.3333,88.0,1,1,1,1,0,0,14.4
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,99,0,0.3929,2,1,251.9725,49.5,99.0,2,1,1,1,0,0,14.4
2024/2025,Male,ALL,Private,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,94,0,0.373,2,1,252.0107,47.0,94.0,1,1,1,0,0,0,14.4
2024/2025,Male,ALL,Private,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,91,0,0.3611,2,1,252.0078,45.5,91.0,1,1,1,0,0,0,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,295,0,1.1704,7,3,252.0506,42.1429,98.3333,5,4,3,2,0,1,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,283,0,1.1244,7,3,251.6898,40.4286,94.3333,6,2,2,2,0,1,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,275,0,1.0915,7,3,251.9469,39.2857,91.6667,5,3,2,1,0,1,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,267,0,1.0586,7,2,252.2199,38.1429,133.5,5,2,2,2,0,1,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,268,0,1.0652,7,3,251.5959,38.2857,89.3333,3,4,2,2,0,0,14.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,269,0,1.0652,7,2,252.5347,38.4286,134.5,5,3,1,1,0,1,14.4
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,72,72,0.2857,2,1,252.0126,36.0,72.0,1,1,1,0,0,0,14.4
2024/2025,Male,ALL,Private,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,66,66,0.2619,2,1,252.0046,33.0,66.0,1,1,1,1,0,0,14.4
2024/2025,Male,ALL,Private,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,62,62,0.246,2,1,252.0325,31.0,62.0,2,1,1,0,0,0,14.4
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,13,0,0.0516,1,1,251.938,13.0,13.0,0,0,1,0,0,0,14.4
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,313,0,0.9343,10,3,335.0102,31.3,104.3333,5,5,3,2,0,1,14.4
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,351,0,1.0478,8,5,334.9876,43.875,70.2,4,3,5,1,0,1,14.4
2024/2025,Male,ALL,Public,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,331,0,0.9881,8,4,334.9863,41.375,82.75,4,2,5,1,0,1,14.4
2024/2025,Male,ALL,Public,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,321,0,0.9582,7,4,335.0031,45.8571,80.25,3,2,5,2,0,1,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,1045,0,3.1184,27,10,335.1077,38.7037,104.5,17,11,9,7,1,3,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,1003,0,2.9958,26,10,334.8021,38.5769,100.3,11,10,7,8,1,2,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,974,0,2.9082,25,10,334.9151,38.96,97.4,14,12,6,9,1,2,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,945,0,2.8206,25,9,335.0351,37.8,105.0,8,10,8,6,0,3,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,951,0,2.8381,25,9,335.0833,38.04,105.6667,13,10,8,5,1,1,14.4
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,951,0,2.8381,25,9,335.0833,38.04,105.6667,14,13,9,9,1,3,14.4
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,255,255,0.7612,6,5,334.9974,42.5,51.0,4,3,5,1,0,1,14.4
2024/2025,Male,ALL,Public,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,234,234,0.6985,6,4,335.0036,39.0,58.5,4,2,4,1,0,0,14.4
2024/2025,Male,ALL,Public,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,220,220,0.6567,5,4,335.0084,44.0,55.0,2,1,3,1,0,1,14.4
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,45,0,0.1343,2,1,335.0707,22.5,45.0,1,1,1,1,0,0,14.4
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,5,0,0.0198,1,1,252.5253,5.0,5.0,1,1,1,1,0,0,14.4
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,7,0,0.0278,1,1,251.7986,7.0,7.0,2,1,1,1,0,0,14.4
2024/2025,Female,Disabled,Private,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,7,0,0.0278,1,1,251.7986,7.0,7.0,1,1,1,0,0,0,14.4
2024/2025,Female,Disabled,Private,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,6,0,0.0238,1,1,252.1008,6.0,6.0,1,1,1,0,0,0,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,20,0,0.0784,2,2,255.102,10.0,10.0,5,4,3,2,0,1,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,19,0,0.0754,2,2,251.9894,9.5,9.5,6,2,2,2,0,1,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0732,1,1,245.9016,18.0,18.0,5,3,2,1,0,1,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.071,1,1,253.5211,18.0,18.0,5,2,2,2,0,1,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0714,1,1,252.1008,18.0,18.0,3,4,2,2,0,0,14.4
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0714,1,1,252.1008,18.0,18.0,5,3,1,1,0,1,14.4
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,5,5,0.0198,1,1,252.5253,5.0,5.0,1,1,1,0,0,0,14.4
2024/2025,Female,Disabled,Private,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,4,4,0.0159,1,1,251.5723,4.0,4.0,1,1,1,1,0,0,14.4
2024/2025,Female,Disabled,Private,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,4,4,0.0159,1,1,251.5723,4.0,4.0,2,1,1,0,0,0,14.4
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,14.4
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,16,0,0.0478,1,1,334.728,16.0,16.0,5,5,3,2,0,1,14.4
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,25,0,0.0746,1,1,335.1206,25.0,25.0,4,3,5,1,0,1,14.4
2024/2025,Female,Disabled,Public,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,23,0,0.0687,1,1,334.7889,23.0,23.0,4,2,5,1,0,1,14.4
2024/2025,Female,Disabled,Public,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,23,0,0.0687,1,1,334.7889,23.0,23.0,3,2,5,2,0,1,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,70,0,0.2083,2,2,336.0538,35.0,35.0,17,11,9,7,1,3,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,67,0,0.2001,2,2,334.8326,33.5,33.5,11,10,7,8,1,2,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,65,0,0.1942,2,1,334.7065,32.5,65.0,14,12,6,9,1,2,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,63,0,0.1884,1,1,334.3949,63.0,63.0,8,10,8,6,0,3,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,64,0,0.1896,1,1,337.5527,64.0,64.0,13,10,8,5,1,1,14.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,63,0,0.1896,1,1,332.2785,63.0,63.0,14,13,9,9,1,3,14.4
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,16,16,0.0478,1,1,334.728,16.0,16.0,4,3,5,1,0,1,14.4
2024/2025,Female,Disabled,Public,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,15,15,0.0448,1,1,334.8214,15.0,15.0,4,2,4,1,0,0,14.4
2024/2025,Female,Disabled,Public,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,14,14,0.0418,1,1,334.9282,14.0,14.0,2,1,3,1,0,1,14.4
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,2,0,0.006,1,1,333.3333,2.0,2.0,1,1,1,1,0,0,14.4
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,6,0,0.0238,1,1,252.1008,6.0,6.0,1,1,1,1,0,0,14.4
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,6,0,0.0238,1,1,252.1008,6.0,6.0,2,1,1,1,0,0,14.4
2024/2025,Male,Disabled,Private,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,6,0,0.0238,1,1,252.1008,6.0,6.0,1,1,1,0,0,0,14.4
2024/2025,Male,Disabled,Private,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,6,0,0.0238,1,1,252.1008,6.0,6.0,1,1,1,0,0,0,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,19,0,0.0763,2,2,249.017,9.5,9.5,5,4,3,2,0,1,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0733,2,2,245.5662,9.0,9.0,6,2,2,2,0,1,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0712,1,1,252.809,18.0,18.0,5,3,2,1,0,1,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,17,0,0.069,1,1,246.3768,17.0,17.0,5,2,2,2,0,1,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0694,1,1,259.366,18.0,18.0,3,4,2,2,0,0,14.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,18,0,0.0694,1,1,259.366,18.0,18.0,5,3,1,1,0,1,14.4
2024/2025,Male,Disabled,Private,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,5,5,0.0198,1,1,252.5253,5.0,5.0,1,1,1,0,0,0,14.4
2024/2025,Male,Disabled,Private,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,4,4,0.0159,1,1,251.5723,4.0,4.0,1,1,1,1,0,0,14.4
2024/2025,Male,Disabled,Private,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,4,4,0.0159,1,1,251.5723,4.0,4.0,2,1,1,0,0,0,14.4
2024/2025,Male,Disabled,Private,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,1,0,0.004,1,1,250.0,1.0,1.0,0,0,1,0,0,0,14.4
2024/2025,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,20,0,0.0597,1,1,335.0084,20.0,20.0,5,5,3,2,0,1,14.4
2024/2025,Male,Disabled,Public,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,23,0,0.0687,1,1,334.7889,23.0,23.0,4,3,5,1,0,1,14.4
2024/2025,Male,Disabled,Public,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,22,0,0.0657,1,1,334.8554,22.0,22.0,4,2,5,1,0,1,14.4
2024/2025,Male,Disabled,Public,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,21,0,0.0627,1,1,334.9282,21.0,21.0,3,2,5,2,0,1,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,68,0,0.2024,2,2,335.9684,34.0,34.0,17,11,9,7,1,3,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,65,0,0.1945,2,2,334.1902,32.5,32.5,11,10,7,8,1,2,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,63,0,0.1888,1,1,333.6864,63.0,63.0,14,12,6,9,1,2,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,61,0,0.1831,1,1,333.1513,61.0,61.0,8,10,8,6,0,3,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,62,0,0.1842,1,1,336.5907,62.0,62.0,13,10,8,5,1,1,14.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,62,0,0.1842,1,1,336.5907,62.0,62.0,14,13,9,9,1,3,14.4
2024/2025,Male,Disabled,Public,SSS,SSS1,SSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,17,17,0.0507,1,1,335.3057,17.0,17.0,4,3,5,1,0,1,14.4
2024/2025,Male,Disabled,Public,SSS,SSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,15,15,0.0448,1,1,334.8214,15.0,15.0,4,2,4,1,0,0,14.4
2024/2025,Male,Disabled,Public,SSS,SSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,14,14,0.0418,1,1,334.9282,14.0,14.0,2,1,3,1,0,1,14.4
2024/2025,Male,Disabled,Public,Vocational,Tech/Voc,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,3,0,0.009,1,1,333.3333,3.0,3.0,1,1,1,1,0,0,14.4
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,102,0,0.4048,3,1,251.9763,34.0,102.0,3,2,1,1,0,0,14.4
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,154,0,0.6111,4,2,252.0046,38.5,77.0,3,2,2,1,0,0,14.4
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,145,0,0.5754,3,2,251.9986,48.3333,72.5,2,1,1,0,0,0,14.4
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,141,0,0.5595,3,2,252.0107,47.0,70.5,2,1,2,1,0,0,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,436,0,1.7306,11,4,251.9357,39.6364,109.0,5,5,2,1,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,419,0,1.6625,11,4,252.0301,38.0909,104.75,7,4,4,3,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,407,0,1.6139,11,4,252.1842,37.0,101.75,6,5,4,2,0,1,14.4
