session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,338,0.0,8,2,0,0.0,42.25,169.0,3,5,4,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,325,0.0,8,2,0,0.0,40.625,162.5,1,3,7,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,315,0.0,5,2,0,0.0,63.0,157.5,2,2,5,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,306,0.0,4,2,0,0.0,76.5,153.0,2,5,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,307,0.0,5,2,0,0.0,61.4,153.5,1,2,4,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,307,0.0,5,2,0,0.0,61.4,153.5,3,3,6,1,0,7,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,SSS,SSS1,SSS1,189,0.0,4,1,0,0.0,47.25,189.0,1,1,3,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,SSS,SSS2,,162,0.0,4,1,0,0.0,40.5,162.0,1,2,6,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,ALL,Public,SSS,SSS3,,165,0.0,3,1,141,0.0,55.0,165.0,1,2,5,0,0,1,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,162,0.356,4,4,0,455.0562,40.5,40.5,2,2,2,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,156,0.342,4,4,0,456.1404,39.0,39.0,2,4,2,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,151,0.332,3,3,0,454.8193,50.3333,50.3333,1,3,2,0,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,147,0.322,4,3,0,456.5217,36.75,49.0,2,2,3,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,148,0.324,4,3,0,456.7901,37.0,49.3333,2,3,2,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,148,0.324,3,3,0,456.7901,49.3333,49.3333,2,4,2,0,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,JSS,JSS1,JSS1,202,0.0,3,1,0,0.0,67.3333,202.0,1,1,5,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,JSS,JSS2,,181,0.0,4,1,0,0.0,45.25,181.0,2,3,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,JSS,JSS3,,185,0.0,3,1,0,0.0,61.6667,185.0,1,2,3,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,377,0.0,8,2,0,0.0,47.125,188.5,3,5,4,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,363,0.0,8,2,0,0.0,45.375,181.5,1,3,7,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,352,0.0,6,2,0,0.0,58.6667,176.0,2,2,5,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,341,0.0,5,2,0,0.0,68.2,170.5,2,5,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,343,0.0,5,2,0,0.0,68.6,171.5,1,2,4,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,343,0.0,6,2,0,0.0,57.1667,171.5,3,3,6,1,0,7,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,SSS,SSS1,SSS1,199,0.0,4,1,0,0.0,49.75,199.0,1,1,3,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,SSS,SSS2,,171,0.0,4,1,0,0.0,42.75,171.0,1,2,6,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,ALL,Public,SSS,SSS3,,213,0.0,3,1,183,0.0,71.0,213.0,1,2,5,0,0,1,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0.356,1,1,0,33.7079,12.0,12.0,2,2,2,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,11,0.342,1,1,0,32.1637,11.0,11.0,2,4,2,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,11,0.332,1,1,0,33.1325,11.0,11.0,1,3,2,0,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,10,0.322,1,1,0,31.0559,10.0,10.0,2,2,3,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,10,0.324,1,1,0,30.8642,10.0,10.0,2,3,2,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,11,0.324,1,1,0,33.9506,11.0,11.0,2,4,2,0,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,JSS,JSS1,JSS1,17,0.0,1,1,0,0.0,17.0,17.0,1,1,5,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,JSS,JSS2,,15,0.0,1,1,0,0.0,15.0,15.0,2,3,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,JSS,JSS3,,16,0.0,1,1,0,0.0,16.0,16.0,1,2,3,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,27,0.0,1,1,0,0.0,27.0,27.0,3,5,4,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,26,0.0,1,1,0,0.0,26.0,26.0,1,3,7,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,25,0.0,1,1,0,0.0,25.0,25.0,2,2,5,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,25,0.0,1,1,0,0.0,25.0,25.0,2,5,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,25,0.0,1,1,0,0.0,25.0,25.0,1,2,4,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,25,0.0,1,1,0,0.0,25.0,25.0,3,3,6,1,0,7,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,SSS,SSS1,SSS1,15,0.0,1,1,0,0.0,15.0,15.0,1,1,3,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,SSS,SSS2,,13,0.0,1,1,0,0.0,13.0,13.0,1,2,6,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Disabled,Public,SSS,SSS3,,13,0.0,1,1,11,0.0,13.0,13.0,1,2,5,0,0,1,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,13,0.356,1,1,0,36.5169,13.0,13.0,2,2,2,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,13,0.342,1,1,0,38.0117,13.0,13.0,2,4,2,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,12,0.332,1,1,0,36.1446,12.0,12.0,1,3,2,0,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,12,0.322,1,1,0,37.2671,12.0,12.0,2,2,3,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,12,0.324,1,1,0,37.037,12.0,12.0,2,3,2,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,12,0.324,1,1,0,37.037,12.0,12.0,2,4,2,0,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,JSS,JSS1,JSS1,16,0.0,1,1,0,0.0,16.0,16.0,1,1,5,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,JSS,JSS2,,15,0.0,1,1,0,0.0,15.0,15.0,2,3,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,JSS,JSS3,,15,0.0,1,1,0,0.0,15.0,15.0,1,2,3,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,30,0.0,1,1,0,0.0,30.0,30.0,3,5,4,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,29,0.0,1,1,0,0.0,29.0,29.0,1,3,7,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,28,0.0,1,1,0,0.0,28.0,28.0,2,2,5,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,27,0.0,1,1,0,0.0,27.0,27.0,2,5,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,28,0.0,1,1,0,0.0,28.0,28.0,1,2,4,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,28,0.0,1,1,0,0.0,28.0,28.0,3,3,6,1,0,7,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,SSS,SSS1,SSS1,16,0.0,1,1,0,0.0,16.0,16.0,1,1,3,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,SSS,SSS2,,14,0.0,1,1,0,0.0,14.0,14.0,1,2,6,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Disabled,Public,SSS,SSS3,,17,0.0,1,1,15,0.0,17.0,17.0,1,2,5,0,0,1,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,JSS,JSS1,JSS1,210,1.0,5,1,0,210.0,42.0,210.0,1,4,4,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,JSS,JSS2,,186,1.0,4,1,0,186.0,46.5,186.0,2,4,6,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,JSS,JSS3,,195,1.0,4,1,0,195.0,48.75,195.0,2,4,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,145,0.356,3,3,0,407.3034,48.3333,48.3333,1,3,3,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,140,0.342,4,3,0,409.3567,35.0,46.6667,1,2,3,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,136,0.332,3,3,0,409.6386,45.3333,45.3333,1,3,2,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,131,0.322,3,3,0,406.8323,43.6667,43.6667,1,2,2,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,132,0.324,3,3,0,407.4074,44.0,44.0,1,2,3,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,132,0.324,3,3,0,407.4074,44.0,44.0,2,2,2,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,SSS,SSS1,SSS1,189,1.0,5,1,0,189.0,37.8,189.0,1,3,5,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,SSS,SSS2,,162,1.0,5,1,0,162.0,32.4,162.0,1,3,4,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Private,SSS,SSS3,,165,1.0,4,1,141,165.0,41.25,165.0,1,2,4,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,338,0.0,6,2,0,0.0,56.3333,169.0,2,4,5,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,324,0.0,6,2,0,0.0,54.0,162.0,1,4,6,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,315,0.0,7,2,0,0.0,45.0,157.5,2,4,6,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,305,0.0,6,2,0,0.0,50.8333,152.5,2,3,3,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,307,0.0,7,2,0,0.0,43.8571,153.5,2,3,7,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,307,0.0,5,2,0,0.0,61.4,153.5,2,4,4,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,JSS,JSS1,JSS1,202,1.0,4,1,0,202.0,50.5,202.0,1,4,4,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,JSS,JSS2,,181,1.0,4,1,0,181.0,45.25,181.0,2,4,6,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,JSS,JSS3,,185,1.0,3,1,0,185.0,61.6667,185.0,2,4,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,162,0.356,3,3,0,455.0562,54.0,54.0,1,3,3,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,156,0.342,5,3,0,456.1404,31.2,52.0,1,2,3,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,151,0.332,3,3,0,454.8193,50.3333,50.3333,1,3,2,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,147,0.322,4,3,0,456.5217,36.75,49.0,1,2,2,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,147,0.324,3,3,0,453.7037,49.0,49.0,1,2,3,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,147,0.324,4,3,0,453.7037,36.75,49.0,2,2,2,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,SSS,SSS1,SSS1,199,1.0,5,1,0,199.0,39.8,199.0,1,3,5,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,SSS,SSS2,,171,1.0,5,1,0,171.0,34.2,171.0,1,3,4,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Private,SSS,SSS3,,213,1.0,5,1,183,213.0,42.6,213.0,1,2,4,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,377,0.0,6,2,0,0.0,62.8333,188.5,2,4,5,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,362,0.0,6,2,0,0.0,60.3333,181.0,1,4,6,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,351,0.0,8,2,0,0.0,43.875,175.5,2,4,6,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,341,0.0,7,2,0,0.0,48.7143,170.5,2,3,3,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,343,0.0,8,2,0,0.0,42.875,171.5,2,3,7,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,343,0.0,5,2,0,0.0,68.6,171.5,2,4,4,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,JSS,JSS1,JSS1,17,1.0,1,1,0,17.0,17.0,17.0,1,4,4,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,JSS,JSS2,,15,1.0,1,1,0,15.0,15.0,15.0,2,4,6,1,0,5,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,JSS,JSS3,,16,1.0,1,1,0,16.0,16.0,16.0,2,4,5,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0.356,1,1,0,33.7079,12.0,12.0,1,3,3,1,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,11,0.342,1,1,0,32.1637,11.0,11.0,1,2,3,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,11,0.332,1,1,0,33.1325,11.0,11.0,1,3,2,0,0,3,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,10,0.322,1,1,0,31.0559,10.0,10.0,1,2,2,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,10,0.324,1,1,0,30.8642,10.0,10.0,1,2,3,0,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,11,0.324,1,1,0,33.9506,11.0,11.0,2,2,2,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,SSS,SSS1,SSS1,15,1.0,1,1,0,15.0,15.0,15.0,1,3,5,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,SSS,SSS2,,13,1.0,1,1,0,13.0,13.0,13.0,1,3,4,1,0,2,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Private,SSS,SSS3,,13,1.0,1,1,11,13.0,13.0,13.0,1,2,4,1,0,4,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,27,0.0,1,1,0,0.0,27.0,27.0,2,4,5,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,26,0.0,1,1,0,0.0,26.0,26.0,1,4,6,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,25,0.0,1,1,0,0.0,25.0,25.0,2,4,6,1,0,6,14.4
2024/2025,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,25,0.0,1,1,0,0.0,25.0,25.0,2,3,3,1,0,5,14.4
