session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2022/2023,South East,Enugu,Aninri,Mpu,"TOWN SCHOOL, AMACHALLA MPU",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,74.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Mpu,"TOWN SCHOOL, AMACHALLA MPU",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,74.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Mpu,UGOCHUKWU EKWEREMADU MEMORIAL INTERNATIONAL ACADEMY SCHOOL MPU,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,41,1.0,3.0,1.0,74.8,0.0,126.0,42.0,126.0,1.26,0.28,0.17,0.66,0.48,0.46
2022/2023,South East,Enugu,Aninri,Ndeabo,BLESSED KIDS NURSERY &amp;PRIMARY SCHOOL,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,BLESSED KIDS NURSERY &amp;PRIMARY SCHOOL,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,"COMMUNITY PRIMARY SCHOOL AJUONA, IHEAKPU-AWKA",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,18,0.0,2.0,1.0,74.8,0.0,0.0,28.0,56.0,0.89,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,COMMUNITY PRIMARY SCHOOL EZIECHO UHUEZE NENWE,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,74.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,COMMUNITY PRIMARY SCHOOL EZIECHO UHUEZE NENWE,Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,74.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,"COMMUNITY SCHOOL, AMAMKPUME EZINES",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,59,1.0,5.0,2.0,74.8,0.0,181.0,36.2,90.5,3.01,0.28,0.18,0.72,0.52,0.5
2022/2023,South East,Enugu,Aninri,Ndeabo,DIVINE WISDOM MODEL ACADEMY NENWE,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,DIVINE WISDOM MODEL ACADEMY NENWE,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,HOLY CHILD NURSERY AND PRIMARY SCHOOL NENWE,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,18,0.0,2.0,1.0,74.8,0.0,0.0,28.0,56.0,0.89,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,"MUSTERD LEARNING NURSERY AND PRIMARY SCHOOL, EZIECHO UHUEZE NENWE",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,74.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,"MUSTERD LEARNING NURSERY AND PRIMARY SCHOOL, EZIECHO UHUEZE NENWE",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,74.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,"NDIUGWU COMMUNITY SCHOOL, OBIOFU NENWE",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1.0,5.0,2.0,74.8,0.0,183.0,36.6,91.5,3,0.28,0.18,0.71,0.52,0.5
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Private,JSS,JSS1,JSS1,0,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Public,JSS,JSS1,JSS1,1,1.0,0.0,0.0,76.8,0.0,1.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,all,Public,SSS,SSS1,SSS1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Private,JSS,JSS1,JSS1,0,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Public,JSS,JSS1,JSS1,3,1.0,0.0,0.0,76.8,0.0,1.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Female,disabled,Public,SSS,SSS1,SSS1,7,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,all,Private,JSS,JSS1,JSS1,0,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,all,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,all,Public,JSS,JSS1,JSS1,1,1.0,0.0,0.0,76.8,0.0,1.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,all,Public,SSS,SSS1,SSS1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,disabled,Private,JSS,JSS1,JSS1,0,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,disabled,Public,JSS,JSS1,JSS1,3,1.0,0.0,0.0,76.8,0.0,1.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,disabled,Public,SSS,SSS1,SSS1,5,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Female,all,Private,JSS,JSS1,JSS1,12,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Female,all,Private,SSS,SSS1,SSS1,21,0.0,0.0,0.0,78.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Female,all,Public,JSS,JSS1,JSS1,55,1.0,1.0,1.0,76.8,0.0,61.0,61.0,61.0,0.22,0.38,0.21,0.6,0.44,0.42
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Female,all,Public,SSS,SSS1,SSS1,49,0.0,1.0,1.0,78.8,1.0,0.0,36.0,36.0,0.31,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Male,all,Private,JSS,JSS1,JSS1,11,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Male,all,Private,SSS,SSS1,SSS1,16,0.0,0.0,0.0,78.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Male,all,Public,JSS,JSS1,JSS1,57,1.0,1.0,1.0,76.8,0.0,63.0,63.0,63.0,0.21,0.38,0.21,0.6,0.44,0.42
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Male,all,Public,SSS,SSS1,SSS1,42,0.0,1.0,1.0,78.8,1.0,0.0,39.0,39.0,0.29,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"CENTRAL SCHOOL, UHUEZE NENWE",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,74.8,0.0,7.0,0.0,0.0,0,0.4,0.78,0.87,0.62,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"CENTRAL SCHOOL, UHUEZE NENWE",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,6,1.0,0.0,0.0,74.8,0.0,7.0,0.0,0.0,0,0.4,0.78,0.87,0.62,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"CENTRAL SCHOOL, UHUEZE NENWE",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"CENTRAL SCHOOL, UHUEZE NENWE",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2,0.0,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,CHRISTIAN LIGHT ACADEMY,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,71,1.0,6.0,2.0,74.8,0.0,217.0,36.1667,108.5,3.91,0.28,0.18,0.73,0.53,0.52
2022/2023,South East,Enugu,Aninri,Nnenwe I,CHRISTIAN LIGHT ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,19,0.0,2.0,1.0,74.8,0.0,0.0,29.0,58.0,0.87,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY PRIMARY SCHOOL, IZIZIK UMUORJI EMUDO",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,74.8,0.0,7.0,0.0,0.0,0,0.4,0.78,0.87,0.62,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY PRIMARY SCHOOL, IZIZIK UMUORJI EMUDO",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,6,1.0,0.0,0.0,74.8,0.0,7.0,0.0,0.0,0,0.4,0.78,0.87,0.62,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SCHOOL, UMURAH NDEABOH",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,72,1.0,6.0,2.0,74.8,0.0,219.0,36.5,109.5,3.89,0.28,0.18,0.73,0.53,0.51
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,all,Private,JSS,JSS1,JSS1,1,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,all,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,all,Public,JSS,JSS1,JSS1,2,1.0,0.0,0.0,76.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,all,Public,SSS,SSS1,SSS1,1,1.0,0.0,0.0,78.8,1.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,disabled,Public,JSS,JSS1,JSS1,6,1.0,0.0,0.0,76.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Female,disabled,Public,SSS,SSS1,SSS1,7,1.0,0.0,0.0,78.8,1.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,all,Private,JSS,JSS1,JSS1,1,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,all,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,all,Public,JSS,JSS1,JSS1,1,1.0,0.0,0.0,76.8,0.0,1.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,all,Public,SSS,SSS1,SSS1,1,1.0,0.0,0.0,78.8,1.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,disabled,Public,JSS,JSS1,JSS1,3,1.0,0.0,0.0,76.8,0.0,1.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,disabled,Public,SSS,SSS1,SSS1,5,1.0,0.0,0.0,78.8,1.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Female,all,Private,JSS,JSS1,JSS1,19,0.0,1.0,0.0,76.8,0.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Female,all,Private,SSS,SSS1,SSS1,25,0.0,0.0,0.0,78.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Female,all,Public,JSS,JSS1,JSS1,62,1.0,2.0,1.0,76.8,0.0,68.0,34.0,68.0,0.79,0.38,0.2,0.65,0.48,0.46
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Female,all,Public,SSS,SSS1,SSS1,58,1.0,1.0,1.0,78.8,1.0,42.0,42.0,42.0,0.28,0.46,0.25,0.62,0.45,0.43
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Male,all,Private,JSS,JSS1,JSS1,16,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Male,all,Private,SSS,SSS1,SSS1,21,0.0,1.0,0.0,78.8,1.0,0.0,19.0,0.0,0.52,0,0,0,0,0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Male,all,Public,JSS,JSS1,JSS1,59,1.0,2.0,1.0,76.8,0.0,65.0,32.5,65.0,0.81,0.38,0.21,0.66,0.48,0.46
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Male,all,Public,SSS,SSS1,SSS1,48,1.0,1.0,1.0,78.8,1.0,44.0,44.0,44.0,0.27,0.45,0.24,0.62,0.45,0.43
