session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,519,0.513,8,3,0,1011.6959,64.875,173.0,4,3,4,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,504,0.498,11,3,0,1012.0482,45.8182,168.0,6,5,6,5,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,488,0.483,7,3,0,1010.352,69.7143,162.6667,2,4,5,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,491,0.486,11,3,0,1010.2881,44.6364,163.6667,3,5,8,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,491,0.486,10,3,0,1010.2881,49.1,163.6667,2,3,5,4,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,SSS,SSS1,SSS1,131,0.0,3,1,0,0.0,43.6667,131.0,1,1,2,1,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,SSS,SSS2,,131,0.0,3,1,0,0.0,43.6667,131.0,1,1,3,1,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,Public,SSS,SSS3,,162,0.0,3,1,141,0.0,54.0,162.0,1,1,2,2,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0.89,1,1,0,16.8539,15.0,15.0,3,3,3,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,14,0.855,1,1,0,16.3743,14.0,14.0,1,4,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,14,0.83,1,1,0,16.8675,14.0,14.0,3,2,2,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,14,0.805,1,1,0,17.3913,14.0,14.0,3,1,2,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,14,0.81,1,1,0,17.284,14.0,14.0,3,2,2,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,14,0.81,1,1,0,17.284,14.0,14.0,3,3,4,5,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,JSS,JSS1,JSS1,22,0.0,1,1,0,0.0,22.0,22.0,3,3,4,1,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,JSS,JSS2,,22,0.0,1,1,0,0.0,22.0,22.0,3,3,6,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,JSS,JSS3,,22,0.0,1,1,0,0.0,22.0,22.0,1,3,4,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,35,0.534,1,1,0,65.5431,35.0,35.0,6,2,8,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,33,0.513,1,1,0,64.3275,33.0,33.0,4,3,4,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,33,0.498,1,1,0,66.2651,33.0,33.0,6,5,6,5,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,32,0.483,1,1,0,66.2526,32.0,32.0,2,4,5,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,32,0.486,1,1,0,65.8436,32.0,32.0,3,5,8,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,32,0.486,1,1,0,65.8436,32.0,32.0,2,3,5,4,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,SSS,SSS1,SSS1,10,0.0,1,1,0,0.0,10.0,10.0,1,1,2,1,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,SSS,SSS2,,10,0.0,1,1,0,0.0,10.0,10.0,1,1,3,1,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,Public,SSS,SSS3,,12,0.0,1,1,10,0.0,12.0,12.0,1,1,2,2,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,19,0.89,1,1,0,21.3483,19.0,19.0,3,3,3,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,18,0.855,1,1,0,21.0526,18.0,18.0,1,4,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,18,0.83,1,1,0,21.6867,18.0,18.0,3,2,2,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,17,0.805,1,1,0,21.118,17.0,17.0,3,1,2,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,17,0.81,1,1,0,20.9877,17.0,17.0,3,2,2,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,17,0.81,1,1,0,20.9877,17.0,17.0,3,3,4,5,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,JSS,JSS1,JSS1,22,0.0,1,1,0,0.0,22.0,22.0,3,3,4,1,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,JSS,JSS2,,22,0.0,1,1,0,0.0,22.0,22.0,3,3,6,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,JSS,JSS3,,23,0.0,1,1,0,0.0,23.0,23.0,1,3,4,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,43,0.534,1,1,0,80.5243,43.0,43.0,6,2,8,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,42,0.513,1,1,0,81.8713,42.0,42.0,4,3,4,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,40,0.498,1,1,0,80.3213,40.0,40.0,6,5,6,5,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,39,0.483,1,1,0,80.7453,39.0,39.0,2,4,5,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,40,0.486,1,1,0,82.3045,40.0,40.0,3,5,8,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,40,0.486,1,1,0,82.3045,40.0,40.0,2,3,5,4,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,SSS,SSS1,SSS1,11,0.0,1,1,0,0.0,11.0,11.0,1,1,2,1,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,SSS,SSS2,,10,0.0,1,1,0,0.0,10.0,10.0,1,1,3,1,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,Public,SSS,SSS3,,13,0.0,1,1,11,0.0,13.0,13.0,1,1,2,2,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,JSS,JSS1,JSS1,273,1.0,7,4,0,273.0,39.0,68.25,4,3,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,JSS,JSS2,,281,1.0,4,4,0,281.0,70.25,70.25,4,5,3,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,JSS,JSS3,,273,1.0,8,4,0,273.0,34.125,68.25,4,3,5,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,188,0.89,4,1,0,211.236,47.0,188.0,4,2,3,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,181,0.855,5,1,0,211.6959,36.2,181.0,4,2,3,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,176,0.83,3,1,0,212.0482,58.6667,176.0,1,2,3,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,170,0.805,5,1,0,211.1801,34.0,170.0,3,2,2,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,172,0.81,5,1,0,212.3457,34.4,172.0,3,2,4,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,172,0.81,4,1,0,212.3457,43.0,172.0,3,2,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,SSS,SSS1,SSS1,128,0.0,3,2,0,0.0,42.6667,64.0,1,1,3,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,SSS,SSS2,,123,0.0,4,2,0,0.0,30.75,61.5,2,3,3,1,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Private,SSS,SSS3,,142,0.0,3,2,124,0.0,47.3333,71.0,1,2,3,2,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,440,0.534,6,5,0,823.97,73.3333,88.0,3,4,5,7,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,422,0.513,8,5,0,822.6121,52.75,84.4,6,3,6,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,410,0.498,8,5,0,823.2932,51.25,82.0,5,4,4,6,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,398,0.483,10,5,0,824.0166,39.8,79.6,3,5,5,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,400,0.486,8,5,0,823.0453,50.0,80.0,5,4,7,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,400,0.486,7,5,0,823.0453,57.1429,80.0,5,3,8,4,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,JSS,JSS1,JSS1,275,1.0,7,4,0,275.0,39.2857,68.75,4,3,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,JSS,JSS2,,277,1.0,4,4,0,277.0,69.25,69.25,4,5,3,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,JSS,JSS3,,284,1.0,8,4,0,284.0,35.5,71.0,4,3,5,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,231,0.89,5,2,0,259.5506,46.2,115.5,4,2,3,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,222,0.855,6,1,0,259.6491,37.0,222.0,4,2,3,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,216,0.83,4,1,0,260.241,54.0,216.0,1,2,3,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,209,0.805,6,1,0,259.6273,34.8333,209.0,3,2,2,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,211,0.81,6,1,0,260.4938,35.1667,211.0,3,2,4,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,210,0.81,5,1,0,259.2593,42.0,210.0,3,2,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,SSS,SSS1,SSS1,131,0.0,3,2,0,0.0,43.6667,65.5,1,1,3,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,SSS,SSS2,,131,0.0,4,2,0,0.0,32.75,65.5,2,3,3,1,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Private,SSS,SSS3,,162,0.0,3,2,141,0.0,54.0,81.0,1,2,3,2,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,540,0.534,8,6,0,1011.236,67.5,90.0,3,4,5,7,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,518,0.513,10,6,0,1009.7466,51.8,86.3333,6,3,6,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,503,0.498,9,6,0,1010.0402,55.8889,83.8333,5,4,4,6,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,488,0.483,12,6,0,1010.352,40.6667,81.3333,3,5,5,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,491,0.486,9,6,0,1010.2881,54.5556,81.8333,5,4,7,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,491,0.486,9,6,0,1010.2881,54.5556,81.8333,5,3,8,4,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,JSS,JSS1,JSS1,22,1.0,1,1,0,22.0,22.0,22.0,4,3,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,JSS,JSS2,,22,1.0,1,1,0,22.0,22.0,22.0,4,5,3,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,JSS,JSS3,,22,1.0,1,1,0,22.0,22.0,22.0,4,3,5,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0.89,1,1,0,16.8539,15.0,15.0,4,2,3,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,14,0.855,1,1,0,16.3743,14.0,14.0,4,2,3,4,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,14,0.83,1,1,0,16.8675,14.0,14.0,1,2,3,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,13,0.805,1,1,0,16.1491,13.0,13.0,3,2,2,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,14,0.81,1,1,0,17.284,14.0,14.0,3,2,4,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,14,0.81,1,1,0,17.284,14.0,14.0,3,2,4,3,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,SSS,SSS1,SSS1,10,0.0,1,1,0,0.0,10.0,10.0,1,1,3,2,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,SSS,SSS2,,10,0.0,1,1,0,0.0,10.0,10.0,2,3,3,1,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Private,SSS,SSS3,,12,0.0,1,1,10,0.0,12.0,12.0,1,2,3,2,0,0,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,35,0.534,1,1,0,65.5431,35.0,35.0,3,4,5,7,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,33,0.513,1,1,0,64.3275,33.0,33.0,6,3,6,6,0,2,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,33,0.498,1,1,0,66.2651,33.0,33.0,5,4,4,6,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,32,0.483,1,1,0,66.2526,32.0,32.0,3,5,5,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,32,0.486,1,1,0,65.8436,32.0,32.0,5,4,7,7,0,1,14.4
2024/2025,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,32,0.486,1,1,0,65.8436,32.0,32.0,5,3,8,4,0,2,14.4
