session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,586,1.026,12,3,0,571.1501,48.8333,195.3333,7,2,9,2,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,569,0.996,12,3,0,571.2851,47.4167,189.6667,4,1,6,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,552,0.966,9,3,0,571.4286,61.3333,184.0,3,1,7,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,556,0.972,11,3,0,572.0165,50.5455,185.3333,4,1,6,1,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,556,0.972,10,3,0,572.0165,55.6,185.3333,4,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,SSS,SSS1,SSS1,409,0.0,6,3,0,0.0,68.1667,136.3333,2,1,7,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,SSS,SSS2,,313,0.0,7,2,0,0.0,44.7143,156.5,4,1,6,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,Public,SSS,SSS3,,303,0.0,6,2,260,0.0,50.5,151.5,1,1,5,0,0,2,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,243,1.068,5,6,0,227.5281,48.6,40.5,4,1,6,1,0,7,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,233,1.026,4,6,0,227.0955,58.25,38.8333,3,1,5,2,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,227,0.996,6,6,0,227.9116,37.8333,37.8333,5,1,4,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,220,0.966,5,6,0,227.7433,44.0,36.6667,3,1,4,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,221,0.972,4,6,0,227.3663,55.25,36.8333,3,1,5,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,221,0.972,6,6,0,227.3663,36.8333,36.8333,5,1,5,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,JSS,JSS1,JSS1,420,0.0,6,2,0,0.0,70.0,210.0,5,1,7,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,JSS,JSS2,,356,0.0,5,2,0,0.0,71.2,178.0,2,1,10,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,JSS,JSS3,,328,0.0,5,2,0,0.0,65.6,164.0,5,1,8,1,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,566,1.068,12,3,0,529.9625,47.1667,188.6667,6,1,8,3,1,11,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,543,1.026,11,3,0,529.2398,49.3636,181.0,7,2,9,2,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,527,0.996,11,3,0,529.1165,47.9091,175.6667,4,1,6,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,512,0.966,9,3,0,530.0207,56.8889,170.6667,3,1,7,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,515,0.972,10,3,0,529.8354,51.5,171.6667,4,1,6,1,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,515,0.972,9,3,0,529.8354,57.2222,171.6667,4,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,SSS,SSS1,SSS1,359,0.0,5,2,0,0.0,71.8,179.5,2,1,7,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,SSS,SSS2,,316,0.0,7,2,0,0.0,45.1429,158.0,4,1,6,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,Public,SSS,SSS3,,292,0.0,5,2,250,0.0,58.4,146.0,1,1,5,0,0,2,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,1.068,1,1,0,19.6629,21.0,21.0,4,1,6,1,0,7,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,20,1.026,1,1,0,19.4932,20.0,20.0,3,1,5,2,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,20,0.996,1,1,0,20.0803,20.0,20.0,5,1,4,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,19,0.966,1,1,0,19.6687,19.0,19.0,3,1,4,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,19,0.972,1,1,0,19.5473,19.0,19.0,3,1,5,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,19,0.972,1,1,0,19.5473,19.0,19.0,5,1,5,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,JSS,JSS1,JSS1,38,0.0,1,1,0,0.0,38.0,38.0,5,1,7,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,JSS,JSS2,,33,0.0,1,1,0,0.0,33.0,33.0,2,1,10,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,JSS,JSS3,,29,0.0,1,1,0,0.0,29.0,29.0,5,1,8,1,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,48,1.068,1,1,0,44.9438,48.0,48.0,6,1,8,3,1,11,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,47,1.026,1,1,0,45.809,47.0,47.0,7,2,9,2,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,45,0.996,1,1,0,45.1807,45.0,45.0,4,1,6,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,44,0.966,1,1,0,45.5487,44.0,44.0,3,1,7,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,44,0.972,1,1,0,45.2675,44.0,44.0,4,1,6,1,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,44,0.972,1,1,0,45.2675,44.0,44.0,4,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,SSS,SSS1,SSS1,32,0.0,1,1,0,0.0,32.0,32.0,2,1,7,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,SSS,SSS2,,25,0.0,1,1,0,0.0,25.0,25.0,4,1,6,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,Public,SSS,SSS3,,24,0.0,1,1,20,0.0,24.0,24.0,1,1,5,0,0,2,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,19,1.068,1,1,0,17.7903,19.0,19.0,4,1,6,1,0,7,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,19,1.026,1,1,0,18.5185,19.0,19.0,3,1,5,2,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,18,0.996,1,1,0,18.0723,18.0,18.0,5,1,4,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,17,0.966,1,1,0,17.5983,17.0,17.0,3,1,4,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,18,0.972,1,1,0,18.5185,18.0,18.0,3,1,5,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,18,0.972,1,1,0,18.5185,18.0,18.0,5,1,5,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,JSS,JSS1,JSS1,33,0.0,1,1,0,0.0,33.0,33.0,5,1,7,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,JSS,JSS2,,29,0.0,1,1,0,0.0,29.0,29.0,2,1,10,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,JSS,JSS3,,26,0.0,1,1,0,0.0,26.0,26.0,5,1,8,1,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,45,1.068,1,1,0,42.1348,45.0,45.0,6,1,8,3,1,11,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,43,1.026,1,1,0,41.9103,43.0,43.0,7,2,9,2,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,42,0.996,1,1,0,42.1687,42.0,42.0,4,1,6,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,40,0.966,1,1,0,41.4079,40.0,40.0,3,1,7,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,41,0.972,1,1,0,42.1811,41.0,41.0,4,1,6,1,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,40,0.972,1,1,0,41.1523,40.0,40.0,4,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,SSS,SSS1,SSS1,28,0.0,1,1,0,0.0,28.0,28.0,2,1,7,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,SSS,SSS2,,25,0.0,1,1,0,0.0,25.0,25.0,4,1,6,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,Public,SSS,SSS3,,23,0.0,1,1,20,0.0,23.0,23.0,1,1,5,0,0,2,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,JSS,JSS1,JSS1,480,2.0,8,4,0,240.0,60.0,120.0,3,1,8,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,JSS,JSS2,,408,1.0,11,3,0,408.0,37.0909,136.0,5,1,10,1,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,JSS,JSS3,,363,1.0,6,3,0,363.0,60.5,121.0,6,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,261,1.068,6,3,0,244.382,43.5,87.0,3,1,4,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,251,1.026,5,3,0,244.6394,50.2,83.6667,3,1,4,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,244,0.996,6,3,0,244.9799,40.6667,81.3333,3,1,3,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,237,0.966,5,3,0,245.3416,47.4,79.0,2,1,4,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,238,0.972,6,3,0,244.856,39.6667,79.3333,2,1,5,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,238,0.972,7,3,0,244.856,34.0,79.3333,5,1,5,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,SSS,SSS1,SSS1,409,1.0,11,6,0,409.0,37.1818,68.1667,6,1,6,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,SSS,SSS2,,313,1.0,6,5,0,313.0,52.1667,62.6,3,2,7,1,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Private,SSS,SSS3,,303,1.0,6,5,260,303.0,50.5,60.6,4,1,8,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,610,1.068,12,16,0,571.161,50.8333,38.125,4,1,10,3,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,586,1.026,11,16,0,571.1501,53.2727,36.625,8,1,7,2,1,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,569,0.996,8,15,0,571.2851,71.125,37.9333,5,2,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,552,0.966,11,15,0,571.4286,50.1818,36.8,6,1,8,2,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,556,0.972,11,15,0,572.0165,50.5455,37.0667,3,1,9,1,1,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,555,0.972,11,15,0,570.9877,50.4545,37.0,5,1,9,2,0,9,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,JSS,JSS1,JSS1,420,2.0,7,3,0,210.0,60.0,140.0,3,1,8,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,JSS,JSS2,,356,1.0,10,3,0,356.0,35.6,118.6667,5,1,10,1,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,JSS,JSS3,,328,1.0,6,3,0,328.0,54.6667,109.3333,6,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,243,1.068,5,3,0,227.5281,48.6,81.0,3,1,4,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,233,1.026,5,3,0,227.0955,46.6,77.6667,3,1,4,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,226,0.996,6,3,0,226.9076,37.6667,75.3333,3,1,3,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,219,0.966,5,3,0,226.7081,43.8,73.0,2,1,4,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,221,0.972,6,3,0,227.3663,36.8333,73.6667,2,1,5,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,221,0.972,6,3,0,227.3663,36.8333,73.6667,5,1,5,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,SSS,SSS1,SSS1,359,1.0,10,5,0,359.0,35.9,71.8,6,1,6,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,SSS,SSS2,,316,1.0,6,5,0,316.0,52.6667,63.2,3,2,7,1,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Private,SSS,SSS3,,292,1.0,6,4,250,292.0,48.6667,73.0,4,1,8,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,565,1.068,11,15,0,529.0262,51.3636,37.6667,4,1,10,3,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,543,1.026,10,15,0,529.2398,54.3,36.2,8,1,7,2,1,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,527,0.996,8,14,0,529.1165,65.875,37.6429,5,2,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,511,0.966,10,14,0,528.9855,51.1,36.5,6,1,8,2,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,515,0.972,10,14,0,529.8354,51.5,36.7857,3,1,9,1,1,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,515,0.972,10,14,0,529.8354,51.5,36.7857,5,1,9,2,0,9,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,JSS,JSS1,JSS1,38,2.0,1,1,0,19.0,38.0,38.0,3,1,8,2,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,JSS,JSS2,,33,1.0,1,1,0,33.0,33.0,33.0,5,1,10,1,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,JSS,JSS3,,29,1.0,1,1,0,29.0,29.0,29.0,6,1,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,1.068,1,1,0,19.6629,21.0,21.0,3,1,4,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,20,1.026,1,1,0,19.4932,20.0,20.0,3,1,4,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,20,0.996,1,1,0,20.0803,20.0,20.0,3,1,3,1,0,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,19,0.966,1,1,0,19.6687,19.0,19.0,2,1,4,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,19,0.972,1,1,0,19.5473,19.0,19.0,2,1,5,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,19,0.972,1,1,0,19.5473,19.0,19.0,5,1,5,1,0,3,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,SSS,SSS1,SSS1,32,1.0,1,1,0,32.0,32.0,32.0,6,1,6,2,0,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,SSS,SSS2,,25,1.0,1,1,0,25.0,25.0,25.0,3,2,7,1,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Private,SSS,SSS3,,24,1.0,1,1,20,24.0,24.0,24.0,4,1,8,1,0,4,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,48,1.068,1,1,0,44.9438,48.0,48.0,4,1,10,3,1,10,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,47,1.026,1,1,0,45.809,47.0,47.0,8,1,7,2,1,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,45,0.996,1,1,0,45.1807,45.0,45.0,5,2,9,1,0,8,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,44,0.966,1,1,0,45.5487,44.0,44.0,6,1,8,2,1,6,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,44,0.972,1,1,0,45.2675,44.0,44.0,3,1,9,1,1,5,14.4
2024/2025,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,44,0.972,1,1,0,45.2675,44.0,44.0,5,1,9,2,0,9,14.4
