session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,Public,SSS,SSS2,,16,0.0,1,1,0,0.0,16.0,16.0,3,3,8,2,0,3,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,Public,SSS,SSS3,,16,0.0,1,1,15,0.0,16.0,16.0,4,3,5,2,0,3,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,45,2.314,2,1,0,19.4468,22.5,45.0,19,9,15,10,1,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,43,2.223,1,1,0,19.3432,43.0,43.0,8,8,9,13,1,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,42,2.158,1,1,0,19.4625,42.0,42.0,15,12,13,8,0,5,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,40,2.093,1,1,0,19.1113,40.0,40.0,10,10,9,10,0,5,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,40,2.106,1,1,0,18.9934,40.0,40.0,11,11,10,15,0,6,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,40,2.106,1,1,0,18.9934,40.0,40.0,12,12,10,14,1,9,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,JSS,JSS1,JSS1,33,0.0,1,1,0,0.0,33.0,33.0,7,2,8,4,0,5,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,JSS,JSS2,,29,0.0,1,1,0,0.0,29.0,29.0,7,3,10,5,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,JSS,JSS3,,28,0.0,1,1,0,0.0,28.0,28.0,7,5,12,5,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,103,1.602,2,3,0,64.2946,51.5,34.3333,20,21,33,26,1,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,99,1.539,2,3,0,64.3275,49.5,33.0,20,19,30,22,0,15,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,97,1.494,2,2,0,64.9264,48.5,48.5,18,14,23,11,2,16,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,94,1.449,2,2,0,64.8723,47.0,47.0,12,19,29,16,1,14,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,94,1.458,3,2,0,64.4719,31.3333,47.0,12,19,19,21,0,17,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,94,1.458,2,2,0,64.4719,47.0,47.0,26,15,30,23,1,14,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,SSS,SSS1,SSS1,20,0.0,1,1,0,0.0,20.0,20.0,3,3,7,3,0,1,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,SSS,SSS2,,18,0.0,1,1,0,0.0,18.0,18.0,3,3,8,2,0,3,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,Disabled,Public,SSS,SSS3,,19,0.0,1,1,17,0.0,19.0,19.0,4,3,5,2,0,3,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,JSS,JSS1,JSS1,431,1.0,13,8,0,431.0,33.1538,53.875,6,3,8,9,0,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,JSS,JSS2,,382,1.0,10,7,0,382.0,38.2,54.5714,7,5,12,9,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,JSS,JSS3,,374,1.0,12,7,0,374.0,31.1667,53.4286,4,4,8,6,0,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,751,2.314,17,3,0,324.5462,44.1765,250.3333,8,6,15,13,1,14,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,Pre-Primary/Primary,Primary 2,,722,2.223,22,3,0,324.7863,32.8182,240.6667,15,6,10,13,0,11,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,Pre-Primary/Primary,Primary 3,,701,2.158,20,3,0,324.8378,35.05,233.6667,8,10,11,13,0,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,Pre-Primary/Primary,Primary 4,,679,2.093,18,3,0,324.4147,37.7222,226.3333,11,5,11,7,1,6,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,Pre-Primary/Primary,Primary 5,,684,2.106,22,3,0,324.7863,31.0909,228.0,11,4,11,6,1,5,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,Pre-Primary/Primary,Primary 6,,684,2.106,18,3,0,324.7863,38.0,228.0,7,7,13,8,1,10,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,SSS,SSS1,SSS1,253,1.0,6,2,0,253.0,42.1667,126.5,5,4,7,5,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,SSS,SSS2,,204,1.0,7,2,0,204.0,29.1429,102.0,5,3,6,3,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Private,SSS,SSS3,,206,1.0,5,2,188,206.0,41.2,103.0,3,3,5,5,0,2,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1753,1.602,31,23,0,1094.2572,56.5484,76.2174,12,10,23,18,1,19,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Public,Pre-Primary/Primary,Primary 2,,1685,1.539,28,22,0,1094.8668,60.1786,76.5909,30,17,24,11,1,22,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Public,Pre-Primary/Primary,Primary 3,,1635,1.494,45,21,0,1094.3775,36.3333,77.8571,27,12,24,14,2,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Public,Pre-Primary/Primary,Primary 4,,1586,1.449,45,20,0,1094.548,35.2444,79.3,27,15,29,23,1,16,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Public,Pre-Primary/Primary,Primary 5,,1596,1.458,28,21,0,1094.6502,57.0,76.0,15,15,17,14,1,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,Public,Pre-Primary/Primary,Primary 6,,1596,1.458,34,21,0,1094.6502,46.9412,76.0,15,16,23,15,1,15,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,JSS,JSS1,JSS1,415,1.0,13,8,0,415.0,31.9231,51.875,6,3,8,9,0,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,JSS,JSS2,,356,1.0,9,7,0,356.0,39.5556,50.8571,7,5,12,9,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,JSS,JSS3,,351,1.0,11,7,0,351.0,31.9091,50.1429,4,4,8,6,0,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,554,2.314,12,3,0,239.4123,46.1667,184.6667,8,6,15,13,1,14,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,Pre-Primary/Primary,Primary 2,,533,2.223,17,2,0,239.7661,31.3529,266.5,15,6,10,13,0,11,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,517,2.158,15,2,0,239.5737,34.4667,258.5,8,10,11,13,0,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,Pre-Primary/Primary,Primary 4,,501,2.093,13,2,0,239.3693,38.5385,250.5,11,5,11,7,1,6,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,Pre-Primary/Primary,Primary 5,,504,2.106,16,2,0,239.3162,31.5,252.0,11,4,11,6,1,5,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,Pre-Primary/Primary,Primary 6,,504,2.106,14,2,0,239.3162,36.0,252.0,7,7,13,8,1,10,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,SSS,SSS1,SSS1,253,1.0,6,2,0,253.0,42.1667,126.5,5,4,7,5,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,SSS,SSS2,,226,1.0,7,2,0,226.0,32.2857,113.0,5,3,6,3,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Private,SSS,SSS3,,240,1.0,6,2,218,240.0,40.0,120.0,3,3,5,5,0,2,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1293,1.602,23,17,0,807.1161,56.2174,76.0588,12,10,23,18,1,19,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Public,Pre-Primary/Primary,Primary 2,,1242,1.539,21,16,0,807.0175,59.1429,77.625,30,17,24,11,1,22,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Public,Pre-Primary/Primary,Primary 3,,1206,1.494,33,16,0,807.2289,36.5455,75.375,27,12,24,14,2,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Public,Pre-Primary/Primary,Primary 4,,1169,1.449,33,15,0,806.7633,35.4242,77.9333,27,15,29,23,1,16,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Public,Pre-Primary/Primary,Primary 5,,1177,1.458,20,15,0,807.2702,58.85,78.4667,15,15,17,14,1,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,Public,Pre-Primary/Primary,Primary 6,,1177,1.458,25,15,0,807.2702,47.08,78.4667,15,16,23,15,1,15,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,JSS,JSS1,JSS1,34,1.0,1,1,0,34.0,34.0,34.0,6,3,8,9,0,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,JSS,JSS2,,30,1.0,1,1,0,30.0,30.0,30.0,7,5,12,9,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,JSS,JSS3,,30,1.0,1,1,0,30.0,30.0,30.0,4,4,8,6,0,7,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,60,2.314,1,1,0,25.9291,60.0,60.0,8,6,15,13,1,14,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,58,2.223,2,1,0,26.0909,29.0,58.0,15,6,10,13,0,11,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,56,2.158,2,1,0,25.95,28.0,56.0,8,10,11,13,0,13,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,54,2.093,1,1,0,25.8003,54.0,54.0,11,5,11,7,1,6,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,55,2.106,2,1,0,26.1159,27.5,55.0,11,4,11,6,1,5,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,55,2.106,1,1,0,26.1159,55.0,55.0,7,7,13,8,1,10,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,SSS,SSS1,SSS1,20,1.0,1,1,0,20.0,20.0,20.0,5,4,7,5,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,SSS,SSS2,,16,1.0,1,1,0,16.0,16.0,16.0,5,3,6,3,0,4,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Private,SSS,SSS3,,16,1.0,1,1,15,16.0,16.0,16.0,3,3,5,5,0,2,14.4
2024/2025,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,140,1.602,2,2,0,87.3908,70.0,70.0,12,10,23,18,1,19,14.4
