session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,Disabled,NECO,University,ward,Mada,North West,Zamfara,Gusau,Mada,,7,20,14,6,6,0,0,6,8,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Mada,North West,Zamfara,Gusau,Mada,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Mada,North West,Zamfara,Gusau,Mada,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Mada,North West,Zamfara,Gusau,Mada,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Mada,North West,Zamfara,Gusau,Mada,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Mada,North West,Zamfara,Gusau,Mada,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,182,547,396,166,152,8,0,151,230,14,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,83,249,180,75,69,4,0,69,105,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,66,199,144,60,55,3,0,55,84,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,85,256,185,78,71,4,0,71,107,7,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,39,116,84,35,32,2,0,32,49,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,31,93,67,28,26,1,0,26,39,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,26,79,57,24,22,1,0,22,33,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,3,8,5,2,2,0,0,3,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,223,669,484,203,186,10,0,185,281,17,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,101,304,220,92,85,5,0,84,128,7,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,81,243,176,74,68,4,0,67,102,6,1.8
2022/2023,Female,ALL,NECO,University,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,104,313,226,95,87,5,0,87,131,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,47,142,103,43,40,2,0,39,60,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,38,114,82,35,32,2,0,32,47,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,12,35,26,11,10,1,0,9,15,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,7,20,14,6,6,0,0,6,8,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,194,582,421,177,162,9,0,161,244,15,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,88,265,191,80,74,4,0,74,111,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,71,212,153,64,59,3,0,59,89,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,91,272,197,83,76,4,0,75,114,7,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,41,124,90,38,35,2,0,34,52,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,33,99,72,30,28,2,0,27,42,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,28,84,61,26,24,1,0,23,35,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,13,38,27,11,11,1,0,11,16,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,2,5,4,2,2,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,321,964,698,292,268,15,0,266,406,24,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,146,438,317,133,122,7,0,121,184,11,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,117,351,254,106,98,5,0,97,148,8,1.8
2022/2023,Female,ALL,NECO,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,150,451,326,137,126,7,0,125,189,11,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,68,205,148,62,57,3,0,57,86,5,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,55,164,119,50,46,3,0,45,69,4,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,47,140,101,42,39,2,0,39,59,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,21,64,46,19,18,1,0,18,27,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,21,63,45,19,17,1,0,18,26,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,9,28,21,9,8,0,0,7,12,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,190,571,413,173,159,9,0,158,240,14,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,86,259,188,79,72,4,0,71,109,7,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,69,208,150,63,58,3,0,58,87,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,89,267,193,81,74,4,0,74,112,7,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,40,121,88,37,34,2,0,33,51,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,28,83,60,25,23,1,0,23,35,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,13,38,27,11,10,1,0,11,16,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,12,37,27,11,10,1,0,10,16,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,6,17,13,5,5,0,0,4,8,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,144,431,312,131,120,7,0,119,181,11,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,65,196,142,59,55,3,0,54,83,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,52,157,113,47,44,2,0,44,66,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,67,201,146,61,56,3,0,55,85,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,31,92,66,28,26,1,0,26,38,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,24,73,53,22,20,1,0,20,31,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,21,63,45,19,17,1,0,18,26,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,9,28,21,9,8,0,0,7,12,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,236,708,513,215,197,11,0,195,298,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,107,322,233,98,90,5,0,89,135,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,86,258,186,78,72,4,0,72,108,6,1.8
2022/2023,Female,ALL,NECO,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,110,331,240,100,92,5,0,91,140,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,50,151,109,46,42,2,0,42,63,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,40,120,87,37,34,2,0,33,50,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,34,103,74,31,29,2,0,29,43,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,12,37,27,11,10,1,0,10,16,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Bindin,North West,Zamfara,Maru,Bindin,,279,837,606,254,233,13,0,231,352,21,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Bindin,North West,Zamfara,Maru,Bindin,,127,381,275,115,106,6,0,106,160,9,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Bindin,North West,Zamfara,Maru,Bindin,,102,305,220,92,85,5,0,85,128,7,1.8
2022/2023,Female,ALL,NECO,University,ward,Bindin,North West,Zamfara,Maru,Bindin,,131,392,283,119,109,6,0,109,164,10,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Bindin,North West,Zamfara,Maru,Bindin,,59,178,129,54,50,3,0,49,75,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Bindin,North West,Zamfara,Maru,Bindin,,48,142,103,43,40,2,0,39,60,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Bindin,North West,Zamfara,Maru,Bindin,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Bindin,North West,Zamfara,Maru,Bindin,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Bindin,North West,Zamfara,Maru,Bindin,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Bindin,North West,Zamfara,Maru,Bindin,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Bindin,North West,Zamfara,Maru,Bindin,,8,25,18,7,7,0,0,7,11,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Bindin,North West,Zamfara,Maru,Bindin,,7,20,14,6,6,0,0,6,8,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Bindin,North West,Zamfara,Maru,Bindin,,8,25,18,8,7,0,0,7,10,1,1.8
