session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,234,702,508,213,195,11,0,194,295,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,106,319,231,97,89,5,0,88,134,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,85,255,185,77,71,4,0,70,108,6,1.8
2022/2023,Female,ALL,NECO,University,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,109,328,237,100,91,5,0,91,137,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,50,149,108,45,42,2,0,41,63,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,40,119,86,36,33,2,0,33,50,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,34,102,74,31,28,2,0,28,43,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,15,46,34,14,13,1,0,12,20,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,12,37,27,11,10,1,0,10,16,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Alau,North East,Borno,Jere,Alau,,183,549,397,166,153,8,0,152,231,13,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,83,250,181,76,70,4,0,69,105,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Alau,North East,Borno,Jere,Alau,,67,200,144,61,56,3,0,56,83,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Alau,North East,Borno,Jere,Alau,,86,257,186,78,72,4,0,71,108,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,39,117,84,35,33,2,0,33,49,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Alau,North East,Borno,Jere,Alau,,31,93,68,28,26,1,0,25,40,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Alau,North East,Borno,Jere,Alau,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Alau,North East,Borno,Jere,Alau,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Alau,North East,Borno,Jere,Alau,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Alau,North East,Borno,Jere,Alau,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Alau,North East,Borno,Jere,Alau,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,3,8,5,2,2,0,0,3,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Alau,North East,Borno,Jere,Alau,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Alau,North East,Borno,Jere,Alau,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Alau,North East,Borno,Jere,Alau,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,305,914,662,277,254,14,0,252,385,23,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,138,416,301,126,116,6,0,115,175,10,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,111,332,241,101,93,5,0,91,140,8,1.8
2022/2023,Female,ALL,NECO,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,142,428,309,130,119,7,0,119,179,11,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,65,194,141,59,54,3,0,53,82,5,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,52,155,113,47,43,2,0,42,66,4,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,44,133,96,40,37,2,0,37,56,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,20,60,44,18,17,1,0,16,26,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,16,48,35,15,13,1,0,13,20,2,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,20,59,43,18,17,1,0,16,25,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,193,578,419,175,161,9,0,159,244,14,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,88,263,190,80,73,4,0,73,110,7,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,70,210,152,64,59,3,0,58,88,5,1.8
2022/2023,Female,ALL,NECO,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,90,271,196,82,75,4,0,75,114,7,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,41,123,89,37,34,2,0,34,52,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,33,98,71,30,27,1,0,27,41,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,28,84,61,25,23,1,0,23,36,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,13,38,27,11,10,1,0,11,16,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,2,5,4,2,2,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Buratai,North East,Borno,Biu,Buratai,,221,662,479,201,184,10,0,183,278,17,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,100,301,218,91,84,5,0,83,127,7,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Buratai,North East,Borno,Biu,Buratai,,80,241,174,73,67,4,0,67,101,6,1.8
2022/2023,Female,ALL,NECO,University,ward,Buratai,North East,Borno,Biu,Buratai,,103,309,224,94,86,5,0,85,130,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,47,141,102,43,39,2,0,39,59,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Buratai,North East,Borno,Biu,Buratai,,38,113,81,34,31,2,0,32,47,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Buratai,North East,Borno,Biu,Buratai,,32,96,69,29,27,1,0,27,40,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Buratai,North East,Borno,Biu,Buratai,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Buratai,North East,Borno,Biu,Buratai,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,7,20,14,6,5,0,0,6,8,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Buratai,North East,Borno,Biu,Buratai,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Buratai,North East,Borno,Biu,Buratai,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Buratai,North East,Borno,Biu,Buratai,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Buratai,North East,Borno,Biu,Buratai,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Buratai,North East,Borno,Biu,Buratai,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,148,444,322,135,124,7,0,122,187,11,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,67,202,146,61,56,3,0,56,85,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,54,162,117,49,45,2,0,45,68,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,69,208,150,63,58,3,0,58,87,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,32,94,68,29,26,1,0,26,39,3,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,25,76,55,23,21,1,0,21,32,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,22,64,47,20,18,1,0,17,27,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,8,23,17,7,7,0,0,6,10,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Dugja,North East,Borno,Biu,Dugja,,142,426,308,129,119,7,0,118,179,10,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,64,194,140,59,54,3,0,54,81,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,52,155,112,47,43,2,0,43,65,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Dugja,North East,Borno,Biu,Dugja,,66,199,144,60,56,3,0,55,84,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,30,91,66,27,25,1,0,25,39,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Dugja,North East,Borno,Biu,Dugja,,21,62,45,19,17,1,0,17,26,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,9,28,20,9,8,0,0,8,11,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Dugja,North East,Borno,Biu,Dugja,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Dugja,North East,Borno,Biu,Dugja,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Dugja,North East,Borno,Biu,Dugja,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,259,778,563,236,217,12,0,215,327,19,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,118,354,256,107,98,5,0,98,149,9,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,94,283,205,86,79,4,0,78,119,7,1.8
2022/2023,Female,ALL,NECO,University,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,121,364,263,110,101,6,0,101,153,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,55,165,120,50,46,3,0,45,70,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,44,132,96,40,37,2,0,36,56,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,38,113,82,34,31,2,0,31,48,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,17,51,37,16,14,1,0,14,21,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,1,3,2,1,1,0,0,1,1,0,1.8
