session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,112,336,243,102,94,5,0,93,141,8,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,51,153,111,46,43,2,0,42,65,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,52,157,114,48,44,2,0,43,66,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,24,71,52,22,20,1,0,19,30,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,16,49,35,15,14,1,0,14,20,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,116,347,251,105,97,5,0,96,146,8,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,53,158,114,48,44,2,0,44,66,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,42,126,91,38,35,2,0,35,53,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,54,162,118,49,45,2,0,44,69,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,25,74,53,22,21,1,0,21,31,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,84,252,182,76,70,4,0,70,106,6,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,38,115,83,35,32,2,0,32,48,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,31,92,66,28,26,1,0,26,38,2,1.8
2022/2023,Female,ALL,NECO,University,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,39,118,85,36,33,2,0,33,49,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,12,37,26,11,10,1,0,11,15,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,1,3,3,1,1,0,0,0,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,99,296,214,90,83,5,0,82,124,7,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,45,134,97,41,38,2,0,37,56,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,46,138,100,42,39,2,0,38,58,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,21,63,45,19,18,1,0,18,26,1,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,7,20,14,6,5,0,0,6,8,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Efon I,South West,Ekiti,Efon,Efon I,,241,724,523,219,201,11,0,201,304,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Efon I,South West,Ekiti,Efon,Efon I,,110,329,238,100,91,5,0,91,138,9,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,88,263,190,80,73,4,0,73,110,7,1.8
2022/2023,Female,ALL,NECO,University,ward,Efon I,South West,Ekiti,Efon,Efon I,,113,338,245,102,94,5,0,93,143,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Efon I,South West,Ekiti,Efon,Efon I,,51,154,111,47,43,2,0,43,64,4,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,41,123,89,37,34,2,0,34,52,3,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Efon I,South West,Ekiti,Efon,Efon I,,35,105,76,32,29,2,0,29,44,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Efon I,South West,Ekiti,Efon,Efon I,,16,48,35,14,13,1,0,13,21,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Efon I,South West,Ekiti,Efon,Efon I,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Efon I,South West,Ekiti,Efon,Efon I,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Efon I,South West,Ekiti,Efon,Efon I,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Efon I,South West,Ekiti,Efon,Efon I,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Efon I,South West,Ekiti,Efon,Efon I,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Efon I,South West,Ekiti,Efon,Efon I,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Efon II,South West,Ekiti,Efon,Efon II,,146,439,318,133,122,7,0,121,185,11,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,66,199,144,60,55,3,0,55,84,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Efon II,South West,Ekiti,Efon,Efon II,,53,160,116,48,44,2,0,44,68,4,1.8
2022/2023,Female,ALL,NECO,University,ward,Efon II,South West,Ekiti,Efon,Efon II,,68,205,149,62,57,3,0,56,87,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,31,93,68,28,26,1,0,25,40,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Efon II,South West,Ekiti,Efon,Efon II,,25,75,54,23,21,1,0,21,31,2,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Efon II,South West,Ekiti,Efon,Efon II,,21,64,46,19,18,1,0,18,27,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Efon II,South West,Ekiti,Efon,Efon II,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Efon II,South West,Ekiti,Efon,Efon II,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Efon II,South West,Ekiti,Efon,Efon II,,3,10,8,3,3,0,0,2,5,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Efon II,South West,Ekiti,Efon,Efon II,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Efon II,South West,Ekiti,Efon,Efon II,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Efon II,South West,Ekiti,Efon,Efon II,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,ward,Efon II,South West,Ekiti,Efon,Efon II,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,ward,Efon III,South West,Ekiti,Efon,Efon III,,131,394,285,119,110,6,0,109,166,9,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,ward,Efon III,South West,Ekiti,Efon,Efon III,,60,179,130,54,50,3,0,49,76,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,ward,Efon III,South West,Ekiti,Efon,Efon III,,48,143,104,43,40,2,0,39,61,3,1.8
2022/2023,Female,ALL,NECO,University,ward,Efon III,South West,Ekiti,Efon,Efon III,,61,184,133,56,51,3,0,51,77,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,ward,Efon III,South West,Ekiti,Efon,Efon III,,28,84,61,25,23,1,0,23,36,2,1.8
2022/2023,Female,ALL,NECO,College of Education,ward,Efon III,South West,Ekiti,Efon,Efon III,,22,67,48,20,19,1,0,19,28,1,1.8
2022/2023,Female,ALL,NABTEB,University,ward,Efon III,South West,Ekiti,Efon,Efon III,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,ward,Efon III,South West,Ekiti,Efon,Efon III,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,ward,Efon III,South West,Ekiti,Efon,Efon III,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,University,ward,Efon III,South West,Ekiti,Efon,Efon III,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,ward,Efon III,South West,Ekiti,Efon,Efon III,,4,12,8,4,3,0,0,4,4,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,ward,Efon III,South West,Ekiti,Efon,Efon III,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,University,ward,Efon III,South West,Ekiti,Efon,Efon III,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,ward,Efon III,South West,Ekiti,Efon,Efon III,,2,5,4,2,2,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,ward,Efon III,South West,Ekiti,Efon,Efon III,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,ward,Efon III,South West,Ekiti,Efon,Efon III,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,ward,Efon III,South West,Ekiti,Efon,Efon III,,1,2,1,1,0,0,0,1,0,1,1.8
