session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NECO,7,4,7,7,9,7,60.0,40.0,100.0,80.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,WAEC,8,6,10,10,7,5,66.6667,42.8571,57.1429,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,25,21,30,23,26,25,73.6842,33.3333,71.4286,93.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,45,33,55,46,77,72,64.7059,36.8421,115.7895,93.1818
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,65,50,74,59,104,101,69.3878,35.2941,115.6863,96.6102
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,3,1,3,3,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,3,1,4,3,7,5,50.0,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,4,3,4,3,7,5,66.6667,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,32,25,38,29,46,44,70.8333,34.6154,100.0,96.1538
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,55,39,66,52,62,55,63.4146,34.7826,76.087,88.5714
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,72,55,91,75,104,88,68.5185,36.5079,93.6508,84.7458
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,4,3,4,3,11,9,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,4,3,3,3,0,0,66.6667,50.0,0.0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,4,3,6,7,7,5,66.6667,50.0,100.0,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,40,31,49,39,65,55,70.0,35.2941,108.8235,83.7838
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,73,52,84,69,98,83,63.6364,36.2069,96.5517,83.9286
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,108,83,131,108,165,159,69.1358,36.2637,103.2967,95.7447
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,5,4,6,3,7,5,75.0,25.0,100.0,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,7,4,9,7,7,5,60.0,33.3333,66.6667,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,47,37,53,43,62,49,71.4286,35.1351,94.5946,80.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,89,62,110,88,98,94,62.6866,35.5263,73.6842,94.6429
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,113,87,130,105,135,125,69.4118,35.5556,85.5556,92.2078
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,4,3,4,3,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,5,3,6,3,0,0,50.0,25.0,0.0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,7,6,9,7,7,5,80.0,33.3333,66.6667,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NABTEB,25,21,33,26,53,51,73.6842,34.7826,130.4348,96.6667
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NECO,43,30,56,46,88,83,62.5,35.8974,128.2051,94.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,WAEC,56,43,68,56,104,90,69.0476,36.1702,125.5319,86.4407
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NECO,3,1,4,3,7,5,50.0,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,WAEC,4,3,4,3,7,5,66.6667,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,ALL,NABTEB,32,25,40,33,62,60,70.8333,35.7143,125.0,97.1429
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,ALL,NECO,57,40,72,59,98,94,62.7907,36.0,112.0,94.6429
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,ALL,WAEC,73,56,89,72,114,113,69.0909,35.4839,104.8387,98.4615
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,Disabled,NABTEB,4,3,4,3,11,9,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,Disabled,NECO,4,3,3,3,9,7,66.6667,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,Disabled,WAEC,5,4,7,7,7,5,75.0,40.0,80.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,ALL,NABTEB,51,40,63,52,77,69,71.0526,36.3636,100.0,88.6364
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,ALL,NECO,90,64,114,95,156,143,63.2353,36.7089,112.6582,91.0112
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,ALL,WAEC,128,98,160,128,204,193,68.75,35.1351,104.5045,93.9655
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,Disabled,NABTEB,4,3,6,3,9,7,66.6667,25.0,125.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,Disabled,NECO,9,6,10,10,7,5,57.1429,42.8571,57.1429,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,Disabled,WAEC,11,7,14,10,14,12,62.5,30.0,80.0,87.5
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,ALL,NABTEB,75,59,91,75,91,81,71.4286,36.5079,82.5397,88.4615
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,ALL,NECO,130,92,154,124,160,148,63.2653,35.514,85.0467,92.3077
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,ALL,WAEC,149,114,177,144,193,175,68.75,35.7724,89.4309,90.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,Disabled,NABTEB,7,4,9,7,11,9,60.0,33.3333,100.0,83.3333
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,Disabled,NECO,12,9,16,13,18,16,66.6667,36.3636,90.9091,90.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,Disabled,WAEC,15,12,17,13,16,14,72.7273,33.3333,75.0,88.8889
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,ALL,NABTEB,27,21,35,29,53,41,70.0,37.5,125.0,76.6667
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,ALL,NECO,56,40,65,52,77,72,64.2857,35.5556,97.7778,93.1818
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,ALL,WAEC,60,46,74,59,104,101,68.8889,35.2941,115.6863,96.6102
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,Disabled,NECO,4,3,4,3,7,5,66.6667,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,Disabled,WAEC,4,3,4,3,7,5,66.6667,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,ALL,NABTEB,37,30,48,39,62,48,71.4286,36.3636,106.0606,77.1429
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,ALL,NECO,71,50,88,72,100,94,64.1509,36.0656,93.4426,92.9825
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,ALL,WAEC,81,62,100,82,125,124,68.8525,36.2319,102.8986,98.5915
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,Disabled,NABTEB,4,3,4,3,11,9,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,Disabled,NECO,4,3,6,3,9,7,66.6667,25.0,125.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,Disabled,WAEC,7,4,9,7,7,5,60.0,33.3333,66.6667,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,ALL,NABTEB,21,16,26,20,39,37,68.75,33.3333,122.2222,95.4545
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,ALL,NECO,36,25,45,36,44,35,62.963,35.4839,80.6452,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,ALL,WAEC,48,37,61,49,83,78,69.4444,35.7143,111.9048,93.617
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,Disabled,NECO,3,1,4,3,7,5,50.0,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,Disabled,WAEC,4,3,4,3,7,5,66.6667,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,ALL,NABTEB,23,18,26,20,16,14,70.5882,33.3333,50.0,88.8889
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,ALL,NECO,39,27,43,33,37,27,62.069,33.3333,70.0,71.4286
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,ALL,WAEC,49,37,62,52,69,64,67.5676,37.2093,90.6977,92.3077
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,Disabled,NABTEB,4,3,4,3,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,Disabled,NECO,4,3,3,3,0,0,66.6667,50.0,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,Disabled,WAEC,4,3,7,7,7,5,66.6667,40.0,80.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,ALL,NABTEB,29,24,39,33,65,57,72.7273,37.037,137.037,86.4865
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,ALL,NECO,53,37,71,59,88,83,62.5,36.7347,102.0408,94.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,ALL,WAEC,65,49,81,65,123,113,67.3469,35.7143,125.0,91.4286
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,Disabled,NECO,3,1,4,3,7,5,50.0,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,Disabled,WAEC,3,1,4,3,7,5,50.0,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,ALL,NABTEB,36,28,45,36,62,48,70.3704,35.4839,112.9032,77.1429
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,ALL,NECO,64,46,87,69,113,108,64.5833,35.0,106.6667,95.3125
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,ALL,WAEC,76,58,92,75,135,127,68.4211,35.9375,120.3125,93.5065
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,Disabled,NABTEB,4,3,4,3,11,9,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,Disabled,NECO,4,3,6,3,9,7,66.6667,25.0,125.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,Disabled,WAEC,4,3,6,7,7,5,66.6667,50.0,100.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,ALL,NABTEB,27,21,33,26,39,37,70.0,34.7826,95.6522,95.4545
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,ALL,NECO,44,31,53,43,65,58,63.6364,35.1351,100.0,89.1892
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,ALL,WAEC,67,50,79,65,104,90,68.0,36.3636,107.2727,86.4407
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,Disabled,NECO,3,1,3,3,7,5,50.0,50.0,200.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,Disabled,WAEC,4,3,4,3,7,5,66.6667,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,ALL,NABTEB,32,25,38,29,30,28,70.8333,34.6154,65.3846,94.1176
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,ALL,NECO,59,41,65,52,62,55,63.6364,35.5556,77.7778,88.5714
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,ALL,WAEC,88,67,110,88,100,88,68.1818,35.5263,75.0,87.7193
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,Disabled,NABTEB,4,3,4,3,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,Disabled,NECO,4,3,3,3,0,0,66.6667,50.0,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,Disabled,WAEC,5,4,7,7,7,5,75.0,40.0,80.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,ALL,NABTEB,32,25,39,33,65,55,70.8333,37.037,137.037,83.7838
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,ALL,NECO,57,40,79,65,123,108,62.7907,36.3636,127.2727,87.1429
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,ALL,WAEC,84,64,115,92,165,148,68.254,35.0,117.5,89.3617
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,Disabled,NECO,3,1,4,3,7,5,50.0,33.3333,133.3333,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,Disabled,WAEC,5,4,7,7,7,5,75.0,40.0,80.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,ALL,NABTEB,39,30,50,39,77,65,68.9655,34.2857,125.7143,84.0909
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,ALL,NECO,67,47,88,72,113,108,64.0,36.0656,104.918,95.3125
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,ALL,WAEC,94,73,128,105,158,152,69.0141,35.9551,101.1236,95.5556
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,Disabled,NABTEB,4,3,4,3,11,9,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,Disabled,NECO,4,3,6,3,9,7,66.6667,25.0,125.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,Disabled,WAEC,7,4,9,7,7,5,60.0,33.3333,66.6667,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,ALL,NABTEB,32,25,39,33,53,41,70.8333,37.037,111.1111,76.6667
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,ALL,NECO,65,46,79,62,98,85,63.2653,34.5455,101.8182,85.7143
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,ALL,WAEC,93,71,120,95,153,138,68.5714,34.9398,104.8193,89.6552
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,Disabled,NECO,5,4,6,3,7,5,75.0,25.0,100.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,Disabled,WAEC,8,6,10,7,7,5,66.6667,28.5714,57.1429,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,ALL,NABTEB,39,30,48,39,46,32,68.9655,36.3636,78.7879,69.2308
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,ALL,NECO,73,52,88,72,74,67,63.6364,36.0656,68.8525,90.4762
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,ALL,WAEC,117,89,146,118,158,152,68.1818,35.6436,89.1089,95.5556
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,Disabled,NABTEB,4,3,4,3,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,Disabled,NECO,7,4,7,7,0,0,60.0,40.0,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,Disabled,WAEC,9,7,12,10,7,5,71.4286,37.5,50.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,ALL,NABTEB,44,36,52,43,53,41,72.7273,36.1111,83.3333,76.6667
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,ALL,NECO,88,62,105,85,123,110,63.6364,35.6164,95.8904,88.5714
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,ALL,WAEC,98,76,114,92,134,124,68.9189,35.443,96.2025,92.1053
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,Disabled,NECO,5,4,6,3,7,5,75.0,25.0,100.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,Disabled,WAEC,5,4,7,7,7,5,75.0,40.0,80.0,75.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,ALL,NABTEB,61,49,72,59,74,65,71.7391,36.0,84.0,88.0952
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,ALL,NECO,109,77,138,111,149,134,63.4146,35.4167,88.5417,89.4118
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,ALL,WAEC,157,120,175,141,193,177,68.6441,35.5372,90.9091,90.9091
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,Disabled,NABTEB,4,3,4,3,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,Disabled,NECO,7,4,9,7,9,7,60.0,33.3333,83.3333,80.0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,Disabled,WAEC,9,7,10,10,7,5,71.4286,42.8571,57.1429,75.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,ALL,NABTEB,28,22,33,26,39,37,71.4286,34.7826,95.6522,95.4545
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,ALL,NECO,59,41,75,62,88,83,63.6364,36.5385,96.1538,94.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,ALL,WAEC,67,50,81,65,104,101,68.0,35.7143,105.3571,96.6102
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,Disabled,NABTEB,3,1,3,3,9,7,50.0,50.0,250.0,80.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,Disabled,NECO,5,4,7,7,7,5,75.0,40.0,80.0,75.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,Disabled,WAEC,7,4,9,7,7,5,60.0,33.3333,66.6667,75.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,ALL,NABTEB,35,27,45,36,62,48,69.2308,35.4839,112.9032,77.1429
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,ALL,NECO,67,47,79,62,98,94,64.0,34.5455,101.8182,94.6429
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,ALL,WAEC,85,65,108,88,114,113,68.75,36.0,86.6667,98.4615
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,Disabled,NABTEB,4,3,4,3,11,9,66.6667,33.3333,200.0,83.3333
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,Disabled,NECO,7,4,7,7,9,7,60.0,40.0,100.0,80.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,Disabled,WAEC,8,6,10,10,7,5,66.6667,42.8571,57.1429,75.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,ALL,NABTEB,36,28,42,33,53,51,70.3704,34.4828,103.4483,96.6667
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,ALL,NECO,67,47,84,69,88,83,64.0,36.2069,86.2069,94.0
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,ALL,WAEC,94,73,114,92,151,147,69.0141,35.443,108.8608,96.5116
