session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Alkaleri Islamiya Primary School,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Ambassadors Academy,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bayan Banki Primary School Alkaleri,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Bunga Primary School,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Central Junior Secondary School Alkaleri,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,College For Arabic And Higher Islamic Studies Alkaleri,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Federal Low Cost Primary School,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,"Government Day Senior Secondary School, Mainamaji",Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondary School Guruntun,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Government Junior Secondry School Kumbala,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Gumli Nomadic Primary School,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Intergrated Royal Academy Alkaleri,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Jamda Primary School,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kargo Primary School,Male,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Female,all,NABTEB,1,0,1,0,1,0,0.0,0.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Female,all,NECO,1,1,2,1,2,1,100.0,50.0,100.0,50.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Female,all,WAEC,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Female,disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Female,disabled,NECO,0,0,0,0,1,0,0,0,0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Female,disabled,WAEC,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Male,all,NABTEB,1,1,1,1,1,0,100.0,100.0,100.0,0.0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Male,all,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Male,all,WAEC,2,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,North East,Bauchi,Alkaleri,Alkaleri,Kuka Primary School,Male,disabled,NECO,0,0,0,0,0,0,0,0,0,0
