session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,NABTEB,70,56,82,66,43,38,72.3404,35.2941,43.1373,86.3636
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,NECO,136,99,177,143,108,99,65.9341,35.4545,50.0,90.9091
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,ALL,WAEC,180,142,217,175,128,116,71.0744,35.5556,48.1481,90.7692
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,NABTEB,6,5,8,7,8,6,75.0,40.0,80.0,75.0
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,NECO,10,8,14,11,6,4,71.4286,33.3333,33.3333,66.6667
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,Disabled,WAEC,15,12,19,15,10,8,70.0,33.3333,41.6667,80.0
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,NABTEB,73,60,90,73,55,49,73.4694,35.7143,50.0,89.2857
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,NECO,143,104,184,150,96,85,65.625,35.9649,42.9825,87.7551
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,ALL,WAEC,185,146,232,186,112,107,70.9677,35.4167,39.5833,94.7368
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,Disabled,NABTEB,7,7,8,7,8,6,80.0,40.0,80.0,75.0
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,Disabled,NECO,10,8,14,11,8,6,71.4286,33.3333,44.4444,75.0
2022/2023,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,Disabled,WAEC,15,12,18,15,10,8,70.0,36.3636,45.4545,80.0
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,ALL,NABTEB,34,28,40,29,27,26,73.913,32.0,56.0,92.8571
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,ALL,NECO,52,38,63,51,39,34,65.7143,35.8974,51.2821,85.0
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,ALL,WAEC,70,55,87,69,53,51,70.2128,35.1852,50.0,96.2963
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,Disabled,NECO,4,3,5,4,6,4,66.6667,33.3333,100.0,66.6667
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,Disabled,WAEC,6,5,6,7,4,2,75.0,50.0,50.0,50.0
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,ALL,NABTEB,39,31,45,37,22,20,73.0769,35.7143,39.2857,90.9091
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,ALL,NECO,60,43,71,58,43,38,65.0,36.3636,50.0,86.3636
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,ALL,WAEC,75,58,89,69,51,49,70.0,34.5455,47.2727,96.1538
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,Disabled,NECO,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,Disabled,WAEC,6,5,6,4,6,4,75.0,25.0,75.0,66.6667
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,ALL,NABTEB,67,55,81,62,43,38,73.3333,34.0,44.0,86.3636
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,ALL,NECO,119,88,145,117,84,75,66.25,35.5556,47.7778,88.3721
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,ALL,WAEC,148,116,177,143,92,89,70.7071,35.4545,42.7273,95.7447
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,Disabled,NECO,7,5,10,7,6,4,60.0,33.3333,50.0,66.6667
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,Disabled,WAEC,10,8,13,11,4,2,71.4286,37.5,25.0,50.0
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,ALL,NABTEB,76,61,90,69,43,38,72.549,33.9286,39.2857,86.3636
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,ALL,NECO,140,103,166,132,79,65,65.9574,34.9515,38.835,82.5
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,ALL,WAEC,186,147,230,183,106,99,71.2,34.965,37.7622,92.5926
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,Disabled,NABTEB,6,5,5,4,0,0,75.0,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,Disabled,NECO,10,8,11,7,0,0,71.4286,28.5714,0.0,0
2022/2023,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,Disabled,WAEC,13,10,16,15,6,4,66.6667,40.0,30.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,ALL,NABTEB,43,35,56,44,35,30,72.4138,34.2857,51.4286,83.3333
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,ALL,NECO,72,51,95,73,55,49,64.5833,33.8983,47.4576,89.2857
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,ALL,WAEC,104,83,126,102,67,59,71.4286,35.8974,43.5897,88.2353
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,Disabled,NECO,7,5,10,7,6,4,60.0,33.3333,50.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,Disabled,WAEC,10,8,13,11,4,2,71.4286,37.5,25.0,50.0
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,ALL,NABTEB,57,46,71,55,33,24,73.6842,34.0909,38.6364,70.5882
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,ALL,NECO,101,73,129,102,71,65,64.7059,35.0,45.0,91.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,ALL,WAEC,140,111,180,143,82,75,71.2766,34.8214,37.5,90.4762
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,Disabled,NECO,10,8,13,11,8,6,71.4286,37.5,50.0,75.0
2022/2023,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,Disabled,WAEC,13,10,18,15,6,4,66.6667,36.3636,27.2727,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,ALL,NABTEB,58,48,71,55,43,38,74.359,34.0909,50.0,86.3636
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,ALL,NECO,88,65,110,88,63,57,66.1017,35.2941,47.0588,90.625
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,ALL,WAEC,130,101,158,128,92,89,70.1149,35.7143,47.9592,95.7447
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,Disabled,NECO,6,5,6,4,6,4,75.0,25.0,75.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,Disabled,WAEC,9,7,10,7,4,2,66.6667,33.3333,33.3333,50.0
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,ALL,NABTEB,66,53,79,62,33,32,72.7273,34.6939,34.6939,94.1176
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,ALL,NECO,113,83,143,113,79,65,65.7895,34.8315,44.9438,82.5
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,ALL,WAEC,163,127,198,157,106,99,70.6422,34.9593,43.9024,92.5926
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,Disabled,NECO,7,5,10,7,8,6,60.0,33.3333,66.6667,75.0
2022/2023,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,Disabled,WAEC,10,8,13,11,6,4,71.4286,37.5,37.5,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,ALL,NABTEB,48,38,56,44,35,30,71.875,34.2857,51.4286,83.3333
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,ALL,NECO,100,73,130,102,69,67,65.6716,34.5679,43.2099,97.1429
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,ALL,WAEC,122,96,161,128,86,81,70.7317,35.0,44.0,93.1818
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,Disabled,NECO,7,5,10,7,6,4,60.0,33.3333,50.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,Disabled,WAEC,9,7,13,11,4,2,66.6667,37.5,25.0,50.0
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,ALL,NABTEB,58,48,79,62,33,24,74.359,34.6939,34.6939,70.5882
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,ALL,NECO,116,84,147,117,79,75,65.3846,35.1648,43.956,95.0
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,ALL,WAEC,152,119,195,154,114,99,70.5882,34.7107,47.9339,86.2069
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,Disabled,NECO,9,7,11,7,8,6,66.6667,28.5714,57.1429,75.0
2022/2023,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,Disabled,WAEC,10,8,13,11,6,4,71.4286,37.5,37.5,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,ALL,NABTEB,33,26,37,29,18,16,72.7273,34.7826,39.1304,88.8889
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,ALL,NECO,58,43,71,55,47,41,66.6667,34.0909,54.5455,87.5
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,ALL,WAEC,69,55,92,73,45,43,71.7391,35.0877,40.3509,95.6522
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,Disabled,NECO,4,3,5,4,6,4,66.6667,33.3333,100.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,Disabled,WAEC,4,3,6,7,4,2,66.6667,50.0,50.0,50.0
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,ALL,NABTEB,36,28,42,33,22,20,70.8333,34.6154,42.3077,90.9091
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,ALL,NECO,55,40,71,58,35,30,64.8649,36.3636,40.9091,83.3333
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,ALL,WAEC,75,58,89,69,45,41,70.0,34.5455,41.8182,91.3043
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,Disabled,NECO,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,Disabled,WAEC,4,3,6,4,6,4,66.6667,25.0,75.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,ALL,NABTEB,49,40,68,51,43,38,72.7273,33.3333,52.381,86.3636
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,ALL,NECO,81,58,103,80,63,57,64.8148,34.375,50.0,90.625
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,ALL,WAEC,110,86,145,117,92,89,70.2703,35.5556,52.2222,95.7447
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,Disabled,NECO,6,5,6,4,6,4,75.0,25.0,75.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,Disabled,WAEC,7,5,10,7,4,2,60.0,33.3333,33.3333,50.0
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,ALL,NABTEB,63,51,82,66,33,24,73.8095,35.2941,33.3333,70.5882
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,ALL,NECO,100,73,124,99,69,65,65.6716,35.0649,45.4545,94.2857
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,ALL,WAEC,130,103,166,132,98,91,71.2644,34.9515,48.5437,92.0
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,Disabled,NECO,7,5,10,7,6,4,60.0,33.3333,50.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,Disabled,WAEC,12,10,16,15,6,4,75.0,40.0,30.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,ALL,NABTEB,58,48,72,58,43,38,74.359,35.5556,48.8889,86.3636
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,ALL,NECO,125,91,158,128,92,83,65.4762,35.7143,47.9592,89.3617
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,ALL,WAEC,170,134,206,165,106,95,71.0526,35.1562,42.1875,88.8889
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,Disabled,NABTEB,6,5,8,7,8,6,75.0,40.0,80.0,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,Disabled,NECO,10,8,14,11,6,4,71.4286,33.3333,33.3333,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,Disabled,WAEC,16,13,21,18,10,8,72.7273,38.4615,38.4615,80.0
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,ALL,NABTEB,70,56,90,73,43,41,72.3404,35.7143,39.2857,95.4545
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,ALL,NECO,125,91,148,121,79,75,65.4762,35.8696,43.4783,95.0
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,ALL,WAEC,210,165,274,219,134,122,70.922,35.2941,40.0,91.1765
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,Disabled,NABTEB,6,5,8,7,8,6,75.0,40.0,80.0,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,Disabled,NECO,10,8,13,11,8,6,71.4286,37.5,50.0,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,Disabled,WAEC,16,13,23,18,10,8,72.7273,35.7143,35.7143,80.0
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,ALL,NABTEB,51,41,68,51,43,38,73.5294,33.3333,52.381,86.3636
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,ALL,NECO,85,61,106,84,63,57,64.9123,34.8485,48.4848,90.625
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,ALL,WAEC,128,101,161,128,98,97,70.9302,35.0,50.0,98.0
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,Disabled,NECO,6,5,6,4,6,4,75.0,25.0,75.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,Disabled,WAEC,7,5,10,7,4,2,60.0,33.3333,33.3333,50.0
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,ALL,NABTEB,63,51,82,66,55,49,73.8095,35.2941,54.902,89.2857
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,ALL,NECO,103,74,140,113,86,75,65.2174,35.6322,50.5747,86.3636
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,ALL,WAEC,152,119,198,157,128,114,70.5882,34.9593,52.8455,89.2308
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,Disabled,NECO,6,5,6,4,6,4,75.0,25.0,75.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,Disabled,WAEC,9,7,11,11,6,4,66.6667,42.8571,42.8571,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,ALL,NABTEB,37,30,47,37,27,26,72.0,34.4828,48.2759,92.8571
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,ALL,NECO,81,58,100,77,55,49,64.8148,33.871,45.1613,89.2857
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,ALL,WAEC,89,71,118,95,59,51,71.6667,35.6164,41.0959,86.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,Disabled,NABTEB,4,3,5,4,8,6,66.6667,33.3333,133.3333,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,Disabled,NECO,7,5,10,7,6,4,60.0,33.3333,50.0,66.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,Disabled,WAEC,9,7,13,11,4,2,66.6667,37.5,25.0,50.0
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,ALL,NABTEB,52,43,64,51,33,24,74.2857,35.0,42.5,70.5882
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,ALL,NECO,98,71,121,95,71,65,65.1515,34.6667,48.0,91.6667
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,ALL,WAEC,119,94,147,117,75,73,71.25,35.1648,41.7582,97.3684
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,Disabled,NECO,9,7,10,7,8,6,66.6667,33.3333,66.6667,75.0
2022/2023,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,Disabled,WAEC,9,7,11,11,6,4,66.6667,42.8571,42.8571,66.6667
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,ALL,NABTEB,60,48,77,62,51,45,72.5,35.4167,54.1667,88.4615
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,ALL,NECO,143,104,177,143,108,99,65.625,35.4545,50.0,90.9091
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,ALL,WAEC,161,126,197,157,126,114,70.3704,35.2459,52.459,90.625
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,Disabled,NABTEB,4,3,5,4,6,4,66.6667,33.3333,100.0,66.6667
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,Disabled,NECO,10,8,11,11,6,4,71.4286,42.8571,42.8571,66.6667
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,Disabled,WAEC,12,10,14,11,4,2,75.0,33.3333,22.2222,50.0
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,ALL,NABTEB,89,73,113,88,67,59,73.3333,34.2857,48.5714,88.2353
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,ALL,NECO,185,134,246,197,130,122,65.3226,35.2941,43.1373,93.9394
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,ALL,WAEC,231,182,292,234,149,140,70.9677,35.3591,41.989,93.4211
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,Disabled,NABTEB,6,5,8,7,8,6,75.0,40.0,80.0,75.0
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,Disabled,NECO,12,8,18,15,6,4,62.5,36.3636,27.2727,66.6667
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,Disabled,WAEC,16,13,21,18,10,8,72.7273,38.4615,38.4615,80.0
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,ALL,NABTEB,58,48,72,55,43,38,74.359,33.3333,48.8889,86.3636
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,ALL,NECO,92,68,116,91,63,57,66.129,34.7222,44.4444,90.625
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,ALL,WAEC,125,99,147,117,73,63,71.4286,35.1648,40.6593,86.4865
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,Disabled,NABTEB,4,3,5,4,6,4,66.6667,33.3333,100.0,66.6667
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,Disabled,NECO,7,5,6,4,6,4,60.0,25.0,75.0,66.6667
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,Disabled,WAEC,9,7,10,7,4,2,66.6667,33.3333,33.3333,50.0
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,ALL,NABTEB,61,50,79,62,33,32,73.1707,34.6939,34.6939,94.1176
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,ALL,NECO,98,71,121,95,51,45,65.1515,34.6667,34.6667,88.4615
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,ALL,WAEC,125,98,153,121,75,65,70.2381,34.7368,40.0,86.8421
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,Disabled,NABTEB,4,3,5,4,0,0,66.6667,33.3333,0.0,0
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,Disabled,NECO,7,5,6,4,0,0,60.0,25.0,0.0,0
2022/2023,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,Disabled,WAEC,9,7,11,11,6,4,66.6667,42.8571,42.8571,66.6667
