session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,ALL,NABTEB,7,5,10,7,30,27,71.4286,33.3333,255.5556,91.3043
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,ALL,NECO,13,9,16,14,54,49,61.5385,40.0,280.0,90.4762
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,ALL,WAEC,17,13,22,19,73,70,70.5882,38.0952,271.4286,94.7368
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,Disabled,WAEC,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,ALL,NABTEB,8,7,11,10,34,31,75.0,40.0,260.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,ALL,NECO,16,11,20,17,72,67,62.5,36.8421,294.7368,92.8571
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,ALL,WAEC,19,14,22,19,82,76,68.4211,38.0952,304.7619,92.1875
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,Disabled,NECO,1,1,2,2,4,3,100.0,50.0,150.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,Disabled,WAEC,2,1,2,2,6,5,50.0,50.0,250.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,ALL,NABTEB,9,7,11,10,32,31,66.6667,40.0,250.0,96.0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,ALL,NECO,15,10,19,17,66,62,60.0,38.8889,283.3333,94.1176
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,ALL,WAEC,20,15,25,22,89,84,70.0,37.5,287.5,94.2029
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,ALL,NABTEB,10,8,14,12,44,41,70.0,38.4615,261.5385,94.1176
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,ALL,NECO,15,10,20,17,81,73,60.0,36.8421,331.5789,88.8889
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,ALL,WAEC,20,15,24,22,94,84,70.0,39.1304,317.3913,89.0411
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Disabled,WAEC,1,1,2,2,6,5,100.0,50.0,250.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,ALL,NABTEB,4,3,4,2,17,13,75.0,25.0,325.0,76.9231
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,ALL,NECO,6,4,8,7,24,22,66.6667,37.5,237.5,89.4737
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,ALL,WAEC,8,5,8,7,28,27,62.5,37.5,275.0,95.4545
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,ALL,NABTEB,4,3,5,5,19,18,75.0,40.0,300.0,93.3333
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,ALL,NECO,6,4,7,7,30,26,66.6667,42.8571,328.5714,86.9565
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,ALL,WAEC,8,5,8,7,30,27,62.5,37.5,287.5,91.3043
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Disabled,NABTEB,0,0,1,0,4,3,0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,ALL,NABTEB,4,3,5,5,17,16,75.0,40.0,260.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,ALL,NECO,7,4,10,10,34,31,57.1429,44.4444,288.8889,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,ALL,WAEC,9,7,12,10,43,39,66.6667,36.3636,300.0,90.9091
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,ALL,NABTEB,5,3,6,5,19,18,60.0,33.3333,250.0,93.3333
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,ALL,NECO,8,5,11,10,39,36,62.5,40.0,300.0,93.3333
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,ALL,WAEC,11,9,14,12,54,49,72.7273,38.4615,323.0769,90.4762
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,ALL,NABTEB,7,5,10,7,30,27,71.4286,33.3333,255.5556,91.3043
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,ALL,NECO,15,10,19,17,70,62,60.0,38.8889,300.0,88.8889
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,ALL,WAEC,22,16,26,24,84,82,68.1818,40.0,260.0,96.9231
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Disabled,NECO,1,1,2,2,6,5,100.0,50.0,250.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Disabled,WAEC,2,1,2,2,5,4,50.0,50.0,200.0,75.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,ALL,NABTEB,9,7,12,10,39,38,66.6667,36.3636,272.7273,96.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,ALL,NECO,16,11,20,17,76,73,62.5,36.8421,310.5263,94.9153
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,ALL,WAEC,22,17,27,24,98,93,69.5652,38.4615,292.3077,94.7368
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Disabled,NECO,1,1,2,2,4,3,100.0,50.0,150.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Disabled,WAEC,2,1,2,2,6,5,50.0,50.0,250.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,ALL,NABTEB,5,4,5,5,17,16,80.0,40.0,260.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,ALL,NECO,9,7,11,10,37,36,66.6667,40.0,290.0,96.5517
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,ALL,WAEC,11,8,14,12,36,31,63.6364,38.4615,215.3846,85.7143
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,ALL,NABTEB,5,4,5,5,19,16,80.0,40.0,300.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,ALL,NECO,9,7,11,10,39,36,66.6667,40.0,300.0,93.3333
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,ALL,WAEC,11,8,14,12,45,40,63.6364,38.4615,269.2308,88.5714
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Disabled,NABTEB,0,0,1,0,4,3,0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Female,ALL,NABTEB,4,3,5,5,17,13,75.0,40.0,260.0,76.9231
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Female,ALL,NECO,8,5,11,10,34,31,62.5,40.0,260.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Female,ALL,WAEC,11,9,14,12,46,41,72.7273,38.4615,276.9231,88.8889
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Male,ALL,NABTEB,4,3,5,5,19,16,75.0,40.0,300.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Male,ALL,NECO,7,4,8,7,34,31,57.1429,37.5,325.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Male,ALL,WAEC,10,8,12,10,45,40,70.0,36.3636,318.1818,88.5714
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Male,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga East,"Unity College, Akwanga",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Female,ALL,NABTEB,4,3,4,2,17,16,75.0,25.0,325.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Female,ALL,NECO,7,4,7,7,22,18,57.1429,42.8571,242.8571,82.3529
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Female,ALL,WAEC,10,8,12,10,36,34,70.0,36.3636,254.5455,92.8571
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Female,Disabled,NECO,1,1,0,0,4,3,100.0,0,0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Male,ALL,NABTEB,4,3,4,5,14,13,75.0,50.0,275.0,90.9091
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Male,ALL,NECO,6,4,7,7,23,21,66.6667,42.8571,257.1429,88.8889
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Male,ALL,WAEC,9,7,11,10,37,35,66.6667,40.0,290.0,93.1034
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Male,Disabled,NABTEB,0,0,1,0,4,3,0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Community Secondary School, Akwanga West",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Female,ALL,NABTEB,8,7,11,10,24,22,75.0,40.0,190.0,89.4737
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Female,ALL,NECO,15,10,18,17,50,44,60.0,41.1765,229.4118,87.1795
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Female,ALL,WAEC,17,13,20,17,57,49,70.5882,36.8421,231.5789,86.3636
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Male,ALL,NABTEB,7,5,10,7,30,25,71.4286,33.3333,255.5556,82.6087
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Male,ALL,NECO,13,9,16,14,57,52,61.5385,40.0,293.3333,90.9091
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Male,ALL,WAEC,16,12,20,17,62,58,68.75,36.8421,252.6316,93.75
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Male,Disabled,NABTEB,0,0,1,0,4,3,0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Comprehensive High School, Akwanga West",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Female,ALL,NABTEB,5,4,6,5,17,16,80.0,33.3333,216.6667,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Female,ALL,NECO,8,5,11,10,34,31,62.5,40.0,260.0,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Female,ALL,WAEC,12,9,14,12,43,39,66.6667,38.4615,253.8462,90.9091
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Male,ALL,NABTEB,4,3,5,5,19,16,75.0,40.0,300.0,80.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Male,ALL,NECO,8,5,10,7,34,31,62.5,33.3333,288.8889,92.3077
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Male,ALL,WAEC,10,8,14,12,45,40,70.0,38.4615,269.2308,88.5714
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Male,Disabled,NABTEB,0,0,1,0,4,3,0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Government Secondary School, Akwanga West",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Female,ALL,NABTEB,4,3,4,5,13,12,75.0,50.0,250.0,90.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Female,ALL,NECO,7,4,8,7,30,27,57.1429,37.5,287.5,91.3043
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Female,ALL,WAEC,9,7,11,10,31,30,66.6667,40.0,240.0,95.8333
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Male,ALL,NABTEB,4,3,4,5,14,13,75.0,50.0,275.0,90.9091
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Male,ALL,NECO,7,4,8,7,30,25,57.1429,37.5,287.5,82.6087
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Male,ALL,WAEC,9,7,11,10,37,35,66.6667,40.0,290.0,93.1034
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Male,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Akwanga,Akwanga West,"Unity College, Akwanga",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Female,ALL,NABTEB,7,5,8,7,17,13,71.4286,37.5,162.5,76.9231
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Female,ALL,NECO,13,9,15,12,41,40,61.5385,35.7143,228.5714,96.875
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Female,ALL,WAEC,17,13,21,19,67,62,70.5882,40.0,260.0,92.3077
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Female,Disabled,NABTEB,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Female,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Female,Disabled,WAEC,1,1,1,0,3,1,100.0,0.0,200.0,50.0
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Male,ALL,NABTEB,8,7,10,7,23,21,75.0,33.3333,200.0,88.8889
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Male,ALL,NECO,14,10,17,14,53,45,64.2857,37.5,256.25,85.3659
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Male,ALL,WAEC,20,15,25,22,82,76,70.0,37.5,266.6667,92.1875
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Male,Disabled,NABTEB,0,0,1,0,4,3,0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Male,Disabled,NECO,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Community Secondary School, Agbashi",Male,Disabled,WAEC,1,1,1,0,4,3,100.0,0.0,300.0,66.6667
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Comprehensive High School, Agbashi",Female,ALL,NABTEB,8,7,11,10,37,35,75.0,40.0,290.0,93.1034
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Comprehensive High School, Agbashi",Female,ALL,NECO,15,10,19,17,63,58,60.0,38.8889,272.2222,91.8367
2022/2023,North Central,Nasarawa,Doma,Agbashi,"Comprehensive High School, Agbashi",Female,ALL,WAEC,22,16,27,24,89,82,68.1818,38.4615,265.3846,91.3043
