session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,ALL,NABTEB,8,6,8,9,79,67,75.0,50.0,775.0,83.871
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,ALL,NECO,12,9,15,14,107,102,66.6667,42.8571,600.0,95.2381
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,ALL,WAEC,18,15,23,19,166,159,77.7778,36.3636,590.9091,95.3846
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,ALL,NABTEB,6,4,8,9,71,69,66.6667,50.0,700.0,96.4286
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,ALL,NECO,12,9,15,14,122,110,66.6667,42.8571,685.7143,89.5833
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,ALL,WAEC,16,13,19,14,166,159,75.0,33.3333,722.2222,95.3846
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Disabled,NABTEB,0,0,0,0,18,15,0,0,0,85.7143
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Disabled,NECO,0,0,2,0,15,13,0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Disabled,WAEC,0,0,2,0,15,13,0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,ALL,NABTEB,14,11,15,14,79,67,71.4286,42.8571,442.8571,83.871
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,ALL,NECO,23,17,29,24,158,156,66.6667,35.7143,442.8571,98.3871
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,ALL,WAEC,29,24,33,28,217,192,73.3333,37.5,531.25,88.2353
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,ALL,NABTEB,10,9,13,9,94,77,80.0,33.3333,616.6667,81.0811
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,ALL,NECO,21,15,23,19,143,136,63.6364,36.3636,509.0909,94.6429
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,ALL,WAEC,27,21,31,28,260,238,71.4286,40.0,680.0,91.1765
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,ALL,NABTEB,14,11,17,14,102,87,71.4286,37.5,500.0,85.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,ALL,NECO,23,17,29,24,178,177,66.6667,35.7143,500.0,98.5714
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,ALL,WAEC,29,24,38,33,265,231,73.3333,38.8889,577.7778,86.5385
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,ALL,NABTEB,14,11,19,14,143,131,71.4286,33.3333,622.2222,91.0714
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,ALL,NECO,23,17,29,24,204,200,66.6667,35.7143,571.4286,97.5
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,ALL,WAEC,31,26,38,33,296,274,75.0,38.8889,644.4444,92.2414
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Disabled,NABTEB,2,2,2,0,18,15,100.0,0.0,700.0,85.7143
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,ALL,NABTEB,6,4,8,9,59,56,66.6667,50.0,575.0,95.6522
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,ALL,NECO,12,9,17,14,122,120,66.6667,37.5,600.0,97.9167
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,ALL,WAEC,16,13,21,19,166,159,75.0,40.0,650.0,95.3846
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,ALL,NABTEB,6,4,6,5,71,69,66.6667,33.3333,933.3333,96.4286
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,ALL,NECO,10,6,15,14,143,136,60.0,42.8571,800.0,94.6429
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,ALL,WAEC,14,11,19,14,166,156,71.4286,33.3333,722.2222,93.8462
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Disabled,NABTEB,0,0,0,0,18,15,0,0,0,85.7143
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Disabled,NECO,0,0,2,0,15,13,0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Disabled,WAEC,0,0,2,0,15,13,0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,ALL,NABTEB,8,6,8,9,59,56,75.0,50.0,575.0,95.6522
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,ALL,NECO,14,11,17,14,87,82,71.4286,37.5,425.0,94.1176
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,ALL,WAEC,18,15,21,19,135,123,77.7778,40.0,530.0,90.566
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,ALL,NABTEB,6,4,6,5,23,20,66.6667,33.3333,300.0,88.8889
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,ALL,NECO,12,9,13,9,82,69,66.6667,33.3333,533.3333,84.375
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,ALL,WAEC,14,11,17,14,130,118,71.4286,37.5,637.5,90.1961
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Disabled,NECO,0,0,0,0,0,0,0,0,0,0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Disabled,WAEC,0,0,2,0,15,13,0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,ALL,NABTEB,12,11,17,14,122,110,83.3333,37.5,600.0,89.5833
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,ALL,NECO,23,17,29,24,196,195,66.6667,35.7143,550.0,98.7013
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,ALL,WAEC,31,26,40,33,268,251,75.0,36.8421,552.6316,93.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Disabled,WAEC,2,2,4,5,25,23,100.0,50.0,500.0,90.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,ALL,NABTEB,12,11,15,14,117,102,83.3333,42.8571,657.1429,86.9565
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,ALL,NECO,19,15,25,24,181,179,70.0,41.6667,591.6667,98.5915
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,ALL,WAEC,27,21,36,33,280,238,71.4286,41.1765,647.0588,84.5455
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Disabled,NABTEB,2,2,2,0,18,15,100.0,0.0,700.0,85.7143
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,ALL,NABTEB,14,11,17,14,102,87,71.4286,37.5,500.0,85.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,ALL,NECO,25,19,29,24,178,177,69.2308,35.7143,500.0,98.5714
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,ALL,WAEC,35,28,40,33,252,233,72.2222,36.8421,521.0526,91.9192
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Disabled,WAEC,2,2,4,5,25,23,100.0,50.0,500.0,90.0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,ALL,NABTEB,14,11,17,14,94,77,71.4286,37.5,462.5,81.0811
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,ALL,NECO,23,17,29,24,181,179,66.6667,35.7143,507.1429,98.5915
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,ALL,WAEC,29,24,33,28,240,218,73.3333,37.5,587.5,90.4255
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,ALL,NABTEB,14,11,19,14,122,110,71.4286,33.3333,533.3333,89.5833
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,ALL,NECO,25,19,31,28,196,179,69.2308,40.0,513.3333,90.9091
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,ALL,WAEC,29,24,38,33,232,218,73.3333,38.8889,505.5556,93.4066
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,ALL,NABTEB,14,11,17,14,117,102,71.4286,37.5,575.0,86.9565
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,ALL,NECO,23,17,27,24,161,156,66.6667,38.4615,484.6154,96.8254
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,ALL,WAEC,29,24,36,33,240,218,73.3333,41.1765,552.9412,90.4255
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,Disabled,NABTEB,2,2,2,0,18,15,100.0,0.0,700.0,85.7143
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,ALL,NABTEB,10,9,15,14,122,110,80.0,42.8571,685.7143,89.5833
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,ALL,NECO,19,15,25,24,178,177,70.0,41.6667,583.3333,98.5714
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,ALL,WAEC,33,28,44,38,334,302,76.4706,38.0952,623.8095,90.0763
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,Disabled,WAEC,2,2,4,5,25,23,100.0,50.0,500.0,90.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,ALL,NABTEB,10,9,13,9,117,102,80.0,33.3333,766.6667,86.9565
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,ALL,NECO,19,15,25,24,186,179,70.0,41.6667,608.3333,95.8904
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,ALL,WAEC,27,21,36,33,334,295,71.4286,41.1765,770.5882,87.7863
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,Disabled,NABTEB,0,0,0,0,18,15,0,0,0,85.7143
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,ALL,NABTEB,6,4,6,5,59,56,66.6667,33.3333,766.6667,95.6522
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,ALL,NECO,12,9,15,14,87,82,66.6667,42.8571,485.7143,94.1176
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,ALL,WAEC,16,13,17,14,115,108,75.0,37.5,562.5,93.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,Disabled,NECO,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,ALL,NABTEB,6,4,6,5,48,46,66.6667,33.3333,633.3333,94.7368
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,ALL,NECO,14,11,17,14,122,110,71.4286,37.5,600.0,89.5833
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,ALL,WAEC,18,15,21,19,150,138,77.7778,40.0,590.0,91.5254
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,Disabled,NABTEB,0,0,0,0,0,0,0,0,0,0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,ALL,NABTEB,12,11,15,14,59,46,83.3333,42.8571,328.5714,78.2609
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,ALL,NECO,23,17,29,24,181,159,66.6667,35.7143,507.1429,87.3239
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,ALL,WAEC,29,24,36,33,217,192,73.3333,41.1765,500.0,88.2353
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,Disabled,NABTEB,2,2,2,0,0,0,100.0,0.0,0.0,0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,ALL,NABTEB,14,11,17,14,94,77,71.4286,37.5,462.5,81.0811
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,ALL,NECO,27,21,31,28,204,179,71.4286,40.0,533.3333,87.5
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,ALL,WAEC,31,26,36,33,260,238,75.0,41.1765,600.0,91.1765
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,Disabled,NABTEB,0,0,2,0,0,0,0,0.0,0.0,0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,ALL,NABTEB,16,13,19,19,143,131,75.0,44.4444,622.2222,91.0714
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,ALL,NECO,29,21,33,28,201,179,66.6667,37.5,493.75,88.6076
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,ALL,WAEC,33,28,42,38,283,251,76.4706,40.0,555.0,88.2883
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,ALL,NABTEB,14,11,17,14,143,131,71.4286,37.5,700.0,91.0714
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,ALL,NECO,27,21,33,28,245,231,71.4286,37.5,600.0,93.75
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,ALL,WAEC,33,26,38,33,352,315,70.5882,38.8889,766.6667,89.1304
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,Disabled,NABTEB,0,0,0,0,18,15,0,0,0,85.7143
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Community Secondary School, Agu",Male,Disabled,WAEC,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,ALL,NABTEB,12,11,15,14,99,87,83.3333,42.8571,557.1429,87.1795
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,ALL,NECO,21,15,27,24,181,179,63.6364,38.4615,546.1538,98.5915
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,ALL,WAEC,27,21,33,28,247,233,71.4286,37.5,606.25,93.8144
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,Disabled,NABTEB,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,Disabled,NECO,2,2,2,0,15,13,100.0,0.0,600.0,83.3333
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Female,Disabled,WAEC,2,2,2,0,10,8,100.0,0.0,400.0,75.0
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,ALL,NABTEB,12,11,15,14,117,102,83.3333,42.8571,657.1429,86.9565
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,ALL,NECO,23,17,29,24,245,231,66.6667,35.7143,685.7143,93.75
2022/2023,South South,Delta,Oshimili South,Agu,"Comprehensive High School, Agu",Male,ALL,WAEC,29,24,36,33,316,295,73.3333,41.1765,729.4118,92.7419
