session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,ALL,NABTEB,2,2,2,0,76,74,100.0,0.0,3300.0,96.9697
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,ALL,NECO,3,2,4,4,133,122,50.0,50.0,2900.0,91.3793
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,ALL,WAEC,5,4,6,4,154,143,66.6667,33.3333,2233.3333,92.5373
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,ALL,NABTEB,3,2,6,4,163,148,50.0,33.3333,2366.6667,90.1408
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,ALL,NECO,7,6,9,9,326,309,75.0,40.0,2840.0,94.3662
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,ALL,WAEC,10,8,13,9,356,330,66.6667,28.5714,2214.2857,92.2581
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,ALL,NABTEB,3,2,4,4,158,143,50.0,50.0,3450.0,89.8551
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,ALL,NECO,5,4,8,4,269,252,66.6667,25.0,2925.0,93.1624
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,ALL,WAEC,7,6,9,9,303,284,75.0,40.0,2640.0,93.1818
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,ALL,NABTEB,2,2,2,0,71,69,100.0,0.0,3100.0,96.7742
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,ALL,NECO,5,4,6,4,119,108,66.6667,33.3333,1733.3333,90.3846
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,ALL,WAEC,7,6,8,4,202,182,75.0,25.0,2200.0,89.7727
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,ALL,NABTEB,2,2,2,0,83,81,100.0,0.0,3600.0,97.2222
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,ALL,NECO,3,2,4,4,158,148,50.0,50.0,3450.0,92.7536
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,ALL,WAEC,5,4,6,4,172,162,66.6667,33.3333,2500.0,93.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,Disabled,NABTEB,0,0,0,0,21,18,0,0,0,88.8889
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,ALL,NABTEB,3,2,4,4,92,90,50.0,50.0,2000.0,97.5
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,ALL,NECO,5,4,8,4,163,152,66.6667,25.0,1775.0,92.9577
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,ALL,WAEC,7,6,9,9,202,182,75.0,40.0,1760.0,89.7727
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,ALL,NABTEB,3,2,4,4,133,118,50.0,50.0,2900.0,87.931
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,ALL,NECO,3,2,6,4,181,171,50.0,33.3333,2633.3333,93.6709
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,ALL,WAEC,5,4,8,4,282,265,66.6667,25.0,3075.0,93.4959
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,Disabled,NABTEB,0,0,0,0,21,18,0,0,0,88.8889
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,ALL,NABTEB,3,2,4,4,115,99,50.0,50.0,2500.0,86.0
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,ALL,NECO,7,6,8,4,163,152,75.0,25.0,1775.0,92.9577
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,ALL,WAEC,7,6,9,9,186,162,75.0,40.0,1620.0,86.4198
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,ALL,NABTEB,3,2,4,4,129,113,50.0,50.0,2800.0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,ALL,NECO,5,4,8,4,197,196,66.6667,25.0,2150.0,98.8372
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,ALL,WAEC,7,6,9,9,246,226,75.0,40.0,2140.0,91.5888
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,ALL,NABTEB,3,2,4,4,115,99,50.0,50.0,2500.0,86.0
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,ALL,NECO,5,4,6,4,181,178,66.6667,33.3333,2633.3333,97.4684
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,ALL,WAEC,5,4,8,4,202,182,66.6667,25.0,2200.0,89.7727
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,ALL,NABTEB,2,2,4,4,133,118,100.0,50.0,2900.0,87.931
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,ALL,NECO,3,2,4,4,154,148,50.0,50.0,3350.0,95.5224
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,ALL,WAEC,5,4,6,4,207,201,66.6667,33.3333,3000.0,96.6667
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,Disabled,NABTEB,0,0,0,0,21,18,0,0,0,88.8889
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,ALL,NABTEB,3,2,4,4,140,122,50.0,50.0,3050.0,86.8852
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,ALL,NECO,7,6,9,9,264,240,75.0,40.0,2300.0,90.4348
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,ALL,WAEC,9,8,11,9,303,270,80.0,33.3333,2200.0,88.6364
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,ALL,NABTEB,3,2,4,4,158,143,50.0,50.0,3450.0,89.8551
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,ALL,NECO,7,6,8,4,292,275,75.0,25.0,3175.0,93.7008
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,ALL,WAEC,7,6,9,9,321,305,75.0,40.0,2800.0,94.2857
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,ALL,NABTEB,3,2,4,4,140,122,50.0,50.0,3050.0,86.8852
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,ALL,NECO,7,6,9,9,225,222,75.0,40.0,1960.0,97.9592
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,ALL,WAEC,10,8,13,9,303,275,66.6667,28.5714,1885.7143,90.1515
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,Disabled,WAEC,0,0,2,0,14,12,0,0.0,600.0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,ALL,NABTEB,3,2,4,4,129,118,50.0,50.0,2800.0,91.0714
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,ALL,NECO,5,4,8,4,225,201,66.6667,25.0,2450.0,88.7755
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,ALL,WAEC,9,8,11,9,360,330,80.0,33.3333,2616.6667,91.0828
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,Disabled,WAEC,0,0,2,0,28,25,0,0.0,1200.0,91.6667
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,ALL,NABTEB,5,4,8,4,163,148,66.6667,25.0,1775.0,90.1408
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,ALL,NECO,9,6,11,9,287,265,60.0,33.3333,2083.3333,92.0
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,ALL,WAEC,12,10,15,13,351,323,71.4286,37.5,1912.5,91.5033
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,Disabled,WAEC,2,2,2,0,25,23,100.0,0.0,1100.0,90.9091
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,ALL,NABTEB,3,2,6,4,158,143,50.0,33.3333,2300.0,89.8551
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,ALL,NECO,7,6,8,4,250,226,75.0,25.0,2725.0,89.9083
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,ALL,WAEC,9,8,11,9,360,330,80.0,33.3333,2616.6667,91.0828
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,Disabled,WAEC,0,0,2,0,28,25,0,0.0,1200.0,91.6667
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,ALL,NABTEB,3,2,4,4,115,99,50.0,50.0,2500.0,86.0
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,ALL,NECO,5,4,8,4,225,222,66.6667,25.0,2450.0,97.9592
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,ALL,WAEC,9,8,11,9,282,252,80.0,33.3333,2050.0,88.6179
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,Disabled,WAEC,0,0,2,0,25,23,0,0.0,1100.0,90.9091
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,ALL,NABTEB,2,2,4,4,133,118,100.0,50.0,2900.0,87.931
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,ALL,NECO,5,4,6,4,225,201,66.6667,33.3333,3266.6667,88.7755
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,ALL,WAEC,7,6,9,9,282,265,75.0,40.0,2460.0,93.4959
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,Disabled,NABTEB,0,0,0,0,21,18,0,0,0,88.8889
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,Disabled,WAEC,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,ALL,NABTEB,3,2,6,4,140,122,50.0,33.3333,2033.3333,86.8852
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,ALL,NECO,7,6,8,4,225,201,75.0,25.0,2450.0,88.7755
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,ALL,WAEC,9,8,11,9,287,256,80.0,33.3333,2083.3333,88.8
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,Disabled,WAEC,0,0,2,0,14,12,0,0.0,600.0,83.3333
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,ALL,NABTEB,3,2,4,4,163,143,50.0,50.0,3550.0,87.3239
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,ALL,NECO,7,6,9,9,269,252,75.0,40.0,2340.0,93.1624
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,ALL,WAEC,9,8,11,9,379,344,80.0,33.3333,2750.0,90.303
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,Disabled,NABTEB,0,0,0,0,21,18,0,0,0,88.8889
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,Disabled,WAEC,0,0,2,0,28,25,0,0.0,1200.0,91.6667
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,ALL,NABTEB,5,4,6,4,163,148,66.6667,33.3333,2366.6667,90.1408
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,ALL,NECO,7,6,9,9,246,226,75.0,40.0,2140.0,91.5888
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,ALL,WAEC,10,8,15,13,383,344,66.6667,37.5,2087.5,89.2216
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,Disabled,NABTEB,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,Disabled,NECO,0,0,0,0,14,12,0,0,0,83.3333
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,Disabled,WAEC,2,2,2,0,25,23,100.0,0.0,1100.0,90.9091
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,ALL,NABTEB,3,2,4,4,163,143,50.0,50.0,3550.0,87.3239
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,ALL,NECO,7,6,8,4,250,249,75.0,25.0,2725.0,99.0826
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,ALL,WAEC,9,8,9,9,360,323,80.0,40.0,3140.0,89.172
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,Disabled,NABTEB,0,0,0,0,21,18,0,0,0,88.8889
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,Disabled,NECO,0,0,0,0,18,16,0,0,0,87.5
2022/2023,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,Disabled,WAEC,0,0,0,0,28,25,0,0,0,91.6667
2022/2023,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,ALL,NABTEB,3,2,4,4,115,99,50.0,50.0,2500.0,86.0
2022/2023,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,ALL,NECO,7,6,8,4,181,180,75.0,25.0,1975.0,98.7342
2022/2023,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,ALL,WAEC,9,8,9,9,234,217,80.0,40.0,2040.0,92.1569
