session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,116,82,26,29,1,0,34,56,1
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,20,16,6,5,1,0,4,10,1
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,185,128,46,48,0,0,57,82,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,30,21,11,11,1,0,9,10,1
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,50,34,17,18,0,0,16,17,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,86,59,22,23,1,0,27,37,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,212,144,45,45,3,0,68,99,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,95,69,21,18,5,0,26,48,5
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,164,113,43,35,11,0,51,70,11
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,45,31,11,12,0,0,14,20,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,63,47,15,18,0,0,16,32,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,61,44,17,12,5,0,17,27,5
2019/2020,Female,all,NABTEB,2-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,18,12,5,6,0,0,6,7,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Warri North,South South,Delta,Warri North,,,0,86,62,22,21,1,0,24,40,1
2019/2020,Female,all,NABTEB,2-year,University,lga,Warri South,South South,Delta,Warri South,,,0,177,124,40,42,0,0,53,84,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,84,58,25,23,5,0,26,33,5
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,13,9,6,6,0,0,4,3,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,127,86,40,36,6,0,41,46,6
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,23,12,0,0,0,0,11,12,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,33,21,17,18,0,0,12,4,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,56,40,17,18,0,0,16,23,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,142,95,45,46,2,0,47,50,2
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,56,38,16,18,0,0,18,22,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,105,67,28,29,1,0,38,39,1
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,28,18,6,6,0,0,10,12,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,46,30,10,12,0,0,16,20,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,40,29,11,6,6,0,11,18,6
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,13,9,5,6,0,0,4,4,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Warri North,South South,Delta,Warri North,,,0,51,33,17,16,1,0,18,16,1
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Warri South,South South,Delta,Warri South,,,0,111,76,34,30,6,0,35,42,6
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,43,27,6,0,6,0,16,21,6
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,8,6,0,0,0,0,2,6,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,64,42,6,0,6,0,22,36,6
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,13,6,0,0,0,0,7,6,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,15,9,0,0,0,0,6,9,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,36,21,12,6,6,0,15,9,6
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,85,54,11,0,11,0,31,43,11
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,33,24,16,6,10,0,9,8,10
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,62,39,16,5,11,0,23,23,11
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,18,12,0,0,0,0,6,12,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,23,15,5,0,5,0,8,10,5
2019/2020,Female,all,NABTEB,5+-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,21,15,6,6,0,0,6,9,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,5,3,0,0,0,0,2,3,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Warri North,South South,Delta,Warri North,,,0,31,21,6,0,6,0,10,15,6
2019/2020,Female,all,NABTEB,5+-year,University,lga,Warri South,South South,Delta,Warri South,,,0,66,45,16,0,16,0,21,29,16
2019/2020,Female,all,NECO,1-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,391,263,80,79,7,0,128,183,7
2019/2020,Female,all,NECO,1-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,56,39,14,16,0,0,17,25,0
2019/2020,Female,all,NECO,1-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,572,381,137,131,13,0,191,244,13
2019/2020,Female,all,NECO,1-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,95,62,23,20,4,0,33,39,4
2019/2020,Female,all,NECO,1-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,150,106,43,42,3,0,44,63,3
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,234,168,66,57,10,0,66,102,10
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,641,434,157,147,17,0,207,277,17
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,256,176,67,58,9,0,80,109,9
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,477,322,114,105,13,0,155,208,13
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,126,86,33,31,4,0,40,53,4
2019/2020,Female,all,NECO,1-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,200,140,52,42,10,0,60,88,10
2019/2020,Female,all,NECO,1-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,170,110,43,42,3,0,60,67,3
2019/2020,Female,all,NECO,1-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,61,42,19,16,3,0,19,23,3
2019/2020,Female,all,NECO,1-year,University,lga,Warri North,South South,Delta,Warri North,,,0,246,168,66,57,11,0,78,102,11
2019/2020,Female,all,NECO,1-year,University,lga,Warri South,South South,Delta,Warri South,,,0,562,370,128,121,12,0,192,242,12
2019/2020,Female,all,NECO,2-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,251,166,50,45,8,0,85,116,8
2019/2020,Female,all,NECO,2-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,39,25,9,10,0,0,14,16,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,360,244,83,76,12,0,116,161,12
2019/2020,Female,all,NECO,2-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,62,44,10,10,0,0,18,34,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,98,70,23,20,4,0,28,47,4
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,159,112,42,36,8,0,47,70,8
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,408,275,103,97,13,0,133,172,13
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,176,120,47,41,8,0,56,73,8
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,316,219,79,72,10,0,97,140,10
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,75,53,24,15,9,0,22,29,9
2019/2020,Female,all,NECO,2-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,128,87,28,31,0,0,41,59,0
2019/2020,Female,all,NECO,2-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,106,68,23,20,4,0,38,45,4
2019/2020,Female,all,NECO,2-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,42,28,9,10,0,0,14,19,0
2019/2020,Female,all,NECO,2-year,University,lga,Warri North,South South,Delta,Warri North,,,0,156,107,42,36,8,0,49,65,8
2019/2020,Female,all,NECO,2-year,University,lga,Warri South,South South,Delta,Warri South,,,0,365,238,75,71,8,0,127,163,8
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,150,104,33,25,8,0,46,71,8
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,22,14,5,5,0,0,8,9,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,226,152,48,45,4,0,74,104,4
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,36,25,10,10,0,0,11,15,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,64,45,15,15,0,0,19,30,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,93,64,28,25,4,0,29,36,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,256,170,56,60,0,0,86,114,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,116,81,32,36,0,0,35,49,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,176,124,42,40,4,0,52,82,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,50,37,14,15,0,0,13,23,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,84,56,19,15,4,0,28,37,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,69,47,20,15,5,0,22,27,5
2019/2020,Female,all,NECO,3-5-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,22,17,5,5,0,0,5,12,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Warri North,South South,Delta,Warri North,,,0,103,72,28,30,0,0,31,44,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Warri South,South South,Delta,Warri South,,,0,241,156,57,50,9,0,85,99,9
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,72,49,20,10,10,0,23,29,10
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,11,8,5,0,5,0,3,3,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,133,86,35,25,10,0,47,51,10
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,25,16,10,5,5,0,9,6,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,30,21,15,10,5,0,9,6,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,53,35,15,15,0,0,18,20,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,132,84,35,25,10,0,48,49,10
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,61,45,19,15,4,0,16,26,4
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,105,69,25,25,0,0,36,44,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,31,19,5,5,0,0,12,14,0
2019/2020,Female,all,NECO,5+-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,42,31,10,10,0,0,11,21,0
2019/2020,Female,all,NECO,5+-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,34,22,10,10,0,0,12,12,0
2019/2020,Female,all,NECO,5+-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,17,11,5,5,0,0,6,6,0
2019/2020,Female,all,NECO,5+-year,University,lga,Warri North,South South,Delta,Warri North,,,0,52,35,20,15,5,0,17,15,5
2019/2020,Female,all,NECO,5+-year,University,lga,Warri South,South South,Delta,Warri South,,,0,125,83,35,25,10,0,42,48,10
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,447,298,108,88,20,0,149,190,20
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,73,50,17,18,0,0,23,33,0
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,763,516,194,179,18,0,247,322,18
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,114,73,26,22,4,0,41,47,4
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,187,136,60,53,8,0,51,76,8
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,313,227,90,81,10,0,86,137,10
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,824,564,208,183,25,0,260,356,25
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,345,245,95,85,10,0,100,150,10
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,613,401,151,134,17,0,212,250,17
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,173,116,43,40,4,0,57,73,4
2019/2020,Female,all,WAEC,1-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,286,195,86,71,15,0,91,109,15
2019/2020,Female,all,WAEC,1-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,215,147,57,49,8,0,68,90,8
2019/2020,Female,all,WAEC,1-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,76,53,17,13,4,0,23,36,4
2019/2020,Female,all,WAEC,1-year,University,lga,Warri North,South South,Delta,Warri North,,,0,327,229,90,80,10,0,98,139,10
2019/2020,Female,all,WAEC,1-year,University,lga,Warri South,South South,Delta,Warri South,,,0,696,458,182,161,22,0,238,276,22
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,289,194,73,62,12,0,95,121,12
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,40,28,13,9,4,0,12,15,4
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,481,324,122,106,17,0,157,202,17
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,75,51,18,18,0,0,24,33,0
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,131,94,39,36,4,0,37,55,4
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,197,139,61,45,16,0,58,78,16
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,516,352,125,110,16,0,164,227,16
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,214,151,60,58,4,0,63,91,4
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,415,272,104,94,12,0,143,168,12
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,103,68,30,22,8,0,35,38,8
2019/2020,Female,all,WAEC,2-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,179,118,48,45,4,0,61,70,4
2019/2020,Female,all,WAEC,2-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,138,93,35,31,4,0,45,58,4
2019/2020,Female,all,WAEC,2-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,46,33,13,9,4,0,13,20,4
2019/2020,Female,all,WAEC,2-year,University,lga,Warri North,South South,Delta,Warri North,,,0,205,140,62,54,8,0,65,78,8
2019/2020,Female,all,WAEC,2-year,University,lga,Warri South,South South,Delta,Warri South,,,0,461,302,121,107,16,0,159,181,16
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,218,145,53,44,9,0,73,92,9
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,32,23,9,9,0,0,9,14,0
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,312,212,84,66,18,0,100,128,18
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,46,31,13,8,5,0,15,18,5
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,78,54,26,23,4,0,24,28,4
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,119,85,35,28,8,0,34,50,8
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,349,237,87,75,12,0,112,150,12
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,126,89,35,31,4,0,37,54,4
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,272,180,66,58,8,0,92,114,8
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,67,43,18,18,0,0,24,25,0
2019/2020,Female,all,WAEC,3-5-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,114,78,30,26,4,0,36,48,4
2019/2020,Female,all,WAEC,3-5-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,92,63,26,22,4,0,29,37,4
2019/2020,Female,all,WAEC,3-5-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,32,23,9,9,0,0,9,14,0
2019/2020,Female,all,WAEC,3-5-year,University,lga,Warri North,South South,Delta,Warri North,,,0,132,91,40,35,5,0,41,51,5
2019/2020,Female,all,WAEC,3-5-year,University,lga,Warri South,South South,Delta,Warri South,,,0,290,194,79,67,12,0,96,115,12
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,113,76,27,23,5,0,37,49,5
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,16,10,4,5,0,0,6,6,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,148,103,40,29,12,0,45,63,12
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,26,16,9,8,1,0,10,7,1
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,38,26,12,14,0,0,12,14,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,64,41,12,13,0,0,23,29,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,176,123,47,30,18,0,53,76,18
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,73,51,22,12,10,0,22,29,10
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,139,89,40,22,19,0,50,49,19
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,35,26,8,10,0,0,9,18,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,71,46,21,18,4,0,25,25,4
2019/2020,Female,all,WAEC,5+-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,62,43,18,13,5,0,19,25,5
2019/2020,Female,all,WAEC,5+-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,19,15,5,5,0,0,4,10,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Warri North,South South,Delta,Warri North,,,0,65,46,18,12,6,0,19,28,6
2019/2020,Female,all,WAEC,5+-year,University,lga,Warri South,South South,Delta,Warri South,,,0,152,97,38,32,9,0,55,59,9
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,25,15,11,11,0,0,10,9,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,5,3,6,6,0,0,2,0,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,40,24,28,30,0,0,16,9,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,10,6,0,0,0,0,4,6,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,15,9,18,18,0,0,6,0,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,20,12,17,18,0,0,8,3,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,48,27,22,23,1,0,21,15,1
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,18,12,15,18,0,0,6,1,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,33,18,22,23,1,0,15,6,1
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,10,6,6,6,0,0,4,3,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,15,9,10,12,0,0,6,3,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,10,6,6,6,0,0,4,3,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,5,3,5,6,0,0,2,0,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Warri North,South South,Delta,Warri North,,,0,20,12,12,10,2,0,8,6,2
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Warri South,South South,Delta,Warri South,,,0,38,21,22,24,0,0,17,9,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,13,15,0,0,0,0,0,15,0
