session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,115,83,29,29,0,0,32,54,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,16,10,7,8,0,0,6,3,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,199,137,52,52,1,0,62,85,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,198,146,57,58,0,0,52,89,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,37,27,16,16,0,0,10,11,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,27,21,7,7,0,0,6,14,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,142,104,46,48,0,0,38,58,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,40,27,14,15,0,0,13,13,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,27,21,7,7,0,0,6,14,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Bida,North Central,Niger,Bida,,,0,83,59,31,32,0,0,24,28,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,177,128,60,60,0,0,49,68,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,103,80,37,40,0,0,23,43,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,64,45,21,24,0,0,19,24,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,62,45,23,15,9,0,17,22,9
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,108,76,45,40,8,0,32,32,8
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,75,49,29,30,0,0,26,20,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,13,10,0,0,0,0,3,10,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,138,95,44,30,15,0,43,51,15
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,122,90,57,51,7,0,32,33,7
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,24,21,16,8,8,0,3,6,8
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,16,10,7,7,0,0,6,3,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,92,66,29,24,7,0,26,37,7
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,32,20,7,8,0,0,12,13,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,16,10,7,0,7,0,6,3,7
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Bida,North Central,Niger,Bida,,,0,56,40,31,24,8,0,16,9,8
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,110,75,31,22,9,0,35,45,9
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,72,48,15,8,7,0,24,33,7
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,43,31,22,24,0,0,12,10,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,30,21,0,0,0,0,9,21,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,56,42,0,0,0,0,14,42,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,38,25,0,0,0,0,13,25,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,5,4,0,0,0,0,1,4,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,64,49,22,0,22,0,15,27,22
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,72,49,0,0,0,0,23,49,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,13,10,0,0,0,0,3,10,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,11,7,0,0,0,0,4,7,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,50,37,7,0,7,0,13,30,7
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,13,11,7,0,7,0,2,4,7
2019/2020,Female,all,NABTEB,5+-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,8,7,0,0,0,0,1,7,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Bida,North Central,Niger,Bida,,,0,31,24,0,0,0,0,7,24,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,58,41,8,0,8,0,17,33,8
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,34,27,0,0,0,0,7,27,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,23,15,7,0,7,0,8,8,7
2019/2020,Female,all,NECO,1-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,306,228,69,66,5,0,78,159,5
2019/2020,Female,all,NECO,1-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,494,345,118,98,20,0,149,227,20
2019/2020,Female,all,NECO,1-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,309,220,74,65,10,0,89,146,10
2019/2020,Female,all,NECO,1-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,58,44,16,16,0,0,14,28,0
2019/2020,Female,all,NECO,1-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,574,400,132,131,5,0,174,268,5
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,581,412,138,124,15,0,169,274,15
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,105,75,27,27,0,0,30,48,0
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,73,53,16,16,0,0,20,37,0
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,434,306,102,87,15,0,128,204,15
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,134,96,43,33,10,0,38,53,10
2019/2020,Female,all,NECO,1-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,64,44,16,11,5,0,20,28,5
2019/2020,Female,all,NECO,1-year,University,lga,Bida,North Central,Niger,Bida,,,0,303,216,79,59,20,0,87,137,20
2019/2020,Female,all,NECO,1-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,512,368,130,109,21,0,144,238,21
2019/2020,Female,all,NECO,1-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,337,232,75,64,11,0,105,157,11
2019/2020,Female,all,NECO,1-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,193,128,48,39,10,0,65,80,10
2019/2020,Female,all,NECO,2-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,183,138,43,33,10,0,45,95,10
2019/2020,Female,all,NECO,2-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,306,218,75,65,11,0,88,143,11
2019/2020,Female,all,NECO,2-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,204,147,49,38,11,0,57,98,11
2019/2020,Female,all,NECO,2-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,35,28,11,11,0,0,7,17,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,372,263,97,82,15,0,109,166,15
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,373,266,93,77,16,0,107,173,16
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,70,53,22,16,6,0,17,31,6
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,49,34,11,11,0,0,15,23,0
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,273,185,59,54,6,0,88,126,6
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,84,66,27,17,10,0,18,39,10
2019/2020,Female,all,NECO,2-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,44,28,11,11,0,0,16,17,0
2019/2020,Female,all,NECO,2-year,University,lga,Bida,North Central,Niger,Bida,,,0,172,124,44,39,5,0,48,80,5
2019/2020,Female,all,NECO,2-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,332,238,79,61,20,0,94,159,20
2019/2020,Female,all,NECO,2-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,198,140,43,38,5,0,58,97,5
2019/2020,Female,all,NECO,2-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,134,88,32,28,5,0,46,56,5
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,117,81,33,18,15,0,36,48,15
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,197,150,48,43,5,0,47,102,5
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,122,91,32,28,5,0,31,59,5
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,23,16,5,6,0,0,7,11,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,224,157,59,39,22,0,67,98,22
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,235,170,59,42,18,0,65,111,18
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,38,28,10,10,0,0,10,18,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,32,25,11,6,5,0,7,14,5
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,177,132,44,39,6,0,45,88,6
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,52,41,16,17,0,0,11,25,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,26,19,5,5,0,0,7,14,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Bida,North Central,Niger,Bida,,,0,110,79,26,22,5,0,31,53,5
2019/2020,Female,all,NECO,3-5-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,220,166,58,61,0,0,54,108,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,139,98,26,26,1,0,41,72,1
2019/2020,Female,all,NECO,3-5-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,81,53,15,17,0,0,28,38,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,66,54,15,17,0,0,12,39,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,121,84,36,32,5,0,37,48,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,66,45,15,17,0,0,21,30,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,12,9,5,0,5,0,3,4,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,144,105,31,33,1,0,39,74,1
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,124,91,31,21,11,0,33,60,11
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,21,15,5,0,5,0,6,10,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,20,16,5,6,0,0,4,11,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,104,79,38,23,16,0,25,41,16
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,32,22,5,5,0,0,10,17,0
2019/2020,Female,all,NECO,5+-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,17,13,5,5,0,0,4,8,0
2019/2020,Female,all,NECO,5+-year,University,lga,Bida,North Central,Niger,Bida,,,0,63,47,15,16,0,0,16,32,0
2019/2020,Female,all,NECO,5+-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,124,88,30,22,10,0,36,58,10
2019/2020,Female,all,NECO,5+-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,73,50,20,11,10,0,23,30,10
2019/2020,Female,all,NECO,5+-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,46,38,10,11,0,0,8,28,0
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,376,265,100,90,10,0,111,165,10
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,629,447,165,153,14,0,182,282,14
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,414,296,105,89,16,0,118,191,16
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,64,45,20,21,0,0,19,25,0
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,713,504,195,163,33,0,209,309,33
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,766,539,214,180,35,0,227,325,35
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,129,95,40,32,8,0,34,55,8
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,109,78,30,32,0,0,31,48,0
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,532,376,145,127,20,0,156,231,20
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,163,123,55,48,7,0,40,68,7
2019/2020,Female,all,WAEC,1-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,118,81,30,26,4,0,37,51,4
2019/2020,Female,all,WAEC,1-year,University,lga,Bida,North Central,Niger,Bida,,,0,353,253,114,100,15,0,100,139,15
2019/2020,Female,all,WAEC,1-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,653,469,199,180,21,0,184,270,21
2019/2020,Female,all,WAEC,1-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,415,287,110,100,12,0,128,177,12
2019/2020,Female,all,WAEC,1-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,246,172,70,53,17,0,74,102,17
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,230,158,60,58,4,0,72,98,4
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,401,289,100,96,8,0,112,189,8
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,260,182,65,64,4,0,78,117,4
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,42,31,15,11,4,0,11,16,4
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,454,322,125,106,20,0,132,197,20
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,509,353,135,128,12,0,156,218,12
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,84,61,25,21,5,0,23,36,5
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,67,45,20,16,4,0,22,25,4
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,367,259,95,91,8,0,108,164,8
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,104,78,30,32,0,0,26,48,0
2019/2020,Female,all,WAEC,2-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,64,45,20,16,4,0,19,25,4
2019/2020,Female,all,WAEC,2-year,University,lga,Bida,North Central,Niger,Bida,,,0,224,164,70,59,12,0,60,94,12
2019/2020,Female,all,WAEC,2-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,392,287,115,112,9,0,105,172,9
2019/2020,Female,all,WAEC,2-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,283,194,75,63,12,0,89,119,12
2019/2020,Female,all,WAEC,2-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,151,105,40,37,5,0,46,65,5
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,152,106,40,33,8,0,46,66,8
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,252,178,70,53,18,0,74,108,18
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,164,111,35,38,0,0,53,76,0
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,25,19,5,5,0,0,6,14,0
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,296,214,80,84,0,0,82,134,0
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,291,212,80,69,15,0,79,132,15
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,54,39,15,10,5,0,15,24,5
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,45,31,15,11,4,0,14,16,4
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,241,170,70,58,14,0,71,100,14
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,73,53,20,21,0,0,20,33,0
2019/2020,Female,all,WAEC,3-5-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,45,31,10,11,0,0,14,21,0
2019/2020,Female,all,WAEC,3-5-year,University,lga,Bida,North Central,Niger,Bida,,,0,146,108,45,43,5,0,38,63,5
2019/2020,Female,all,WAEC,3-5-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,269,195,85,69,18,0,74,110,18
2019/2020,Female,all,WAEC,3-5-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,156,114,40,37,5,0,42,74,5
2019/2020,Female,all,WAEC,3-5-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,104,69,30,27,4,0,35,39,4
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,84,60,20,15,5,0,24,40,5
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,149,102,45,36,10,0,47,57,10
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,104,74,30,20,10,0,30,44,10
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,11,8,5,5,0,0,3,3,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,150,107,40,36,5,0,43,67,5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,184,125,50,46,5,0,59,75,5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,25,17,5,5,0,0,8,12,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,28,19,10,11,0,0,9,9,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,143,96,35,36,0,0,47,61,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,36,28,15,10,5,0,8,13,5
2019/2020,Female,all,WAEC,5+-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,25,17,5,5,0,0,8,12,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Bida,North Central,Niger,Bida,,,0,87,64,30,26,5,0,23,34,5
2019/2020,Female,all,WAEC,5+-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,151,106,50,41,9,0,45,56,9
2019/2020,Female,all,WAEC,5+-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,95,67,25,25,0,0,28,42,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,53,38,10,10,0,0,15,28,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,18,15,15,14,1,0,3,4,1
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,30,23,30,32,0,0,7,8,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,20,13,14,14,0,0,7,6,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,5,4,0,0,0,0,1,4,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,35,26,24,22,2,0,9,15,2
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,43,28,28,29,0,0,15,15,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,10,7,8,8,0,0,3,4,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,5,3,8,7,1,0,2,0,1
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,30,19,14,16,0,0,11,12,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,10,7,8,8,0,0,3,4,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,5,3,0,0,0,0,2,3,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Bida,North Central,Niger,Bida,,,0,20,14,23,24,0,0,6,3,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,35,25,23,22,1,0,10,14,1
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,25,16,0,0,0,0,9,16,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,18,12,22,23,0,0,6,0,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,11,11,0,0,0,0,2,11,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,20,23,0,0,0,0,1,23,0
