session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,5+-year,University,lga,Biu,North East,Borno,Biu,,,0,42,22,12,0,12,0,20,11,12
2019/2020,Female,all,NABTEB,5+-year,University,lga,Chibok,North East,Borno,Chibok,,,0,53,28,0,0,0,0,25,28,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,18,10,0,0,0,0,8,10,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Jere,North East,Borno,Jere,,,0,42,25,6,0,6,0,17,19,6
2019/2020,Female,all,NABTEB,5+-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,17,6,0,0,0,0,11,6,0
2019/2020,Female,all,NECO,1-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,260,149,52,37,15,0,111,97,15
2019/2020,Female,all,NECO,1-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,468,262,89,70,20,0,206,173,20
2019/2020,Female,all,NECO,1-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,161,94,40,32,8,0,67,54,8
2019/2020,Female,all,NECO,1-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,329,195,70,65,8,0,134,125,8
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,290,168,62,52,10,0,122,106,10
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,306,179,67,66,4,0,127,112,4
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,239,131,53,42,11,0,108,78,11
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,238,143,57,46,12,0,95,86,12
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,319,182,66,56,11,0,137,116,11
2019/2020,Female,all,NECO,1-year,University,lga,Biu,North East,Borno,Biu,,,0,342,207,92,89,6,0,135,115,6
2019/2020,Female,all,NECO,1-year,University,lga,Chibok,North East,Borno,Chibok,,,0,463,254,84,75,12,0,209,170,12
2019/2020,Female,all,NECO,1-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,144,83,31,28,4,0,61,52,4
2019/2020,Female,all,NECO,1-year,University,lga,Jere,North East,Borno,Jere,,,0,310,176,58,51,8,0,134,118,8
2019/2020,Female,all,NECO,1-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,121,69,22,23,0,0,52,47,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,166,94,31,28,4,0,72,63,4
2019/2020,Female,all,NECO,2-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,306,167,52,47,8,0,139,115,8
2019/2020,Female,all,NECO,2-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,110,65,23,23,0,0,45,42,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,207,121,45,41,4,0,86,76,4
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,189,109,39,32,8,0,80,70,8
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,191,114,44,36,8,0,77,70,8
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,153,87,27,28,0,0,66,60,0
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,153,90,40,33,8,0,63,50,8
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,203,121,45,37,8,0,82,76,8
2019/2020,Female,all,NECO,2-year,University,lga,Biu,North East,Borno,Biu,,,0,211,129,58,50,8,0,82,71,8
2019/2020,Female,all,NECO,2-year,University,lga,Chibok,North East,Borno,Chibok,,,0,287,158,61,44,20,0,129,97,20
2019/2020,Female,all,NECO,2-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,93,51,22,18,4,0,42,29,4
2019/2020,Female,all,NECO,2-year,University,lga,Jere,North East,Borno,Jere,,,0,200,114,39,33,8,0,86,75,8
2019/2020,Female,all,NECO,2-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,75,39,12,15,0,0,36,27,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,113,65,17,19,0,0,48,48,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,194,108,39,35,8,0,86,69,8
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,75,44,18,19,0,0,31,26,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,156,91,40,25,16,0,65,51,16
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,111,65,21,23,0,0,46,44,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,124,74,36,24,12,0,50,38,12
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,105,60,23,19,4,0,45,37,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,97,56,22,20,4,0,41,34,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,131,74,26,24,4,0,57,48,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Biu,North East,Borno,Biu,,,0,130,76,30,33,0,0,54,46,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Chibok,North East,Borno,Chibok,,,0,190,100,33,35,4,0,90,67,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,58,32,13,10,4,0,26,19,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Jere,North East,Borno,Jere,,,0,127,73,25,29,0,0,54,48,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,51,27,13,10,4,0,24,14,4
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,66,38,8,10,0,0,28,30,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,106,57,18,15,4,0,49,39,4
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,46,27,14,10,5,0,19,13,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,83,47,16,20,0,0,36,31,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,61,36,12,10,4,0,25,24,4
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,73,42,16,20,0,0,31,26,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,48,27,14,10,5,0,21,13,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,48,32,9,10,0,0,16,23,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,71,40,12,10,4,0,31,28,4
2019/2020,Female,all,NECO,5+-year,University,lga,Biu,North East,Borno,Biu,,,0,74,42,20,10,12,0,32,22,12
2019/2020,Female,all,NECO,5+-year,University,lga,Chibok,North East,Borno,Chibok,,,0,100,58,8,10,0,0,42,50,0
2019/2020,Female,all,NECO,5+-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,41,22,8,10,0,0,19,14,0
2019/2020,Female,all,NECO,5+-year,University,lga,Jere,North East,Borno,Jere,,,0,73,41,17,10,8,0,32,24,8
2019/2020,Female,all,NECO,5+-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,31,19,4,0,4,0,12,15,4
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,357,201,69,61,8,0,156,132,8
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,612,340,111,105,9,0,272,229,9
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,221,127,50,41,9,0,94,77,9
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,421,245,95,86,10,0,176,150,10
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,374,211,80,74,8,0,163,131,8
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,380,217,88,78,10,0,163,129,10
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,313,176,65,58,7,0,137,111,7
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,313,179,81,74,7,0,134,98,7
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,387,216,81,78,5,0,171,135,5
2019/2020,Female,all,WAEC,1-year,University,lga,Biu,North East,Borno,Biu,,,0,438,262,115,102,14,0,176,147,14
2019/2020,Female,all,WAEC,1-year,University,lga,Chibok,North East,Borno,Chibok,,,0,558,308,100,88,13,0,250,208,13
2019/2020,Female,all,WAEC,1-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,208,116,42,36,6,0,92,74,6
2019/2020,Female,all,WAEC,1-year,University,lga,Jere,North East,Borno,Jere,,,0,411,241,88,85,6,0,170,153,6
2019/2020,Female,all,WAEC,1-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,150,82,31,24,7,0,68,51,7
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,211,118,41,32,9,0,93,77,9
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,384,216,79,60,19,0,168,137,19
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,130,74,31,24,7,0,56,43,7
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,281,162,65,56,10,0,119,97,10
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,217,124,47,40,7,0,93,77,7
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,243,142,57,52,6,0,101,85,6
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,203,118,42,36,6,0,85,76,6
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,193,108,46,44,4,0,85,62,4
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,252,140,50,44,7,0,112,90,7
2019/2020,Female,all,WAEC,2-year,University,lga,Biu,North East,Borno,Biu,,,0,285,170,76,65,11,0,115,94,11
2019/2020,Female,all,WAEC,2-year,University,lga,Chibok,North East,Borno,Chibok,,,0,364,202,72,52,20,0,162,130,20
2019/2020,Female,all,WAEC,2-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,134,76,30,24,6,0,58,46,6
2019/2020,Female,all,WAEC,2-year,University,lga,Jere,North East,Borno,Jere,,,0,257,154,55,48,8,0,103,99,8
2019/2020,Female,all,WAEC,2-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,95,56,24,16,8,0,39,32,8
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,144,82,27,24,3,0,62,55,3
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,241,140,52,32,20,0,101,88,20
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,107,62,24,24,0,0,45,38,0
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,172,102,40,32,8,0,70,62,8
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,147,84,31,24,7,0,63,53,7
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,147,86,36,28,8,0,61,50,8
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,125,72,28,20,8,0,53,44,8
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,143,82,34,28,6,0,61,48,6
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,172,98,39,28,11,0,74,59,11
2019/2020,Female,all,WAEC,3-5-year,University,lga,Biu,North East,Borno,Biu,,,0,164,98,44,36,8,0,66,54,8
2019/2020,Female,all,WAEC,3-5-year,University,lga,Chibok,North East,Borno,Chibok,,,0,226,128,48,40,8,0,98,80,8
2019/2020,Female,all,WAEC,3-5-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,91,52,19,16,3,0,39,33,3
2019/2020,Female,all,WAEC,3-5-year,University,lga,Jere,North East,Borno,Jere,,,0,160,94,36,28,8,0,66,58,8
2019/2020,Female,all,WAEC,3-5-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,61,34,12,12,0,0,27,22,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,79,44,16,16,0,0,35,28,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,121,66,24,24,0,0,55,42,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,52,28,12,12,0,0,24,16,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,96,54,20,20,0,0,42,34,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,69,42,16,16,0,0,27,26,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,81,48,20,16,4,0,33,28,4
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,74,40,16,16,0,0,34,24,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,75,42,24,20,4,0,33,18,4
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,87,50,20,16,4,0,37,30,4
2019/2020,Female,all,WAEC,5+-year,University,lga,Biu,North East,Borno,Biu,,,0,102,60,28,28,0,0,42,32,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Chibok,North East,Borno,Chibok,,,0,117,66,28,24,4,0,51,38,4
2019/2020,Female,all,WAEC,5+-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,47,28,8,8,0,0,19,20,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Jere,North East,Borno,Jere,,,0,91,54,20,16,4,0,37,34,4
2019/2020,Female,all,WAEC,5+-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,32,18,4,4,0,0,14,14,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,19,7,7,7,0,0,12,5,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,35,18,0,0,0,0,17,18,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,15,8,6,7,0,0,7,5,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,25,10,7,7,0,0,15,8,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,20,10,6,7,0,0,10,7,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,20,8,7,7,0,0,12,6,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,17,9,7,7,0,0,8,6,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,20,9,12,14,0,0,11,4,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,24,8,20,21,0,0,16,2,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Biu,North East,Borno,Biu,,,0,25,11,12,14,0,0,14,6,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Chibok,North East,Borno,Chibok,,,0,40,17,0,0,0,0,23,17,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,10,4,7,7,0,0,6,2,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Jere,North East,Borno,Jere,,,0,25,11,6,7,0,0,14,9,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,15,6,0,0,0,0,9,6,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,12,7,0,0,0,0,6,7,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,17,18,0,0,0,0,2,18,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,6,8,0,0,0,0,0,8,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,10,10,0,0,0,0,0,10,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Biu,North East,Borno,Biu,,,0,8,10,0,0,0,0,0,10,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Chibok,North East,Borno,Chibok,,,0,8,8,0,0,0,0,0,8,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Gwoza,North East,Borno,Gwoza,,,0,9,9,0,0,0,0,2,9,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Jere,North East,Borno,Jere,,,0,8,9,0,0,0,0,0,9,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Maiduguri,North East,Borno,Maiduguri,,,0,14,8,0,0,0,0,6,8,0
2019/2020,Female,disabled,NABTEB,2-year,University,lga,Biu,North East,Borno,Biu,,,0,13,11,0,0,0,0,2,11,0
2019/2020,Female,disabled,NABTEB,2-year,University,lga,Chibok,North East,Borno,Chibok,,,0,16,17,0,0,0,0,0,17,0
2019/2020,Female,disabled,NABTEB,2-year,University,lga,Gwoza,North East,Borno,Gwoza,,,0,4,4,0,0,0,0,0,4,0
2019/2020,Female,disabled,NABTEB,2-year,University,lga,Jere,North East,Borno,Jere,,,0,13,12,0,0,0,0,3,12,0
2019/2020,Female,disabled,NABTEB,2-year,University,lga,Maiduguri,North East,Borno,Maiduguri,,,0,6,6,0,0,0,0,0,6,0
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,lga,Biu,North East,Borno,Biu,,,0,6,4,0,0,0,0,2,4,0
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,lga,Gwoza,North East,Borno,Gwoza,,,0,14,3,0,0,0,0,12,3,0
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,lga,Jere,North East,Borno,Jere,,,0,6,0,0,0,0,0,6,0,0
2019/2020,Female,disabled,NABTEB,3-5-year,College of Education,lga,Maiduguri,North East,Borno,Maiduguri,,,0,10,2,0,0,0,0,8,2,0
