"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Male","all","NECO","University","lga","Esan Central","South South","Edo","Esan Central","","","907","893","540","159","141","19","14","353","381","19"
"2019/2020","Male","all","NECO","University","lga","Etsako West","South South","Edo","Etsako West","","","930","917","546","180","158","22","13","371","367","22"
"2019/2020","Male","all","NECO","University","lga","Oredo","South South","Edo","Oredo","","","1912","1885","1116","351","305","47","27","769","765","47"
"2019/2020","Male","all","NECO","University","lga","Owan East","South South","Edo","Owan East","","","378","372","210","52","46","6","6","162","159","6"
"2019/2020","Male","all","WAEC","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","1041","1025","615","237","222","15","16","410","378","15"
"2019/2020","Male","all","WAEC","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","520","512","313","120","108","12","8","199","193","12"
"2019/2020","Male","all","WAEC","College of Education","lga","Oredo","South South","Edo","Oredo","","","1662","1638","989","370","340","30","24","649","619","30"
"2019/2020","Male","all","WAEC","College of Education","lga","Owan East","South South","Edo","Owan East","","","1806","1780","1054","366","334","32","26","726","688","32"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","546","538","325","129","117","12","8","213","196","12"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","791","779","467","164","147","17","12","312","303","17"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","1319","1300","788","292","271","21","19","512","496","21"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","609","600","368","144","130","14","9","232","225","14"
"2019/2020","Male","all","WAEC","University","lga","Esan Central","South South","Edo","Esan Central","","","1134","1117","696","266","239","27","17","421","430","27"
"2019/2020","Male","all","WAEC","University","lga","Etsako West","South South","Edo","Etsako West","","","1220","1202","726","264","244","20","18","476","462","20"
"2019/2020","Male","all","WAEC","University","lga","Oredo","South South","Edo","Oredo","","","2455","2417","1475","506","457","49","38","942","969","49"
"2019/2020","Male","all","WAEC","University","lga","Owan East","South South","Edo","Owan East","","","489","482","286","94","88","6","7","196","192","6"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","59","59","31","15","15","0","0","28","17","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","31","31","18","5","5","0","0","13","13","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Oredo","South South","Edo","Oredo","","","78","78","47","15","15","0","0","31","32","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Owan East","South South","Edo","Owan East","","","85","85","48","20","20","0","0","37","28","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","24","24","12","5","5","0","0","12","7","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","43","43","23","5","5","0","0","20","19","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","72","72","40","15","15","0","0","32","25","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","30","30","18","10","10","0","0","12","8","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Esan Central","South South","Edo","Esan Central","","","57","57","32","20","20","0","0","25","12","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Etsako West","South South","Edo","Etsako West","","","59","59","30","5","5","0","0","29","25","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Oredo","South South","Edo","Oredo","","","123","123","70","25","25","0","0","53","45","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Owan East","South South","Edo","Owan East","","","20","20","12","0","0","0","0","8","12","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","101","100","56","20","20","0","1","44","36","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","40","40","24","12","12","0","0","16","12","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Oredo","South South","Edo","Oredo","","","144","143","80","28","28","0","1","63","52","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Owan East","South South","Edo","Owan East","","","150","150","85","27","27","0","0","65","58","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","47","47","27","8","8","0","0","20","19","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","62","62","35","16","16","0","0","27","19","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","112","111","65","24","24","0","1","46","41","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","51","51","27","12","12","0","0","24","16","0"
"2019/2020","Male","disabled","NECO","University","lga","Esan Central","South South","Edo","Esan Central","","","94","94","56","20","20","0","0","38","36","0"
"2019/2020","Male","disabled","NECO","University","lga","Etsako West","South South","Edo","Etsako West","","","105","105","63","20","20","0","0","42","44","0"
"2019/2020","Male","disabled","NECO","University","lga","Oredo","South South","Edo","Oredo","","","209","209","115","36","36","0","0","94","79","0"
"2019/2020","Male","disabled","NECO","University","lga","Owan East","South South","Edo","Owan East","","","42","42","22","4","4","0","0","20","19","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","122","121","69","24","25","0","1","52","46","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","47","47","28","12","12","0","0","19","16","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Oredo","South South","Edo","Oredo","","","179","178","101","36","38","0","1","77","65","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Owan East","South South","Edo","Owan East","","","199","197","110","32","33","0","2","87","79","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","62","61","34","12","13","0","1","27","22","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","82","82","46","16","16","0","0","36","31","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","143","142","79","28","29","0","1","63","51","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","64","64","35","12","12","0","0","29","23","0"
"2019/2020","Male","disabled","WAEC","University","lga","Esan Central","South South","Edo","Esan Central","","","122","121","73","24","25","0","1","48","49","0"
"2019/2020","Male","disabled","WAEC","University","lga","Etsako West","South South","Edo","Etsako West","","","134","133","77","24","25","0","1","56","54","0"
"2019/2020","Male","disabled","WAEC","University","lga","Oredo","South South","Edo","Oredo","","","261","260","151","48","49","0","1","109","103","0"
"2019/2020","Male","disabled","WAEC","University","lga","Owan East","South South","Edo","Owan East","","","52","52","29","8","8","0","0","23","22","0"
"2020/2021","Female","all","NABTEB","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","440","434","270","103","89","14","6","164","166","14"
"2020/2021","Female","all","NABTEB","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","243","239","146","57","47","10","4","93","89","10"
"2020/2021","Female","all","NABTEB","College of Education","lga","Oredo","South South","Edo","Oredo","","","732","721","447","157","132","25","11","274","291","25"
"2020/2021","Female","all","NABTEB","College of Education","lga","Owan East","South South","Edo","Owan East","","","703","692","422","152","127","25","11","270","271","25"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","184","181","108","37","28","10","3","73","71","10"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","329","325","202","65","60","5","4","123","137","5"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","504","496","308","122","112","10","8","188","186","10"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","256","252","156","56","51","5","4","96","100","5"
"2020/2021","Female","all","NABTEB","University","lga","Esan Central","South South","Edo","Esan Central","","","471","464","295","117","99","19","7","169","177","19"
"2020/2021","Female","all","NABTEB","University","lga","Etsako West","South South","Edo","Etsako West","","","471","464","295","104","84","20","7","169","192","20"
"2020/2021","Female","all","NABTEB","University","lga","Oredo","South South","Edo","Oredo","","","980","966","581","211","177","35","14","385","369","35"
"2020/2021","Female","all","NABTEB","University","lga","Owan East","South South","Edo","Owan East","","","201","198","121","38","33","5","3","77","83","5"
"2020/2021","Female","all","NECO","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","777","766","481","178","158","20","11","285","303","20"
"2020/2021","Female","all","NECO","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","447","440","267","99","85","14","7","173","168","14"
"2020/2021","Female","all","NECO","College of Education","lga","Oredo","South South","Edo","Oredo","","","1401","1382","860","286","247","39","19","522","574","39"
"2020/2021","Female","all","NECO","College of Education","lga","Owan East","South South","Edo","Owan East","","","1382","1362","825","276","247","29","20","537","549","29"
"2020/2021","Female","all","NECO","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","380","374","239","79","68","11","6","135","160","11"
"2020/2021","Female","all","NECO","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","641","631","382","124","111","13","10","249","258","13"
"2020/2021","Female","all","NECO","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","938","923","569","195","165","30","15","354","374","30"
"2020/2021","Female","all","NECO","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","477","469","289","99","85","14","8","180","190","14"
"2020/2021","Female","all","NECO","University","lga","Esan Central","South South","Edo","Esan Central","","","818","806","488","173","158","15","12","318","315","15"
"2020/2021","Female","all","NECO","University","lga","Etsako West","South South","Edo","Etsako West","","","942","928","575","186","166","20","14","353","389","20"
"2020/2021","Female","all","NECO","University","lga","Oredo","South South","Edo","Oredo","","","1881","1852","1131","388","335","53","29","721","743","53"
"2020/2021","Female","all","NECO","University","lga","Owan East","South South","Edo","Owan East","","","448","441","260","82","68","14","7","181","178","14"
"2020/2021","Female","all","WAEC","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","1028","1013","630","251","219","32","15","383","380","32"
"2020/2021","Female","all","WAEC","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","580","572","359","140","129","11","8","213","220","11"
"2020/2021","Female","all","WAEC","College of Education","lga","Oredo","South South","Edo","Oredo","","","1724","1699","1029","401","365","36","25","670","628","36"
"2020/2021","Female","all","WAEC","College of Education","lga","Owan East","South South","Edo","Owan East","","","1801","1774","1086","399","362","37","27","688","688","37"
"2020/2021","Female","all","WAEC","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","480","473","305","123","112","11","7","168","183","11"
"2020/2021","Female","all","WAEC","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","824","812","483","184","168","16","12","329","300","16"
"2020/2021","Female","all","WAEC","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","1279","1260","776","322","296","27","19","484","453","27"
"2020/2021","Female","all","WAEC","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","682","672","415","159","146","13","10","257","257","13"
"2020/2021","Female","all","WAEC","University","lga","Esan Central","South South","Edo","Esan Central","","","1149","1131","695","263","236","27","18","436","433","27"
"2020/2021","Female","all","WAEC","University","lga","Etsako West","South South","Edo","Etsako West","","","1220","1201","739","292","266","26","19","462","447","26"
"2020/2021","Female","all","WAEC","University","lga","Oredo","South South","Edo","Oredo","","","2404","2370","1455","569","521","48","34","915","887","48"
"2020/2021","Female","all","WAEC","University","lga","Owan East","South South","Edo","Owan East","","","523","515","305","108","99","9","8","210","198","9"
"2020/2021","Female","disabled","NABTEB","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","61","61","33","25","25","0","0","28","8","0"
"2020/2021","Female","disabled","NABTEB","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","34","34","18","10","10","0","0","16","8","0"
"2020/2021","Female","disabled","NABTEB","College of Education","lga","Oredo","South South","Edo","Oredo","","","86","86","48","30","30","0","0","38","18","0"
"2020/2021","Female","disabled","NABTEB","College of Education","lga","Owan East","South South","Edo","Owan East","","","86","86","48","30","30","0","0","38","18","0"
"2020/2021","Female","disabled","NABTEB","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","22","22","12","5","5","0","0","10","7","0"
"2020/2021","Female","disabled","NABTEB","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","44","44","24","15","15","0","0","20","9","0"
"2020/2021","Female","disabled","NABTEB","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","69","69","39","30","30","0","0","30","9","0"
"2020/2021","Female","disabled","NABTEB","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","36","36","21","15","15","0","0","15","6","0"
"2020/2021","Female","disabled","NABTEB","University","lga","Esan Central","South South","Edo","Esan Central","","","58","58","33","25","25","0","0","25","8","0"
"2020/2021","Female","disabled","NABTEB","University","lga","Etsako West","South South","Edo","Etsako West","","","58","58","33","20","20","0","0","25","13","0"
"2020/2021","Female","disabled","NABTEB","University","lga","Oredo","South South","Edo","Oredo","","","130","130","72","50","50","0","0","58","22","0"
"2020/2021","Female","disabled","NABTEB","University","lga","Owan East","South South","Edo","Owan East","","","22","22","12","10","10","0","0","10","2","0"
"2020/2021","Female","disabled","NECO","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","88","88","51","19","19","0","0","37","32","0"
"2020/2021","Female","disabled","NECO","College of Education","lga","Etsako West","South South","Edo","Etsako West","","","38","38","23","11","11","0","0","15","11","0"
"2020/2021","Female","disabled","NECO","College of Education","lga","Oredo","South South","Edo","Oredo","","","150","149","87","23","23","0","1","62","63","0"
"2020/2021","Female","disabled","NECO","College of Education","lga","Owan East","South South","Edo","Owan East","","","143","143","79","27","27","0","0","64","52","0"
"2020/2021","Female","disabled","NECO","Polytechnic","lga","Esan Central","South South","Edo","Esan Central","","","36","36","21","8","8","0","0","15","13","0"
"2020/2021","Female","disabled","NECO","Polytechnic","lga","Etsako West","South South","Edo","Etsako West","","","56","56","30","15","15","0","0","26","15","0"
"2020/2021","Female","disabled","NECO","Polytechnic","lga","Oredo","South South","Edo","Oredo","","","105","105","61","23","23","0","0","44","38","0"
"2020/2021","Female","disabled","NECO","Polytechnic","lga","Owan East","South South","Edo","Owan East","","","51","51","29","12","12","0","0","22","17","0"
"2020/2021","Female","disabled","NECO","University","lga","Esan Central","South South","Edo","Esan Central","","","84","84","43","19","19","0","0","41","25","0"
"2020/2021","Female","disabled","NECO","University","lga","Etsako West","South South","Edo","Etsako West","","","103","103","62","19","19","0","0","41","43","0"
"2020/2021","Female","disabled","NECO","University","lga","Oredo","South South","Edo","Oredo","","","197","197","117","43","43","0","0","80","74","0"
"2020/2021","Female","disabled","NECO","University","lga","Owan East","South South","Edo","Owan East","","","42","42","27","8","8","0","0","15","19","0"
"2020/2021","Female","disabled","WAEC","College of Education","lga","Esan Central","South South","Edo","Esan Central","","","120","119","69","24","25","0","1","50","46","0"
