"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NECO","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","1154","1137","675","261","240","21","17","462","415","21"
"2019/2020","Female","all","NECO","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","279","275","164","67","61","6","4","111","97","6"
"2019/2020","Female","all","NECO","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","1315","1296","759","284","259","25","19","537","476","25"
"2019/2020","Female","all","NECO","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","309","305","185","59","55","4","4","120","126","4"
"2019/2020","Female","all","NECO","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","805","793","460","172","159","13","12","333","288","13"
"2019/2020","Female","all","NECO","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","303","299","175","82","76","6","4","124","92","6"
"2019/2020","Female","all","NECO","University","lga","Balanga","North East","Gombe","Balanga","","","528","520","297","94","87","7","8","223","204","7"
"2019/2020","Female","all","NECO","University","lga","Gombe","North East","Gombe","Gombe","","","173","170","95","31","30","1","3","75","65","1"
"2019/2020","Female","all","NECO","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","934","921","536","220","204","16","13","385","316","16"
"2019/2020","Female","all","NECO","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","272","268","159","59","51","8","4","109","101","8"
"2019/2020","Female","all","WAEC","College of Education","lga","Balanga","North East","Gombe","Balanga","","","947","934","552","199","187","12","13","382","353","12"
"2019/2020","Female","all","WAEC","College of Education","lga","Gombe","North East","Gombe","Gombe","","","421","415","244","92","80","12","6","171","152","12"
"2019/2020","Female","all","WAEC","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","517","510","307","110","99","11","7","203","197","11"
"2019/2020","Female","all","WAEC","College of Education","lga","Nafada","North East","Gombe","Nafada","","","1088","1071","648","243","216","27","17","423","405","27"
"2019/2020","Female","all","WAEC","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","1454","1432","844","325","296","29","22","588","519","29"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","339","334","201","71","63","8","5","133","130","8"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","1560","1537","906","313","287","26","23","631","593","26"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","421","415","242","86","77","9","6","173","157","9"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","1039","1024","598","215","196","19","15","426","383","19"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","391","385","226","79","73","6","6","159","147","6"
"2019/2020","Female","all","WAEC","University","lga","Balanga","North East","Gombe","Balanga","","","646","637","375","129","113","16","9","262","246","16"
"2019/2020","Female","all","WAEC","University","lga","Gombe","North East","Gombe","Gombe","","","224","221","123","40","37","3","3","98","83","3"
"2019/2020","Female","all","WAEC","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","1274","1256","735","264","244","20","18","521","471","20"
"2019/2020","Female","all","WAEC","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","361","356","208","73","66","7","5","148","135","7"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Balanga","North East","Gombe","Balanga","","","47","47","25","12","15","0","0","22","14","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Gombe","North East","Gombe","Gombe","","","15","15","9","4","5","0","0","6","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","23","23","12","4","5","0","0","11","9","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Nafada","North East","Gombe","Nafada","","","65","65","33","16","19","0","0","32","16","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","57","57","28","20","25","0","0","29","8","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","17","17","11","0","0","0","0","6","11","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","77","77","44","8","10","0","0","33","36","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","19","19","11","4","5","0","0","8","8","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","45","45","22","15","15","0","0","22","10","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","23","23","12","8","10","0","0","12","4","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Balanga","North East","Gombe","Balanga","","","37","37","20","8","10","0","0","17","13","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Gombe","North East","Gombe","Gombe","","","7","7","4","0","0","0","0","4","4","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","59","59","33","12","15","0","0","26","22","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","19","19","10","0","0","0","0","9","10","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Balanga","North East","Gombe","Balanga","","","75","75","41","24","24","0","0","34","18","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Gombe","North East","Gombe","Gombe","","","23","23","13","0","0","0","0","10","13","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","34","34","19","12","12","0","0","15","8","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Nafada","North East","Gombe","Nafada","","","102","102","54","23","24","0","0","48","31","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","100","100","60","23","23","0","0","40","37","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","28","28","15","8","8","0","0","13","8","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","130","130","70","23","23","0","0","60","47","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","35","35","18","0","0","0","0","17","18","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","90","90","49","16","16","0","0","41","34","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","32","32","15","11","11","0","0","17","4","0"
"2019/2020","Female","disabled","NECO","University","lga","Balanga","North East","Gombe","Balanga","","","58","58","31","4","4","0","0","27","27","0"
"2019/2020","Female","disabled","NECO","University","lga","Gombe","North East","Gombe","Gombe","","","15","15","8","4","4","0","0","8","4","0"
"2019/2020","Female","disabled","NECO","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","92","92","52","27","27","0","0","40","25","0"
"2019/2020","Female","disabled","NECO","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","30","30","15","4","4","0","0","15","12","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Balanga","North East","Gombe","Balanga","","","93","93","51","17","20","0","0","42","34","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Gombe","North East","Gombe","Gombe","","","32","32","16","5","5","0","0","16","10","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","47","47","26","9","9","0","0","21","17","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Nafada","North East","Gombe","Nafada","","","131","130","74","20","21","0","1","56","54","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","134","134","76","26","28","0","0","58","50","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","34","34","19","8","9","0","0","15","11","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","155","155","86","26","27","0","0","69","60","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","43","43","24","6","6","0","0","19","18","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","117","117","63","17","18","0","0","54","45","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","42","42","22","6","6","0","0","20","17","0"
"2019/2020","Female","disabled","WAEC","University","lga","Balanga","North East","Gombe","Balanga","","","79","78","42","11","12","0","1","36","30","0"
"2019/2020","Female","disabled","WAEC","University","lga","Gombe","North East","Gombe","Gombe","","","22","22","11","3","3","0","0","11","8","0"
"2019/2020","Female","disabled","WAEC","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","124","124","67","23","24","0","0","57","44","0"
"2019/2020","Female","disabled","WAEC","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","38","38","19","8","9","0","0","19","11","0"
"2019/2020","Male","all","NABTEB","College of Education","lga","Balanga","North East","Gombe","Balanga","","","398","392","223","75","72","7","6","169","148","7"
"2019/2020","Male","all","NABTEB","College of Education","lga","Gombe","North East","Gombe","Gombe","","","162","159","96","27","24","4","3","63","69","4"
"2019/2020","Male","all","NABTEB","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","184","181","107","36","33","4","3","74","71","4"
"2019/2020","Male","all","NABTEB","College of Education","lga","Nafada","North East","Gombe","Nafada","","","482","475","272","76","71","8","7","203","196","8"
"2019/2020","Male","all","NABTEB","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","621","612","369","119","101","19","9","243","250","19"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","163","160","90","31","29","3","3","70","60","3"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","711","699","410","119","108","14","12","289","291","14"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","177","175","102","26","19","7","2","73","76","7"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","471","465","277","88","72","16","6","188","190","16"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","172","169","97","36","39","0","3","72","61","0"
"2019/2020","Male","all","NABTEB","University","lga","Balanga","North East","Gombe","Balanga","","","279","275","158","39","33","7","4","117","119","7"
"2019/2020","Male","all","NABTEB","University","lga","Gombe","North East","Gombe","Gombe","","","102","100","54","18","14","4","2","46","37","4"
"2019/2020","Male","all","NABTEB","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","580","571","324","101","88","14","9","247","223","14"
"2019/2020","Male","all","NABTEB","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","175","172","101","31","29","3","3","71","71","3"
"2019/2020","Male","all","NECO","College of Education","lga","Balanga","North East","Gombe","Balanga","","","808","797","462","165","150","15","11","335","297","15"
"2019/2020","Male","all","NECO","College of Education","lga","Gombe","North East","Gombe","Gombe","","","303","298","177","59","56","3","5","121","119","3"
"2019/2020","Male","all","NECO","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","378","373","222","71","65","6","5","151","151","6"
"2019/2020","Male","all","NECO","College of Education","lga","Nafada","North East","Gombe","Nafada","","","873","861","508","177","162","16","12","353","331","16"
"2019/2020","Male","all","NECO","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","1201","1183","704","255","235","20","18","479","449","20"
"2019/2020","Male","all","NECO","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","326","321","181","67","60","7","5","140","114","7"
"2019/2020","Male","all","NECO","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","1394","1373","787","241","214","27","21","586","546","27"
"2019/2020","Male","all","NECO","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","361","356","204","58","56","2","5","152","146","2"
"2019/2020","Male","all","NECO","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","924","910","543","187","176","11","14","367","356","11"
"2019/2020","Male","all","NECO","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","343","338","198","72","64","8","5","140","126","8"
"2019/2020","Male","all","NECO","University","lga","Balanga","North East","Gombe","Balanga","","","556","547","318","118","103","15","9","229","200","15"
"2019/2020","Male","all","NECO","University","lga","Gombe","North East","Gombe","Gombe","","","180","177","105","31","30","1","3","72","75","1"
"2019/2020","Male","all","NECO","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","1050","1035","613","217","199","18","15","422","396","18"
"2019/2020","Male","all","NECO","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","294","289","168","59","51","8","5","121","109","8"
"2019/2020","Male","all","WAEC","College of Education","lga","Balanga","North East","Gombe","Balanga","","","1034","1019","591","188","171","17","15","428","403","17"
"2019/2020","Male","all","WAEC","College of Education","lga","Gombe","North East","Gombe","Gombe","","","409","403","235","80","74","6","6","168","155","6"
"2019/2020","Male","all","WAEC","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","501","494","289","101","90","11","7","205","188","11"
"2019/2020","Male","all","WAEC","College of Education","lga","Nafada","North East","Gombe","Nafada","","","1115","1099","652","212","190","22","16","447","440","22"
"2019/2020","Male","all","WAEC","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","1576","1552","902","307","279","28","24","650","595","28"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","374","369","212","71","64","7","5","157","141","7"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","1640","1615","927","295","270","25","25","688","632","25"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","428","422","237","71","63","8","6","185","166","8"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","1237","1219","715","239","218","21","18","504","476","21"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","427","420","251","89","80","9","7","169","162","9"
"2019/2020","Male","all","WAEC","University","lga","Balanga","North East","Gombe","Balanga","","","674","664","387","117","103","14","10","277","270","14"
"2019/2020","Male","all","WAEC","University","lga","Gombe","North East","Gombe","Gombe","","","234","231","132","37","33","4","3","99","95","4"
"2019/2020","Male","all","WAEC","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","1389","1368","818","264","243","21","21","550","554","21"
"2019/2020","Male","all","WAEC","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","396","390","219","64","60","4","6","171","155","4"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Balanga","North East","Gombe","Balanga","","","49","49","24","8","10","0","0","24","17","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Gombe","North East","Gombe","Gombe","","","15","15","8","0","0","0","0","7","8","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","23","23","12","4","5","0","0","11","9","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Nafada","North East","Gombe","Nafada","","","65","65","35","4","5","0","0","30","31","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","61","61","33","12","15","0","0","28","22","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","17","17","10","4","5","0","0","7","7","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","77","77","43","4","5","0","0","34","39","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","19","19","11","0","0","0","0","8","11","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","51","51","30","9","10","0","0","21","21","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","23","23","12","4","5","0","0","12","8","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Balanga","North East","Gombe","Balanga","","","37","37","19","0","0","0","0","18","19","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Gombe","North East","Gombe","Gombe","","","9","9","6","4","4","0","0","3","3","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","63","63","35","8","10","0","0","28","27","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","19","19","10","4","5","0","0","9","7","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Balanga","North East","Gombe","Balanga","","","83","83","44","20","20","0","0","39","24","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Gombe","North East","Gombe","Gombe","","","23","23","11","7","7","0","0","12","4","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","35","35","18","4","4","0","0","17","15","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Nafada","North East","Gombe","Nafada","","","104","104","56","19","19","0","0","48","37","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","108","108","59","24","24","0","0","49","35","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","32","32","17","8","8","0","0","15","10","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","140","140","73","20","20","0","0","67","53","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","40","40","23","4","4","0","0","17","19","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","101","101","57","16","16","0","0","44","42","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","39","39","21","12","12","0","0","18","10","0"
"2019/2020","Male","disabled","NECO","University","lga","Balanga","North East","Gombe","Balanga","","","61","61","34","15","15","0","0","27","19","0"
"2019/2020","Male","disabled","NECO","University","lga","Gombe","North East","Gombe","Gombe","","","14","14","7","4","4","0","0","7","4","0"
"2019/2020","Male","disabled","NECO","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","97","97","52","23","23","0","0","45","29","0"
"2019/2020","Male","disabled","NECO","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","32","32","17","8","8","0","0","15","10","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Balanga","North East","Gombe","Balanga","","","107","107","59","17","17","0","0","48","42","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Gombe","North East","Gombe","Gombe","","","34","34","17","6","6","0","0","17","12","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","44","44","25","6","6","0","0","19","20","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Nafada","North East","Gombe","Nafada","","","122","122","69","20","21","0","0","53","48","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","140","140","80","24","25","0","0","60","56","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","38","38","21","6","6","0","0","17","16","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","164","164","82","23","24","0","0","82","59","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","50","50","26","6","6","0","0","24","21","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","134","133","72","18","19","0","1","61","55","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","42","42","23","6","6","0","0","19","18","0"
"2019/2020","Male","disabled","WAEC","University","lga","Balanga","North East","Gombe","Balanga","","","81","81","44","12","13","0","0","37","33","0"
"2019/2020","Male","disabled","WAEC","University","lga","Gombe","North East","Gombe","Gombe","","","22","22","12","3","3","0","0","10","9","0"
"2019/2020","Male","disabled","WAEC","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","137","137","75","20","23","0","0","62","55","0"
"2019/2020","Male","disabled","WAEC","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","43","43","24","6","6","0","0","19","18","0"
"2020/2021","Female","all","NABTEB","College of Education","lga","Balanga","North East","Gombe","Balanga","","","446","439","260","88","84","8","7","179","172","8"
"2020/2021","Female","all","NABTEB","College of Education","lga","Gombe","North East","Gombe","Gombe","","","171","168","99","40","38","3","3","69","60","3"
"2020/2021","Female","all","NABTEB","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","223","220","130","49","43","7","3","90","81","7"
"2020/2021","Female","all","NABTEB","College of Education","lga","Nafada","North East","Gombe","Nafada","","","539","531","315","111","101","12","8","216","204","12"
"2020/2021","Female","all","NABTEB","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","695","686","415","151","129","22","9","271","264","22"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","186","183","115","36","33","3","3","68","79","3"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","782","770","451","142","133","13","12","319","309","13"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","169","167","96","35","29","6","2","71","61","6"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","474","467","278","102","86","16","7","189","176","16"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","188","185","112","44","42","4","3","73","68","4"
"2020/2021","Female","all","NABTEB","University","lga","Balanga","North East","Gombe","Balanga","","","315","309","185","66","61","6","6","124","120","6"
"2020/2021","Female","all","NABTEB","University","lga","Gombe","North East","Gombe","Gombe","","","92","91","53","13","9","4","1","38","41","4"
"2020/2021","Female","all","NABTEB","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","588","580","347","115","101","16","8","233","232","16"
"2020/2021","Female","all","NABTEB","University","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","161","159","94","27","24","4","2","65","68","4"
"2020/2021","Female","all","NECO","College of Education","lga","Balanga","North East","Gombe","Balanga","","","818","806","477","186","174","12","12","329","292","12"
"2020/2021","Female","all","NECO","College of Education","lga","Gombe","North East","Gombe","Gombe","","","372","367","220","83","76","7","5","147","138","7"
"2020/2021","Female","all","NECO","College of Education","lga","Kaltungo","North East","Gombe","Kaltungo","","","408","403","239","96","80","16","5","164","144","16"
"2020/2021","Female","all","NECO","College of Education","lga","Nafada","North East","Gombe","Nafada","","","997","983","596","233","210","23","14","387","363","23"
"2020/2021","Female","all","NECO","College of Education","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","1273","1254","760","303","276","27","19","494","457","27"
"2020/2021","Female","all","NECO","Polytechnic","lga","Balanga","North East","Gombe","Balanga","","","294","290","181","67","58","9","4","109","114","9"
"2020/2021","Female","all","NECO","Polytechnic","lga","Gombe","North East","Gombe","Gombe","","","1375","1356","797","294","262","32","19","559","503","32"
"2020/2021","Female","all","NECO","Polytechnic","lga","Kaltungo","North East","Gombe","Kaltungo","","","329","325","193","66","58","8","4","132","127","8"
"2020/2021","Female","all","NECO","Polytechnic","lga","Nafada","North East","Gombe","Nafada","","","923","908","538","201","175","26","15","370","337","26"
"2020/2021","Female","all","NECO","Polytechnic","lga","Yamaltu/Deba","North East","Gombe","Yamaltu/Deba","","","330","326","198","79","72","7","4","128","119","7"
"2020/2021","Female","all","NECO","University","lga","Balanga","North East","Gombe","Balanga","","","589","581","329","108","93","15","8","252","221","15"
"2020/2021","Female","all","NECO","University","lga","Gombe","North East","Gombe","Gombe","","","191","188","109","42","36","6","3","79","68","6"
"2020/2021","Female","all","NECO","University","lga","Kaltungo","North East","Gombe","Kaltungo","","","1120","1103","656","248","223","25","17","447","408","25"
