session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,261,782,566,237,218,12,0,216,329,19,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,119,355,257,108,99,5,0,98,149,9,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,95,284,206,86,79,4,0,78,120,7,1.8
2022/2023,Female,ALL,NECO,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,122,366,265,111,102,6,0,101,154,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,55,166,120,50,46,3,0,46,70,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,44,133,96,40,37,2,0,37,56,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,38,114,82,34,32,2,0,32,48,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,17,52,37,16,14,1,0,15,21,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,14,41,30,13,12,1,0,11,17,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,239,717,519,218,200,11,0,198,301,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,109,326,236,99,91,5,0,90,137,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,87,261,189,79,73,4,0,72,110,6,1.8
2022/2023,Female,ALL,NECO,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,112,335,243,102,93,5,0,92,141,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,51,152,110,46,42,2,0,42,64,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,35,104,75,32,29,2,0,29,43,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,13,38,27,11,11,1,0,11,16,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Balanga,North East,Gombe,Balanga,,,396,1186,859,360,330,18,0,327,499,30,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,180,539,390,164,150,8,0,149,226,14,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Balanga,North East,Gombe,Balanga,,,144,431,312,131,120,7,0,119,181,11,1.8
2022/2023,Female,ALL,NECO,University,lga,Balanga,North East,Gombe,Balanga,,,185,555,402,168,155,9,0,153,234,13,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,84,252,183,76,70,4,0,69,107,6,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Balanga,North East,Gombe,Balanga,,,67,202,146,61,56,3,0,56,85,5,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Balanga,North East,Gombe,Balanga,,,57,172,125,52,48,3,0,47,73,4,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,26,78,57,24,22,1,0,21,33,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Balanga,North East,Gombe,Balanga,,,21,63,45,19,17,1,0,18,26,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Balanga,North East,Gombe,Balanga,,,26,77,56,23,21,1,0,21,33,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Balanga,North East,Gombe,Balanga,,,9,28,20,9,8,0,0,8,11,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Balanga,North East,Gombe,Balanga,,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Balanga,North East,Gombe,Balanga,,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Balanga,North East,Gombe,Balanga,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Balanga,North East,Gombe,Balanga,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Nafada,North East,Gombe,Nafada,,,383,1148,831,348,320,18,0,317,483,28,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,174,522,378,158,145,8,0,144,220,13,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Nafada,North East,Gombe,Nafada,,,139,418,302,127,116,6,0,116,175,11,1.8
2022/2023,Female,ALL,NECO,University,lga,Nafada,North East,Gombe,Nafada,,,179,537,389,163,150,8,0,148,226,13,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,81,244,177,74,68,4,0,67,103,6,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Nafada,North East,Gombe,Nafada,,,65,195,141,59,54,3,0,54,82,5,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Nafada,North East,Gombe,Nafada,,,56,167,121,51,46,3,0,46,70,5,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,25,76,55,23,21,1,0,21,32,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Nafada,North East,Gombe,Nafada,,,20,61,44,18,17,1,0,17,26,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Nafada,North East,Gombe,Nafada,,,25,75,54,23,21,1,0,21,31,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,11,34,25,10,9,0,0,9,15,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Nafada,North East,Gombe,Nafada,,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Nafada,North East,Gombe,Nafada,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Nafada,North East,Gombe,Nafada,,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Nafada,North East,Gombe,Nafada,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Nafada,North East,Gombe,Nafada,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Gombe,North East,Gombe,Gombe,,,773,2318,1678,703,646,36,0,640,975,57,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,351,1054,763,319,293,16,0,291,444,26,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Gombe,North East,Gombe,Gombe,,,281,843,610,256,235,13,0,233,354,21,1.8
2022/2023,Male,ALL,NECO,University,lga,Gombe,North East,Gombe,Gombe,,,361,1084,785,329,302,17,0,299,456,27,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,164,493,357,149,137,8,0,136,208,12,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Gombe,North East,Gombe,Gombe,,,131,394,285,120,110,6,0,109,165,10,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Gombe,North East,Gombe,Gombe,,,112,337,244,102,94,5,0,93,142,8,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,51,153,111,46,43,2,0,42,65,3,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Gombe,North East,Gombe,Gombe,,,41,122,89,37,34,2,0,33,52,3,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Gombe,North East,Gombe,Gombe,,,50,151,109,46,42,2,0,42,63,4,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,23,68,50,21,19,1,0,18,29,2,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Gombe,North East,Gombe,Gombe,,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Male,Disabled,NECO,University,lga,Gombe,North East,Gombe,Gombe,,,23,70,51,21,20,1,0,19,30,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Gombe,North East,Gombe,Gombe,,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Gombe,North East,Gombe,Gombe,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Gombe,North East,Gombe,Gombe,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,296,888,642,269,247,14,0,246,373,22,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,135,404,292,122,112,6,0,112,170,10,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,108,323,234,98,90,5,0,89,136,8,1.8
2022/2023,Male,ALL,NECO,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,138,415,300,126,116,6,0,115,174,10,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,63,189,137,57,53,3,0,52,80,4,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,50,151,109,46,42,2,0,42,63,4,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,43,129,93,39,36,2,0,36,54,3,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,20,59,42,18,16,1,0,17,24,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,19,58,42,18,16,1,0,16,24,2,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,272,815,590,247,227,12,0,225,343,20,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,124,370,268,112,103,6,0,102,156,9,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,99,296,214,90,83,5,0,82,124,7,1.8
2022/2023,Male,ALL,NECO,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,127,381,276,115,106,6,0,105,161,9,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,58,173,125,52,48,3,0,48,73,4,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,46,139,100,42,39,2,0,39,58,3,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,39,118,86,36,33,2,0,32,50,3,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,18,53,38,16,15,1,0,15,22,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Male,Disabled,NECO,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,1,3,3,1,1,0,0,0,2,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Balanga,North East,Gombe,Balanga,,,449,1348,975,409,375,21,0,373,566,34,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,204,613,443,186,171,9,0,170,257,15,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Balanga,North East,Gombe,Balanga,,,163,490,355,149,137,8,0,135,206,12,1.8
2022/2023,Male,ALL,NECO,University,lga,Balanga,North East,Gombe,Balanga,,,210,630,456,191,176,10,0,174,265,15,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,95,287,207,87,80,4,0,80,120,7,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Balanga,North East,Gombe,Balanga,,,76,229,166,69,64,4,0,63,97,5,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Balanga,North East,Gombe,Balanga,,,65,196,142,59,54,3,0,54,83,5,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,30,89,64,27,25,1,0,25,37,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Balanga,North East,Gombe,Balanga,,,24,71,51,22,20,1,0,20,29,2,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Balanga,North East,Gombe,Balanga,,,29,88,63,27,24,1,0,25,36,3,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Balanga,North East,Gombe,Balanga,,,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Male,Disabled,NECO,University,lga,Balanga,North East,Gombe,Balanga,,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Balanga,North East,Gombe,Balanga,,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Balanga,North East,Gombe,Balanga,,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Balanga,North East,Gombe,Balanga,,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Nafada,North East,Gombe,Nafada,,,435,1304,944,395,363,20,0,360,549,32,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,198,593,429,180,165,9,0,164,249,15,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Nafada,North East,Gombe,Nafada,,,158,474,343,144,132,7,0,131,199,12,1.8
2022/2023,Male,ALL,NECO,University,lga,Nafada,North East,Gombe,Nafada,,,203,610,441,185,170,9,0,169,256,15,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,92,277,201,84,77,4,0,76,117,7,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Nafada,North East,Gombe,Nafada,,,74,222,160,67,62,3,0,62,93,5,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Nafada,North East,Gombe,Nafada,,,63,189,137,57,53,3,0,52,80,4,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,29,86,62,26,24,1,0,24,36,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Nafada,North East,Gombe,Nafada,,,23,69,50,21,19,1,0,19,29,2,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Nafada,North East,Gombe,Nafada,,,28,85,61,26,24,1,0,24,35,2,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,13,39,28,12,11,1,0,11,16,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Nafada,North East,Gombe,Nafada,,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Nafada,North East,Gombe,Nafada,,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Nafada,North East,Gombe,Nafada,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Nafada,North East,Gombe,Nafada,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Nafada,North East,Gombe,Nafada,,,1,4,3,1,1,0,0,1,2,0,1.8
2023/2024,Female,ALL,WAEC,University,lga,Gombe,North East,Gombe,Gombe,,,718,2119,1543,661,608,33,0,576,882,53,1.8
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,326,963,701,300,277,15,0,262,401,23,1.8
2023/2024,Female,ALL,WAEC,College of Education,lga,Gombe,North East,Gombe,Gombe,,,261,771,561,240,221,12,0,210,321,19,1.8
2023/2024,Female,ALL,NECO,University,lga,Gombe,North East,Gombe,Gombe,,,336,991,722,309,285,16,0,269,413,24,1.8
2023/2024,Female,ALL,NECO,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,153,451,328,140,129,7,0,123,188,11,1.8
2023/2024,Female,ALL,NECO,College of Education,lga,Gombe,North East,Gombe,Gombe,,,122,360,262,112,103,6,0,98,150,9,1.8
2023/2024,Female,ALL,NABTEB,University,lga,Gombe,North East,Gombe,Gombe,,,104,308,224,96,88,5,0,84,128,8,1.8
