session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,Disabled,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,3,8,5,2,2,0,0,3,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,316,947,685,287,264,15,0,262,398,23,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,144,430,311,131,120,7,0,119,180,11,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,115,344,249,104,96,5,0,95,145,8,1.8
2022/2023,Female,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,148,443,320,134,123,7,0,123,186,11,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,67,201,146,61,56,3,0,55,85,5,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,54,161,117,49,45,2,0,44,68,4,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,46,137,99,42,38,2,0,38,57,4,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,21,62,45,19,17,1,0,17,26,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,21,62,45,19,17,1,0,17,26,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,3,10,8,3,3,0,0,2,5,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,117,352,255,107,98,5,0,97,148,9,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,53,160,116,49,45,2,0,44,67,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,43,128,93,39,36,2,0,35,54,3,1.8
2022/2023,Female,ALL,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,55,165,119,50,46,3,0,46,69,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,25,75,54,23,21,1,0,21,31,2,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,20,60,43,18,17,1,0,17,25,1,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,3,10,8,3,3,0,0,2,5,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,241,725,524,220,202,11,0,201,304,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,110,329,238,100,92,5,0,91,138,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,88,264,191,80,73,4,0,73,111,7,1.8
2022/2023,Female,ALL,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,113,339,245,103,94,5,0,94,142,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,51,154,112,47,43,2,0,42,65,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,41,123,89,37,34,2,0,34,52,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,35,105,76,32,29,2,0,29,44,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,16,48,35,14,13,1,0,13,21,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,157,470,340,143,131,7,0,130,197,12,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,71,214,155,65,60,3,0,59,90,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,57,171,124,52,48,3,0,47,72,4,1.8
2022/2023,Female,ALL,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,73,220,159,67,61,3,0,61,92,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,33,100,72,30,28,2,0,28,42,2,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,23,68,49,21,19,1,0,19,28,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,262,786,568,238,219,12,0,218,330,19,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,119,357,258,108,100,6,0,99,150,8,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,95,286,207,87,80,4,0,79,120,7,1.8
2022/2023,Male,ALL,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,122,367,266,111,102,6,0,101,155,9,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,56,167,121,51,47,3,0,46,70,4,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,45,134,97,40,37,2,0,37,57,3,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,38,114,83,35,32,2,0,31,48,3,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,17,52,38,16,14,1,0,14,22,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,14,41,30,13,12,1,0,11,17,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Male,Disabled,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,310,930,673,282,259,14,0,257,391,23,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,141,423,306,128,118,6,0,117,178,10,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,113,338,245,102,94,5,0,93,143,8,1.8
2022/2023,Male,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,145,435,315,132,121,7,0,120,183,11,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,66,198,143,60,55,3,0,55,83,5,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,53,158,114,48,44,2,0,44,66,4,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,45,135,98,41,38,2,0,37,57,3,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,20,61,44,19,17,1,0,17,25,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,16,49,36,15,14,1,0,13,21,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,20,60,44,18,17,1,0,16,26,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Male,Disabled,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,9,28,20,9,8,0,0,8,11,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,115,345,250,105,97,5,0,95,145,8,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,52,157,114,48,44,2,0,43,66,4,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,42,126,91,38,35,2,0,35,53,3,1.8
2022/2023,Male,ALL,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,54,162,117,49,45,2,0,45,68,4,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,25,73,53,22,21,1,0,20,31,1,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,237,711,515,216,198,11,0,196,299,18,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,108,323,234,98,90,5,0,89,136,8,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,86,259,187,78,72,4,0,72,109,6,1.8
2022/2023,Male,ALL,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,111,333,241,101,93,5,0,92,140,8,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,50,151,109,46,42,2,0,42,63,4,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,40,121,88,37,34,2,0,33,51,3,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,34,103,75,31,29,2,0,28,44,2,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,13,38,27,11,10,1,0,11,16,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,154,462,334,140,129,7,0,128,194,11,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,70,210,152,64,58,3,0,58,88,6,1.8
