session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Ilesha West,South West,Osun,Ilesha West,,,230,689,499,209,192,11,0,190,290,17,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,104,313,227,95,87,5,0,86,132,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,84,251,181,76,70,4,0,70,105,6,1.8
2022/2023,Female,ALL,NECO,University,lga,Ilesha West,South West,Osun,Ilesha West,,,108,322,233,98,90,5,0,89,135,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,49,147,106,44,41,2,0,41,62,3,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,39,117,85,35,33,2,0,32,50,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Ilesha West,South West,Osun,Ilesha West,,,33,100,72,30,28,2,0,28,42,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Ilesha West,South West,Osun,Ilesha West,,,15,45,32,14,12,1,0,13,18,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Ilesha West,South West,Osun,Ilesha West,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Ilesha West,South West,Osun,Ilesha West,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Ede North,South West,Osun,Ede North,,,262,786,569,238,219,12,0,217,331,19,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,119,357,259,108,100,6,0,98,151,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Ede North,South West,Osun,Ede North,,,95,286,207,87,80,4,0,79,120,7,1.8
2022/2023,Female,ALL,NECO,University,lga,Ede North,South West,Osun,Ede North,,,122,368,266,111,102,6,0,102,155,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,56,167,121,51,47,3,0,46,70,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Ede North,South West,Osun,Ede North,,,45,134,97,41,37,2,0,37,56,4,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Ede North,South West,Osun,Ede North,,,38,114,83,35,32,2,0,31,48,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,17,52,38,16,14,1,0,14,22,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ede North,South West,Osun,Ede North,,,14,41,30,13,12,1,0,11,17,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Ede North,South West,Osun,Ede North,,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ede North,South West,Osun,Ede North,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Ede North,South West,Osun,Ede North,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Ede North,South West,Osun,Ede North,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Ede North,South West,Osun,Ede North,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Ede North,South West,Osun,Ede North,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Osogbo,South West,Osun,Osogbo,,,193,579,419,175,161,9,0,160,244,14,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,88,263,190,80,73,4,0,73,110,7,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,70,210,152,64,59,3,0,58,88,5,1.8
2022/2023,Male,ALL,NECO,University,lga,Osogbo,South West,Osun,Osogbo,,,90,271,196,82,75,4,0,75,114,7,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,41,123,89,37,34,2,0,34,52,3,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,33,98,71,30,27,1,0,27,41,3,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Osogbo,South West,Osun,Osogbo,,,28,84,61,25,23,1,0,23,36,2,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,10,31,22,9,9,0,0,9,13,0,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Osogbo,South West,Osun,Osogbo,,,13,38,27,11,10,1,0,11,16,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Osogbo,South West,Osun,Osogbo,,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Osogbo,South West,Osun,Osogbo,,,2,5,4,2,2,0,0,1,2,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Ife Central,South West,Osun,Ife Central,,,263,789,571,239,220,12,0,218,332,19,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,120,359,259,109,100,6,0,100,150,9,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,96,287,208,87,80,4,0,79,121,7,1.8
2022/2023,Male,ALL,NECO,University,lga,Ife Central,South West,Osun,Ife Central,,,123,369,267,112,103,6,0,102,155,9,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,56,168,121,51,47,3,0,47,70,4,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,45,134,97,41,37,2,0,37,56,4,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Ife Central,South West,Osun,Ife Central,,,38,114,83,35,32,2,0,31,48,3,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,17,52,38,16,14,1,0,14,22,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,14,42,30,13,12,1,0,12,17,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Ife Central,South West,Osun,Ife Central,,,17,51,37,16,14,1,0,14,21,2,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Male,Disabled,NECO,University,lga,Ife Central,South West,Osun,Ife Central,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Ife Central,South West,Osun,Ife Central,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Ilesha East,South West,Osun,Ilesha East,,,209,627,454,190,175,10,0,173,264,15,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,95,285,206,86,80,4,0,79,120,6,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,76,228,165,69,64,4,0,63,96,5,1.8
2022/2023,Male,ALL,NECO,University,lga,Ilesha East,South West,Osun,Ilesha East,,,98,293,212,89,82,5,0,81,123,7,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,44,133,96,40,37,2,0,37,56,3,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,36,107,77,32,30,2,0,30,45,2,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Ilesha East,South West,Osun,Ilesha East,,,30,91,66,28,25,1,0,25,38,3,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,14,41,30,13,12,1,0,11,17,1,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Ilesha East,South West,Osun,Ilesha East,,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Ilesha East,South West,Osun,Ilesha East,,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Ilesha East,South West,Osun,Ilesha East,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Ilesha West,South West,Osun,Ilesha West,,,228,685,495,208,191,11,0,190,287,17,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,104,311,225,94,87,5,0,86,131,7,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,83,249,180,76,69,4,0,69,104,7,1.8
2022/2023,Male,ALL,NECO,University,lga,Ilesha West,South West,Osun,Ilesha West,,,107,320,232,97,89,5,0,88,135,8,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,49,146,105,44,41,2,0,41,61,3,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,39,116,84,35,32,2,0,32,49,3,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Ilesha West,South West,Osun,Ilesha West,,,33,99,72,30,28,2,0,27,42,2,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Ilesha West,South West,Osun,Ilesha West,,,15,45,32,13,12,1,0,13,19,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Ilesha West,South West,Osun,Ilesha West,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,3,8,5,2,2,0,0,3,3,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Ilesha West,South West,Osun,Ilesha West,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Ede North,South West,Osun,Ede North,,,261,781,565,237,218,12,0,216,328,19,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,118,355,257,108,99,5,0,98,149,9,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Ede North,South West,Osun,Ede North,,,95,284,205,86,79,4,0,79,119,7,1.8
2022/2023,Male,ALL,NECO,University,lga,Ede North,South West,Osun,Ede North,,,122,365,264,111,102,6,0,101,153,9,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,55,166,120,50,46,3,0,46,70,4,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Ede North,South West,Osun,Ede North,,,44,133,96,40,37,2,0,37,56,3,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Ede North,South West,Osun,Ede North,,,38,113,82,34,32,2,0,31,48,2,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,17,52,37,16,14,1,0,15,21,2,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Ede North,South West,Osun,Ede North,,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Ede North,South West,Osun,Ede North,,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Ede North,South West,Osun,Ede North,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Male,Disabled,NECO,University,lga,Ede North,South West,Osun,Ede North,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Ede North,South West,Osun,Ede North,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Ede North,South West,Osun,Ede North,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ede North,South West,Osun,Ede North,,,1,3,2,1,1,0,0,1,1,0,1.8
2023/2024,Female,ALL,WAEC,University,lga,Osogbo,South West,Osun,Osogbo,,,205,605,440,189,174,10,0,165,251,15,1.8
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,93,275,200,86,79,4,0,75,114,7,1.8
2023/2024,Female,ALL,WAEC,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,75,220,160,69,63,3,0,60,91,6,1.8
2023/2024,Female,ALL,NECO,University,lga,Osogbo,South West,Osun,Osogbo,,,96,283,206,88,81,4,0,77,118,7,1.8
2023/2024,Female,ALL,NECO,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,44,129,94,40,37,2,0,35,54,3,1.8
2023/2024,Female,ALL,NECO,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,35,103,75,32,30,2,0,28,43,2,1.8
2023/2024,Female,ALL,NABTEB,University,lga,Osogbo,South West,Osun,Osogbo,,,30,88,64,27,25,1,0,24,37,2,1.8
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,14,40,29,12,11,1,0,11,17,1,1.8
2023/2024,Female,ALL,NABTEB,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,11,32,23,10,9,0,0,9,13,1,1.8
2023/2024,Female,Disabled,WAEC,University,lga,Osogbo,South West,Osun,Osogbo,,,13,39,29,12,11,1,0,10,17,1,1.8
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,6,18,13,6,5,0,0,5,7,1,1.8
