session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,660.0,16,all,41.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,,Unqualified,157.0,4,all,39.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,MEd or Equivalent,Qualified,131.0,3,all,43.6667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Private,SSS,,NCE,Qualified,131.0,3,all,43.6667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,52.0,3,all,17.3333
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,29.0,1,all,29.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,22.0,1,all,22.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,22.0,1,all,22.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,95.0,4,all,23.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,JSS,,,Unqualified,206.0,4,all,51.5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,JSS,,BEd or Equivalent,Qualified,177.0,4,all,44.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,JSS,,PGDE,Qualified,228.0,5,all,45.6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1002.0,25,all,40.08
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,,NCE,Qualified,620.0,15,all,41.3333
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,477.0,12,all,39.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,978.0,24,all,40.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,978.0,24,all,40.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,930.0,23,all,40.4348
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,668.0,17,all,39.2941
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,787.0,20,all,39.35
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,668.0,17,all,39.2941
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,SSS,,BEd or Equivalent,Qualified,149.0,3,all,49.6667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,SSS,,Grade II or Equivalent,Unqualified,164.0,4,all,41.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Private,SSS,,PGDE,Qualified,134.0,3,all,44.6667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,130.0,4,all,32.5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,42.0,1,all,42.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,47.0,1,all,47.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,37.0,1,all,37.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,JSS,,MEd or Equivalent,Qualified,569.0,12,all,47.4167
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,JSS,,NCE,Qualified,362.0,8,all,45.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,JSS,,PGDE,Qualified,185.0,4,all,46.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1475.0,37,all,39.8649
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1607.0,40,all,40.175
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1100.0,27,all,40.7407
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1276.0,32,all,39.875
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1100.0,27,all,40.7407
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1276.0,32,all,39.875
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,SSS,,BEd or Equivalent,Qualified,203.0,5,all,40.6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,SSS,,Grade II or Equivalent,Unqualified,262.0,6,all,43.6667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Public,SSS,,PGDE,Qualified,275.0,6,all,45.8333
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Adult & Non-Formal Education,,,Unqualified,111.0,4,all,27.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,59.0,2,all,29.5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,88.0,2,all,44.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,44.0,1,all,44.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,JSS,,,Unqualified,295.0,6,all,49.1667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,JSS,,BEd or Equivalent,Qualified,353.0,8,all,44.125
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,JSS,,NCE,Qualified,346.0,8,all,43.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1431.0,36,all,39.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1431.0,36,all,39.75
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1097.0,27,all,40.6296
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1049.0,26,all,40.3462
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,1001.0,25,all,40.04
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1145.0,29,all,39.4828
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,SSS,,BEd or Equivalent,Qualified,142.0,3,all,47.3333
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,SSS,,NCE,Qualified,531.0,12,all,44.25
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Public,SSS,,PGDE,Qualified,127.0,3,all,42.3333
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,BEd or Equivalent,Qualified,89.0,2,all,44.5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,Grade II or Equivalent,Unqualified,274.0,6,all,45.6667
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,MEd or Equivalent,Qualified,237.0,5,all,47.4
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,JSS,,PGDE,Qualified,170.0,4,all,42.5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,,Unqualified,210.0,5,all,42.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,BEd or Equivalent,Qualified,203.0,5,all,40.6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Public,SSS,,NCE,Qualified,203.0,5,all,40.6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,JSS,,BEd or Equivalent,Qualified,376.0,9,all,41.7778
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,JSS,,MEd or Equivalent,Qualified,228.0,5,all,45.6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,JSS,,PGDE,Qualified,88.0,2,all,44.0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,SSS,,,Unqualified,217.0,5,all,43.4
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,SSS,,NCE,Qualified,217.0,5,all,43.4
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Public,SSS,,PGDE,Qualified,202.0,5,all,40.4
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,,Unqualified,42.0,1,all,42.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,163.0,4,all,40.75
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,47.0,1,all,47.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1320.0,33,all,40.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1386.0,35,all,39.6
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1320.0,33,all,40.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1430.0,36,all,39.7222
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1232.0,31,all,39.7419
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1364.0,34,all,40.1176
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,,Unqualified,52.0,2,all,26.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,125.0,4,all,31.25
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,59.0,2,all,29.5
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,118.0,4,all,29.5
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1598.0,40,all,39.95
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1288.0,32,all,40.25
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1431.0,36,all,39.75
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1192.0,30,all,39.7333
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1288.0,32,all,40.25
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1335.0,33,all,40.4545
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,,Unqualified,28.0,1,all,28.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,98.0,4,all,24.5
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,28.0,1,all,28.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,JSS,,MEd or Equivalent,Qualified,747.0,16,all,46.6875
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,JSS,,PGDE,Qualified,370.0,8,all,46.25
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1188.0,30,all,39.6
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1232.0,31,all,39.7419
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 3,,Unqualified,1232.0,31,all,39.7419
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1188.0,30,all,39.6
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,902.0,23,all,39.2174
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,858.0,21,all,40.8571
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,SSS,,BEd or Equivalent,Qualified,111.0,3,all,37.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,SSS,,NCE,Qualified,327.0,8,all,40.875
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Private,SSS,,PGDE,Qualified,229.0,5,all,45.8
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,,Unqualified,74.0,2,all,37.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,29.0,1,all,29.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,81.0,2,all,40.5
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,37.0,1,all,37.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,JSS,,BEd or Equivalent,Qualified,287.0,6,all,47.8333
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,JSS,,Grade II or Equivalent,Unqualified,324.0,7,all,46.2857
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,JSS,,MEd or Equivalent,Qualified,339.0,7,all,48.4286
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,1431.0,36,all,39.75
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1240.0,31,all,40.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 3,,Unqualified,1145.0,29,all,39.4828
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,1097.0,27,all,40.6296
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 5,,Unqualified,1097.0,27,all,40.6296
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,978.0,24,all,40.75
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,SSS,,,Unqualified,224.0,5,all,44.8
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,SSS,,BEd or Equivalent,Qualified,261.0,6,all,43.5
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Private,SSS,,Grade II or Equivalent,Unqualified,261.0,6,all,43.5
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,42.0,1,all,42.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,37.0,1,all,37.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,126.0,3,all,42.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,37.0,1,all,37.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,JSS,,BEd or Equivalent,Qualified,688.0,15,all,45.8667
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,JSS,,NCE,Qualified,215.0,5,all,43.0
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,JSS,,PGDE,Qualified,266.0,6,all,44.3333
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1475.0,37,all,39.8649
2019/2020,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1320.0,33,all,40.0
