session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,226.0,9,all,25.1111
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,JSS,,,Unqualified,396.0,10,all,39.6
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,JSS,,Grade II or Equivalent,Unqualified,663.0,17,all,39.0
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,,,Unqualified,1064.0,31,all,34.3226
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,2016.0,59,all,34.1695
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,,NCE,Qualified,1008.0,30,all,33.6
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1539.0,45,all,34.2
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1427.0,42,all,33.9762
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1623.0,48,all,33.8125
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1427.0,42,all,33.9762
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1232.0,36,all,34.2222
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1064.0,31,all,34.3226
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,SSS,,Grade II or Equivalent,Unqualified,266.0,7,all,38.0
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,SSS,,MEd or Equivalent,Qualified,283.0,8,all,35.375
2019/2020,North West,Kaduna,Jema'a,Asso,"Government Secondary School, Asso",Male,Public,SSS,,NCE,Qualified,301.0,8,all,37.625
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Female,Public,JSS,,,Unqualified,487.0,12,all,40.5833
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Female,Public,JSS,,BEd or Equivalent,Qualified,745.0,19,all,39.2105
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Female,Public,SSS,,,Unqualified,237.0,6,all,39.5
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Female,Public,SSS,,BEd or Equivalent,Qualified,221.0,6,all,36.8333
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Female,Public,SSS,,PGDE,Qualified,284.0,8,all,35.5
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Male,Public,JSS,,,Unqualified,110.0,3,all,36.6667
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Male,Public,JSS,,BEd or Equivalent,Qualified,405.0,11,all,36.8182
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Male,Public,JSS,,NCE,Qualified,221.0,6,all,36.8333
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Male,Public,JSS,,PGDE,Qualified,396.0,10,all,39.6
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Male,Public,SSS,,BEd or Equivalent,Qualified,584.0,16,all,36.5
2019/2020,North West,Kaduna,Jema'a,Asso,"Unity College, Kafanchan",Male,Public,SSS,,NCE,Qualified,292.0,8,all,36.5
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,150.0,6,all,25.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,87.0,3,all,29.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,46.0,2,all,23.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1543.0,45,all,34.2889
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1387.0,41,all,33.8293
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1622.0,48,all,33.7917
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1439.0,42,all,34.2619
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1439.0,42,all,34.2619
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1177.0,35,all,33.6286
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,136.0,5,all,27.2
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,136.0,5,all,27.2
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,73.0,3,all,24.3333
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,63.0,2,all,31.5
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1735.0,51,all,34.0196
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1623.0,48,all,33.8125
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1735.0,51,all,34.0196
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1260.0,37,all,34.0541
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1316.0,39,all,33.7436
2019/2020,North West,Kaduna,Jema'a,Atuku,"Community Secondary School, Atuku",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1288.0,38,all,33.8947
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Adult & Non-Formal Education,,,Unqualified,75.0,3,all,25.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58.0,2,all,29.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,29.0,1,all,29.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,93.0,3,all,31.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,17.0,1,all,17.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,,,Unqualified,1778.0,52,all,34.1923
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,,NCE,Qualified,837.0,25,all,33.48
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,706.0,21,all,33.619
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1491.0,44,all,33.8864
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1282.0,38,all,33.7368
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1151.0,34,all,33.8529
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,1439.0,42,all,34.2619
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1282.0,38,all,33.7368
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Female,Private,Pre-Primary/Primary,Primary 6,,Unqualified,1177.0,35,all,33.6286
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Adult & Non-Formal Education,,,Unqualified,108.0,4,all,27.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,27.0,1,all,27.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36.0,1,all,36.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,117.0,5,all,23.4
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,81.0,3,all,27.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,,,Unqualified,1764.0,52,all,33.9231
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,840.0,25,all,33.6
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,,NCE,Qualified,952.0,28,all,34.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,Primary 1,,Unqualified,1371.0,40,all,34.275
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1344.0,40,all,33.6
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1176.0,35,all,33.6
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,1483.0,44,all,33.7045
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1344.0,40,all,33.6
2019/2020,North West,Kaduna,Jema'a,Atuku,"Comprehensive High School, Atuku",Male,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1008.0,30,all,33.6
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Female,Public,JSS,,Grade II or Equivalent,Unqualified,469.0,12,all,39.0833
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Female,Public,JSS,,MEd or Equivalent,Qualified,377.0,10,all,37.7
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Female,Public,JSS,,NCE,Qualified,506.0,13,all,38.9231
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Female,Public,SSS,,BEd or Equivalent,Qualified,923.0,25,all,36.92
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Female,Public,SSS,,MEd or Equivalent,Qualified,95.0,3,all,31.6667
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Male,Public,JSS,,BEd or Equivalent,Qualified,267.0,7,all,38.1429
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Male,Public,JSS,,MEd or Equivalent,Qualified,654.0,17,all,38.4706
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Male,Public,JSS,,NCE,Qualified,368.0,9,all,40.8889
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Male,Public,SSS,,BEd or Equivalent,Qualified,398.0,11,all,36.1818
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Male,Public,SSS,,Grade II or Equivalent,Unqualified,363.0,10,all,36.3
2019/2020,North West,Kaduna,Jema'a,Atuku,"Government Secondary School, Atuku",Male,Public,SSS,,NCE,Qualified,354.0,10,all,35.4
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Adult & Non-Formal Education,,,Unqualified,41.0,1,all,41.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,98.0,4,all,24.5
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,92.0,4,all,23.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,41.0,1,all,41.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1596.0,47,all,33.9574
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1230.0,36,all,34.1667
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1439.0,42,all,34.2619
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1334.0,39,all,34.2051
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1334.0,39,all,34.2051
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1230.0,36,all,34.1667
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,63.0,2,all,31.5
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,54.0,2,all,27.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,54.0,2,all,27.0
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,199.0,7,all,28.4286
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1595.0,47,all,33.9362
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1316.0,39,all,33.7436
2019/2020,North West,Kaduna,Jema'a,Atuku,"Unity College, Kafanchan",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1260.0,37,all,34.0541
