session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,JSS,,NCE,Qualified,183.0,5,all,36.6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,SSS,,BEd or Equivalent,Qualified,199.0,5,all,39.8
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,SSS,,Grade II or Equivalent,Unqualified,256.0,7,all,36.5714
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Private,SSS,,PGDE,Qualified,214.0,6,all,35.6667
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,JSS,,BEd or Equivalent,Qualified,375.0,10,all,37.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,JSS,,NCE,Qualified,660.0,17,all,38.8235
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,SSS,,BEd or Equivalent,Qualified,225.0,6,all,37.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,SSS,,MEd or Equivalent,Qualified,257.0,7,all,36.7143
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Private,SSS,,PGDE,Qualified,241.0,7,all,34.4286
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,,Unqualified,31.0,1,all,31.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,72.0,2,all,36.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,72.0,2,all,36.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,31.0,1,all,31.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,JSS,,,Unqualified,385.0,10,all,38.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,JSS,,PGDE,Qualified,751.0,19,all,39.5263
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1292.0,38,all,34.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1387.0,41,all,33.8293
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1100.0,33,all,33.3333
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1100.0,33,all,33.3333
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,909.0,27,all,33.6667
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1100.0,33,all,33.3333
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,SSS,,BEd or Equivalent,Qualified,256.0,7,all,36.5714
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,228.0,6,all,38.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,SSS,,NCE,Qualified,71.0,2,all,35.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Public,SSS,,PGDE,Qualified,214.0,6,all,35.6667
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,,Unqualified,48.0,2,all,24.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,48.0,2,all,24.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,48.0,2,all,24.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,48.0,2,all,24.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,126.0,4,all,31.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,BEd or Equivalent,Qualified,143.0,4,all,35.75
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,Grade II or Equivalent,Unqualified,303.0,8,all,37.875
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,MEd or Equivalent,Qualified,161.0,4,all,40.25
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,NCE,Qualified,143.0,4,all,35.75
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,JSS,,PGDE,Qualified,161.0,4,all,40.25
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1189.0,35,all,33.9714
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1344.0,40,all,33.6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1344.0,40,all,33.6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1085.0,32,all,33.9062
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,982.0,29,all,33.8621
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1086.0,32,all,33.9375
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,SSS,,Grade II or Equivalent,Unqualified,257.0,7,all,36.7143
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,SSS,,MEd or Equivalent,Qualified,241.0,7,all,34.4286
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Public,SSS,,PGDE,Qualified,273.0,7,all,39.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,,Unqualified,82.0,2,all,41.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31.0,1,all,31.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,134.0,4,all,33.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,31.0,1,all,31.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,82.0,3,all,27.3333
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,JSS,,,Unqualified,202.0,5,all,40.4
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,JSS,,BEd or Equivalent,Qualified,532.0,14,all,38.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,JSS,,Grade II or Equivalent,Unqualified,202.0,5,all,40.4
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,JSS,,NCE,Qualified,147.0,4,all,36.75
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1722.0,51,all,33.7647
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,957.0,29,all,33.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,,NCE,Qualified,909.0,27,all,33.6667
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1292.0,38,all,34.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1483.0,44,all,33.7045
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1387.0,41,all,33.8293
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1100.0,33,all,33.3333
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1244.0,37,all,33.6216
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1053.0,31,all,33.9677
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,SSS,,BEd or Equivalent,Qualified,484.0,14,all,34.5714
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Public,SSS,,MEd or Equivalent,Qualified,242.0,7,all,34.5714
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,208.0,8,all,26.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,48.0,2,all,24.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,63.0,2,all,31.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,174.0,6,all,29.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,JSS,,,Unqualified,375.0,10,all,37.5
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,JSS,,BEd or Equivalent,Qualified,321.0,8,all,40.125
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,JSS,,Grade II or Equivalent,Unqualified,357.0,9,all,39.6667
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,2584.0,78,all,33.1282
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1137.0,34,all,33.4412
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1344.0,40,all,33.6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1344.0,40,all,33.6
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1499.0,45,all,33.3111
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1085.0,32,all,33.9062
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1241.0,37,all,33.5405
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,930.0,28,all,33.2143
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,SSS,,BEd or Equivalent,Qualified,370.0,10,all,37.0
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,SSS,,Grade II or Equivalent,Unqualified,257.0,7,all,36.7143
2019/2020,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Public,SSS,,NCE,Qualified,129.0,4,all,32.25
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,164.0,5,all,32.8
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,41.0,1,all,41.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,41.0,1,all,41.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1244.0,37,all,33.6216
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1435.0,43,all,33.3721
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1340.0,40,all,33.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1244.0,37,all,33.6216
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1005.0,30,all,33.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1148.0,34,all,33.7647
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,126.0,4,all,31.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,63.0,2,all,31.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,48.0,2,all,24.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,111.0,4,all,27.75
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1344.0,40,all,33.6
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1447.0,43,all,33.6512
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1396.0,42,all,33.2381
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,1551.0,46,all,33.7174
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,982.0,29,all,33.8621
2019/2020,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1137.0,34,all,33.4412
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,,Unqualified,10.0,1,all,10.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,80.0,5,all,16.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,10.0,1,all,10.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,20.0,1,all,20.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,60.0,3,all,20.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,,,Unqualified,526.0,16,all,32.875
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,813.0,25,all,32.52
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,287.0,9,all,31.8889
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,670.0,20,all,33.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1005.0,30,all,33.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,861.0,26,all,33.1154
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,909.0,27,all,33.6667
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,813.0,24,all,33.875
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,813.0,24,all,33.875
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,766.0,23,all,33.3043
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,64.0,3,all,21.3333
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,16.0,1,all,16.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,96.0,4,all,24.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,64.0,2,all,32.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1137.0,33,all,34.4545
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,517.0,15,all,34.4667
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,,NCE,Qualified,620.0,18,all,34.4444
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1085.0,32,all,33.9062
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,775.0,23,all,33.6957
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,930.0,28,all,33.2143
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,930.0,28,all,33.2143
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,775.0,23,all,33.6957
2019/2020,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,724.0,22,all,32.9091
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,JSS,,BEd or Equivalent,Qualified,348.0,9,all,38.6667
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,JSS,,NCE,Qualified,238.0,6,all,39.6667
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,JSS,,PGDE,Qualified,531.0,14,all,37.9286
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,BEd or Equivalent,Qualified,228.0,6,all,38.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,114.0,3,all,38.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,NCE,Qualified,228.0,6,all,38.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Public,SSS,,PGDE,Qualified,100.0,3,all,33.3333
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,JSS,,BEd or Equivalent,Qualified,375.0,10,all,37.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,JSS,,Grade II or Equivalent,Unqualified,321.0,8,all,40.125
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,JSS,,PGDE,Qualified,286.0,7,all,40.8571
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,SSS,,BEd or Equivalent,Qualified,241.0,7,all,34.4286
2019/2020,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Public,SSS,,PGDE,Qualified,482.0,14,all,34.4286
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,62.0,2,all,31.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,31.0,1,all,31.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,93.0,3,all,31.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1053.0,31,all,33.9677
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1005.0,30,all,33.5
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1100.0,33,all,33.3333
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,957.0,29,all,33.0
2019/2020,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1053.0,31,all,33.9677
