session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1097.0,27,all,40.6296
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,984.0,24,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,946.0,24,all,39.4167
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,984.0,24,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Public,SSS,,BEd or Equivalent,Qualified,398.0,10,all,39.8
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Public,SSS,,Grade II or Equivalent,Unqualified,199.0,5,all,39.8
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Adult & Non-Formal Education,,,Unqualified,39.0,1,all,39.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,221.0,7,all,31.5714
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,52.0,2,all,26.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,39.0,1,all,39.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,52.0,2,all,26.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,52.0,2,all,26.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,JSS,,BEd or Equivalent,Qualified,565.0,12,all,47.0833
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,JSS,,Grade II or Equivalent,Unqualified,235.0,5,all,47.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,,,Unqualified,819.0,20,all,40.95
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,2621.0,64,all,40.9531
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1229.0,31,all,39.6452
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1147.0,29,all,39.5517
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1065.0,26,all,40.9615
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1024.0,25,all,40.96
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1024.0,25,all,40.96
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,942.0,23,all,40.9565
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,SSS,,Grade II or Equivalent,Unqualified,180.0,4,all,45.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,SSS,,MEd or Equivalent,Qualified,190.0,4,all,47.5
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,Public,SSS,,PGDE,Qualified,211.0,5,all,42.2
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Adult & Non-Formal Education,,,Unqualified,24.0,1,all,24.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33.0,1,all,33.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,33.0,1,all,33.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,57.0,2,all,28.5
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,41.0,1,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,984.0,24,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1173.0,29,all,40.4483
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,984.0,24,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,984.0,24,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Pre-Primary/Primary,Primary 5,,Unqualified,757.0,19,all,39.8421
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,832.0,21,all,39.619
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,91.0,3,all,30.3333
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,39.0,1,all,39.0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,143.0,5,all,28.6
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1024.0,25,all,40.96
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1147.0,29,all,39.5517
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1024.0,25,all,40.96
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,942.0,23,all,40.9565
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,819.0,20,all,40.95
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Unity College, Akwanga",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,737.0,18,all,40.9444
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Public,JSS,,,Unqualified,202.0,4,all,50.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Public,JSS,,NCE,Qualified,234.0,5,all,46.8
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Public,JSS,,PGDE,Qualified,276.0,6,all,46.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Public,SSS,,,Unqualified,181.0,4,all,45.25
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Public,SSS,,BEd or Equivalent,Qualified,72.0,2,all,36.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Female,Public,SSS,,NCE,Qualified,243.0,5,all,48.6
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,JSS,,BEd or Equivalent,Qualified,107.0,2,all,53.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,JSS,,Grade II or Equivalent,Unqualified,64.0,1,all,64.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,JSS,,MEd or Equivalent,Qualified,224.0,5,all,44.8
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,JSS,,PGDE,Qualified,245.0,5,all,49.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,SSS,,Grade II or Equivalent,Unqualified,160.0,4,all,40.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,SSS,,NCE,Qualified,140.0,3,all,46.6667
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Community Secondary School, Akwanga East",Male,Public,SSS,,PGDE,Qualified,211.0,5,all,42.2
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Private,JSS,,BEd or Equivalent,Qualified,170.0,4,all,42.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Private,JSS,,NCE,Qualified,74.0,2,all,37.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Private,JSS,,PGDE,Qualified,234.0,5,all,46.8
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Private,SSS,,Grade II or Equivalent,Unqualified,99.0,2,all,49.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Private,SSS,,MEd or Equivalent,Qualified,90.0,2,all,45.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Female,Private,SSS,,PGDE,Qualified,126.0,3,all,42.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Private,JSS,,,Unqualified,299.0,7,all,42.7143
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Private,JSS,,NCE,Qualified,149.0,3,all,49.6667
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Private,SSS,,BEd or Equivalent,Qualified,200.0,5,all,40.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Comprehensive High School, Akwanga East",Male,Private,SSS,,PGDE,Qualified,100.0,2,all,50.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Adult & Non-Formal Education,,,Unqualified,24.0,1,all,24.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,24.0,1,all,24.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,122.0,4,all,30.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,49.0,2,all,24.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,74.0,2,all,37.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,41.0,1,all,41.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,JSS,,MEd or Equivalent,Qualified,128.0,3,all,42.6667
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,JSS,,NCE,Qualified,149.0,3,all,49.6667
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,JSS,,PGDE,Qualified,605.0,13,all,46.5385
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,,,Unqualified,832.0,21,all,39.619
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,757.0,19,all,39.8421
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1665.0,42,all,39.6429
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1362.0,34,all,40.0588
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1400.0,35,all,40.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1135.0,28,all,40.5357
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1135.0,28,all,40.5357
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,946.0,24,all,39.4167
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,908.0,23,all,39.4783
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,SSS,,MEd or Equivalent,Qualified,280.0,6,all,46.6667
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,SSS,,NCE,Qualified,99.0,2,all,49.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Female,Public,SSS,,PGDE,Qualified,190.0,4,all,47.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,130.0,4,all,32.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,156.0,5,all,31.2
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,79.0,2,all,39.5
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,104.0,4,all,26.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,JSS,,BEd or Equivalent,Qualified,543.0,11,all,49.3636
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,JSS,,MEd or Equivalent,Qualified,149.0,3,all,49.6667
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,JSS,,PGDE,Qualified,117.0,3,all,39.0
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,778.0,19,all,40.9474
2019/2020,North Central,Nasarawa,Akwanga,Akwanga East,"Government Secondary School, Akwanga East",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1434.0,35,all,40.9714
