session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,Public,SSS,,PGDE,Qualified,83.0,3,all,27.6667
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,Public,JSS,,,Unqualified,425.0,15,all,28.3333
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,Public,JSS,,BEd or Equivalent,Qualified,389.0,14,all,27.7857
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,Public,JSS,,NCE,Qualified,372.0,13,all,28.6154
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,Public,SSS,,BEd or Equivalent,Qualified,261.0,10,all,26.1
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,Public,SSS,,Grade II or Equivalent,Unqualified,261.0,10,all,26.1
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,Public,SSS,,MEd or Equivalent,Qualified,307.0,12,all,25.5833
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Adult & Non-Formal Education,,,Unqualified,0.0,1,all,0.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,9.0,1,all,9.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,77.0,5,all,15.4
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,9.0,1,all,9.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,35.0,3,all,11.6667
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,JSS,,MEd or Equivalent,Qualified,270.0,10,all,27.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,JSS,,NCE,Qualified,522.0,19,all,27.4737
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,,,Unqualified,123.0,5,all,24.6
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,328.0,14,all,23.4286
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,533.0,22,all,24.2273
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,410.0,17,all,24.1176
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,,NCE,Qualified,492.0,21,all,23.4286
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,779.0,33,all,23.6061
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,779.0,33,all,23.6061
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,779.0,33,all,23.6061
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,738.0,31,all,23.8065
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,615.0,26,all,23.6538
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,533.0,22,all,24.2273
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,SSS,,,Unqualified,306.0,12,all,25.5
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,Private,SSS,,BEd or Equivalent,Qualified,194.0,7,all,27.7143
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Adult & Non-Formal Education,,,Unqualified,14.0,1,all,14.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,42.0,2,all,21.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,70.0,4,all,17.5
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,42.0,2,all,21.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,14.0,1,all,14.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,28.0,1,all,28.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,JSS,,,Unqualified,266.0,10,all,26.6
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,JSS,,BEd or Equivalent,Qualified,460.0,17,all,27.0588
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,,,Unqualified,263.0,11,all,23.9091
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1053.0,44,all,23.9318
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,263.0,11,all,23.9091
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,,NCE,Qualified,439.0,18,all,24.3889
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,702.0,29,all,24.2069
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,834.0,35,all,23.8286
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,746.0,31,all,24.0645
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,746.0,31,all,24.0645
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,614.0,26,all,23.6154
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,570.0,24,all,23.75
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,SSS,,,Unqualified,77.0,3,all,25.6667
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,SSS,,BEd or Equivalent,Qualified,169.0,6,all,28.1667
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,Private,SSS,,PGDE,Qualified,214.0,8,all,26.75
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,35.0,2,all,17.5
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,87.0,4,all,21.75
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,70.0,4,all,17.5
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1147.0,48,all,23.8958
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,942.0,39,all,24.1538
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1188.0,50,all,23.76
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1106.0,46,all,24.0435
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,820.0,34,all,24.1176
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,983.0,41,all,23.9756
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Adult & Non-Formal Education,,,Unqualified,55.0,3,all,18.3333
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,42.0,2,all,21.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,42.0,2,all,21.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,55.0,3,all,18.3333
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,42.0,2,all,21.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,42.0,2,all,21.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1273.0,53,all,24.0189
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Government Secondary School, Gassa/Sho",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1009.0,42,all,24.0238
