session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,14.0,1,all,14.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,87.0,3,all,29.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,,,Unqualified,1461.0,60,all,24.35
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,438.0,18,all,24.3333
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,341.0,14,all,24.3571
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,,NCE,Qualified,731.0,30,all,24.3667
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1169.0,48,all,24.3542
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,1121.0,46,all,24.3696
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1023.0,42,all,24.3571
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,1072.0,44,all,24.3636
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1169.0,48,all,24.3542
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,1023.0,42,all,24.3571
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Adult & Non-Formal Education,,,Unqualified,28.0,1,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,45.0,2,all,22.5
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,90.0,4,all,22.5
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,91.0,4,all,22.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,JSS,,MEd or Equivalent,Qualified,350.0,12,all,29.1667
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,JSS,,NCE,Qualified,633.0,22,all,28.7727
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,669.0,27,all,24.7778
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,,NCE,Qualified,2142.0,87,all,24.6207
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1071.0,44,all,24.3409
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1026.0,42,all,24.4286
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,937.0,38,all,24.6579
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,893.0,37,all,24.1351
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,892.0,37,all,24.1081
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,759.0,31,all,24.4839
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,SSS,,BEd or Equivalent,Qualified,224.0,8,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Public,SSS,,PGDE,Qualified,448.0,16,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,102.0,4,all,25.5
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,73.0,3,all,24.3333
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,73.0,3,all,24.3333
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,102.0,4,all,25.5
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,JSS,,,Unqualified,302.0,11,all,27.4545
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,JSS,,BEd or Equivalent,Qualified,235.0,8,all,29.375
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,JSS,,NCE,Qualified,336.0,12,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1413.0,58,all,24.3621
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,682.0,28,all,24.3571
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,780.0,32,all,24.375
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1169.0,48,all,24.3542
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,926.0,38,all,24.3684
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1023.0,42,all,24.3571
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1072.0,44,all,24.3636
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,828.0,34,all,24.3529
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,780.0,32,all,24.375
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,SSS,,,Unqualified,236.0,9,all,26.2222
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,SSS,,NCE,Qualified,267.0,10,all,26.7
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,Public,SSS,,PGDE,Qualified,189.0,7,all,27.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Public,JSS,,BEd or Equivalent,Qualified,784.0,28,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Public,JSS,,MEd or Equivalent,Qualified,400.0,14,all,28.5714
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Public,SSS,,BEd or Equivalent,Qualified,546.0,21,all,26.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,Public,SSS,,NCE,Qualified,224.0,8,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Public,JSS,,BEd or Equivalent,Qualified,706.0,26,all,27.1538
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Public,JSS,,NCE,Qualified,336.0,12,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Public,SSS,,Grade II or Equivalent,Unqualified,314.0,12,all,26.1667
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Public,SSS,,NCE,Qualified,283.0,11,all,25.7273
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,Public,SSS,,PGDE,Qualified,252.0,9,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Adult & Non-Formal Education,,,Unqualified,65.0,3,all,21.6667
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,91.0,4,all,22.75
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,102.0,5,all,20.4
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,28.0,1,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,28.0,1,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,JSS,,BEd or Equivalent,Qualified,534.0,19,all,28.1053
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,JSS,,NCE,Qualified,233.0,8,all,29.125
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,JSS,,PGDE,Qualified,300.0,11,all,27.2727
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1651.0,68,all,24.2794
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,937.0,38,all,24.6579
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,759.0,31,all,24.4839
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1205.0,49,all,24.5918
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1250.0,51,all,24.5098
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1294.0,53,all,24.4151
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,982.0,40,all,24.55
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1116.0,46,all,24.2609
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,982.0,40,all,24.55
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,SSS,,BEd or Equivalent,Qualified,392.0,14,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,SSS,,Grade II or Equivalent,Unqualified,112.0,4,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,Public,SSS,,NCE,Qualified,182.0,7,all,26.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Adult & Non-Formal Education,,,Unqualified,131.0,6,all,21.8333
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,102.0,5,all,20.4
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,29.0,1,all,29.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,102.0,5,all,20.4
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,102.0,5,all,20.4
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,JSS,,,Unqualified,369.0,13,all,28.3846
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,JSS,,BEd or Equivalent,Qualified,285.0,10,all,28.5
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,JSS,,NCE,Qualified,286.0,10,all,28.6
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,,,Unqualified,1608.0,66,all,24.3636
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,731.0,30,all,24.3667
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,,NCE,Qualified,926.0,38,all,24.3684
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1267.0,52,all,24.3654
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1315.0,54,all,24.3519
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1267.0,52,all,24.3654
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1023.0,42,all,24.3571
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1218.0,50,all,24.36
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,974.0,40,all,24.35
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,SSS,,BEd or Equivalent,Qualified,267.0,10,all,26.7
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,Public,SSS,,NCE,Qualified,551.0,20,all,27.55
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Adult & Non-Formal Education,,,Unqualified,28.0,1,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,36.0,2,all,18.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,36.0,2,all,18.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,28.0,1,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,JSS,,,Unqualified,334.0,12,all,27.8333
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,JSS,,MEd or Equivalent,Qualified,434.0,15,all,28.9333
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,JSS,,NCE,Qualified,334.0,12,all,27.8333
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Pre-Primary/Primary,Primary 1,,Unqualified,1250.0,51,all,24.5098
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,982.0,40,all,24.55
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1071.0,44,all,24.3409
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,982.0,40,all,24.55
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,892.0,37,all,24.1081
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,848.0,35,all,24.2286
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,SSS,,BEd or Equivalent,Qualified,308.0,11,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,SSS,,NCE,Qualified,84.0,3,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,Private,SSS,,PGDE,Qualified,196.0,7,all,28.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Private,Adult & Non-Formal Education,,,Unqualified,58.0,2,all,29.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,87.0,3,all,29.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,29.0,1,all,29.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Private,JSS,,BEd or Equivalent,Qualified,387.0,14,all,27.6429
