session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,66.0,2,all,33.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33.0,1,all,33.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,148.0,4,all,37.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,JSS,,,Unqualified,583.0,12,all,48.5833
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,JSS,,BEd or Equivalent,Qualified,433.0,9,all,48.1111
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,JSS,,NCE,Qualified,549.0,12,all,45.75
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,722.0,18,all,40.1111
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,836.0,21,all,39.8095
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1367.0,34,all,40.2059
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1177.0,29,all,40.5862
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1215.0,30,all,40.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1329.0,33,all,40.2727
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,1063.0,26,all,40.8846
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,SSS,,,Unqualified,322.0,7,all,46.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,SSS,,Grade II or Equivalent,Unqualified,255.0,6,all,42.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Public,SSS,,MEd or Equivalent,Qualified,362.0,8,all,45.25
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,172.0,6,all,28.6667
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,106.0,4,all,26.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,53.0,2,all,26.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,JSS,,,Unqualified,248.0,5,all,49.6
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,JSS,,MEd or Equivalent,Qualified,1059.0,22,all,48.1364
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1544.0,38,all,40.6316
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1252.0,31,all,40.3871
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1127.0,28,all,40.25
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1168.0,29,all,40.2759
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1168.0,29,all,40.2759
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1168.0,29,all,40.2759
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,SSS,,BEd or Equivalent,Qualified,150.0,3,all,50.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,SSS,,Grade II or Equivalent,Unqualified,254.0,6,all,42.3333
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Public,SSS,,PGDE,Qualified,553.0,13,all,42.5385
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Adult & Non-Formal Education,,,Unqualified,41.0,1,all,41.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,107.0,3,all,35.6667
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33.0,1,all,33.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,41.0,1,all,41.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,JSS,,,Unqualified,183.0,4,all,45.75
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,JSS,,Grade II or Equivalent,Unqualified,449.0,10,all,44.9
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,JSS,,NCE,Qualified,350.0,7,all,50.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,JSS,,PGDE,Qualified,150.0,3,all,50.0
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1101.0,27,all,40.7778
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1329.0,33,all,40.2727
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1139.0,28,all,40.6786
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1215.0,30,all,40.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1101.0,27,all,40.7778
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,912.0,22,all,41.4545
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,SSS,,,Unqualified,429.0,10,all,42.9
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,SSS,,BEd or Equivalent,Qualified,161.0,4,all,40.25
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Public,SSS,,MEd or Equivalent,Qualified,241.0,5,all,48.2
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Adult & Non-Formal Education,,,Unqualified,106.0,4,all,26.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,106.0,4,all,26.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,53.0,2,all,26.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,53.0,2,all,26.5
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,JSS,,BEd or Equivalent,Qualified,331.0,7,all,47.2857
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,JSS,,Grade II or Equivalent,Unqualified,165.0,4,all,41.25
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,JSS,,MEd or Equivalent,Qualified,430.0,9,all,47.7778
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,JSS,,NCE,Qualified,165.0,4,all,41.25
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1210.0,30,all,40.3333
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1252.0,31,all,40.3871
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1210.0,30,all,40.3333
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1168.0,29,all,40.2759
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1127.0,28,all,40.25
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1043.0,26,all,40.1154
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,SSS,,BEd or Equivalent,Qualified,299.0,7,all,42.7143
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,SSS,,MEd or Equivalent,Qualified,269.0,6,all,44.8333
2019/2020,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,Public,SSS,,PGDE,Qualified,284.0,6,all,47.3333
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Public,JSS,,BEd or Equivalent,Qualified,882.0,19,all,46.4211
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Public,JSS,,Grade II or Equivalent,Unqualified,383.0,8,all,47.875
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Public,SSS,,BEd or Equivalent,Qualified,537.0,12,all,44.75
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Female,Public,SSS,,MEd or Equivalent,Qualified,228.0,5,all,45.6
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Public,JSS,,Grade II or Equivalent,Unqualified,513.0,11,all,46.6364
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Public,JSS,,MEd or Equivalent,Qualified,248.0,5,all,49.6
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Public,JSS,,NCE,Qualified,414.0,9,all,46.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Public,SSS,,,Unqualified,299.0,7,all,42.7143
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Public,SSS,,BEd or Equivalent,Qualified,239.0,5,all,47.8
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Community Secondary School, Ward II, N3",Male,Public,SSS,,MEd or Equivalent,Qualified,269.0,6,all,44.8333
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Adult & Non-Formal Education,,,Unqualified,16.0,1,all,16.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,32.0,2,all,16.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,48.0,3,all,16.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,24.0,1,all,24.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,24.0,1,all,24.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,32.0,2,all,16.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,,,Unqualified,646.0,16,all,40.375
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,532.0,13,all,40.9231
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,1102.0,27,all,40.8148
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1026.0,25,all,41.04
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1026.0,25,all,41.04
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,836.0,21,all,39.8095
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,760.0,19,all,40.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,722.0,18,all,40.1111
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Female,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,684.0,17,all,40.2353
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Adult & Non-Formal Education,,,Unqualified,26.0,1,all,26.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,53.0,3,all,17.6667
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,65.0,3,all,21.6667
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,26.0,1,all,26.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,67.0,2,all,33.5
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1126.0,27,all,41.7037
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1127.0,27,all,41.7407
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1127.0,28,all,40.25
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,918.0,23,all,39.913
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,751.0,18,all,41.7222
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,793.0,19,all,41.7368
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,668.0,16,all,41.75
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Comprehensive High School, Ward II, N3",Male,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,668.0,16,all,41.75
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Adult & Non-Formal Education,,,Unqualified,90.0,3,all,30.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,25.0,1,all,25.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,16.0,1,all,16.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33.0,1,all,33.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,122.0,5,all,24.4
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,JSS,,Grade II or Equivalent,Unqualified,649.0,14,all,46.3571
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,JSS,,NCE,Qualified,400.0,9,all,44.4444
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Pre-Primary/Primary,,,Unqualified,684.0,17,all,40.2353
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,418.0,10,all,41.8
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Pre-Primary/Primary,,NCE,Qualified,1520.0,38,all,40.0
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1063.0,26,all,40.8846
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1063.0,26,all,40.8846
2019/2020,South West,Oyo,Ibadan North,"Ward II, N3","Government Secondary School, Ward II, N3",Female,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1026.0,25,all,41.04
