session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,,Unqualified,291.0,9,all,32.3333
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,BEd or Equivalent,Qualified,125.0,4,all,31.25
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,NCE,Qualified,180.0,5,all,36.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,Public,SSS,,PGDE,Qualified,139.0,4,all,34.75
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,BEd or Equivalent,Qualified,521.0,15,all,34.7333
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,MEd or Equivalent,Qualified,156.0,4,all,39.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,JSS,,NCE,Qualified,417.0,11,all,37.9091
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,SSS,,,Unqualified,271.0,8,all,33.875
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,SSS,,BEd or Equivalent,Qualified,271.0,8,all,33.875
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,Public,SSS,,PGDE,Qualified,225.0,7,all,32.1429
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,JSS,,BEd or Equivalent,Qualified,160.0,5,all,32.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,JSS,,Grade II or Equivalent,Unqualified,427.0,12,all,35.5833
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,JSS,,NCE,Qualified,516.0,15,all,34.4
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,SSS,,MEd or Equivalent,Qualified,208.0,6,all,34.6667
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,Public,SSS,,NCE,Qualified,499.0,15,all,33.2667
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,JSS,,BEd or Equivalent,Qualified,400.0,11,all,36.3636
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,JSS,,MEd or Equivalent,Qualified,347.0,10,all,34.7
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,JSS,,PGDE,Qualified,295.0,8,all,36.875
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,SSS,,BEd or Equivalent,Qualified,526.0,16,all,32.875
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,Public,SSS,,PGDE,Qualified,225.0,7,all,32.1429
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,JSS,,,Unqualified,374.0,11,all,34.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,JSS,,NCE,Qualified,516.0,15,all,34.4
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,JSS,,PGDE,Qualified,427.0,12,all,35.5833
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,SSS,,BEd or Equivalent,Qualified,402.0,12,all,33.5
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,SSS,,NCE,Qualified,235.0,7,all,33.5714
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,Public,SSS,,PGDE,Qualified,166.0,5,all,33.2
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,JSS,,Grade II or Equivalent,Unqualified,382.0,11,all,34.7273
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,JSS,,MEd or Equivalent,Qualified,521.0,15,all,34.7333
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,JSS,,NCE,Qualified,347.0,10,all,34.7
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,SSS,,BEd or Equivalent,Qualified,391.0,12,all,32.5833
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,SSS,,Grade II or Equivalent,Unqualified,105.0,3,all,35.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,Public,SSS,,PGDE,Qualified,286.0,9,all,31.7778
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,,Unqualified,42.0,2,all,21.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,94.0,4,all,23.5
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32.0,1,all,32.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,21.0,1,all,21.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,53.0,2,all,26.5
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,,Unqualified,786.0,26,all,30.2308
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,884.0,29,all,30.4828
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,NCE,Qualified,786.0,26,all,30.2308
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,884.0,29,all,30.4828
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1179.0,39,all,30.2308
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1081.0,36,all,30.0278
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1327.0,44,all,30.1591
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1277.0,42,all,30.4048
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 5,,Unqualified,1081.0,36,all,30.0278
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,983.0,32,all,30.7188
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,,Unqualified,66.0,2,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,66.0,2,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,66.0,2,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33.0,1,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,66.0,2,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,33.0,1,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,,Unqualified,796.0,26,all,30.6154
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,902.0,30,all,30.0667
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,NCE,Qualified,849.0,28,all,30.3214
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,1008.0,33,all,30.5455
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 1,,Unqualified,1273.0,42,all,30.3095
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1114.0,37,all,30.1081
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1167.0,38,all,30.7105
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,1167.0,38,all,30.7105
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1008.0,33,all,30.5455
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,902.0,30,all,30.0667
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,JSS,,BEd or Equivalent,Qualified,499.0,14,all,35.6429
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,JSS,,MEd or Equivalent,Qualified,463.0,13,all,35.6154
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,JSS,,NCE,Qualified,356.0,10,all,35.6
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,SSS,,BEd or Equivalent,Qualified,263.0,8,all,32.875
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,SSS,,MEd or Equivalent,Qualified,291.0,9,all,32.3333
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Female,Public,SSS,,NCE,Qualified,235.0,7,all,33.5714
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,JSS,,,Unqualified,382.0,11,all,34.7273
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,JSS,,BEd or Equivalent,Qualified,295.0,8,all,36.875
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,JSS,,MEd or Equivalent,Qualified,400.0,11,all,36.3636
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,SSS,,BEd or Equivalent,Qualified,225.0,7,all,32.1429
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,SSS,,NCE,Qualified,406.0,13,all,31.2308
2019/2020,North Central,Niger,Agaie,Boku,"Government Secondary School, Boku",Male,Public,SSS,,PGDE,Qualified,120.0,4,all,30.0
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,JSS,,BEd or Equivalent,Qualified,107.0,3,all,35.6667
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,JSS,,Grade II or Equivalent,Unqualified,552.0,16,all,34.5
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,JSS,,MEd or Equivalent,Qualified,160.0,5,all,32.0
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,JSS,,NCE,Qualified,410.0,12,all,34.1667
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,SSS,,BEd or Equivalent,Qualified,416.0,13,all,32.0
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Female,Public,SSS,,Grade II or Equivalent,Unqualified,235.0,7,all,33.5714
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,,Unqualified,347.0,10,all,34.7
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,BEd or Equivalent,Qualified,347.0,10,all,34.7
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,NCE,Qualified,209.0,6,all,34.8333
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,JSS,,PGDE,Qualified,174.0,5,all,34.8
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,SSS,,,Unqualified,225.0,7,all,32.1429
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,SSS,,BEd or Equivalent,Qualified,330.0,10,all,33.0
2019/2020,North Central,Niger,Agaie,Boku,"Unity College, Agaie",Male,Public,SSS,,Grade II or Equivalent,Unqualified,120.0,4,all,30.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,,Unqualified,42.0,2,all,21.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,73.0,3,all,24.3333
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,62.0,2,all,31.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,53.0,2,all,26.5
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,BEd or Equivalent,Qualified,303.0,9,all,33.6667
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,NCE,Qualified,392.0,11,all,35.6364
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,JSS,,PGDE,Qualified,320.0,9,all,35.5556
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1474.0,48,all,30.7083
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1277.0,42,all,30.4048
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1179.0,39,all,30.2308
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1032.0,34,all,30.3529
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1130.0,37,all,30.5405
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,983.0,32,all,30.7188
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,BEd or Equivalent,Qualified,249.0,7,all,35.5714
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,Grade II or Equivalent,Unqualified,111.0,3,all,37.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Female,Public,SSS,,NCE,Qualified,277.0,8,all,34.625
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,49.0,2,all,24.5
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,49.0,2,all,24.5
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,49.0,2,all,24.5
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,115.0,5,all,23.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,49.0,2,all,24.5
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,JSS,,Grade II or Equivalent,Unqualified,278.0,8,all,34.75
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,JSS,,MEd or Equivalent,Qualified,313.0,9,all,34.7778
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,JSS,,PGDE,Qualified,382.0,11,all,34.7273
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1326.0,44,all,30.1364
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1114.0,37,all,30.1081
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1167.0,38,all,30.7105
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,1114.0,37,all,30.1081
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1061.0,35,all,30.3143
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1114.0,37,all,30.1081
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,SSS,,Grade II or Equivalent,Unqualified,405.0,12,all,33.75
2019/2020,North Central,Niger,Agaie,Dauaci,"Community Secondary School, Dauaci",Male,Public,SSS,,PGDE,Qualified,271.0,8,all,33.875
2019/2020,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,Adult & Non-Formal Education,,,Unqualified,21.0,1,all,21.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,21.0,1,all,21.0
2019/2020,North Central,Niger,Agaie,Dauaci,"Comprehensive High School, Dauaci",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,21.0,1,all,21.0
