session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,College of Education,zone,South East,South East,,,,,6028,18083,13086,5481,5035,277,0,4997,7605,446,9.0
2022/2023,Female,ALL,WAEC,College of Education,zone,South South,South South,,,,,4658,13976,10114,4238,3892,215,0,3862,5876,346,10.8
2022/2023,Female,ALL,WAEC,College of Education,zone,South West,South West,,,,,10647,31938,23112,9681,8895,489,0,8826,13431,786,10.8
2022/2023,Female,ALL,WAEC,Polytechnic,zone,North Central,North Central,,,,,4736,14203,10278,4306,3957,218,0,3925,5972,349,12.6
2022/2023,Female,ALL,WAEC,Polytechnic,zone,North East,North East,,,,,11473,34418,24907,10434,9586,528,0,9511,14473,848,10.8
2022/2023,Female,ALL,WAEC,Polytechnic,zone,North West,North West,,,,,23826,71472,51721,21665,19905,1095,0,19751,30056,1760,12.6
2022/2023,Female,ALL,WAEC,Polytechnic,zone,South East,South East,,,,,7535,22604,16358,6852,6295,346,0,6246,9506,557,9.0
2022/2023,Female,ALL,WAEC,Polytechnic,zone,South South,South South,,,,,5824,17470,12640,5296,4866,268,0,4830,7344,430,10.8
2022/2023,Female,ALL,WAEC,Polytechnic,zone,South West,South West,,,,,13309,39924,28892,12102,11120,612,0,11032,16790,982,10.8
2022/2023,Female,ALL,WAEC,University,zone,North Central,North Central,,,,,10416,31248,22612,9473,8703,477,0,8636,13139,770,12.6
2022/2023,Female,ALL,WAEC,University,zone,North East,North East,,,,,25243,75723,54796,22954,21090,1160,0,20927,31842,1864,10.8
2022/2023,Female,ALL,WAEC,University,zone,North West,North West,,,,,52417,157241,113788,47661,43790,2410,0,43453,66127,3871,12.6
2022/2023,Female,ALL,WAEC,University,zone,South East,South East,,,,,16578,49728,35988,15075,13849,762,0,13740,20913,1226,9.0
2022/2023,Female,ALL,WAEC,University,zone,South South,South South,,,,,12813,38430,27810,11650,10704,589,0,10620,16160,946,10.8
2022/2023,Female,ALL,WAEC,University,zone,South West,South West,,,,,29280,87832,63559,26624,24459,1344,0,24273,36935,2165,10.8
2022/2023,Female,Disabled,NABTEB,College of Education,zone,North Central,North Central,,,,,36,108,78,33,30,0,0,30,45,3,12.6
2022/2023,Female,Disabled,NABTEB,College of Education,zone,North East,North East,,,,,87,260,187,79,73,5,0,73,108,6,10.8
2022/2023,Female,Disabled,NABTEB,College of Education,zone,North West,North West,,,,,180,538,391,164,149,7,0,147,227,15,12.6
2022/2023,Female,Disabled,NABTEB,College of Education,zone,South East,South East,,,,,57,170,124,52,49,2,0,46,72,3,9.0
2022/2023,Female,Disabled,NABTEB,College of Education,zone,South South,South South,,,,,44,132,95,40,36,1,0,37,55,4,10.8
2022/2023,Female,Disabled,NABTEB,College of Education,zone,South West,South West,,,,,100,301,219,90,83,4,0,82,129,7,10.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,zone,North Central,North Central,,,,,46,134,97,41,38,0,0,37,56,3,12.6
2022/2023,Female,Disabled,NABTEB,Polytechnic,zone,North East,North East,,,,,107,325,234,99,91,5,0,91,135,8,10.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,zone,North West,North West,,,,,224,674,489,205,187,12,0,185,284,18,12.6
2022/2023,Female,Disabled,NABTEB,Polytechnic,zone,South East,South East,,,,,71,214,154,64,59,2,0,60,90,5,9.0
2022/2023,Female,Disabled,NABTEB,Polytechnic,zone,South South,South South,,,,,54,164,119,50,45,1,0,45,69,5,10.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,zone,South West,South West,,,,,126,377,273,115,104,5,0,104,158,11,10.8
2022/2023,Female,Disabled,NABTEB,University,zone,North Central,North Central,,,,,98,295,213,89,84,4,0,82,124,5,12.6
2022/2023,Female,Disabled,NABTEB,University,zone,North East,North East,,,,,239,714,517,216,199,12,0,197,301,17,10.8
2022/2023,Female,Disabled,NABTEB,University,zone,North West,North West,,,,,494,1483,1074,450,414,23,0,409,624,36,12.6
2022/2023,Female,Disabled,NABTEB,University,zone,South East,South East,,,,,157,470,340,143,131,7,0,130,197,12,9.0
2022/2023,Female,Disabled,NABTEB,University,zone,South South,South South,,,,,120,363,262,110,101,6,0,101,152,9,10.8
2022/2023,Female,Disabled,NABTEB,University,zone,South West,South West,,,,,277,829,600,252,230,12,0,229,348,22,10.8
2022/2023,Female,Disabled,NECO,College of Education,zone,North Central,North Central,,,,,114,345,249,104,96,6,0,96,145,8,12.6
2022/2023,Female,Disabled,NECO,College of Education,zone,North East,North East,,,,,279,837,607,254,234,13,0,230,353,20,10.8
2022/2023,Female,Disabled,NECO,College of Education,zone,North West,North West,,,,,579,1737,1259,526,485,26,0,478,733,41,12.6
2022/2023,Female,Disabled,NECO,College of Education,zone,South East,South East,,,,,183,550,397,167,153,8,0,153,230,14,9.0
2022/2023,Female,Disabled,NECO,College of Education,zone,South South,South South,,,,,141,426,308,128,119,7,0,118,180,9,10.8
2022/2023,Female,Disabled,NECO,College of Education,zone,South West,South West,,,,,324,970,703,294,270,15,0,267,409,24,10.8
2022/2023,Female,Disabled,NECO,Polytechnic,zone,North Central,North Central,,,,,144,432,313,131,120,7,0,119,182,11,12.6
2022/2023,Female,Disabled,NECO,Polytechnic,zone,North East,North East,,,,,348,1047,758,319,293,15,0,289,439,26,10.8
2022/2023,Female,Disabled,NECO,Polytechnic,zone,North West,North West,,,,,725,2174,1571,660,605,34,0,603,911,55,12.6
2022/2023,Female,Disabled,NECO,Polytechnic,zone,South East,South East,,,,,230,688,497,208,191,11,0,191,289,17,9.0
2022/2023,Female,Disabled,NECO,Polytechnic,zone,South South,South South,,,,,176,531,385,160,147,8,0,146,225,13,10.8
2022/2023,Female,Disabled,NECO,Polytechnic,zone,South West,South West,,,,,405,1213,879,368,338,18,0,334,511,30,10.8
2022/2023,Female,Disabled,NECO,University,zone,North Central,North Central,,,,,316,950,687,287,264,15,0,263,400,23,12.6
2022/2023,Female,Disabled,NECO,University,zone,North East,North East,,,,,769,2304,1665,697,642,35,0,639,968,55,10.8
2022/2023,Female,Disabled,NECO,University,zone,North West,North West,,,,,1593,4780,3460,1447,1332,73,0,1320,2013,115,12.6
2022/2023,Female,Disabled,NECO,University,zone,South East,South East,,,,,504,1512,1096,457,421,23,0,416,639,36,9.0
2022/2023,Female,Disabled,NECO,University,zone,South South,South South,,,,,391,1169,846,355,325,18,0,323,491,30,10.8
2022/2023,Female,Disabled,NECO,University,zone,South West,South West,,,,,889,2670,1933,809,744,42,0,737,1124,65,10.8
2022/2023,Female,Disabled,WAEC,College of Education,zone,North Central,North Central,,,,,246,739,535,224,206,11,0,204,311,18,12.6
2022/2023,Female,Disabled,WAEC,College of Education,zone,North East,North East,,,,,596,1790,1294,542,500,28,0,496,752,42,10.8
2022/2023,Female,Disabled,WAEC,College of Education,zone,North West,North West,,,,,1240,3716,2688,1127,1034,57,0,1028,1561,93,12.6
2022/2023,Female,Disabled,WAEC,College of Education,zone,South East,South East,,,,,392,1176,850,357,327,19,0,326,493,30,9.0
2022/2023,Female,Disabled,WAEC,College of Education,zone,South South,South South,,,,,303,908,657,276,253,15,0,251,381,23,10.8
2022/2023,Female,Disabled,WAEC,College of Education,zone,South West,South West,,,,,691,2076,1502,630,578,32,0,574,872,52,10.8
2022/2023,Female,Disabled,WAEC,Polytechnic,zone,North Central,North Central,,,,,307,923,668,280,257,14,0,255,388,23,12.6
2022/2023,Female,Disabled,WAEC,Polytechnic,zone,North East,North East,,,,,746,2238,1619,679,623,35,0,619,940,56,10.8
2022/2023,Female,Disabled,WAEC,Polytechnic,zone,North West,North West,,,,,1548,4647,3362,1407,1295,71,0,1285,1955,112,12.6
2022/2023,Female,Disabled,WAEC,Polytechnic,zone,South East,South East,,,,,490,1469,1063,445,409,23,0,406,618,36,9.0
2022/2023,Female,Disabled,WAEC,Polytechnic,zone,South South,South South,,,,,377,1135,821,344,316,17,0,314,477,28,10.8
2022/2023,Female,Disabled,WAEC,Polytechnic,zone,South West,South West,,,,,865,2595,1877,787,723,40,0,718,1090,64,10.8
2022/2023,Female,Disabled,WAEC,University,zone,North Central,North Central,,,,,677,2032,1470,615,566,30,0,562,855,49,12.6
2022/2023,Female,Disabled,WAEC,University,zone,North East,North East,,,,,1641,4922,3561,1492,1371,75,0,1361,2069,121,10.8
2022/2023,Female,Disabled,WAEC,University,zone,North West,North West,,,,,3408,10220,7396,3098,2846,158,0,2824,4298,252,12.6
2022/2023,Female,Disabled,WAEC,University,zone,South East,South East,,,,,1078,3233,2339,980,900,50,0,894,1359,80,9.0
2022/2023,Female,Disabled,WAEC,University,zone,South South,South South,,,,,832,2499,1808,758,697,37,0,691,1050,61,10.8
2022/2023,Female,Disabled,WAEC,University,zone,South West,South West,,,,,1904,5707,4131,1732,1589,87,0,1576,2399,143,10.8
2022/2023,Male,ALL,NABTEB,College of Education,zone,North Central,North Central,,,,,602,1809,1309,548,504,28,0,500,761,44,12.6
2022/2023,Male,ALL,NABTEB,College of Education,zone,North East,North East,,,,,1402,4208,3045,1276,1172,64,0,1163,1769,104,10.8
2022/2023,Male,ALL,NABTEB,College of Education,zone,North West,North West,,,,,2840,8519,6165,2582,2372,131,0,2354,3583,210,12.6
2022/2023,Male,ALL,NABTEB,College of Education,zone,South East,South East,,,,,786,2358,1706,714,657,36,0,652,992,57,9.0
2022/2023,Male,ALL,NABTEB,College of Education,zone,South South,South South,,,,,790,2373,1718,720,661,36,0,655,998,59,10.8
2022/2023,Male,ALL,NABTEB,College of Education,zone,South West,South West,,,,,1525,4577,3311,1387,1276,70,0,1266,1924,111,10.8
2022/2023,Male,ALL,NABTEB,Polytechnic,zone,North Central,North Central,,,,,753,2259,1635,686,629,35,0,624,949,57,12.6
2022/2023,Male,ALL,NABTEB,Polytechnic,zone,North East,North East,,,,,1753,5259,3807,1594,1465,80,0,1452,2213,129,10.8
2022/2023,Male,ALL,NABTEB,Polytechnic,zone,North West,North West,,,,,3549,10648,7705,3228,2965,163,0,2943,4477,263,12.6
2022/2023,Male,ALL,NABTEB,Polytechnic,zone,South East,South East,,,,,982,2946,2131,892,821,46,0,815,1239,71,9.0
2022/2023,Male,ALL,NABTEB,Polytechnic,zone,South South,South South,,,,,988,2966,2145,899,827,46,0,821,1246,72,10.8
2022/2023,Male,ALL,NABTEB,Polytechnic,zone,South West,South West,,,,,1906,5720,4140,1733,1593,88,0,1580,2407,140,10.8
2022/2023,Male,ALL,NABTEB,University,zone,North Central,North Central,,,,,1658,4972,3597,1507,1385,77,0,1375,2090,122,12.6
2022/2023,Male,ALL,NABTEB,University,zone,North East,North East,,,,,3857,11573,8375,3509,3223,178,0,3198,4866,286,10.8
2022/2023,Male,ALL,NABTEB,University,zone,North West,North West,,,,,7808,23425,16951,7100,6522,359,0,6474,9851,578,12.6
2022/2023,Male,ALL,NABTEB,University,zone,South East,South East,,,,,2161,6482,4691,1966,1806,99,0,1791,2725,160,9.0
2022/2023,Male,ALL,NABTEB,University,zone,South South,South South,,,,,2175,6524,4721,1979,1817,99,0,1803,2742,162,10.8
2022/2023,Male,ALL,NABTEB,University,zone,South West,South West,,,,,4194,12584,9107,3814,3505,193,0,3477,5293,309,10.8
2022/2023,Male,ALL,NECO,College of Education,zone,North Central,North Central,,,,,1943,5826,4216,1767,1622,89,0,1610,2449,145,12.6
2022/2023,Male,ALL,NECO,College of Education,zone,North East,North East,,,,,4520,13560,9812,4110,3776,206,0,3748,5702,334,10.8
2022/2023,Male,ALL,NECO,College of Education,zone,North West,North West,,,,,9149,27447,19862,8321,7644,420,0,7585,11541,677,12.6
2022/2023,Male,ALL,NECO,College of Education,zone,South East,South East,,,,,2531,7595,5497,2303,2116,116,0,2098,3194,187,9.0
2022/2023,Male,ALL,NECO,College of Education,zone,South South,South South,,,,,2549,7645,5532,2318,2130,116,0,2113,3214,188,10.8
2022/2023,Male,ALL,NECO,College of Education,zone,South West,South West,,,,,4916,14746,10670,4470,4107,225,0,4076,6200,363,10.8
2022/2023,Male,ALL,NECO,Polytechnic,zone,North Central,North Central,,,,,2428,7283,5270,2208,2029,111,0,2013,3062,179,12.6
2022/2023,Male,ALL,NECO,Polytechnic,zone,North East,North East,,,,,5651,16950,12266,5138,4721,260,0,4684,7128,417,10.8
2022/2023,Male,ALL,NECO,Polytechnic,zone,North West,North West,,,,,11436,34309,24827,10399,9555,527,0,9482,14428,844,12.6
2022/2023,Male,ALL,NECO,Polytechnic,zone,South East,South East,,,,,3166,9495,6871,2878,2644,145,0,2624,3993,234,9.0
2022/2023,Male,ALL,NECO,Polytechnic,zone,South South,South South,,,,,3186,9557,6916,2898,2662,146,0,2641,4018,236,10.8
2022/2023,Male,ALL,NECO,Polytechnic,zone,South West,South West,,,,,6144,18433,13339,5587,5134,282,0,5094,7752,453,10.8
2022/2023,Male,ALL,NECO,University,zone,North Central,North Central,,,,,5342,16022,11593,4857,4462,245,0,4429,6736,395,12.6
2022/2023,Male,ALL,NECO,University,zone,North East,North East,,,,,12431,37290,26985,11304,10385,572,0,10305,15681,919,10.8
2022/2023,Male,ALL,NECO,University,zone,North West,North West,,,,,25160,75479,54619,22879,21021,1156,0,20860,31740,1858,12.6
2022/2023,Male,ALL,NECO,University,zone,South East,South East,,,,,6963,20887,15114,6332,5818,320,0,5773,8782,514,9.0
2022/2023,Male,ALL,NECO,University,zone,South South,South South,,,,,7008,21024,15212,6374,5855,322,0,5812,8838,519,10.8
2022/2023,Male,ALL,NECO,University,zone,South West,South West,,,,,13518,40554,29344,12293,11293,621,0,11210,17051,1000,10.8
2022/2023,Male,ALL,WAEC,College of Education,zone,North Central,North Central,,,,,4153,12455,9014,3775,3471,191,0,3441,5239,304,12.6
2022/2023,Male,ALL,WAEC,College of Education,zone,North East,North East,,,,,9664,28990,20979,8787,8075,443,0,8011,12192,712,10.8
2022/2023,Male,ALL,WAEC,College of Education,zone,North West,North West,,,,,19561,58681,42462,17787,16342,899,0,16219,24675,1445,12.6
2022/2023,Male,ALL,WAEC,College of Education,zone,South East,South East,,,,,5413,16239,11751,4924,4522,249,0,4488,6827,402,9.0
2022/2023,Male,ALL,WAEC,College of Education,zone,South South,South South,,,,,5448,16343,11828,4954,4553,250,0,4515,6874,401,10.8
2022/2023,Male,ALL,WAEC,College of Education,zone,South West,South West,,,,,10508,31527,22814,9557,8781,483,0,8713,13257,776,10.8
2022/2023,Male,ALL,WAEC,Polytechnic,zone,North Central,North Central,,,,,5190,15570,11267,4720,4336,239,0,4303,6547,384,12.6
2022/2023,Male,ALL,WAEC,Polytechnic,zone,North East,North East,,,,,12079,36239,26223,10984,10093,554,0,10016,15239,891,10.8
2022/2023,Male,ALL,WAEC,Polytechnic,zone,North West,North West,,,,,24451,73348,53078,22233,20426,1123,0,20270,30845,1807,12.6
2022/2023,Male,ALL,WAEC,Polytechnic,zone,South East,South East,,,,,6766,20298,14688,6152,5653,311,0,5610,8536,499,9.0
2022/2023,Male,ALL,WAEC,Polytechnic,zone,South South,South South,,,,,6811,20429,14784,6193,5691,315,0,5645,8591,502,10.8
2022/2023,Male,ALL,WAEC,Polytechnic,zone,South West,South West,,,,,13136,39408,28517,11946,10975,603,0,10891,16571,971,10.8
2022/2023,Male,ALL,WAEC,University,zone,North Central,North Central,,,,,11419,34252,24786,10383,9541,525,0,9466,14403,842,12.6
2022/2023,Male,ALL,WAEC,University,zone,North East,North East,,,,,26576,79724,57693,24166,22203,1221,0,22031,33527,1963,10.8
2022/2023,Male,ALL,WAEC,University,zone,North West,North West,,,,,53793,161367,116771,48914,44938,2472,0,44596,67857,3976,12.6
2022/2023,Male,ALL,WAEC,University,zone,South East,South East,,,,,14888,44655,32314,13537,12436,684,0,12341,18777,1101,9.0
2022/2023,Male,ALL,WAEC,University,zone,South South,South South,,,,,14983,44947,32524,13625,12519,689,0,12423,18899,1106,10.8
2022/2023,Male,ALL,WAEC,University,zone,South West,South West,,,,,28903,86695,62738,26281,24145,1327,0,23957,36457,2136,10.8
2022/2023,Male,Disabled,NABTEB,College of Education,zone,North Central,North Central,,,,,40,118,85,36,33,0,0,33,49,3,12.6
2022/2023,Male,Disabled,NABTEB,College of Education,zone,North East,North East,,,,,92,273,199,83,75,5,0,74,116,8,10.8
2022/2023,Male,Disabled,NABTEB,College of Education,zone,North West,North West,,,,,184,555,400,168,155,9,0,155,232,13,12.6
2022/2023,Male,Disabled,NABTEB,College of Education,zone,South East,South East,,,,,50,154,110,47,42,1,0,44,63,5,9.0
2022/2023,Male,Disabled,NABTEB,College of Education,zone,South South,South South,,,,,50,154,112,47,42,2,0,42,65,5,10.8
2022/2023,Male,Disabled,NABTEB,College of Education,zone,South West,South West,,,,,99,297,215,90,82,4,0,82,125,8,10.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,zone,North Central,North Central,,,,,50,148,107,45,41,1,0,41,62,4,12.6
2022/2023,Male,Disabled,NABTEB,Polytechnic,zone,North East,North East,,,,,114,342,248,105,94,5,0,94,143,11,10.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,zone,North West,North West,,,,,230,692,501,210,193,11,0,191,291,17,12.6
2022/2023,Male,Disabled,NABTEB,Polytechnic,zone,South East,South East,,,,,64,192,138,59,52,2,0,54,79,7,9.0
2022/2023,Male,Disabled,NABTEB,Polytechnic,zone,South South,South South,,,,,65,192,138,59,55,2,0,54,79,4,10.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,zone,South West,South West,,,,,124,373,269,112,104,5,0,104,157,8,10.8
2022/2023,Male,Disabled,NABTEB,University,zone,North Central,North Central,,,,,107,323,233,98,92,4,0,90,135,6,12.6
2022/2023,Male,Disabled,NABTEB,University,zone,North East,North East,,,,,250,753,544,229,210,12,0,209,315,19,10.8
2022/2023,Male,Disabled,NABTEB,University,zone,North West,North West,,,,,508,1523,1102,462,424,24,0,421,640,38,12.6
2022/2023,Male,Disabled,NABTEB,University,zone,South East,South East,,,,,139,420,305,128,116,6,0,115,177,12,9.0
2022/2023,Male,Disabled,NABTEB,University,zone,South South,South South,,,,,141,425,307,128,117,7,0,118,179,11,10.8
2022/2023,Male,Disabled,NABTEB,University,zone,South West,South West,,,,,273,819,593,247,227,12,0,226,346,20,10.8
2022/2023,Male,Disabled,NECO,College of Education,zone,North Central,North Central,,,,,125,378,275,115,107,7,0,103,160,8,12.6
2022/2023,Male,Disabled,NECO,College of Education,zone,North East,North East,,,,,294,882,638,267,245,13,0,244,371,22,10.8
2022/2023,Male,Disabled,NECO,College of Education,zone,North West,North West,,,,,596,1784,1291,540,496,28,0,493,751,44,12.6
2022/2023,Male,Disabled,NECO,College of Education,zone,South East,South East,,,,,164,494,357,149,138,7,0,137,208,11,9.0
2022/2023,Male,Disabled,NECO,College of Education,zone,South South,South South,,,,,164,496,360,151,138,8,0,136,209,13,10.8
2022/2023,Male,Disabled,NECO,College of Education,zone,South West,South West,,,,,320,958,694,291,267,15,0,264,403,24,10.8
2022/2023,Male,Disabled,NECO,Polytechnic,zone,North Central,North Central,,,,,157,473,343,144,131,8,0,130,199,13,12.6
2022/2023,Male,Disabled,NECO,Polytechnic,zone,North East,North East,,,,,368,1102,797,334,306,17,0,305,463,28,10.8
2022/2023,Male,Disabled,NECO,Polytechnic,zone,North West,North West,,,,,743,2231,1613,676,621,35,0,618,937,55,12.6
2022/2023,Male,Disabled,NECO,Polytechnic,zone,South East,South East,,,,,206,618,447,187,173,10,0,171,260,14,9.0
2022/2023,Male,Disabled,NECO,Polytechnic,zone,South South,South South,,,,,206,621,450,188,172,10,0,171,262,16,10.8
2022/2023,Male,Disabled,NECO,Polytechnic,zone,South West,South West,,,,,399,1197,867,362,333,19,0,330,505,29,10.8
2022/2023,Male,Disabled,NECO,University,zone,North Central,North Central,,,,,348,1041,753,316,289,15,0,288,437,27,12.6
2022/2023,Male,Disabled,NECO,University,zone,North East,North East,,,,,808,2425,1755,734,674,37,0,670,1021,60,10.8
2022/2023,Male,Disabled,NECO,University,zone,North West,North West,,,,,1635,4907,3550,1488,1366,75,0,1357,2062,122,12.6
2022/2023,Male,Disabled,NECO,University,zone,South East,South East,,,,,452,1357,982,412,379,21,0,375,570,33,9.0
2022/2023,Male,Disabled,NECO,University,zone,South South,South South,,,,,454,1366,988,414,382,21,0,378,574,32,10.8
2022/2023,Male,Disabled,NECO,University,zone,South West,South West,,,,,878,2635,1907,799,734,41,0,728,1108,65,10.8
2022/2023,Male,Disabled,WAEC,College of Education,zone,North Central,North Central,,,,,270,809,586,245,225,12,0,223,341,20,12.6
2022/2023,Male,Disabled,WAEC,College of Education,zone,North East,North East,,,,,628,1885,1364,571,525,28,0,521,793,46,10.8
2022/2023,Male,Disabled,WAEC,College of Education,zone,North West,North West,,,,,1273,3816,2760,1156,1060,59,0,1056,1604,96,12.6
2022/2023,Male,Disabled,WAEC,College of Education,zone,South East,South East,,,,,351,1056,765,320,293,17,0,291,445,27,9.0
2022/2023,Male,Disabled,WAEC,College of Education,zone,South South,South South,,,,,354,1062,770,323,296,17,0,292,447,27,10.8
2022/2023,Male,Disabled,WAEC,College of Education,zone,South West,South West,,,,,682,2050,1482,621,571,31,0,568,861,50,10.8
2022/2023,Male,Disabled,WAEC,Polytechnic,zone,North Central,North Central,,,,,338,1013,732,307,282,15,0,281,425,25,12.6
2022/2023,Male,Disabled,WAEC,Polytechnic,zone,North East,North East,,,,,785,2356,1704,714,655,36,0,652,990,59,10.8
2022/2023,Male,Disabled,WAEC,Polytechnic,zone,North West,North West,,,,,1590,4768,3448,1445,1329,74,0,1320,2003,116,12.6
2022/2023,Male,Disabled,WAEC,Polytechnic,zone,South East,South East,,,,,441,1321,954,400,368,20,0,367,554,32,9.0
2022/2023,Male,Disabled,WAEC,Polytechnic,zone,South South,South South,,,,,442,1328,961,403,370,20,0,367,558,33,10.8
2022/2023,Male,Disabled,WAEC,Polytechnic,zone,South West,South West,,,,,853,2561,1854,776,712,39,0,707,1078,64,10.8
2022/2023,Male,Disabled,WAEC,University,zone,North Central,North Central,,,,,743,2226,1611,675,621,33,0,615,936,54,12.6
2022/2023,Male,Disabled,WAEC,University,zone,North East,North East,,,,,1729,5183,3750,1570,1444,80,0,1433,2180,126,10.8
