session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,WAEC,2-year,College of Education,7,5,0,0,0,2.0,0,0,2,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,WAEC,3-5-year,College of Education,7,2,0,0,0,1.5,0,0,5,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,WAEC,5+-year,College of Education,2,2,0,0,0,1.5,0,0,0,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NABTEB,1-year,College of Education,52,29,7,8,0,1.0,0,0,23,22,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NABTEB,2-year,College of Education,33,17,7,8,0,2.0,0,0,16,10,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NABTEB,3-5-year,College of Education,19,12,7,0,7,1.5,0,0,7,5,7
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NABTEB,5+-year,College of Education,12,9,0,0,0,1.5,0,0,3,9,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NECO,1-year,College of Education,105,70,19,20,0,1.0,0,0,35,51,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NECO,2-year,College of Education,68,45,12,13,0,2.0,0,0,23,33,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NECO,3-5-year,College of Education,44,27,6,6,0,1.5,0,0,17,21,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,NECO,5+-year,College of Education,24,16,6,0,6,1.5,0,0,8,10,6
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,WAEC,1-year,College of Education,131,82,29,21,8,1.0,0,0,49,53,8
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,WAEC,2-year,College of Education,79,52,19,16,3,2.0,0,0,27,33,3
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,WAEC,3-5-year,College of Education,55,35,10,11,0,1.5,0,0,20,25,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,WAEC,5+-year,College of Education,32,19,5,5,0,1.5,0,0,13,14,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NABTEB,5+-year,College of Education,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NECO,1-year,College of Education,13,8,0,0,0,1.0,0,0,5,8,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NECO,2-year,College of Education,8,5,0,0,0,2.0,0,0,3,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NECO,3-5-year,College of Education,5,3,0,0,0,1.5,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,NECO,5+-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,WAEC,1-year,College of Education,15,7,0,0,0,1.0,0,0,8,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,WAEC,2-year,College of Education,10,5,0,0,0,2.0,0,0,5,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,WAEC,3-5-year,College of Education,5,2,0,0,0,1.5,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,disabled,WAEC,5+-year,College of Education,2,2,0,0,0,1.5,0,0,0,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NABTEB,1-year,College of Education,36,20,7,8,0,1.0,0,0,16,13,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NABTEB,2-year,College of Education,21,12,7,8,0,2.0,0,0,9,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NABTEB,3-5-year,College of Education,12,6,0,0,0,1.5,0,0,6,6,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NABTEB,5+-year,College of Education,7,6,0,0,0,1.5,0,0,1,6,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NECO,1-year,College of Education,65,43,12,6,6,1.0,0,0,22,31,6
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NECO,2-year,College of Education,42,27,6,6,0,2.0,0,0,15,21,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NECO,3-5-year,College of Education,31,19,6,6,0,1.5,0,0,12,13,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,NECO,5+-year,College of Education,16,11,0,0,0,1.5,0,0,5,11,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,WAEC,1-year,College of Education,87,56,19,16,3,1.0,0,0,31,37,3
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,WAEC,2-year,College of Education,55,33,9,11,0,2.0,0,0,22,24,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,WAEC,3-5-year,College of Education,35,21,5,5,0,1.5,0,0,14,16,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,all,WAEC,5+-year,College of Education,20,14,5,5,0,1.5,0,0,6,9,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NECO,1-year,College of Education,8,5,0,0,0,1.0,0,0,3,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NECO,2-year,College of Education,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,NECO,5+-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,WAEC,1-year,College of Education,10,7,5,5,0,1.0,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,WAEC,2-year,College of Education,7,5,0,0,0,2.0,0,0,2,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,WAEC,3-5-year,College of Education,5,2,0,0,0,1.5,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,disabled,WAEC,5+-year,College of Education,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NABTEB,1-year,College of Education,41,23,7,8,0,1.0,0,0,18,16,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NABTEB,2-year,College of Education,26,14,7,8,0,2.0,0,0,12,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NABTEB,3-5-year,College of Education,17,9,0,0,0,1.5,0,0,8,9,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NABTEB,5+-year,College of Education,7,6,0,0,0,1.5,0,0,1,6,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NECO,1-year,College of Education,76,48,12,13,0,1.0,0,0,28,36,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NECO,2-year,College of Education,47,29,6,6,0,2.0,0,0,18,23,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NECO,3-5-year,College of Education,29,19,6,6,0,1.5,0,0,10,13,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,NECO,5+-year,College of Education,16,11,6,0,6,1.5,0,0,5,5,6
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,WAEC,1-year,College of Education,99,63,19,16,3,1.0,0,0,36,44,3
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,WAEC,2-year,College of Education,64,40,10,11,0,2.0,0,0,24,30,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,WAEC,3-5-year,College of Education,37,23,5,5,0,1.5,0,0,14,18,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,all,WAEC,5+-year,College of Education,20,14,5,0,5,1.5,0,0,6,9,5
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NABTEB,2-year,College of Education,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NECO,1-year,College of Education,10,5,0,0,0,1.0,0,0,5,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NECO,2-year,College of Education,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,WAEC,1-year,College of Education,15,7,0,0,0,1.0,0,0,8,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,WAEC,2-year,College of Education,7,5,0,0,0,2.0,0,0,2,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,WAEC,3-5-year,College of Education,5,2,0,0,0,1.5,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,disabled,WAEC,5+-year,College of Education,2,2,0,0,0,1.5,0,0,0,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NABTEB,1-year,Polytechnic,26,14,7,8,0,1.0,0,0,12,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NABTEB,2-year,Polytechnic,17,12,8,8,0,2.0,0,0,5,4,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NABTEB,3-5-year,Polytechnic,12,9,0,0,0,1.5,0,0,3,9,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NABTEB,5+-year,Polytechnic,7,3,0,0,0,1.5,0,0,4,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NECO,1-year,Polytechnic,47,29,12,13,0,1.0,0,0,18,17,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NECO,2-year,Polytechnic,31,21,6,7,0,2.0,0,0,10,15,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NECO,3-5-year,Polytechnic,18,13,6,7,0,1.5,0,0,5,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,NECO,5+-year,Polytechnic,13,8,6,0,6,1.5,0,0,5,2,6
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,WAEC,1-year,Polytechnic,79,49,19,16,3,1.0,0,0,30,30,3
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,WAEC,2-year,Polytechnic,52,33,14,10,4,2.0,0,0,19,19,4
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,WAEC,3-5-year,Polytechnic,30,19,5,5,0,1.5,0,0,11,14,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,all,WAEC,5+-year,Polytechnic,17,12,5,5,0,1.5,0,0,5,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NABTEB,1-year,Polytechnic,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NABTEB,2-year,Polytechnic,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NABTEB,3-5-year,Polytechnic,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NECO,1-year,Polytechnic,5,3,6,7,0,1.0,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NECO,2-year,Polytechnic,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,WAEC,1-year,Polytechnic,10,5,5,5,0,1.0,0,0,5,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,WAEC,2-year,Polytechnic,5,2,0,0,0,2.0,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,WAEC,3-5-year,Polytechnic,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,disabled,WAEC,5+-year,Polytechnic,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NABTEB,1-year,Polytechnic,33,23,8,8,0,1.0,0,0,10,15,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NABTEB,2-year,Polytechnic,22,14,8,8,0,2.0,0,0,8,6,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NABTEB,3-5-year,Polytechnic,14,9,0,0,0,1.5,0,0,5,9,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NABTEB,5+-year,Polytechnic,7,6,0,0,0,1.5,0,0,1,6,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NECO,1-year,Polytechnic,58,35,19,13,6,1.0,0,0,23,16,6
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NECO,2-year,Polytechnic,37,24,12,13,0,2.0,0,0,13,12,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NECO,3-5-year,Polytechnic,26,16,6,7,0,1.5,0,0,10,10,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,NECO,5+-year,Polytechnic,10,5,0,0,0,1.5,0,0,5,5,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,WAEC,1-year,Polytechnic,84,52,19,16,3,1.0,0,0,32,33,3
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,WAEC,2-year,Polytechnic,50,31,9,11,0,2.0,0,0,19,22,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,WAEC,3-5-year,Polytechnic,37,23,9,5,4,1.5,0,0,14,14,4
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,all,WAEC,5+-year,Polytechnic,20,12,5,5,0,1.5,0,0,8,7,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NABTEB,1-year,Polytechnic,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NABTEB,2-year,Polytechnic,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NABTEB,3-5-year,Polytechnic,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NECO,1-year,Polytechnic,8,3,6,7,0,1.0,0,0,5,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NECO,2-year,Polytechnic,5,2,0,0,0,2.0,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,WAEC,1-year,Polytechnic,10,5,5,5,0,1.0,0,0,5,0,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,WAEC,2-year,Polytechnic,5,2,0,0,0,2.0,0,0,3,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,WAEC,3-5-year,Polytechnic,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,disabled,WAEC,5+-year,Polytechnic,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,all,NABTEB,1-year,Polytechnic,29,20,8,8,0,1.0,0,0,9,12,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,all,NABTEB,2-year,Polytechnic,17,12,8,8,0,2.0,0,0,5,4,0
2019/2020,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,all,NABTEB,3-5-year,Polytechnic,10,9,0,0,0,1.5,0,0,1,9,0
