"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","NECO","2-year","University","66","42","14","11","3","2.0","0","0","24","28","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","NECO","3-5-year","University","42","27","7","8","0","1.5","0","0","15","20","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","NECO","5+-year","University","24","15","3","4","0","1.5","0","0","9","12","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","WAEC","1-year","University","156","106","37","32","5","1.0","0","0","50","69","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","WAEC","2-year","University","93","62","22","19","3","2.0","0","0","31","40","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","WAEC","3-5-year","University","68","44","16","16","0","1.5","0","0","24","28","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","all","WAEC","5+-year","University","33","22","9","7","2","1.5","0","0","11","13","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NABTEB","1-year","University","7","3","4","4","0","1.0","0","0","4","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NABTEB","2-year","University","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NABTEB","3-5-year","University","2","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NECO","1-year","University","13","7","3","4","0","1.0","0","0","6","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NECO","2-year","University","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NECO","3-5-year","University","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","NECO","5+-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","WAEC","1-year","University","18","9","3","3","0","1.0","0","0","9","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","WAEC","2-year","University","10","7","3","3","0","2.0","0","0","3","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","WAEC","3-5-year","University","5","5","0","0","0","1.5","0","0","0","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Community Secondary School, Abak Urban I","Male","disabled","WAEC","5+-year","University","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NABTEB","1-year","Polytechnic","34","22","8","4","4","1.0","0","0","12","14","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NABTEB","2-year","Polytechnic","22","13","4","4","0","2.0","0","0","9","9","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NABTEB","3-5-year","Polytechnic","12","8","4","4","0","1.5","0","0","4","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NABTEB","5+-year","Polytechnic","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NECO","1-year","Polytechnic","61","37","14","11","3","1.0","0","0","24","23","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NECO","2-year","Polytechnic","40","25","7","8","0","2.0","0","0","15","18","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NECO","3-5-year","Polytechnic","21","15","3","4","0","1.5","0","0","6","12","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","NECO","5+-year","Polytechnic","13","7","3","4","0","1.5","0","0","6","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","WAEC","1-year","Polytechnic","76","51","15","13","2","1.0","0","0","25","36","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","WAEC","2-year","Polytechnic","48","33","9","10","0","2.0","0","0","15","24","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","WAEC","3-5-year","Polytechnic","33","22","6","6","0","1.5","0","0","11","16","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","all","WAEC","5+-year","Polytechnic","23","13","6","3","3","1.5","0","0","10","7","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NABTEB","1-year","Polytechnic","5","3","4","4","0","1.0","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NABTEB","2-year","Polytechnic","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NABTEB","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NABTEB","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NECO","1-year","Polytechnic","5","5","3","4","0","1.0","0","0","0","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NECO","2-year","Polytechnic","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NECO","3-5-year","Polytechnic","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NECO","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","WAEC","1-year","Polytechnic","8","5","3","3","0","1.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","WAEC","2-year","Polytechnic","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","WAEC","3-5-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","WAEC","5+-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NABTEB","1-year","Polytechnic","31","19","4","4","0","1.0","0","0","12","15","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NABTEB","2-year","Polytechnic","22","13","4","4","0","2.0","0","0","9","9","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NABTEB","3-5-year","Polytechnic","12","8","4","0","4","1.5","0","0","4","4","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NABTEB","5+-year","Polytechnic","7","5","0","0","0","1.5","0","0","2","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NECO","1-year","Polytechnic","66","42","11","11","0","1.0","0","0","24","31","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NECO","2-year","Polytechnic","42","25","7","7","0","2.0","0","0","17","18","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NECO","3-5-year","Polytechnic","21","15","4","4","0","1.5","0","0","6","11","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NECO","5+-year","Polytechnic","13","7","3","0","3","1.5","0","0","6","4","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","WAEC","1-year","Polytechnic","88","57","15","13","2","1.0","0","0","31","42","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","WAEC","2-year","Polytechnic","55","38","12","10","2","2.0","0","0","17","26","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","WAEC","3-5-year","Polytechnic","35","22","6","7","0","1.5","0","0","13","16","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","WAEC","5+-year","Polytechnic","23","13","3","3","0","1.5","0","0","10","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NABTEB","1-year","Polytechnic","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NABTEB","2-year","Polytechnic","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NABTEB","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NABTEB","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NECO","1-year","Polytechnic","5","5","3","4","0","1.0","0","0","0","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NECO","2-year","Polytechnic","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NECO","3-5-year","Polytechnic","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NECO","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","WAEC","1-year","Polytechnic","8","5","3","3","0","1.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","WAEC","2-year","Polytechnic","5","5","0","0","0","2.0","0","0","0","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","WAEC","3-5-year","Polytechnic","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","WAEC","5+-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NABTEB","1-year","College of Education","43","30","8","9","0","1.0","0","0","13","22","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NABTEB","2-year","College of Education","26","19","8","4","4","2.0","0","0","7","11","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NABTEB","3-5-year","College of Education","19","13","4","4","0","1.5","0","0","6","9","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NABTEB","5+-year","College of Education","10","5","4","4","0","1.5","0","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NECO","1-year","College of Education","71","49","18","15","3","1.0","0","0","22","31","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NECO","2-year","College of Education","47","32","11","11","0","2.0","0","0","15","21","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NECO","3-5-year","College of Education","26","17","7","8","0","1.5","0","0","9","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NECO","5+-year","College of Education","24","17","7","4","3","1.5","0","0","7","10","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","WAEC","1-year","College of Education","93","60","22","19","3","1.0","0","0","33","38","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","WAEC","2-year","College of Education","60","38","12","13","0","2.0","0","0","22","26","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","WAEC","3-5-year","College of Education","40","27","9","6","3","1.5","0","0","13","18","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","WAEC","5+-year","College of Education","25","16","6","6","0","1.5","0","0","9","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NABTEB","1-year","College of Education","5","3","4","4","0","1.0","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NECO","1-year","College of Education","8","5","4","4","0","1.0","0","0","3","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NECO","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","WAEC","1-year","College of Education","8","4","3","3","0","1.0","0","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","WAEC","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","WAEC","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NABTEB","1-year","College of Education","48","32","11","9","2","1.0","0","0","16","21","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NABTEB","2-year","College of Education","31","22","8","5","3","2.0","0","0","9","14","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NABTEB","3-5-year","College of Education","17","11","4","5","0","1.5","0","0","6","7","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NABTEB","5+-year","College of Education","10","8","0","0","0","1.5","0","0","2","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NECO","1-year","College of Education","90","59","21","19","2","1.0","0","0","31","38","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NECO","2-year","College of Education","55","37","14","11","3","2.0","0","0","18","23","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NECO","3-5-year","College of Education","37","25","7","7","0","1.5","0","0","12","18","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NECO","5+-year","College of Education","24","17","7","7","0","1.5","0","0","7","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","WAEC","1-year","College of Education","103","66","22","19","3","1.0","0","0","37","44","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","WAEC","2-year","College of Education","71","46","16","13","3","2.0","0","0","25","30","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","WAEC","3-5-year","College of Education","43","29","9","10","0","1.5","0","0","14","20","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","WAEC","5+-year","College of Education","25","18","3","3","0","1.5","0","0","7","15","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NABTEB","1-year","College of Education","5","3","4","5","0","1.0","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NECO","1-year","College of Education","5","5","4","4","0","1.0","0","0","0","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NECO","2-year","College of Education","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","WAEC","1-year","College of Education","10","7","3","3","0","1.0","0","0","3","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","WAEC","2-year","College of Education","5","5","0","0","0","2.0","0","0","0","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","NABTEB","1-year","University","26","19","4","5","0","1.0","0","0","7","15","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","NABTEB","2-year","University","17","11","4","5","0","2.0","0","0","6","7","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","NABTEB","3-5-year","University","12","8","4","5","0","1.5","0","0","4","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","NABTEB","5+-year","University","5","3","0","0","0","1.5","0","0","2","3","0"
