"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Female","disabled","WAEC","1-year","Polytechnic","11","8","4","4","0","1.0","0","0","3","4","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Female","disabled","WAEC","2-year","Polytechnic","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Female","disabled","WAEC","3-5-year","Polytechnic","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Female","disabled","WAEC","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NABTEB","1-year","Polytechnic","48","34","11","11","0","1.0","0","0","14","23","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NABTEB","2-year","Polytechnic","28","19","6","6","0","2.0","0","0","9","13","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NABTEB","3-5-year","Polytechnic","20","12","6","6","0","1.5","0","0","8","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NABTEB","5+-year","Polytechnic","13","9","6","0","6","1.5","0","0","4","3","6"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NECO","1-year","Polytechnic","86","62","19","16","3","1.0","0","0","24","43","3"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NECO","2-year","Polytechnic","53","39","14","10","4","2.0","0","0","14","25","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NECO","3-5-year","Polytechnic","39","25","9","10","0","1.5","0","0","14","16","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","NECO","5+-year","Polytechnic","22","17","5","5","0","1.5","0","0","5","12","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","WAEC","1-year","Polytechnic","108","76","26","27","0","1.0","0","0","32","50","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","WAEC","2-year","Polytechnic","73","50","17","18","0","2.0","0","0","23","33","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","WAEC","3-5-year","Polytechnic","46","30","13","9","4","1.5","0","0","16","17","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","all","WAEC","5+-year","Polytechnic","24","18","9","4","5","1.5","0","0","6","9","5"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NABTEB","1-year","Polytechnic","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NABTEB","2-year","Polytechnic","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NABTEB","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NABTEB","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NECO","1-year","Polytechnic","8","5","5","5","0","1.0","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NECO","2-year","Polytechnic","5","5","0","0","0","2.0","0","0","0","5","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NECO","3-5-year","Polytechnic","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","NECO","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","WAEC","1-year","Polytechnic","8","8","4","4","0","1.0","0","0","0","4","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","WAEC","2-year","Polytechnic","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","WAEC","3-5-year","Polytechnic","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Community Secondary School, Akwukwu","Male","disabled","WAEC","5+-year","Polytechnic","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NABTEB","1-year","College of Education","20","16","6","6","0","1.0","0","0","4","10","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NABTEB","2-year","College of Education","13","9","6","5","1","2.0","0","0","4","3","1"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NABTEB","3-5-year","College of Education","10","6","5","5","0","1.5","0","0","4","1","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NABTEB","5+-year","College of Education","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NECO","1-year","College of Education","42","31","14","16","0","1.0","0","0","11","17","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NECO","2-year","College of Education","28","20","9","10","0","2.0","0","0","8","11","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NECO","3-5-year","College of Education","19","14","5","5","0","1.5","0","0","5","9","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","NECO","5+-year","College of Education","8","5","5","0","5","1.5","0","0","3","0","5"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","WAEC","1-year","College of Education","51","38","13","13","0","1.0","0","0","13","25","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","WAEC","2-year","College of Education","32","23","9","9","0","2.0","0","0","9","14","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","WAEC","3-5-year","College of Education","24","18","9","4","5","1.5","0","0","6","9","5"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","all","WAEC","5+-year","College of Education","16","10","4","4","0","1.5","0","0","6","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NABTEB","1-year","College of Education","5","3","5","5","0","1.0","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NECO","1-year","College of Education","5","3","5","5","0","1.0","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NECO","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","NECO","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","WAEC","1-year","College of Education","5","3","4","4","0","1.0","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","WAEC","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","WAEC","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Female","disabled","WAEC","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NABTEB","1-year","College of Education","23","16","5","5","0","1.0","0","0","7","11","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NABTEB","2-year","College of Education","15","9","6","5","1","2.0","0","0","6","3","1"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NABTEB","3-5-year","College of Education","10","6","0","0","0","1.5","0","0","4","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NABTEB","5+-year","College of Education","5","6","0","0","0","1.5","0","0","0","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NECO","1-year","College of Education","47","31","14","10","4","1.0","0","0","16","17","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NECO","2-year","College of Education","31","20","9","5","4","2.0","0","0","11","11","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NECO","3-5-year","College of Education","19","14","5","5","0","1.5","0","0","5","9","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","NECO","5+-year","College of Education","8","5","0","0","0","1.5","0","0","3","5","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","WAEC","1-year","College of Education","57","40","17","18","0","1.0","0","0","17","23","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","WAEC","2-year","College of Education","35","25","9","9","0","2.0","0","0","10","16","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","WAEC","3-5-year","College of Education","22","15","9","4","5","1.5","0","0","7","6","5"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","all","WAEC","5+-year","College of Education","11","8","5","4","1","1.5","0","0","3","3","1"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NECO","1-year","College of Education","5","3","5","5","0","1.0","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NECO","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NECO","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","NECO","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","WAEC","1-year","College of Education","5","2","5","4","1","1.0","0","0","3","0","1"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","WAEC","2-year","College of Education","3","2","0","0","0","2.0","0","0","1","2","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Comprehensive High School, Akwukwu","Male","disabled","WAEC","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NABTEB","1-year","College of Education","38","25","11","6","5","1.0","0","0","13","14","5"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NABTEB","2-year","College of Education","25","19","5","6","0","2.0","0","0","6","14","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NABTEB","3-5-year","College of Education","18","12","5","6","0","1.5","0","0","6","7","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NABTEB","5+-year","College of Education","10","6","0","0","0","1.5","0","0","4","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NECO","1-year","College of Education","78","53","14","16","0","1.0","0","0","25","39","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NECO","2-year","College of Education","56","36","9","10","0","2.0","0","0","20","27","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NECO","3-5-year","College of Education","33","25","9","5","4","1.5","0","0","8","16","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","NECO","5+-year","College of Education","17","11","5","0","5","1.5","0","0","6","6","5"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","WAEC","1-year","College of Education","102","68","22","18","4","1.0","0","0","34","46","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","WAEC","2-year","College of Education","65","45","17","13","4","2.0","0","0","20","28","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","WAEC","3-5-year","College of Education","43","28","9","9","0","1.5","0","0","15","19","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","all","WAEC","5+-year","College of Education","24","18","5","5","0","1.5","0","0","6","13","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NECO","1-year","College of Education","8","5","0","0","0","1.0","0","0","3","5","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NECO","2-year","College of Education","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","NECO","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","WAEC","1-year","College of Education","8","5","5","5","0","1.0","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","WAEC","2-year","College of Education","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","WAEC","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Female","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NABTEB","1-year","College of Education","41","28","5","6","0","1.0","0","0","13","23","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NABTEB","2-year","College of Education","25","19","5","6","0","2.0","0","0","6","14","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NABTEB","3-5-year","College of Education","15","9","0","0","0","1.5","0","0","6","9","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NABTEB","5+-year","College of Education","10","6","0","0","0","1.5","0","0","4","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NECO","1-year","College of Education","78","50","14","10","4","1.0","0","0","28","36","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NECO","2-year","College of Education","50","31","9","5","4","2.0","0","0","19","22","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NECO","3-5-year","College of Education","31","17","5","5","0","1.5","0","0","14","12","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","NECO","5+-year","College of Education","17","11","0","0","0","1.5","0","0","6","11","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","WAEC","1-year","College of Education","100","63","22","18","4","1.0","0","0","37","41","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","WAEC","2-year","College of Education","62","38","13","9","4","2.0","0","0","24","25","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","WAEC","3-5-year","College of Education","40","28","9","9","0","1.5","0","0","12","19","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","all","WAEC","5+-year","College of Education","24","15","5","5","0","1.5","0","0","9","10","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NECO","1-year","College of Education","5","3","5","5","0","1.0","0","0","2","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NECO","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","WAEC","1-year","College of Education","8","5","5","5","0","1.0","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","WAEC","2-year","College of Education","5","5","0","0","0","2.0","0","0","0","5","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","WAEC","3-5-year","College of Education","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Government Secondary School, Akwukwu","Male","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NABTEB","1-year","College of Education","43","31","11","11","0","1.0","0","0","12","20","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NABTEB","2-year","College of Education","28","19","5","6","0","2.0","0","0","9","14","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NABTEB","3-5-year","College of Education","20","16","5","6","0","1.5","0","0","4","11","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NABTEB","5+-year","College of Education","8","6","6","0","6","1.5","0","0","2","0","6"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NECO","1-year","College of Education","84","56","19","21","0","1.0","0","0","28","37","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NECO","2-year","College of Education","50","34","14","10","4","2.0","0","0","16","20","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NECO","3-5-year","College of Education","31","20","9","5","4","1.5","0","0","11","11","4"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","NECO","5+-year","College of Education","14","11","5","5","0","1.5","0","0","3","6","0"
"2019/2020","South South","Delta","Oshimili North","Akwukwu","Unity College, Oshimili North","Female","all","WAEC","1-year","College of Education","100","63","26","22","4","1.0","0","0","37","37","4"
