"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Female","disabled","WAEC","1-year","University","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Female","disabled","WAEC","2-year","University","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Female","disabled","WAEC","3-5-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Female","disabled","WAEC","5+-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NABTEB","1-year","University","33","20","7","7","0","1.0","0","0","13","13","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NABTEB","2-year","University","21","13","7","7","0","2.0","0","0","8","6","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NABTEB","3-5-year","University","17","8","0","0","0","1.5","0","0","9","8","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NABTEB","5+-year","University","9","5","0","0","0","1.5","0","0","4","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NECO","1-year","University","50","31","9","9","0","1.0","0","0","19","22","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NECO","2-year","University","33","20","9","5","4","2.0","0","0","13","11","4"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NECO","3-5-year","University","25","16","4","5","0","1.5","0","0","9","12","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","NECO","5+-year","University","15","9","4","5","0","1.5","0","0","6","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","WAEC","1-year","University","81","48","19","16","3","1.0","0","0","33","29","3"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","WAEC","2-year","University","56","34","11","12","0","2.0","0","0","22","23","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","WAEC","3-5-year","University","27","16","4","4","0","1.5","0","0","11","12","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","all","WAEC","5+-year","University","10","6","4","0","4","1.5","0","0","4","2","4"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NABTEB","1-year","University","5","2","0","0","0","1.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NABTEB","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NABTEB","3-5-year","University","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NECO","1-year","University","5","2","0","0","0","1.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NECO","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NECO","3-5-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","NECO","5+-year","University","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","WAEC","1-year","University","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","WAEC","2-year","University","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","WAEC","3-5-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Comprehensive High School, Buratai","Male","disabled","WAEC","5+-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NABTEB","1-year","University","26","15","7","7","0","1.0","0","0","11","8","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NABTEB","2-year","University","19","10","6","7","0","2.0","0","0","9","4","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NABTEB","3-5-year","University","12","8","0","0","0","1.5","0","0","4","8","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NABTEB","5+-year","University","7","2","0","0","0","1.5","0","0","5","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NECO","1-year","University","48","29","13","14","0","1.0","0","0","19","16","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NECO","2-year","University","28","18","9","9","0","2.0","0","0","10","9","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NECO","3-5-year","University","15","9","4","5","0","1.5","0","0","6","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","NECO","5+-year","University","10","4","4","0","4","1.5","0","0","6","0","4"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","WAEC","1-year","University","69","42","19","16","3","1.0","0","0","27","23","3"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","WAEC","2-year","University","42","26","12","12","0","2.0","0","0","16","14","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","WAEC","3-5-year","University","22","14","4","4","0","1.5","0","0","8","10","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","all","WAEC","5+-year","University","15","8","4","4","0","1.5","0","0","7","4","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NABTEB","1-year","University","5","2","0","0","0","1.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NABTEB","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NABTEB","3-5-year","University","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NECO","1-year","University","5","2","4","5","0","1.0","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NECO","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NECO","3-5-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","NECO","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","WAEC","1-year","University","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","WAEC","2-year","University","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","WAEC","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Female","disabled","WAEC","5+-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NABTEB","1-year","University","26","18","7","7","0","1.0","0","0","8","11","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NABTEB","2-year","University","17","10","7","7","0","2.0","0","0","7","3","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NABTEB","3-5-year","University","12","8","0","0","0","1.5","0","0","4","8","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NABTEB","5+-year","University","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NECO","1-year","University","43","25","9","5","4","1.0","0","0","18","16","4"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NECO","2-year","University","28","16","4","5","0","2.0","0","0","12","12","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NECO","3-5-year","University","15","9","4","5","0","1.5","0","0","6","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","NECO","5+-year","University","10","5","0","0","0","1.5","0","0","5","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","WAEC","1-year","University","59","36","15","16","0","1.0","0","0","23","21","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","WAEC","2-year","University","37","22","8","8","0","2.0","0","0","15","14","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","WAEC","3-5-year","University","25","14","8","4","4","1.5","0","0","11","6","4"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","all","WAEC","5+-year","University","15","8","4","4","0","1.5","0","0","7","4","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NABTEB","1-year","University","5","2","0","0","0","1.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NABTEB","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NABTEB","3-5-year","University","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NECO","1-year","University","5","2","4","5","0","1.0","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NECO","2-year","University","3","2","0","0","0","2.0","0","0","1","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NECO","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","NECO","5+-year","University","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","WAEC","1-year","University","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","WAEC","2-year","University","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","WAEC","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Government Secondary School, Buratai","Male","disabled","WAEC","5+-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NABTEB","1-year","Polytechnic","47","28","7","7","0","1.0","0","0","19","21","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NABTEB","2-year","Polytechnic","31","15","7","7","0","2.0","0","0","16","8","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NABTEB","3-5-year","Polytechnic","17","10","7","0","7","1.5","0","0","7","3","7"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NABTEB","5+-year","Polytechnic","9","5","0","0","0","1.5","0","0","4","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NECO","1-year","Polytechnic","111","65","26","24","2","1.0","0","0","46","39","2"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NECO","2-year","Polytechnic","71","42","18","14","4","2.0","0","0","29","24","4"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NECO","3-5-year","Polytechnic","40","25","9","9","0","1.5","0","0","15","16","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","NECO","5+-year","Polytechnic","23","13","4","5","0","1.5","0","0","10","9","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","WAEC","1-year","Polytechnic","127","73","23","25","0","1.0","0","0","54","50","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","WAEC","2-year","Polytechnic","71","42","15","12","3","2.0","0","0","29","27","3"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","WAEC","3-5-year","Polytechnic","51","30","11","8","3","1.5","0","0","21","19","3"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","all","WAEC","5+-year","Polytechnic","22","14","4","4","0","1.5","0","0","8","10","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NABTEB","1-year","Polytechnic","5","2","0","0","0","1.0","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NABTEB","2-year","Polytechnic","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NABTEB","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NABTEB","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NECO","1-year","Polytechnic","10","5","4","5","0","1.0","0","0","5","1","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NECO","2-year","Polytechnic","8","2","0","0","0","2.0","0","0","6","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NECO","3-5-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","NECO","5+-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","WAEC","1-year","Polytechnic","12","6","4","4","0","1.0","0","0","6","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","WAEC","2-year","Polytechnic","7","4","0","0","0","2.0","0","0","3","4","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","WAEC","3-5-year","Polytechnic","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Female","disabled","WAEC","5+-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Male","all","NABTEB","1-year","Polytechnic","40","25","7","7","0","1.0","0","0","15","18","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Male","all","NABTEB","2-year","Polytechnic","26","15","7","7","0","2.0","0","0","11","8","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Male","all","NABTEB","3-5-year","Polytechnic","17","10","7","0","7","1.5","0","0","7","3","7"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Male","all","NABTEB","5+-year","Polytechnic","12","5","0","0","0","1.5","0","0","7","5","0"
"2019/2020","North East","Borno","Biu","Buratai","Unity College, Biu","Male","all","NECO","1-year","Polytechnic","88","51","13","9","4","1.0","0","0","37","38","4"
