"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","NABTEB","5+-year","College of Education","8","5","0","0","0","1.5","0","0","3","5","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","NECO","1-year","College of Education","69","38","8","9","0","1.0","0","0","31","30","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","NECO","2-year","College of Education","45","24","8","4","4","2.0","0","0","21","16","4"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","NECO","3-5-year","College of Education","31","16","4","4","0","1.5","0","0","15","12","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","NECO","5+-year","College of Education","16","10","4","4","0","1.5","0","0","6","6","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","WAEC","1-year","College of Education","99","55","12","13","0","1.0","0","0","44","43","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","WAEC","2-year","College of Education","60","34","9","7","2","2.0","0","0","26","25","2"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","WAEC","3-5-year","College of Education","39","21","6","3","3","1.5","0","0","18","15","3"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","all","WAEC","5+-year","College of Education","22","12","3","3","0","1.5","0","0","10","9","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NABTEB","1-year","College of Education","4","2","0","0","0","1.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NABTEB","2-year","College of Education","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NABTEB","5+-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NECO","1-year","College of Education","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NECO","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","NECO","5+-year","College of Education","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","WAEC","1-year","College of Education","11","7","3","3","0","1.0","0","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","WAEC","2-year","College of Education","9","4","0","0","0","2.0","0","0","5","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","WAEC","3-5-year","College of Education","4","4","0","0","0","1.5","0","0","0","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Community Secondary School, Bambam","Male","disabled","WAEC","5+-year","College of Education","4","2","0","0","0","1.5","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NABTEB","1-year","College of Education","23","13","4","5","0","1.0","0","0","10","9","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NABTEB","2-year","College of Education","15","9","4","5","0","2.0","0","0","6","5","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NABTEB","3-5-year","College of Education","10","7","4","5","0","1.5","0","0","3","3","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NABTEB","5+-year","College of Education","6","5","0","0","0","1.5","0","0","1","5","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NECO","1-year","College of Education","45","28","12","13","0","1.0","0","0","17","16","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NECO","2-year","College of Education","27","18","8","9","0","2.0","0","0","9","10","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NECO","3-5-year","College of Education","18","10","4","4","0","1.5","0","0","8","6","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","NECO","5+-year","College of Education","11","6","4","0","4","1.5","0","0","5","2","4"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","WAEC","1-year","College of Education","49","30","12","13","0","1.0","0","0","19","18","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","WAEC","2-year","College of Education","30","20","9","7","2","2.0","0","0","10","11","2"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","WAEC","3-5-year","College of Education","22","12","6","7","0","1.5","0","0","10","6","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","all","WAEC","5+-year","College of Education","13","7","3","3","0","1.5","0","0","6","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NABTEB","1-year","College of Education","4","2","4","5","0","1.0","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NABTEB","2-year","College of Education","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NECO","1-year","College of Education","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NECO","3-5-year","College of Education","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","NECO","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","WAEC","1-year","College of Education","6","4","3","3","0","1.0","0","0","2","1","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","WAEC","2-year","College of Education","4","2","0","0","0","2.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","WAEC","3-5-year","College of Education","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Female","disabled","WAEC","5+-year","College of Education","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NABTEB","1-year","College of Education","25","16","5","5","0","1.0","0","0","9","11","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NABTEB","2-year","College of Education","17","9","4","5","0","2.0","0","0","8","5","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NABTEB","3-5-year","College of Education","10","7","4","5","0","1.5","0","0","3","3","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NABTEB","5+-year","College of Education","6","4","0","0","0","1.5","0","0","2","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NECO","1-year","College of Education","60","38","15","13","2","1.0","0","0","22","23","2"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NECO","2-year","College of Education","38","24","8","9","0","2.0","0","0","14","16","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NECO","3-5-year","College of Education","22","14","4","4","0","1.5","0","0","8","10","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","NECO","5+-year","College of Education","13","8","4","4","0","1.5","0","0","5","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","WAEC","1-year","College of Education","69","41","12","13","0","1.0","0","0","28","29","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","WAEC","2-year","College of Education","41","25","9","7","2","2.0","0","0","16","16","2"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","WAEC","3-5-year","College of Education","26","16","6","3","3","1.5","0","0","10","10","3"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","all","WAEC","5+-year","College of Education","17","11","3","3","0","1.5","0","0","6","8","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NABTEB","1-year","College of Education","4","2","4","5","0","1.0","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NABTEB","2-year","College of Education","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NECO","1-year","College of Education","7","4","4","4","0","1.0","0","0","3","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NECO","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","NECO","5+-year","College of Education","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","WAEC","1-year","College of Education","9","5","3","3","0","1.0","0","0","4","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","WAEC","2-year","College of Education","4","3","0","0","0","2.0","0","0","1","3","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","WAEC","3-5-year","College of Education","4","2","0","0","0","1.5","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Comprehensive High School, Bambam","Male","disabled","WAEC","5+-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NABTEB","1-year","Polytechnic","23","13","5","5","0","1.0","0","0","10","8","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NABTEB","2-year","Polytechnic","14","9","5","5","0","2.0","0","0","5","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NABTEB","3-5-year","Polytechnic","8","4","0","0","0","1.5","0","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NABTEB","5+-year","Polytechnic","6","5","0","0","0","1.5","0","0","1","5","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NECO","1-year","Polytechnic","42","26","12","9","3","1.0","0","0","16","14","3"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NECO","2-year","Polytechnic","25","14","4","4","0","2.0","0","0","11","10","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NECO","3-5-year","Polytechnic","18","10","4","4","0","1.5","0","0","8","6","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","NECO","5+-year","Polytechnic","9","6","4","4","0","1.5","0","0","3","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","WAEC","1-year","Polytechnic","52","32","12","10","2","1.0","0","0","20","20","2"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","WAEC","2-year","Polytechnic","34","20","6","7","0","2.0","0","0","14","14","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","WAEC","3-5-year","Polytechnic","22","12","3","3","0","1.5","0","0","10","9","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","all","WAEC","5+-year","Polytechnic","11","7","3","3","0","1.5","0","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NABTEB","1-year","Polytechnic","4","2","0","0","0","1.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NABTEB","2-year","Polytechnic","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NABTEB","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NABTEB","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NECO","1-year","Polytechnic","4","2","4","4","0","1.0","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NECO","2-year","Polytechnic","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NECO","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","NECO","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","WAEC","1-year","Polytechnic","6","4","3","3","0","1.0","0","0","2","1","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","WAEC","2-year","Polytechnic","4","2","0","0","0","2.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","WAEC","3-5-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Female","disabled","WAEC","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NABTEB","1-year","Polytechnic","25","13","5","5","0","1.0","0","0","12","8","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NABTEB","2-year","Polytechnic","17","9","5","5","0","2.0","0","0","8","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NABTEB","3-5-year","Polytechnic","10","7","0","0","0","1.5","0","0","3","7","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NABTEB","5+-year","Polytechnic","4","2","0","0","0","1.5","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NECO","1-year","Polytechnic","51","26","8","9","0","1.0","0","0","25","18","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NECO","2-year","Polytechnic","31","18","4","4","0","2.0","0","0","13","14","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NECO","3-5-year","Polytechnic","20","12","4","4","0","1.5","0","0","8","8","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","NECO","5+-year","Polytechnic","11","6","4","0","4","1.5","0","0","5","2","4"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","WAEC","1-year","Polytechnic","67","37","12","13","0","1.0","0","0","30","25","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","WAEC","2-year","Polytechnic","39","21","9","7","2","2.0","0","0","18","12","2"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","WAEC","3-5-year","Polytechnic","24","14","6","3","3","1.5","0","0","10","8","3"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","all","WAEC","5+-year","Polytechnic","17","9","3","3","0","1.5","0","0","8","6","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NABTEB","1-year","Polytechnic","4","2","0","0","0","1.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NABTEB","2-year","Polytechnic","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NABTEB","3-5-year","Polytechnic","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NABTEB","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NECO","1-year","Polytechnic","4","2","4","4","0","1.0","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NECO","2-year","Polytechnic","4","2","0","0","0","2.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NECO","3-5-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","NECO","5+-year","Polytechnic","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","WAEC","1-year","Polytechnic","6","4","3","3","0","1.0","0","0","2","1","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","WAEC","2-year","Polytechnic","4","2","0","0","0","2.0","0","0","2","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","WAEC","3-5-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Government Secondary School, Bambam","Male","disabled","WAEC","5+-year","Polytechnic","2","2","0","0","0","1.5","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NABTEB","1-year","University","19","13","5","5","0","1.0","0","0","6","8","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NABTEB","2-year","University","12","9","5","5","0","2.0","0","0","3","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NABTEB","3-5-year","University","8","4","5","5","0","1.5","0","0","4","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NABTEB","5+-year","University","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NECO","1-year","University","42","26","12","9","3","1.0","0","0","16","14","3"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NECO","2-year","University","29","18","8","9","0","2.0","0","0","11","10","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NECO","3-5-year","University","18","10","4","5","0","1.5","0","0","8","6","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","NECO","5+-year","University","11","8","4","4","0","1.5","0","0","3","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","WAEC","1-year","University","43","27","9","10","0","1.0","0","0","16","18","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","WAEC","2-year","University","28","16","6","7","0","2.0","0","0","12","10","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","WAEC","3-5-year","University","19","11","6","3","3","1.5","0","0","8","5","3"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","all","WAEC","5+-year","University","11","7","3","3","0","1.5","0","0","4","4","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NABTEB","1-year","University","4","2","5","5","0","1.0","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NABTEB","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NABTEB","3-5-year","University","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NECO","1-year","University","4","2","4","4","0","1.0","0","0","2","0","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NECO","2-year","University","2","2","0","0","0","2.0","0","0","0","2","0"
"2019/2020","North East","Gombe","Balanga","Bambam","Unity College, Balanga","Female","disabled","NECO","3-5-year","University","2","2","0","0","0","1.5","0","0","0","2","0"
