"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North West","Jigawa","Babura","Batali","Dankanoprimary School, Dankano","Female","all","WAEC","2-year","University","76","58","23","24","0","2.0","0","0","18","35","0"
"2019/2020","North West","Jigawa","Babura","Batali","Garin Ganau Primary School, Garin Ganau","Female","all","WAEC","3-5-year","University","50","38","17","12","5","1.5","0","0","12","21","5"
"2019/2020","North West","Jigawa","Babura","Batali","Janmutum Primary School, Janmutum","Female","all","WAEC","5+-year","University","25","17","6","6","0","1.5","0","0","8","11","0"
"2019/2020","North West","Jigawa","Babura","Batali","Junior Secondary School, Batali","Female","disabled","NABTEB","1-year","University","5","3","8","8","0","1.0","0","0","2","0","0"
"2019/2020","North West","Jigawa","Babura","Batali","Junior Secondary School, Garin Ganau","Female","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Jigawa","Babura","Batali","Kufan Shirinya Primary School, Kufan Shirinya","Female","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Jigawa","Babura","Batali","Malamawa Primary School, Malamawa","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Jigawa","Babura","Batali","Rataye Primary School, Rataye","Female","disabled","NECO","1-year","University","9","7","6","7","0","1.0","0","0","2","1","0"
"2019/2020","North West","Jigawa","Babura","Batali","Ung Toro Primary School, Unguwar Toro","Female","disabled","NECO","2-year","University","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Bata Primary School, Bata","Female","disabled","NECO","3-5-year","University","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Danmarkeprimary School, Danmarke","Female","disabled","NECO","5+-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Dorawa Primary School, Dorawa","Female","disabled","WAEC","1-year","University","14","11","6","6","0","1.0","0","0","3","5","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Garun Gudinyaprimary School, Garun Gudunya","Female","disabled","WAEC","2-year","University","8","6","6","6","0","2.0","0","0","2","0","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Jansa Primary School, Jansa","Female","disabled","WAEC","3-5-year","University","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Junior Secondary School, Dorawa","Female","disabled","WAEC","5+-year","University","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Junior Secondary School, Garun Gudinya","Male","all","NABTEB","1-year","University","64","43","15","17","0","1.0","0","0","21","28","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Kunyafa Primary School, Kunyafa","Male","all","NABTEB","2-year","University","40","28","15","8","7","2.0","0","0","12","13","7"
"2019/2020","North West","Jigawa","Babura","Dorawa","Manga Primary School, Manga","Male","all","NABTEB","3-5-year","University","21","18","8","8","0","1.5","0","0","3","10","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Santarbi Primary School, Santarbi","Male","all","NABTEB","5+-year","University","11","7","0","0","0","1.5","0","0","4","7","0"
"2019/2020","North West","Jigawa","Babura","Dorawa","Ung Tsamiya Nomadicprimary School, Unguwar Tsamiya","Male","all","NECO","1-year","University","119","94","38","27","11","1.0","0","0","25","56","11"
"2019/2020","North West","Jigawa","Babura","Garu","Abarmawa Nomadicp Rimary School, Abarmawa","Male","all","NECO","2-year","University","70","55","19","20","0","2.0","0","0","15","36","0"
"2019/2020","North West","Jigawa","Babura","Garu","Botsotsuwa Primary School, Botsotsuwa","Male","all","NECO","3-5-year","University","43","32","13","13","0","1.5","0","0","11","19","0"
"2019/2020","North West","Jigawa","Babura","Garu","Danyayi Primary School, Danyayi","Male","all","NECO","5+-year","University","29","23","6","7","0","1.5","0","0","6","17","0"
"2019/2020","North West","Jigawa","Babura","Garu","Gidan Gide Primary School, Gidan Gide","Male","all","WAEC","1-year","University","137","102","46","35","11","1.0","0","0","35","56","11"
"2019/2020","North West","Jigawa","Babura","Garu","Jaunareprimary School, Jaunare","Male","all","WAEC","2-year","University","92","67","29","24","5","2.0","0","0","25","38","5"
"2019/2020","North West","Jigawa","Babura","Garu","Junior Secondary School, Giginya","Male","all","WAEC","3-5-year","University","59","44","17","18","0","1.5","0","0","15","27","0"
"2019/2020","North West","Jigawa","Babura","Garu","Kandi Primary School, Kandi","Male","all","WAEC","5+-year","University","34","23","11","12","0","1.5","0","0","11","12","0"
"2019/2020","North West","Jigawa","Babura","Garu","Kwando Primary School, Kwando","Male","disabled","NABTEB","1-year","University","8","3","8","8","0","1.0","0","0","5","0","0"
"2019/2020","North West","Jigawa","Babura","Garu","Marken Biki Primary School, Marken Biki","Male","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Jigawa","Babura","Garu","Sarkin Baka Primary School, Sarkin Baka","Male","disabled","NABTEB","3-5-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Jigawa","Babura","Garu","Yammaulu Primary School, Yammaulu","Male","disabled","NABTEB","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Achiya Primary School, Achiya","Male","disabled","NECO","1-year","University","14","10","6","7","0","1.0","0","0","4","4","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Bule Primary School, Bule","Male","disabled","NECO","2-year","University","9","7","0","0","0","2.0","0","0","2","7","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Danzago Primary School, Danzago","Male","disabled","NECO","3-5-year","University","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Gasakoli Primary School, Gasakoli","Male","disabled","NECO","5+-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Giginya Primary School, Giginya","Male","disabled","WAEC","1-year","University","20","12","6","6","0","1.0","0","0","8","6","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Jemawa Primary School, Jemawa","Male","disabled","WAEC","2-year","University","11","9","6","6","0","2.0","0","0","2","3","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Junior Secondary School, Haladawa","Male","disabled","WAEC","3-5-year","University","8","6","0","0","0","1.5","0","0","2","6","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Kyankyaro Primary School, Kyankyaro","Male","disabled","WAEC","5+-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Masko Primary School, Masko","Female","all","NABTEB","1-year","Polytechnic","58","43","8","8","0","1.0","0","0","15","35","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Sarkin Kida Memorial Academy, Jigawar Danali","Female","all","NABTEB","2-year","Polytechnic","42","28","8","8","0","2.0","0","0","14","20","0"
"2019/2020","North West","Jigawa","Babura","Gasakoli","Yarkirya Primary School, Yarkirya","Female","all","NABTEB","3-5-year","Polytechnic","24","18","8","0","8","1.5","0","0","6","10","8"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Aduware Primary School, Aduware","Female","all","NABTEB","5+-year","Polytechnic","11","7","0","0","0","1.5","0","0","4","7","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Chirinbi Primary School, Chirinbi","Female","all","NECO","1-year","Polytechnic","113","81","25","27","0","1.0","0","0","32","56","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Dorayi Primary School, Dorayi","Female","all","NECO","2-year","Polytechnic","75","52","19","20","0","2.0","0","0","23","33","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Girdo Primary School, Girdo","Female","all","NECO","3-5-year","Polytechnic","43","29","13","7","6","1.5","0","0","14","16","6"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Insharuwa Primary School, Insharuwa","Female","all","NECO","5+-year","Polytechnic","26","16","6","7","0","1.5","0","0","10","10","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Jigawar Fulani Nomadic Primary School, Jigawar Fulani","Female","all","WAEC","1-year","Polytechnic","135","90","34","29","5","1.0","0","0","45","56","5"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Junior Secondary School, Jigawar Danali","Female","all","WAEC","2-year","Polytechnic","87","58","17","18","0","2.0","0","0","29","41","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Kyara Nomadic Primary School, Kyara","Female","all","WAEC","3-5-year","Polytechnic","67","44","17","12","5","1.5","0","0","23","27","5"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Muni Nomadicprimary School, Muni","Female","all","WAEC","5+-year","Polytechnic","31","20","6","6","0","1.5","0","0","11","14","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Tasawa Primary School, Tasawa","Female","disabled","NABTEB","1-year","Polytechnic","5","4","0","0","0","1.0","0","0","1","4","0"
"2019/2020","North West","Jigawa","Babura","Insharuwa","Zuru Primary School, Zuru","Female","disabled","NABTEB","2-year","Polytechnic","3","4","0","0","0","2.0","0","0","0","4","0"
