"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","all","WAEC","5+-year","College of Education","17","10","4","0","4","1.5","0","0","7","6","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NABTEB","1-year","College of Education","6","3","0","0","0","1.0","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NECO","1-year","College of Education","6","3","5","6","0","1.0","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NECO","2-year","College of Education","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NECO","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","WAEC","1-year","College of Education","6","5","4","5","0","1.0","0","0","1","1","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","WAEC","2-year","College of Education","6","2","0","0","0","2.0","0","0","4","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NABTEB","1-year","College of Education","31","18","7","8","0","1.0","0","0","13","11","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NABTEB","2-year","College of Education","22","12","7","7","0","2.0","0","0","10","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NABTEB","3-5-year","College of Education","14","9","0","0","0","1.5","0","0","5","9","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NABTEB","5+-year","College of Education","8","3","0","0","0","1.5","0","0","5","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NECO","1-year","College of Education","57","32","5","6","0","1.0","0","0","25","27","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NECO","2-year","College of Education","36","18","5","6","0","2.0","0","0","18","13","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NECO","3-5-year","College of Education","21","10","5","0","5","1.5","0","0","11","5","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NECO","5+-year","College of Education","12","8","0","0","0","1.5","0","0","4","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","WAEC","1-year","College of Education","67","33","9","5","4","1.0","0","0","34","24","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","WAEC","2-year","College of Education","44","24","4","5","0","2.0","0","0","20","20","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","WAEC","3-5-year","College of Education","26","14","4","5","0","1.5","0","0","12","10","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","WAEC","5+-year","College of Education","17","10","0","0","0","1.5","0","0","7","10","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NABTEB","1-year","College of Education","6","3","0","0","0","1.0","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NECO","1-year","College of Education","6","3","0","0","0","1.0","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NECO","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","WAEC","1-year","College of Education","9","5","0","0","0","1.0","0","0","4","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","WAEC","2-year","College of Education","6","2","0","0","0","2.0","0","0","4","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","WAEC","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NABTEB","1-year","Polytechnic","67","41","13","15","0","1.0","0","0","26","28","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NABTEB","2-year","Polytechnic","42","26","6","7","0","2.0","0","0","16","20","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NABTEB","3-5-year","Polytechnic","28","17","6","7","0","1.5","0","0","11","11","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NABTEB","5+-year","Polytechnic","11","6","6","0","6","1.5","0","0","5","0","6"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NECO","1-year","Polytechnic","119","74","26","22","4","1.0","0","0","45","48","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NECO","2-year","Polytechnic","72","45","16","17","0","2.0","0","0","27","29","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NECO","3-5-year","Polytechnic","54","32","16","11","5","1.5","0","0","22","16","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NECO","5+-year","Polytechnic","27","16","5","6","0","1.5","0","0","11","11","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","WAEC","1-year","Polytechnic","157","90","35","33","2","1.0","0","0","67","55","2"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","WAEC","2-year","Polytechnic","99","55","22","19","3","2.0","0","0","44","33","3"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","WAEC","3-5-year","Polytechnic","55","31","13","9","4","1.5","0","0","24","18","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","WAEC","5+-year","Polytechnic","38","21","9","9","0","1.5","0","0","17","12","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NABTEB","1-year","Polytechnic","8","6","7","7","0","1.0","0","0","2","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NABTEB","2-year","Polytechnic","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NABTEB","3-5-year","Polytechnic","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NABTEB","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NECO","1-year","Polytechnic","12","8","5","6","0","1.0","0","0","4","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NECO","2-year","Polytechnic","9","5","0","0","0","2.0","0","0","4","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NECO","3-5-year","Polytechnic","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NECO","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","WAEC","1-year","Polytechnic","20","10","4","5","0","1.0","0","0","10","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","WAEC","2-year","Polytechnic","12","7","4","5","0","2.0","0","0","5","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","WAEC","3-5-year","Polytechnic","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","WAEC","5+-year","Polytechnic","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NABTEB","1-year","Polytechnic","61","35","13","7","6","1.0","0","0","26","22","6"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NABTEB","2-year","Polytechnic","36","23","6","7","0","2.0","0","0","13","17","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NABTEB","3-5-year","Polytechnic","28","15","7","7","0","1.5","0","0","13","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NABTEB","5+-year","Polytechnic","14","9","0","0","0","1.5","0","0","5","9","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NECO","1-year","Polytechnic","99","60","16","17","0","1.0","0","0","39","44","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NECO","2-year","Polytechnic","69","42","10","11","0","2.0","0","0","27","32","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NECO","3-5-year","Polytechnic","45","26","10","6","4","1.5","0","0","19","16","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NECO","5+-year","Polytechnic","18","10","5","6","0","1.5","0","0","8","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","WAEC","1-year","Polytechnic","157","93","39","33","6","1.0","0","0","64","54","6"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","WAEC","2-year","Polytechnic","102","60","26","24","2","2.0","0","0","42","34","2"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","WAEC","3-5-year","Polytechnic","61","38","13","14","0","1.5","0","0","23","25","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","WAEC","5+-year","Polytechnic","26","17","4","5","0","1.5","0","0","9","13","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NABTEB","1-year","Polytechnic","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NABTEB","2-year","Polytechnic","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NABTEB","3-5-year","Polytechnic","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NABTEB","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NECO","1-year","Polytechnic","12","8","0","0","0","1.0","0","0","4","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NECO","2-year","Polytechnic","9","5","0","0","0","2.0","0","0","4","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NECO","3-5-year","Polytechnic","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NECO","5+-year","Polytechnic","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","WAEC","1-year","Polytechnic","14","10","4","5","0","1.0","0","0","4","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","WAEC","2-year","Polytechnic","12","5","0","0","0","2.0","0","0","7","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","WAEC","3-5-year","Polytechnic","9","5","0","0","0","1.5","0","0","4","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","WAEC","5+-year","Polytechnic","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NABTEB","1-year","University","25","15","6","7","0","1.0","0","0","10","9","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NABTEB","2-year","University","14","9","7","7","0","2.0","0","0","5","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NABTEB","3-5-year","University","11","6","0","0","0","1.5","0","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NABTEB","5+-year","University","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NECO","1-year","University","42","24","11","6","5","1.0","0","0","18","13","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NECO","2-year","University","27","16","5","6","0","2.0","0","0","11","11","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NECO","3-5-year","University","18","10","5","6","0","1.5","0","0","8","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NECO","5+-year","University","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","WAEC","1-year","University","55","31","13","9","4","1.0","0","0","24","18","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","WAEC","2-year","University","35","19","9","5","4","2.0","0","0","16","10","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","WAEC","3-5-year","University","23","12","4","5","0","1.5","0","0","11","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","WAEC","5+-year","University","9","5","0","0","0","1.5","0","0","4","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NABTEB","1-year","University","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NECO","1-year","University","6","3","0","0","0","1.0","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NECO","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NECO","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NECO","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","WAEC","1-year","University","6","2","4","5","0","1.0","0","0","4","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","WAEC","2-year","University","3","2","0","0","0","2.0","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","WAEC","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","WAEC","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NABTEB","1-year","University","25","15","7","8","0","1.0","0","0","10","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NABTEB","2-year","University","17","9","7","8","0","2.0","0","0","8","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NABTEB","3-5-year","University","11","6","0","0","0","1.5","0","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NABTEB","5+-year","University","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NECO","1-year","University","45","24","11","6","5","1.0","0","0","21","13","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NECO","2-year","University","30","16","5","6","0","2.0","0","0","14","11","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NECO","3-5-year","University","18","10","5","6","0","1.5","0","0","8","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NECO","5+-year","University","9","5","0","0","0","1.5","0","0","4","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","WAEC","1-year","University","58","33","13","9","4","1.0","0","0","25","20","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","WAEC","2-year","University","38","24","9","9","0","2.0","0","0","14","15","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","WAEC","3-5-year","University","23","14","4","5","0","1.5","0","0","9","10","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","WAEC","5+-year","University","17","10","4","5","0","1.5","0","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NABTEB","1-year","University","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NECO","1-year","University","6","3","0","0","0","1.0","0","0","3","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NECO","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NECO","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NECO","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","WAEC","1-year","University","6","2","4","5","0","1.0","0","0","4","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","WAEC","2-year","University","3","2","0","0","0","2.0","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","WAEC","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","WAEC","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NABTEB","1-year","College of Education","53","29","13","8","5","1.0","0","0","24","16","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NABTEB","2-year","College of Education","33","20","7","8","0","2.0","0","0","13","13","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NABTEB","3-5-year","College of Education","19","12","7","8","0","1.5","0","0","7","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NABTEB","5+-year","College of Education","11","6","0","0","0","1.5","0","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NECO","1-year","College of Education","105","55","16","17","0","1.0","0","0","50","39","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NECO","2-year","College of Education","69","37","11","11","0","2.0","0","0","32","26","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NECO","3-5-year","College of Education","51","26","10","6","4","1.5","0","0","25","16","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NECO","5+-year","College of Education","15","8","0","0","0","1.5","0","0","7","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","WAEC","1-year","College of Education","120","71","22","19","3","1.0","0","0","49","49","3"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","WAEC","2-year","College of Education","79","48","18","14","4","2.0","0","0","31","30","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","WAEC","3-5-year","College of Education","44","26","9","9","0","1.5","0","0","18","17","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","WAEC","5+-year","College of Education","32","19","4","5","0","1.5","0","0","13","15","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NECO","1-year","College of Education","12","5","0","0","0","1.0","0","0","7","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NECO","2-year","College of Education","6","3","0","0","0","2.0","0","0","3","3","0"
