"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Female","disabled","WAEC","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Female","disabled","WAEC","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NABTEB","1-year","College of Education","46","27","10","5","5","1.0","0","0","19","17","5"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NABTEB","2-year","College of Education","31","16","5","6","0","2.0","0","0","15","11","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NABTEB","3-5-year","College of Education","20","11","5","6","0","1.5","0","0","9","6","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NABTEB","5+-year","College of Education","10","8","0","0","0","1.5","0","0","2","8","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NECO","1-year","College of Education","99","58","22","19","3","1.0","0","0","41","36","3"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NECO","2-year","College of Education","66","39","18","14","4","2.0","0","0","27","21","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NECO","3-5-year","College of Education","44","24","9","9","0","1.5","0","0","20","15","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","NECO","5+-year","College of Education","25","15","4","5","0","1.5","0","0","10","11","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","WAEC","1-year","College of Education","114","72","31","25","6","1.0","0","0","42","41","6"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","WAEC","2-year","College of Education","80","50","19","17","2","2.0","0","0","30","31","2"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","WAEC","3-5-year","College of Education","50","33","11","13","0","1.5","0","0","17","22","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","all","WAEC","5+-year","College of Education","35","20","8","8","0","1.5","0","0","15","12","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NECO","1-year","College of Education","8","5","4","5","0","1.0","0","0","3","1","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NECO","2-year","College of Education","3","2","0","0","0","2.0","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NECO","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","WAEC","1-year","College of Education","11","7","4","4","0","1.0","0","0","4","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","WAEC","2-year","College of Education","5","4","0","0","0","2.0","0","0","1","4","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","WAEC","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Community Secondary School, Amuzu","Male","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NABTEB","1-year","College of Education","31","19","5","6","0","1.0","0","0","12","14","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NABTEB","2-year","College of Education","20","13","5","6","0","2.0","0","0","7","8","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NABTEB","3-5-year","College of Education","10","5","5","6","0","1.5","0","0","5","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NABTEB","5+-year","College of Education","8","5","0","0","0","1.5","0","0","3","5","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NECO","1-year","College of Education","58","36","13","14","0","1.0","0","0","22","23","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NECO","2-year","College of Education","36","22","9","5","4","2.0","0","0","14","13","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NECO","3-5-year","College of Education","25","15","4","5","0","1.5","0","0","10","11","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","NECO","5+-year","College of Education","14","10","4","5","0","1.5","0","0","4","6","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","WAEC","1-year","College of Education","85","48","23","17","6","1.0","0","0","37","25","6"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","WAEC","2-year","College of Education","53","30","11","13","0","2.0","0","0","23","19","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","WAEC","3-5-year","College of Education","29","17","8","8","0","1.5","0","0","12","9","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","all","WAEC","5+-year","College of Education","16","11","4","4","0","1.5","0","0","5","7","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NABTEB","1-year","College of Education","5","3","5","6","0","1.0","0","0","2","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NECO","1-year","College of Education","8","5","4","5","0","1.0","0","0","3","1","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NECO","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","NECO","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","WAEC","1-year","College of Education","11","4","4","4","0","1.0","0","0","7","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","WAEC","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Female","disabled","WAEC","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NABTEB","1-year","College of Education","38","24","10","6","4","1.0","0","0","14","14","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NABTEB","2-year","College of Education","25","16","5","6","0","2.0","0","0","9","11","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NABTEB","3-5-year","College of Education","18","11","5","6","0","1.5","0","0","7","6","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NABTEB","5+-year","College of Education","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NECO","1-year","College of Education","74","44","18","14","4","1.0","0","0","30","26","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NECO","2-year","College of Education","50","27","9","9","0","2.0","0","0","23","18","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NECO","3-5-year","College of Education","33","19","9","9","0","1.5","0","0","14","10","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","NECO","5+-year","College of Education","17","10","4","5","0","1.5","0","0","7","6","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","WAEC","1-year","College of Education","101","61","23","21","2","1.0","0","0","40","38","2"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","WAEC","2-year","College of Education","64","39","15","13","2","2.0","0","0","25","24","2"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","WAEC","3-5-year","College of Education","42","26","8","8","0","1.5","0","0","16","18","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","all","WAEC","5+-year","College of Education","16","11","4","4","0","1.5","0","0","5","7","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NABTEB","1-year","College of Education","5","3","5","6","0","1.0","0","0","2","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NABTEB","2-year","College of Education","5","3","0","0","0","2.0","0","0","2","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NABTEB","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NECO","1-year","College of Education","11","5","4","5","0","1.0","0","0","6","1","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NECO","2-year","College of Education","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NECO","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","WAEC","1-year","College of Education","11","7","4","4","0","1.0","0","0","4","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","WAEC","2-year","College of Education","8","4","0","0","0","2.0","0","0","4","4","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","WAEC","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Comprehensive High School, Amuzu","Male","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NABTEB","1-year","College of Education","36","21","5","5","0","1.0","0","0","15","16","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NABTEB","2-year","College of Education","23","13","5","5","0","2.0","0","0","10","8","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NABTEB","3-5-year","College of Education","15","8","5","0","5","1.5","0","0","7","3","5"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NABTEB","5+-year","College of Education","10","5","0","0","0","1.5","0","0","5","5","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NECO","1-year","College of Education","72","41","18","14","4","1.0","0","0","31","23","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NECO","2-year","College of Education","47","29","9","9","0","2.0","0","0","18","20","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NECO","3-5-year","College of Education","28","17","4","5","0","1.5","0","0","11","13","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","NECO","5+-year","College of Education","19","10","4","5","0","1.5","0","0","9","6","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","WAEC","1-year","College of Education","90","48","19","17","2","1.0","0","0","42","29","2"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","WAEC","2-year","College of Education","61","35","11","8","3","2.0","0","0","26","24","3"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","WAEC","3-5-year","College of Education","42","24","8","8","0","1.5","0","0","18","16","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","all","WAEC","5+-year","College of Education","24","13","4","4","0","1.5","0","0","11","9","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NECO","1-year","College of Education","5","5","4","5","0","1.0","0","0","0","1","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NECO","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","WAEC","1-year","College of Education","11","7","4","4","0","1.0","0","0","4","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","WAEC","2-year","College of Education","5","5","0","0","0","2.0","0","0","0","5","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","WAEC","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Female","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NABTEB","1-year","College of Education","43","24","5","5","0","1.0","0","0","19","19","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NABTEB","2-year","College of Education","28","16","5","5","0","2.0","0","0","12","11","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NABTEB","3-5-year","College of Education","18","11","5","0","5","1.5","0","0","7","6","5"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NABTEB","5+-year","College of Education","10","5","0","0","0","1.5","0","0","5","5","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NECO","1-year","College of Education","88","53","18","19","0","1.0","0","0","35","35","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NECO","2-year","College of Education","58","34","9","9","0","2.0","0","0","24","25","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NECO","3-5-year","College of Education","36","22","9","5","4","1.5","0","0","14","13","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","NECO","5+-year","College of Education","19","12","4","5","0","1.5","0","0","7","8","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","WAEC","1-year","College of Education","112","59","23","21","2","1.0","0","0","53","36","2"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","WAEC","2-year","College of Education","66","37","11","12","0","2.0","0","0","29","26","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","WAEC","3-5-year","College of Education","45","24","8","8","0","1.5","0","0","21","16","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","all","WAEC","5+-year","College of Education","32","17","8","4","4","1.5","0","0","15","9","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NABTEB","2-year","College of Education","2","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NABTEB","3-5-year","College of Education","2","0","0","0","0","1.5","0","0","2","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NECO","1-year","College of Education","11","5","4","5","0","1.0","0","0","6","1","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NECO","2-year","College of Education","5","2","0","0","0","2.0","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NECO","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","NECO","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","WAEC","1-year","College of Education","13","7","4","4","0","1.0","0","0","6","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","WAEC","2-year","College of Education","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","WAEC","3-5-year","College of Education","5","2","0","0","0","1.5","0","0","3","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Government Secondary School, Amuzu","Male","disabled","WAEC","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NABTEB","1-year","Polytechnic","20","13","5","5","0","1.0","0","0","7","8","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NABTEB","2-year","Polytechnic","13","8","5","5","0","2.0","0","0","5","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NABTEB","3-5-year","Polytechnic","10","5","5","5","0","1.5","0","0","5","0","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NABTEB","5+-year","Polytechnic","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NECO","1-year","Polytechnic","41","24","9","9","0","1.0","0","0","17","15","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NECO","2-year","Polytechnic","28","17","9","5","4","2.0","0","0","11","8","4"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NECO","3-5-year","Polytechnic","14","10","4","5","0","1.5","0","0","4","6","0"
"2019/2020","South East","Imo","Aboh Mbaise","Amuzu","Unity College, Mbaise","Female","all","NECO","5+-year","Polytechnic","8","5","0","0","0","1.5","0","0","3","5","0"
