session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,NECO,2-year,University,75,40,9,10,0,2.0,0,0,35,31,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,NECO,3-5-year,University,47,27,9,5,4,1.5,0,0,20,18,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,NECO,5+-year,University,25,16,5,5,0,1.5,0,0,9,11,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,WAEC,1-year,University,141,76,25,21,4,1.0,0,0,65,51,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,WAEC,2-year,University,97,52,16,13,3,2.0,0,0,45,36,3
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,WAEC,3-5-year,University,47,26,8,8,0,1.5,0,0,21,18,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,all,WAEC,5+-year,University,26,14,4,4,0,1.5,0,0,12,10,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NABTEB,1-year,University,6,3,0,0,0,1.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NABTEB,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NABTEB,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NECO,1-year,University,13,5,0,0,0,1.0,0,0,8,5,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NECO,2-year,University,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NECO,3-5-year,University,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,NECO,5+-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,WAEC,1-year,University,18,10,4,4,0,1.0,0,0,8,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,WAEC,2-year,University,12,5,0,0,0,2.0,0,0,7,5,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,WAEC,3-5-year,University,6,2,0,0,0,1.5,0,0,4,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Female,disabled,WAEC,5+-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NABTEB,1-year,University,66,37,11,6,5,1.0,0,0,29,26,5
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NABTEB,2-year,University,40,24,6,6,0,2.0,0,0,16,18,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NABTEB,3-5-year,University,23,12,6,6,0,1.5,0,0,11,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NABTEB,5+-year,University,14,9,0,0,0,1.5,0,0,5,9,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NECO,1-year,University,135,75,19,16,3,1.0,0,0,60,56,3
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NECO,2-year,University,88,48,9,10,0,2.0,0,0,40,39,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NECO,3-5-year,University,50,30,5,5,0,1.5,0,0,20,25,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,NECO,5+-year,University,25,13,5,5,0,1.5,0,0,12,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,WAEC,1-year,University,183,97,25,25,0,1.0,0,0,86,72,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,WAEC,2-year,University,118,61,16,17,0,2.0,0,0,57,45,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,WAEC,3-5-year,University,74,38,12,8,4,1.5,0,0,36,26,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,all,WAEC,5+-year,University,44,24,8,4,4,1.5,0,0,20,16,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NABTEB,1-year,University,9,3,6,6,0,1.0,0,0,6,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NABTEB,2-year,University,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NABTEB,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NECO,1-year,University,16,8,0,0,0,1.0,0,0,8,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NECO,2-year,University,10,5,0,0,0,2.0,0,0,5,5,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NECO,3-5-year,University,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,NECO,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,WAEC,1-year,University,23,12,4,4,0,1.0,0,0,11,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,WAEC,2-year,University,15,7,0,0,0,2.0,0,0,8,7,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,WAEC,3-5-year,University,9,5,0,0,0,1.5,0,0,4,5,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Comprehensive High School, Ankpa I",Male,disabled,WAEC,5+-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NABTEB,1-year,University,32,18,6,6,0,1.0,0,0,14,12,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NABTEB,2-year,University,20,12,6,6,0,2.0,0,0,8,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NABTEB,3-5-year,University,14,9,0,0,0,1.5,0,0,5,9,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NABTEB,5+-year,University,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NECO,1-year,University,57,32,9,5,4,1.0,0,0,25,23,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NECO,2-year,University,38,21,5,5,0,2.0,0,0,17,16,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NECO,3-5-year,University,22,13,5,5,0,1.5,0,0,9,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,NECO,5+-year,University,16,8,0,0,0,1.5,0,0,8,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,WAEC,1-year,University,74,40,12,8,4,1.0,0,0,34,28,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,WAEC,2-year,University,47,26,8,8,0,2.0,0,0,21,18,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,WAEC,3-5-year,University,29,17,4,4,0,1.5,0,0,12,13,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,all,WAEC,5+-year,University,23,12,4,4,0,1.5,0,0,11,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NABTEB,1-year,University,6,3,0,0,0,1.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NABTEB,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NECO,1-year,University,6,3,0,0,0,1.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NECO,2-year,University,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NECO,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,WAEC,1-year,University,9,5,4,4,0,1.0,0,0,4,1,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,WAEC,2-year,University,6,2,0,0,0,2.0,0,0,4,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,WAEC,3-5-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Female,disabled,WAEC,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NABTEB,1-year,University,32,18,6,6,0,1.0,0,0,14,12,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NABTEB,2-year,University,20,12,6,6,0,2.0,0,0,8,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NABTEB,3-5-year,University,14,6,0,0,0,1.5,0,0,8,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NABTEB,5+-year,University,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NECO,1-year,University,57,30,5,5,0,1.0,0,0,27,25,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NECO,2-year,University,38,21,5,5,0,2.0,0,0,17,16,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NECO,3-5-year,University,25,13,5,0,5,1.5,0,0,12,8,5
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,NECO,5+-year,University,10,5,0,0,0,1.5,0,0,5,5,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,WAEC,1-year,University,71,38,8,8,0,1.0,0,0,33,30,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,WAEC,2-year,University,44,26,8,4,4,2.0,0,0,18,18,4
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,WAEC,3-5-year,University,29,17,4,4,0,1.5,0,0,12,13,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,all,WAEC,5+-year,University,18,10,4,4,0,1.5,0,0,8,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NABTEB,1-year,University,6,3,0,0,0,1.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NABTEB,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NECO,1-year,University,6,3,0,0,0,1.0,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NECO,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,NECO,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,WAEC,1-year,University,9,5,0,0,0,1.0,0,0,4,5,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,WAEC,2-year,University,6,2,0,0,0,2.0,0,0,4,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,WAEC,3-5-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Government Secondary School, Ankpa I",Male,disabled,WAEC,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NABTEB,1-year,Polytechnic,26,15,6,6,0,1.0,0,0,11,9,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NABTEB,2-year,Polytechnic,17,9,0,0,0,2.0,0,0,8,9,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NABTEB,3-5-year,Polytechnic,11,6,0,0,0,1.5,0,0,5,6,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NABTEB,5+-year,Polytechnic,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NECO,1-year,Polytechnic,47,24,5,5,0,1.0,0,0,23,19,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NECO,2-year,Polytechnic,28,16,5,5,0,2.0,0,0,12,11,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NECO,3-5-year,Polytechnic,19,8,5,0,5,1.5,0,0,11,3,5
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,NECO,5+-year,Polytechnic,13,8,0,0,0,1.5,0,0,5,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,WAEC,1-year,Polytechnic,56,33,12,9,3,1.0,0,0,23,21,3
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,WAEC,2-year,Polytechnic,38,21,8,9,0,2.0,0,0,17,13,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,WAEC,3-5-year,Polytechnic,24,12,4,4,0,1.5,0,0,12,8,0
2019/2020,North Central,Kogi,Ankpa,Ankpa I,"Unity College, Ankpa",Female,all,WAEC,5+-year,Polytechnic,12,7,0,0,0,1.5,0,0,5,7,0
