session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NABTEB,2-year,Polytechnic,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NECO,1-year,Polytechnic,10,7,0,0,0,1.0,0,0,3,7,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NECO,2-year,Polytechnic,7,4,0,0,0,2.0,0,0,3,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NECO,3-5-year,Polytechnic,3,4,0,0,0,1.5,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,WAEC,1-year,Polytechnic,13,9,5,5,0,1.0,0,0,4,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,WAEC,2-year,Polytechnic,6,6,0,0,0,2.0,0,0,0,6,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,WAEC,3-5-year,Polytechnic,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Female,disabled,WAEC,5+-year,Polytechnic,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NABTEB,1-year,Polytechnic,59,41,13,6,7,1.0,0,0,18,28,7
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NABTEB,2-year,Polytechnic,36,26,6,6,0,2.0,0,0,10,20,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NABTEB,3-5-year,Polytechnic,18,11,6,7,0,1.5,0,0,7,5,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NABTEB,5+-year,Polytechnic,12,7,0,0,0,1.5,0,0,5,7,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NECO,1-year,Polytechnic,108,79,21,22,0,1.0,0,0,29,58,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NECO,2-year,Polytechnic,66,48,10,11,0,2.0,0,0,18,38,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NECO,3-5-year,Polytechnic,46,31,10,6,4,1.5,0,0,15,21,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,NECO,5+-year,Polytechnic,20,14,5,6,0,1.5,0,0,6,9,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,WAEC,1-year,Polytechnic,130,93,23,26,0,1.0,0,0,37,70,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,WAEC,2-year,Polytechnic,92,68,19,15,4,2.0,0,0,24,49,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,WAEC,3-5-year,Polytechnic,63,43,14,10,4,1.5,0,0,20,29,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,all,WAEC,5+-year,Polytechnic,25,19,5,5,0,1.5,0,0,6,14,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NABTEB,1-year,Polytechnic,6,4,0,0,0,1.0,0,0,2,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NABTEB,2-year,Polytechnic,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NECO,1-year,Polytechnic,10,7,5,6,0,1.0,0,0,3,2,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NECO,2-year,Polytechnic,7,3,0,0,0,2.0,0,0,4,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,WAEC,1-year,Polytechnic,13,9,5,5,0,1.0,0,0,4,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,WAEC,2-year,Polytechnic,10,6,0,0,0,2.0,0,0,4,6,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,WAEC,3-5-year,Polytechnic,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Community Secondary School, Ago Oko",Male,disabled,WAEC,5+-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NABTEB,1-year,College of Education,54,41,19,19,0,1.0,0,0,13,22,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NABTEB,2-year,College of Education,30,23,13,7,6,2.0,0,0,7,10,6
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NABTEB,3-5-year,College of Education,24,19,6,7,0,1.5,0,0,5,13,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NABTEB,5+-year,College of Education,15,11,6,7,0,1.5,0,0,4,5,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NECO,1-year,College of Education,121,89,36,33,3,1.0,0,0,32,53,3
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NECO,2-year,College of Education,72,51,21,22,0,2.0,0,0,21,30,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NECO,3-5-year,College of Education,49,34,16,11,5,1.5,0,0,15,18,5
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,NECO,5+-year,College of Education,33,24,10,11,0,1.5,0,0,9,14,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,WAEC,1-year,College of Education,143,102,37,36,1,1.0,0,0,41,65,1
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,WAEC,2-year,College of Education,92,68,23,20,3,2.0,0,0,24,45,3
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,WAEC,3-5-year,College of Education,48,34,14,10,4,1.5,0,0,14,20,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,all,WAEC,5+-year,College of Education,35,25,9,10,0,1.5,0,0,10,16,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NABTEB,1-year,College of Education,6,4,6,7,0,1.0,0,0,2,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NECO,1-year,College of Education,10,7,5,6,0,1.0,0,0,3,2,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NECO,2-year,College of Education,7,3,0,0,0,2.0,0,0,4,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,WAEC,1-year,College of Education,13,9,5,5,0,1.0,0,0,4,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,WAEC,2-year,College of Education,6,6,0,0,0,2.0,0,0,0,6,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,WAEC,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Female,disabled,WAEC,5+-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NABTEB,1-year,College of Education,54,38,13,13,0,1.0,0,0,16,25,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NABTEB,2-year,College of Education,36,26,13,7,6,2.0,0,0,10,13,6
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NABTEB,3-5-year,College of Education,21,15,6,7,0,1.5,0,0,6,9,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NABTEB,5+-year,College of Education,12,7,0,0,0,1.5,0,0,5,7,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NECO,1-year,College of Education,111,82,31,27,4,1.0,0,0,29,51,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NECO,2-year,College of Education,72,51,21,16,5,2.0,0,0,21,30,5
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NECO,3-5-year,College of Education,43,31,10,11,0,1.5,0,0,12,21,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,NECO,5+-year,College of Education,36,24,10,11,0,1.5,0,0,12,14,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,WAEC,1-year,College of Education,127,96,37,36,1,1.0,0,0,31,59,1
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,WAEC,2-year,College of Education,79,59,23,20,3,2.0,0,0,20,36,3
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,WAEC,3-5-year,College of Education,51,40,14,15,0,1.5,0,0,11,26,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,all,WAEC,5+-year,College of Education,25,19,9,5,4,1.5,0,0,6,10,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NABTEB,1-year,College of Education,6,4,6,7,0,1.0,0,0,2,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NECO,1-year,College of Education,7,7,5,6,0,1.0,0,0,0,2,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NECO,2-year,College of Education,7,3,0,0,0,2.0,0,0,4,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,NECO,5+-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,WAEC,1-year,College of Education,10,6,5,5,0,1.0,0,0,4,1,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,WAEC,2-year,College of Education,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,WAEC,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Comprehensive High School, Ago Oko",Male,disabled,WAEC,5+-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NABTEB,1-year,University,33,23,6,7,0,1.0,0,0,10,17,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NABTEB,2-year,University,21,15,7,7,0,2.0,0,0,6,8,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NABTEB,3-5-year,University,15,11,6,7,0,1.5,0,0,4,5,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NABTEB,5+-year,University,6,4,0,0,0,1.5,0,0,2,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NECO,1-year,University,69,45,16,11,5,1.0,0,0,24,29,5
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NECO,2-year,University,39,27,11,5,6,2.0,0,0,12,16,6
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NECO,3-5-year,University,23,14,5,5,0,1.5,0,0,9,9,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,NECO,5+-year,University,13,10,0,0,0,1.5,0,0,3,10,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,WAEC,1-year,University,67,46,14,15,0,1.0,0,0,21,32,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,WAEC,2-year,University,54,37,14,10,4,2.0,0,0,17,23,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,WAEC,3-5-year,University,29,22,5,5,0,1.5,0,0,7,17,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,all,WAEC,5+-year,University,16,12,5,5,0,1.5,0,0,4,7,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NABTEB,1-year,University,6,4,6,7,0,1.0,0,0,2,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NABTEB,2-year,University,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NECO,1-year,University,7,4,5,5,0,1.0,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NECO,2-year,University,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NECO,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,NECO,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,WAEC,1-year,University,10,6,5,5,0,1.0,0,0,4,1,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,WAEC,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,WAEC,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Female,disabled,WAEC,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NABTEB,1-year,University,39,26,6,7,0,1.0,0,0,13,20,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NABTEB,2-year,University,27,15,7,7,0,2.0,0,0,12,8,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NABTEB,3-5-year,University,15,11,0,0,0,1.5,0,0,4,11,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NABTEB,5+-year,University,9,8,0,0,0,1.5,0,0,1,8,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NECO,1-year,University,72,45,16,11,5,1.0,0,0,27,29,5
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NECO,2-year,University,46,31,11,5,6,2.0,0,0,15,20,6
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NECO,3-5-year,University,26,17,5,5,0,1.5,0,0,9,12,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,NECO,5+-year,University,13,10,0,0,0,1.5,0,0,3,10,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,WAEC,1-year,University,82,56,19,15,4,1.0,0,0,26,37,4
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,WAEC,2-year,University,54,37,9,10,0,2.0,0,0,17,28,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,WAEC,3-5-year,University,29,19,5,5,0,1.5,0,0,10,14,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,all,WAEC,5+-year,University,25,16,5,5,0,1.5,0,0,9,11,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NABTEB,1-year,University,6,4,0,0,0,1.0,0,0,2,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NABTEB,2-year,University,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NECO,1-year,University,7,3,5,6,0,1.0,0,0,4,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NECO,3-5-year,University,3,4,0,0,0,1.5,0,0,0,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,NECO,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,WAEC,1-year,University,10,6,5,5,0,1.0,0,0,4,1,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,WAEC,2-year,University,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,WAEC,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Government Secondary School, Ago Oko",Male,disabled,WAEC,5+-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NABTEB,1-year,Polytechnic,54,41,13,13,0,1.0,0,0,13,28,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NABTEB,2-year,Polytechnic,36,26,13,7,6,2.0,0,0,10,13,6
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NABTEB,3-5-year,Polytechnic,24,19,7,7,0,1.5,0,0,5,12,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NABTEB,5+-year,Polytechnic,12,11,7,7,0,1.5,0,0,1,4,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NECO,1-year,Polytechnic,118,93,31,33,0,1.0,0,0,25,62,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NECO,2-year,Polytechnic,82,65,21,22,0,2.0,0,0,17,44,0
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NECO,3-5-year,Polytechnic,46,34,16,11,5,1.5,0,0,12,18,5
2019/2020,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,all,NECO,5+-year,Polytechnic,29,21,11,6,5,1.5,0,0,8,10,5
