session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,all,Private,SSS,SSS1,SSS1,74.5,1.5,2.5,1.75,39.4,0.25,49.6667,29.8,42.5714
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,all,Public,JSS,JSS1,JSS1,225.5,3.5,6.25,4.25,38.4,0.0,64.4286,36.08,53.0588
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,811.5,6.5,25.75,16.75,37.4,0.0,124.8462,31.5146,48.4478
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,all,Public,SSS,SSS1,SSS1,123.5,2.5,3.75,2.5,39.4,0.25,49.4,32.9333,49.4
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.5,0.5,0.25,0.25,18.7,0.0,9.0,18.0,18.0
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.7,0.0,2.3333,7.0,7.0
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,19.2,0.0,2.7143,19.0,19.0
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.25,0.75,0.5,18.7,0.0,7.5385,32.6667,49.0
2019/2020,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,19.7,0.0,1.8,9.0,9.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,all,Private,JSS,JSS1,JSS1,57.25,1.0,1.75,1.25,38.4,0.0,57.25,32.7143,45.8
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,148.0,1.0,4.75,3.25,37.4,0.0,148.0,31.1579,45.5385
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,all,Private,SSS,SSS1,SSS1,76.25,1.5,2.5,1.75,39.4,0.25,50.8333,30.5,43.5714
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,all,Public,JSS,JSS1,JSS1,256.25,3.5,7.0,4.75,38.4,0.0,73.2143,36.6071,53.9474
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,780.25,6.5,24.75,16.25,37.4,0.0,120.0385,31.5253,48.0154
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,all,Public,SSS,SSS1,SSS1,125.0,2.5,3.75,2.5,39.4,0.25,50.0,33.3333,50.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.5,0.25,0.25,18.7,0.0,8.5,17.0,17.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,19.7,0.0,2.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,19.2,0.0,3.1429,22.0,22.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,23.5,3.25,0.75,0.5,18.7,0.0,7.2308,31.3333,47.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.25,0.25,0.25,19.7,0.0,2.2,11.0,11.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,all,Private,JSS,JSS1,JSS1,55.25,1.0,1.75,1.25,38.4,0.0,55.25,31.5714,44.2
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,155.25,1.0,5.0,3.25,37.4,0.0,155.25,31.05,47.7692
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,all,Private,SSS,SSS1,SSS1,74.5,1.5,2.5,1.75,39.4,0.25,49.6667,29.8,42.5714
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,all,Public,JSS,JSS1,JSS1,225.5,3.5,6.25,4.25,38.4,0.0,64.4286,36.08,53.0588
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,811.5,6.5,25.75,16.75,37.4,0.0,124.8462,31.5146,48.4478
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,all,Public,SSS,SSS1,SSS1,123.5,2.5,3.75,2.5,39.4,0.25,49.4,32.9333,49.4
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.5,0.5,0.25,0.25,18.7,0.0,9.0,18.0,18.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.7,0.0,2.3333,7.0,7.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,19.2,0.0,2.7143,19.0,19.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.25,0.75,0.5,18.7,0.0,7.5385,32.6667,49.0
2019/2020,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,19.7,0.0,1.8,9.0,9.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,all,Private,JSS,JSS1,JSS1,57.25,1.0,1.75,1.25,38.4,0.0,57.25,32.7143,45.8
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,148.0,1.0,4.75,3.25,37.4,0.0,148.0,31.1579,45.5385
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,all,Private,SSS,SSS1,SSS1,76.25,1.5,2.5,1.75,39.4,0.25,50.8333,30.5,43.5714
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,all,Public,JSS,JSS1,JSS1,256.25,3.5,7.0,4.75,38.4,0.0,73.2143,36.6071,53.9474
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,780.25,6.5,24.75,16.25,37.4,0.0,120.0385,31.5253,48.0154
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,all,Public,SSS,SSS1,SSS1,125.0,2.5,3.75,2.5,39.4,0.25,50.0,33.3333,50.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.5,0.25,0.25,18.7,0.0,8.5,17.0,17.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,19.7,0.0,2.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,19.2,0.0,3.1429,22.0,22.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,23.5,3.25,0.75,0.5,18.7,0.0,7.2308,31.3333,47.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.25,0.25,0.25,19.7,0.0,2.2,11.0,11.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,all,Private,JSS,JSS1,JSS1,55.25,1.0,1.75,1.25,38.4,0.0,55.25,31.5714,44.2
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,155.25,1.0,5.0,3.25,37.4,0.0,155.25,31.05,47.7692
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,all,Private,SSS,SSS1,SSS1,74.5,1.5,2.5,1.75,39.4,0.25,49.6667,29.8,42.5714
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,all,Public,JSS,JSS1,JSS1,225.5,3.5,6.25,4.25,38.4,0.0,64.4286,36.08,53.0588
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,811.5,6.5,25.75,16.75,37.4,0.0,124.8462,31.5146,48.4478
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,all,Public,SSS,SSS1,SSS1,123.5,2.5,3.75,2.5,39.4,0.25,49.4,32.9333,49.4
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.5,0.5,0.25,0.25,18.7,0.0,9.0,18.0,18.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.7,0.0,2.3333,7.0,7.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,19.2,0.0,2.7143,19.0,19.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.25,0.75,0.5,18.7,0.0,7.5385,32.6667,49.0
2019/2020,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,19.7,0.0,1.8,9.0,9.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,all,Private,JSS,JSS1,JSS1,57.25,1.0,1.75,1.25,38.4,0.0,57.25,32.7143,45.8
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,148.0,1.0,4.75,3.25,37.4,0.0,148.0,31.1579,45.5385
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,all,Private,SSS,SSS1,SSS1,76.25,1.5,2.5,1.75,39.4,0.25,50.8333,30.5,43.5714
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,all,Public,JSS,JSS1,JSS1,256.25,3.5,7.0,4.75,38.4,0.0,73.2143,36.6071,53.9474
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,780.25,6.5,24.75,16.25,37.4,0.0,120.0385,31.5253,48.0154
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,all,Public,SSS,SSS1,SSS1,125.0,2.5,3.75,2.5,39.4,0.25,50.0,33.3333,50.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.5,0.25,0.25,18.7,0.0,8.5,17.0,17.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,19.7,0.0,2.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,19.2,0.0,3.1429,22.0,22.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,23.5,3.25,0.75,0.5,18.7,0.0,7.2308,31.3333,47.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.25,0.25,0.25,19.7,0.0,2.2,11.0,11.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,all,Private,JSS,JSS1,JSS1,55.25,1.0,1.75,1.25,38.4,0.0,55.25,31.5714,44.2
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,155.25,1.0,5.0,3.25,37.4,0.0,155.25,31.05,47.7692
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,all,Private,SSS,SSS1,SSS1,74.5,1.5,2.5,1.75,39.4,0.25,49.6667,29.8,42.5714
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,all,Public,JSS,JSS1,JSS1,225.5,3.5,6.25,4.25,38.4,0.0,64.4286,36.08,53.0588
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,811.5,6.5,25.75,16.75,37.4,0.0,124.8462,31.5146,48.4478
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,all,Public,SSS,SSS1,SSS1,123.5,2.5,3.75,2.5,39.4,0.25,49.4,32.9333,49.4
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.5,0.5,0.25,0.25,18.7,0.0,9.0,18.0,18.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.7,0.0,2.3333,7.0,7.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,19.2,0.0,2.7143,19.0,19.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.25,0.75,0.5,18.7,0.0,7.5385,32.6667,49.0
2019/2020,North Central,Niger,Agaie,Baro,"Unity College, Agaie",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,19.7,0.0,1.8,9.0,9.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,all,Private,JSS,JSS1,JSS1,88.75,1.0,2.75,2.0,38.4,0.0,88.75,32.2727,44.375
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,290.25,2.5,9.25,6.25,37.4,0.0,116.1,31.3784,46.44
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,all,Private,SSS,SSS1,SSS1,87.75,2.0,2.75,2.0,39.4,0.25,43.875,31.9091,43.875
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,all,Public,JSS,JSS1,JSS1,358.25,5.0,9.75,6.5,38.4,0.0,71.65,36.7436,55.1154
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,965.25,9.0,30.5,20.0,37.4,0.0,107.25,31.6475,48.2625
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,all,Public,SSS,SSS1,SSS1,184.25,4.0,5.5,3.75,39.4,0.25,46.0625,33.5,49.1333
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.75,1.25,0.25,0.25,18.7,0.0,7.0,35.0,35.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,disabled,Private,SSS,SSS1,SSS1,1.5,1.0,0.25,0.25,19.7,0.0,1.5,6.0,6.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,disabled,Public,JSS,JSS1,JSS1,8.75,2.5,0.25,0.25,19.2,0.0,3.5,35.0,35.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.0,4.5,0.75,0.5,18.7,0.0,5.5556,33.3333,50.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Female,disabled,Public,SSS,SSS1,SSS1,2.25,2.0,0.25,0.25,19.7,0.0,1.125,9.0,9.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,all,Private,JSS,JSS1,JSS1,81.5,1.0,2.5,1.75,38.4,0.0,81.5,32.6,46.5714
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,311.75,2.5,9.75,6.5,37.4,0.0,124.7,31.9744,47.9615
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,all,Private,SSS,SSS1,SSS1,89.0,2.0,2.75,2.0,39.4,0.25,44.5,32.3636,44.5
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,all,Public,JSS,JSS1,JSS1,294.5,5.0,8.0,5.25,38.4,0.0,58.9,36.8125,56.0952
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1047.0,9.0,33.0,21.5,37.4,0.0,116.3333,31.7273,48.6977
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,all,Public,SSS,SSS1,SSS1,190.75,4.0,5.75,3.75,39.4,0.25,47.6875,33.1739,50.8667
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.25,1.25,0.25,0.25,18.7,0.0,7.4,37.0,37.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,disabled,Private,SSS,SSS1,SSS1,1.75,1.0,0.25,0.25,19.7,0.0,1.75,7.0,7.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,disabled,Public,JSS,JSS1,JSS1,7.25,2.5,0.25,0.25,19.2,0.0,2.9,29.0,29.0
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,27.25,4.5,0.75,0.5,18.7,0.0,6.0556,36.3333,54.5
2019/2020,North Central,Niger,Agaie,Boku,"Community Secondary School, Boku",Male,disabled,Public,SSS,SSS1,SSS1,2.25,2.0,0.25,0.25,19.7,0.0,1.125,9.0,9.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,all,Private,JSS,JSS1,JSS1,88.75,1.0,2.75,2.0,38.4,0.0,88.75,32.2727,44.375
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,290.25,2.5,9.25,6.25,37.4,0.0,116.1,31.3784,46.44
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,all,Private,SSS,SSS1,SSS1,87.75,2.0,2.75,2.0,39.4,0.25,43.875,31.9091,43.875
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,all,Public,JSS,JSS1,JSS1,358.25,5.0,9.75,6.5,38.4,0.0,71.65,36.7436,55.1154
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,965.25,9.0,30.5,20.0,37.4,0.0,107.25,31.6475,48.2625
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,all,Public,SSS,SSS1,SSS1,184.25,4.0,5.5,3.75,39.4,0.25,46.0625,33.5,49.1333
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,19.2,0.0,3.0,6.0,6.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.75,1.25,0.25,0.25,18.7,0.0,7.0,35.0,35.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,disabled,Private,SSS,SSS1,SSS1,1.5,1.0,0.25,0.25,19.7,0.0,1.5,6.0,6.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,disabled,Public,JSS,JSS1,JSS1,8.75,2.5,0.25,0.25,19.2,0.0,3.5,35.0,35.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.0,4.5,0.75,0.5,18.7,0.0,5.5556,33.3333,50.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Female,disabled,Public,SSS,SSS1,SSS1,2.25,2.0,0.25,0.25,19.7,0.0,1.125,9.0,9.0
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,all,Private,JSS,JSS1,JSS1,81.5,1.0,2.5,1.75,38.4,0.0,81.5,32.6,46.5714
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,311.75,2.5,9.75,6.5,37.4,0.0,124.7,31.9744,47.9615
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,all,Private,SSS,SSS1,SSS1,89.0,2.0,2.75,2.0,39.4,0.25,44.5,32.3636,44.5
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,all,Public,JSS,JSS1,JSS1,294.5,5.0,8.0,5.25,38.4,0.0,58.9,36.8125,56.0952
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1047.0,9.0,33.0,21.5,37.4,0.0,116.3333,31.7273,48.6977
2019/2020,North Central,Niger,Agaie,Boku,"Comprehensive High School, Boku",Male,all,Public,SSS,SSS1,SSS1,190.75,4.0,5.75,3.75,39.4,0.25,47.6875,33.1739,50.8667
