session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,13.125,0.0,2.0,4.0,4.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,12.625,0.0,3.1429,22.0,22.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.75,3.25,0.5,0.25,12.125,0.0,5.7692,37.5,75.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,13.125,0.0,1.8333,11.0,11.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,all,Private,JSS,JSS1,JSS1,78.25,1.5,1.75,1.25,25.25,0.0,52.1667,44.7143,62.6
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,237.0,2.0,5.5,3.5,24.25,0.0,118.5,43.0909,67.7143
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,all,Private,SSS,SSS1,SSS1,67.25,1.0,1.75,1.25,26.25,0.25,67.25,38.4286,53.8
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,all,Public,JSS,JSS1,JSS1,203.5,3.5,4.25,2.75,25.25,0.0,58.1429,47.8824,74.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,748.75,6.5,17.25,10.5,24.25,0.0,115.1923,43.4058,71.3095
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,all,Public,SSS,SSS1,SSS1,154.75,3.0,3.5,2.25,26.25,0.25,51.5833,44.2143,68.7778
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.75,0.25,0.25,12.625,0.0,2.6667,8.0,8.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,1.0,0.25,0.25,12.125,0.0,5.75,23.0,23.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,13.125,0.0,2.5,5.0,5.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.625,0.0,2.7143,19.0,19.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.0,3.25,0.5,0.25,12.125,0.0,5.5385,36.0,72.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,13.125,0.0,1.8333,11.0,11.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,all,Private,JSS,JSS1,JSS1,84.0,1.5,1.75,1.25,25.25,0.0,56.0,48.0,67.2
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,241.75,2.0,5.75,3.75,24.25,0.0,120.875,42.0435,64.4667
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,all,Private,SSS,SSS1,SSS1,65.5,1.0,1.5,1.0,26.25,0.25,65.5,43.6667,65.5
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,all,Public,JSS,JSS1,JSS1,225.0,3.5,4.5,2.75,25.25,0.0,64.2857,50.0,81.8182
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,785.75,6.5,18.0,11.0,24.25,0.0,120.8846,43.6528,71.4318
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,all,Public,SSS,SSS1,SSS1,154.25,3.0,3.5,2.25,26.25,0.25,51.4167,44.0714,68.5556
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.25,12.625,0.0,3.0,9.0,9.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,1.0,0.25,0.25,12.125,0.0,5.75,23.0,23.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,13.125,0.0,2.0,4.0,4.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,12.625,0.0,3.1429,22.0,22.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.75,3.25,0.5,0.25,12.125,0.0,5.7692,37.5,75.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,13.125,0.0,1.8333,11.0,11.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,all,Private,JSS,JSS1,JSS1,78.25,1.5,1.75,1.25,25.25,0.0,52.1667,44.7143,62.6
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,237.0,2.0,5.5,3.5,24.25,0.0,118.5,43.0909,67.7143
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,all,Private,SSS,SSS1,SSS1,67.25,1.0,1.75,1.25,26.25,0.25,67.25,38.4286,53.8
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,all,Public,JSS,JSS1,JSS1,203.5,3.5,4.25,2.75,25.25,0.0,58.1429,47.8824,74.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,748.75,6.5,17.25,10.5,24.25,0.0,115.1923,43.4058,71.3095
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,all,Public,SSS,SSS1,SSS1,154.75,3.0,3.5,2.25,26.25,0.25,51.5833,44.2143,68.7778
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.75,0.25,0.25,12.625,0.0,2.6667,8.0,8.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,1.0,0.25,0.25,12.125,0.0,5.75,23.0,23.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,13.125,0.0,2.5,5.0,5.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.625,0.0,2.7143,19.0,19.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.0,3.25,0.5,0.25,12.125,0.0,5.5385,36.0,72.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,13.125,0.0,1.8333,11.0,11.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,all,Private,JSS,JSS1,JSS1,84.0,1.5,1.75,1.25,25.25,0.0,56.0,48.0,67.2
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,241.75,2.0,5.75,3.75,24.25,0.0,120.875,42.0435,64.4667
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,all,Private,SSS,SSS1,SSS1,65.5,1.0,1.5,1.0,26.25,0.25,65.5,43.6667,65.5
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,all,Public,JSS,JSS1,JSS1,225.0,3.5,4.5,2.75,25.25,0.0,64.2857,50.0,81.8182
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,785.75,6.5,18.0,11.0,24.25,0.0,120.8846,43.6528,71.4318
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,all,Public,SSS,SSS1,SSS1,154.25,3.0,3.5,2.25,26.25,0.25,51.4167,44.0714,68.5556
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.25,12.625,0.0,3.0,9.0,9.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,1.0,0.25,0.25,12.125,0.0,5.75,23.0,23.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,13.125,0.0,2.0,4.0,4.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,12.625,0.0,3.1429,22.0,22.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.75,3.25,0.5,0.25,12.125,0.0,5.7692,37.5,75.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,13.125,0.0,1.8333,11.0,11.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,all,Private,JSS,JSS1,JSS1,78.25,1.5,1.75,1.25,25.25,0.0,52.1667,44.7143,62.6
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,237.0,2.0,5.5,3.5,24.25,0.0,118.5,43.0909,67.7143
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,all,Private,SSS,SSS1,SSS1,67.25,1.0,1.75,1.25,26.25,0.25,67.25,38.4286,53.8
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,all,Public,JSS,JSS1,JSS1,203.5,3.5,4.25,2.75,25.25,0.0,58.1429,47.8824,74.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,748.75,6.5,17.25,10.5,24.25,0.0,115.1923,43.4058,71.3095
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,all,Public,SSS,SSS1,SSS1,154.75,3.0,3.5,2.25,26.25,0.25,51.5833,44.2143,68.7778
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.75,0.25,0.25,12.625,0.0,2.6667,8.0,8.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,1.0,0.25,0.25,12.125,0.0,5.75,23.0,23.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,13.125,0.0,2.5,5.0,5.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.625,0.0,2.7143,19.0,19.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.0,3.25,0.5,0.25,12.125,0.0,5.5385,36.0,72.0
2019/2020,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,13.125,0.0,1.8333,11.0,11.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,all,Private,JSS,JSS1,JSS1,85.75,1.0,2.0,1.25,25.25,0.0,85.75,42.875,68.6
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,240.0,2.0,5.5,3.5,24.25,0.0,120.0,43.6364,68.5714
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,all,Private,SSS,SSS1,SSS1,63.0,1.0,1.5,1.0,26.25,0.25,63.0,42.0,63.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,all,Public,JSS,JSS1,JSS1,231.75,3.5,4.75,3.0,25.25,0.0,66.2143,48.7895,77.25
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,791.0,7.0,18.25,11.25,24.25,0.0,113.0,43.3425,70.3111
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,all,Public,SSS,SSS1,SSS1,150.75,3.0,3.5,2.25,26.25,0.25,50.25,43.0714,67.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,12.625,0.0,4.5,9.0,9.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.75,1.0,0.25,0.25,12.125,0.0,7.75,31.0,31.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,13.125,0.0,2.0,4.0,4.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,disabled,Public,JSS,JSS1,JSS1,6.5,1.75,0.25,0.25,12.625,0.0,3.7143,26.0,26.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,29.25,3.5,0.75,0.5,12.125,0.0,8.3571,39.0,58.5
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,disabled,Public,SSS,SSS1,SSS1,1.5,1.5,0.25,0.25,13.125,0.0,1.0,6.0,6.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,all,Private,JSS,JSS1,JSS1,72.25,1.0,1.75,1.25,25.25,0.0,72.25,41.2857,57.8
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,253.5,2.0,6.0,3.75,24.25,0.0,126.75,42.25,67.6
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,all,Private,SSS,SSS1,SSS1,64.25,1.0,1.5,1.0,26.25,0.25,64.25,42.8333,64.25
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,all,Public,JSS,JSS1,JSS1,212.75,3.5,4.25,2.75,25.25,0.0,60.7857,50.0588,77.3636
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,766.5,7.0,17.75,11.0,24.25,0.0,109.5,43.1831,69.6818
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,all,Public,SSS,SSS1,SSS1,171.25,3.0,3.75,2.5,26.25,0.25,57.0833,45.6667,68.5
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,12.625,0.0,4.0,8.0,8.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.25,0.25,12.125,0.0,8.0,32.0,32.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,13.125,0.0,2.0,4.0,4.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,disabled,Public,JSS,JSS1,JSS1,5.75,1.75,0.25,0.25,12.625,0.0,3.2857,23.0,23.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.5,0.75,0.5,12.125,0.0,8.1429,38.0,57.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,disabled,Public,SSS,SSS1,SSS1,1.75,1.5,0.25,0.25,13.125,0.0,1.1667,7.0,7.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,all,Private,JSS,JSS1,JSS1,85.75,1.0,2.0,1.25,25.25,0.0,85.75,42.875,68.6
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,240.0,2.0,5.5,3.5,24.25,0.0,120.0,43.6364,68.5714
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,all,Private,SSS,SSS1,SSS1,63.0,1.0,1.5,1.0,26.25,0.25,63.0,42.0,63.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,all,Public,JSS,JSS1,JSS1,231.75,3.5,4.75,3.0,25.25,0.0,66.2143,48.7895,77.25
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,791.0,7.0,18.25,11.25,24.25,0.0,113.0,43.3425,70.3111
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,all,Public,SSS,SSS1,SSS1,150.75,3.0,3.5,2.25,26.25,0.25,50.25,43.0714,67.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,12.625,0.0,4.5,9.0,9.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.75,1.0,0.25,0.25,12.125,0.0,7.75,31.0,31.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,13.125,0.0,2.0,4.0,4.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,disabled,Public,JSS,JSS1,JSS1,6.5,1.75,0.25,0.25,12.625,0.0,3.7143,26.0,26.0
2019/2020,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,29.25,3.5,0.75,0.5,12.125,0.0,8.3571,39.0,58.5
