session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.425,0.0,2.7143,19.0,19.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.75,0.5,0.25,11.925,0.0,6.5333,49.0,98.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Community Secondary School, Asso",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,all,Private,JSS,JSS1,JSS1,88.0,1.5,2.0,1.5,24.85,0.0,58.6667,44.0,58.6667
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,209.5,2.0,5.0,3.5,23.85,0.0,104.75,41.9,59.8571
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,all,Private,SSS,SSS1,SSS1,73.5,1.5,1.75,1.25,25.85,0.25,49.0,42.0,58.8
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,all,Public,JSS,JSS1,JSS1,248.25,3.5,5.25,3.5,24.85,0.0,70.9286,47.2857,70.9286
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,882.5,7.5,21.25,14.25,23.85,0.0,117.6667,41.5294,61.9298
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,all,Public,SSS,SSS1,SSS1,156.75,3.0,3.75,2.5,25.85,0.25,52.25,41.8,62.7
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.75,0.25,0.25,12.425,0.0,2.3333,7.0,7.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,11.925,0.0,6.5,26.0,26.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,disabled,Public,JSS,JSS1,JSS1,5.0,1.75,0.25,0.25,12.425,0.0,2.8571,20.0,20.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.75,3.75,0.75,0.5,11.925,0.0,7.1333,35.6667,53.5
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,all,Private,JSS,JSS1,JSS1,80.5,1.5,2.0,1.5,24.85,0.0,53.6667,40.25,53.6667
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,230.0,2.0,5.5,3.75,23.85,0.0,115.0,41.8182,61.3333
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,all,Private,SSS,SSS1,SSS1,78.25,1.5,2.0,1.5,25.85,0.25,52.1667,39.125,52.1667
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,all,Public,JSS,JSS1,JSS1,231.5,3.5,5.0,3.5,24.85,0.0,66.1429,46.3,66.1429
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,806.5,7.5,19.25,12.75,23.85,0.0,107.5333,41.8961,63.2549
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,all,Public,SSS,SSS1,SSS1,178.25,3.0,4.0,2.75,25.85,0.25,59.4167,44.5625,64.8182
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.75,0.25,0.25,12.425,0.0,2.0,6.0,6.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.25,11.925,0.0,7.0,28.0,28.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.425,0.0,2.7143,19.0,19.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.75,0.5,0.25,11.925,0.0,6.5333,49.0,98.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Comprehensive High School, Asso",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,all,Private,JSS,JSS1,JSS1,88.0,1.5,2.0,1.5,24.85,0.0,58.6667,44.0,58.6667
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,209.5,2.0,5.0,3.5,23.85,0.0,104.75,41.9,59.8571
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,all,Private,SSS,SSS1,SSS1,73.5,1.5,1.75,1.25,25.85,0.25,49.0,42.0,58.8
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,all,Public,JSS,JSS1,JSS1,248.25,3.5,5.25,3.5,24.85,0.0,70.9286,47.2857,70.9286
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,882.5,7.5,21.25,14.25,23.85,0.0,117.6667,41.5294,61.9298
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,all,Public,SSS,SSS1,SSS1,156.75,3.0,3.75,2.5,25.85,0.25,52.25,41.8,62.7
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.75,0.25,0.25,12.425,0.0,2.3333,7.0,7.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,11.925,0.0,6.5,26.0,26.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,disabled,Public,JSS,JSS1,JSS1,5.0,1.75,0.25,0.25,12.425,0.0,2.8571,20.0,20.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.75,3.75,0.75,0.5,11.925,0.0,7.1333,35.6667,53.5
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,all,Private,JSS,JSS1,JSS1,80.5,1.5,2.0,1.5,24.85,0.0,53.6667,40.25,53.6667
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,230.0,2.0,5.5,3.75,23.85,0.0,115.0,41.8182,61.3333
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,all,Private,SSS,SSS1,SSS1,78.25,1.5,2.0,1.5,25.85,0.25,52.1667,39.125,52.1667
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,all,Public,JSS,JSS1,JSS1,231.5,3.5,5.0,3.5,24.85,0.0,66.1429,46.3,66.1429
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,806.5,7.5,19.25,12.75,23.85,0.0,107.5333,41.8961,63.2549
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,all,Public,SSS,SSS1,SSS1,178.25,3.0,4.0,2.75,25.85,0.25,59.4167,44.5625,64.8182
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.75,0.25,0.25,12.425,0.0,2.0,6.0,6.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.25,11.925,0.0,7.0,28.0,28.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.425,0.0,2.7143,19.0,19.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.75,0.5,0.25,11.925,0.0,6.5333,49.0,98.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Government Secondary School, Asso",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,all,Private,JSS,JSS1,JSS1,88.0,1.5,2.0,1.5,24.85,0.0,58.6667,44.0,58.6667
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,209.5,2.0,5.0,3.5,23.85,0.0,104.75,41.9,59.8571
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,all,Private,SSS,SSS1,SSS1,73.5,1.5,1.75,1.25,25.85,0.25,49.0,42.0,58.8
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,all,Public,JSS,JSS1,JSS1,248.25,3.5,5.25,3.5,24.85,0.0,70.9286,47.2857,70.9286
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,882.5,7.5,21.25,14.25,23.85,0.0,117.6667,41.5294,61.9298
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,all,Public,SSS,SSS1,SSS1,156.75,3.0,3.75,2.5,25.85,0.25,52.25,41.8,62.7
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.75,0.25,0.25,12.425,0.0,2.3333,7.0,7.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,11.925,0.0,6.5,26.0,26.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,disabled,Public,JSS,JSS1,JSS1,5.0,1.75,0.25,0.25,12.425,0.0,2.8571,20.0,20.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.75,3.75,0.75,0.5,11.925,0.0,7.1333,35.6667,53.5
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,all,Private,JSS,JSS1,JSS1,80.5,1.5,2.0,1.5,24.85,0.0,53.6667,40.25,53.6667
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,230.0,2.0,5.5,3.75,23.85,0.0,115.0,41.8182,61.3333
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,all,Private,SSS,SSS1,SSS1,78.25,1.5,2.0,1.5,25.85,0.25,52.1667,39.125,52.1667
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,all,Public,JSS,JSS1,JSS1,231.5,3.5,5.0,3.5,24.85,0.0,66.1429,46.3,66.1429
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,806.5,7.5,19.25,12.75,23.85,0.0,107.5333,41.8961,63.2549
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,all,Public,SSS,SSS1,SSS1,178.25,3.0,4.0,2.75,25.85,0.25,59.4167,44.5625,64.8182
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.75,0.25,0.25,12.425,0.0,2.0,6.0,6.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.25,11.925,0.0,7.0,28.0,28.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.25,12.925,0.0,1.3333,4.0,4.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.75,0.25,0.25,12.425,0.0,2.7143,19.0,19.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.5,3.75,0.5,0.25,11.925,0.0,6.5333,49.0,98.0
2019/2020,North West,Kaduna,Jema'A,Asso,"Unity College, Kafanchan",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,12.925,0.0,2.1667,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,all,Private,JSS,JSS1,JSS1,122.0,1.5,2.75,2.0,24.85,0.0,81.3333,44.3636,61.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,334.25,3.0,8.0,5.5,23.85,0.0,111.4167,41.7812,60.7727
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,all,Private,SSS,SSS1,SSS1,124.0,2.0,3.0,2.0,25.85,0.25,62.0,41.3333,62.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,all,Public,JSS,JSS1,JSS1,448.0,6.5,9.25,6.25,24.85,0.0,68.9231,48.4324,71.68
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1375.75,12.0,32.75,22.0,23.85,0.0,114.6458,42.0076,62.5341
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,all,Public,SSS,SSS1,SSS1,264.75,4.5,6.0,4.0,25.85,0.25,58.8333,44.125,66.1875
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,disabled,Private,JSS,JSS1,JSS1,3.25,0.75,0.25,0.25,12.425,0.0,4.3333,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.5,0.25,0.25,11.925,0.0,6.0,36.0,36.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,disabled,Private,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,12.925,0.0,2.25,9.0,9.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,disabled,Public,JSS,JSS1,JSS1,10.75,3.25,0.25,0.25,12.425,0.0,3.3077,43.0,43.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,41.0,6.0,1.0,0.75,11.925,0.0,6.8333,41.0,54.6667
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Female,disabled,Public,SSS,SSS1,SSS1,4.25,2.25,0.25,0.25,12.925,0.0,1.8889,17.0,17.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,all,Private,JSS,JSS1,JSS1,107.0,1.5,2.5,1.75,24.85,0.0,71.3333,42.8,61.1429
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,324.0,3.0,7.75,5.25,23.85,0.0,108.0,41.8065,61.7143
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,all,Private,SSS,SSS1,SSS1,125.75,2.0,3.0,2.0,25.85,0.25,62.875,41.9167,62.875
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,all,Public,JSS,JSS1,JSS1,387.75,6.5,8.0,5.5,24.85,0.0,59.6538,48.4688,70.5
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1453.75,12.0,34.75,23.25,23.85,0.0,121.1458,41.8345,62.5269
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,all,Public,SSS,SSS1,SSS1,283.5,4.5,6.5,4.5,25.85,0.25,63.0,43.6154,63.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,12.425,0.0,3.3333,10.0,10.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.5,0.25,0.25,11.925,0.0,6.0,36.0,36.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,disabled,Private,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,12.925,0.0,2.25,9.0,9.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,disabled,Public,JSS,JSS1,JSS1,8.75,3.25,0.25,0.25,12.425,0.0,2.6923,35.0,35.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,43.25,6.0,1.0,0.75,11.925,0.0,7.2083,43.25,57.6667
2019/2020,North West,Kaduna,Jema'A,Atuku,"Community Secondary School, Atuku",Male,disabled,Public,SSS,SSS1,SSS1,4.5,2.25,0.25,0.25,12.925,0.0,2.0,18.0,18.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,all,Private,JSS,JSS1,JSS1,122.0,1.5,2.75,2.0,24.85,0.0,81.3333,44.3636,61.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,334.25,3.0,8.0,5.5,23.85,0.0,111.4167,41.7812,60.7727
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,all,Private,SSS,SSS1,SSS1,124.0,2.0,3.0,2.0,25.85,0.25,62.0,41.3333,62.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,all,Public,JSS,JSS1,JSS1,448.0,6.5,9.25,6.25,24.85,0.0,68.9231,48.4324,71.68
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1375.75,12.0,32.75,22.0,23.85,0.0,114.6458,42.0076,62.5341
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,all,Public,SSS,SSS1,SSS1,264.75,4.5,6.0,4.0,25.85,0.25,58.8333,44.125,66.1875
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,disabled,Private,JSS,JSS1,JSS1,3.25,0.75,0.25,0.25,12.425,0.0,4.3333,13.0,13.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.5,0.25,0.25,11.925,0.0,6.0,36.0,36.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,disabled,Private,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,12.925,0.0,2.25,9.0,9.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,disabled,Public,JSS,JSS1,JSS1,10.75,3.25,0.25,0.25,12.425,0.0,3.3077,43.0,43.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,41.0,6.0,1.0,0.75,11.925,0.0,6.8333,41.0,54.6667
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Female,disabled,Public,SSS,SSS1,SSS1,4.25,2.25,0.25,0.25,12.925,0.0,1.8889,17.0,17.0
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Male,all,Private,JSS,JSS1,JSS1,107.0,1.5,2.5,1.75,24.85,0.0,71.3333,42.8,61.1429
2019/2020,North West,Kaduna,Jema'A,Atuku,"Comprehensive High School, Atuku",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,324.0,3.0,7.75,5.25,23.85,0.0,108.0,41.8065,61.7143
