session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,all,Public,JSS,JSS1,JSS1,185.0,3.0,5.5,3.75,24.6,0.0,61.6667,33.6364,49.3333,2.11,0.95,0.41,1.54,1.07,1.05
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,687.25,5.5,23.0,15.75,23.6,0.0,124.9545,29.8804,43.6349,13.56,1.19,0.8,3.1,2.15,2.12
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,all,Public,SSS,SSS1,SSS1,152.75,2.5,4.75,3.25,25.6,0.25,61.1,32.1579,47.0,1.9,0.96,0.35,1.33,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,12.3,0.0,4.0,8.0,8.0,0.24,0.17,0.29,0.28,0.19,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.5,0.25,0.25,12.3,0.0,3.1667,19.0,19.0,0.13,0.42,0.39,0.61,0.39,0.38
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.25,2.75,0.75,0.5,11.8,0.0,7.0,25.6667,38.5,0.3,0.43,0.38,0.99,0.63,0.62
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,12.8,0.0,1.8,9.0,9.0,0.24,0.5,0.65,0.71,0.47,0.45
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,all,Private,JSS,JSS1,JSS1,76.0,1.0,2.25,1.5,24.6,0.0,76.0,33.7778,50.6667,0.93,0.32,0.13,0.52,0.36,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,189.5,1.5,6.25,4.25,23.6,0.0,126.3333,30.32,44.5882,3.65,0.32,0.22,0.84,0.58,0.58
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,all,Private,SSS,SSS1,SSS1,45.5,1.0,1.75,1.25,25.6,0.25,45.5,26.0,36.4,0.78,0.39,0.17,0.55,0.38,0.37
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,all,Public,JSS,JSS1,JSS1,215.75,3.0,6.25,4.25,24.6,0.0,71.9167,34.52,50.7647,2.47,0.95,0.4,1.55,1.08,1.06
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,652.75,5.5,21.5,14.75,23.6,0.0,118.6818,30.3605,44.2542,12.15,1.19,0.79,3.06,2.12,2.09
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,all,Public,SSS,SSS1,SSS1,132.5,2.5,4.25,3.0,25.6,0.25,53.0,31.1765,44.1667,1.67,0.97,0.37,1.32,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,12.3,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.5,0.25,0.25,12.3,0.0,3.6667,22.0,22.0,0.11,0.41,0.34,0.58,0.37,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.25,2.75,0.5,0.25,11.8,0.0,6.6364,36.5,73.0,0.15,0.4,0.23,0.9,0.56,0.57
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,12.8,0.0,1.8,9.0,9.0,0.24,0.5,0.65,0.71,0.47,0.45
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,all,Private,JSS,JSS1,JSS1,64.0,1.0,2.0,1.5,24.6,0.0,64.0,32.0,42.6667,0.82,0.32,0.15,0.52,0.36,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,186.0,1.5,6.25,4.25,23.6,0.0,124.0,29.76,43.7647,3.69,0.32,0.22,0.85,0.59,0.58
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,all,Private,SSS,SSS1,SSS1,47.5,1.0,1.75,1.25,25.6,0.25,47.5,27.1429,38.0,0.76,0.39,0.16,0.54,0.38,0.37
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,all,Public,JSS,JSS1,JSS1,185.0,3.0,5.5,3.75,24.6,0.0,61.6667,33.6364,49.3333,2.11,0.95,0.41,1.54,1.07,1.05
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,687.25,5.5,23.0,15.75,23.6,0.0,124.9545,29.8804,43.6349,13.56,1.19,0.8,3.1,2.15,2.12
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,all,Public,SSS,SSS1,SSS1,152.75,2.5,4.75,3.25,25.6,0.25,61.1,32.1579,47.0,1.9,0.96,0.35,1.33,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,12.3,0.0,4.0,8.0,8.0,0.24,0.17,0.29,0.28,0.19,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.5,0.25,0.25,12.3,0.0,3.1667,19.0,19.0,0.13,0.42,0.39,0.61,0.39,0.38
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.25,2.75,0.75,0.5,11.8,0.0,7.0,25.6667,38.5,0.3,0.43,0.38,0.99,0.63,0.62
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,12.8,0.0,1.8,9.0,9.0,0.24,0.5,0.65,0.71,0.47,0.45
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,all,Private,JSS,JSS1,JSS1,76.0,1.0,2.25,1.5,24.6,0.0,76.0,33.7778,50.6667,0.93,0.32,0.13,0.52,0.36,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,189.5,1.5,6.25,4.25,23.6,0.0,126.3333,30.32,44.5882,3.65,0.32,0.22,0.84,0.58,0.58
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,all,Private,SSS,SSS1,SSS1,45.5,1.0,1.75,1.25,25.6,0.25,45.5,26.0,36.4,0.78,0.39,0.17,0.55,0.38,0.37
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,all,Public,JSS,JSS1,JSS1,215.75,3.0,6.25,4.25,24.6,0.0,71.9167,34.52,50.7647,2.47,0.95,0.4,1.55,1.08,1.06
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,652.75,5.5,21.5,14.75,23.6,0.0,118.6818,30.3605,44.2542,12.15,1.19,0.79,3.06,2.12,2.09
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,all,Public,SSS,SSS1,SSS1,132.5,2.5,4.25,3.0,25.6,0.25,53.0,31.1765,44.1667,1.67,0.97,0.37,1.32,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,12.3,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.5,0.25,0.25,12.3,0.0,3.6667,22.0,22.0,0.11,0.41,0.34,0.58,0.37,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.25,2.75,0.5,0.25,11.8,0.0,6.6364,36.5,73.0,0.15,0.4,0.23,0.9,0.56,0.57
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,12.8,0.0,1.8,9.0,9.0,0.24,0.5,0.65,0.71,0.47,0.45
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,all,Private,JSS,JSS1,JSS1,64.0,1.0,2.0,1.5,24.6,0.0,64.0,32.0,42.6667,0.82,0.32,0.15,0.52,0.36,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,186.0,1.5,6.25,4.25,23.6,0.0,124.0,29.76,43.7647,3.69,0.32,0.22,0.85,0.59,0.58
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,all,Private,SSS,SSS1,SSS1,47.5,1.0,1.75,1.25,25.6,0.25,47.5,27.1429,38.0,0.76,0.39,0.16,0.54,0.38,0.37
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,all,Public,JSS,JSS1,JSS1,185.0,3.0,5.5,3.75,24.6,0.0,61.6667,33.6364,49.3333,2.11,0.95,0.41,1.54,1.07,1.05
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,687.25,5.5,23.0,15.75,23.6,0.0,124.9545,29.8804,43.6349,13.56,1.19,0.8,3.1,2.15,2.12
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,all,Public,SSS,SSS1,SSS1,152.75,2.5,4.75,3.25,25.6,0.25,61.1,32.1579,47.0,1.9,0.96,0.35,1.33,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,12.3,0.0,4.0,8.0,8.0,0.24,0.17,0.29,0.28,0.19,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.5,0.25,0.25,12.3,0.0,3.1667,19.0,19.0,0.13,0.42,0.39,0.61,0.39,0.38
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.25,2.75,0.75,0.5,11.8,0.0,7.0,25.6667,38.5,0.3,0.43,0.38,0.99,0.63,0.62
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,12.8,0.0,1.8,9.0,9.0,0.24,0.5,0.65,0.71,0.47,0.45
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,all,Private,JSS,JSS1,JSS1,76.0,1.0,2.25,1.5,24.6,0.0,76.0,33.7778,50.6667,0.93,0.32,0.13,0.52,0.36,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,189.5,1.5,6.25,4.25,23.6,0.0,126.3333,30.32,44.5882,3.65,0.32,0.22,0.84,0.58,0.58
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,all,Private,SSS,SSS1,SSS1,45.5,1.0,1.75,1.25,25.6,0.25,45.5,26.0,36.4,0.78,0.39,0.17,0.55,0.38,0.37
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,all,Public,JSS,JSS1,JSS1,215.75,3.0,6.25,4.25,24.6,0.0,71.9167,34.52,50.7647,2.47,0.95,0.4,1.55,1.08,1.06
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,652.75,5.5,21.5,14.75,23.6,0.0,118.6818,30.3605,44.2542,12.15,1.19,0.79,3.06,2.12,2.09
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,all,Public,SSS,SSS1,SSS1,132.5,2.5,4.25,3.0,25.6,0.25,53.0,31.1765,44.1667,1.67,0.97,0.37,1.32,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,12.3,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.5,0.25,0.25,12.3,0.0,3.6667,22.0,22.0,0.11,0.41,0.34,0.58,0.37,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.25,2.75,0.5,0.25,11.8,0.0,6.6364,36.5,73.0,0.15,0.4,0.23,0.9,0.56,0.57
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,12.8,0.0,1.8,9.0,9.0,0.24,0.5,0.65,0.71,0.47,0.45
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,all,Private,JSS,JSS1,JSS1,64.0,1.0,2.0,1.5,24.6,0.0,64.0,32.0,42.6667,0.82,0.32,0.15,0.52,0.36,0.36
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,186.0,1.5,6.25,4.25,23.6,0.0,124.0,29.76,43.7647,3.69,0.32,0.22,0.85,0.59,0.58
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,all,Private,SSS,SSS1,SSS1,47.5,1.0,1.75,1.25,25.6,0.25,47.5,27.1429,38.0,0.76,0.39,0.16,0.54,0.38,0.37
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,all,Public,JSS,JSS1,JSS1,185.0,3.0,5.5,3.75,24.6,0.0,61.6667,33.6364,49.3333,2.11,0.95,0.41,1.54,1.07,1.05
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,687.25,5.5,23.0,15.75,23.6,0.0,124.9545,29.8804,43.6349,13.56,1.19,0.8,3.1,2.15,2.12
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,all,Public,SSS,SSS1,SSS1,152.75,2.5,4.75,3.25,25.6,0.25,61.1,32.1579,47.0,1.9,0.96,0.35,1.33,0.93,0.91
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,12.3,0.0,4.0,8.0,8.0,0.24,0.17,0.29,0.28,0.19,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,11.8,0.0,7.6667,23.0,23.0,0.11,0.13,0.16,0.28,0.18,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,12.8,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.3,0.2,0.18
2019/2020,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,"Unity College, Ado Ekiti",Male,disabled,Public,JSS,JSS1,JSS1,4.75,1.5,0.25,0.25,12.3,0.0,3.1667,19.0,19.0,0.13,0.42,0.39,0.61,0.39,0.38
