session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,all,Private,JSS,JSS1,JSS1,85.0,1.5,2.5,1.5,37.2,0.0,56.6667,34.0,56.6667,0.92,0.56,0.22,0.96,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,2.0,6.0,3.25,36.2,0.0,97.875,32.625,60.2308,2.87,0.55,0.28,1.35,0.98,0.95
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,all,Private,SSS,SSS1,SSS1,77.25,1.5,2.5,1.5,38.2,0.25,51.5,30.9,51.5,0.98,0.66,0.23,0.98,0.71,0.69
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,all,Public,JSS,JSS1,JSS1,224.5,3.5,6.0,3.25,37.2,0.0,64.1429,37.4167,69.0769,2.09,1.29,0.46,2.22,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,847.5,8.0,26.0,14.0,36.2,0.0,105.9375,32.5962,60.5357,12.92,2.19,1.12,5.44,3.94,3.85
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,all,Public,SSS,SSS1,SSS1,169.5,3.0,5.0,2.75,38.2,0.25,56.5,33.9,61.6364,1.84,1.3,0.43,1.93,1.4,1.36
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,18.6,0.0,3.3333,10.0,10.0,0.23,0.27,0.36,0.47,0.32,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,1.0,0.25,0.25,18.1,0.0,5.25,21.0,21.0,0.12,0.21,0.25,0.47,0.31,0.31
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.1,0.0,2.3333,7.0,7.0,0.24,0.35,0.51,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,18.6,0.0,3.0,21.0,21.0,0.12,0.54,0.43,0.83,0.56,0.54
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.5,4.0,0.75,0.5,18.1,0.0,6.625,35.3333,53.0,0.24,0.73,0.47,1.64,1.1,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,all,Private,JSS,JSS1,JSS1,94.75,1.5,2.75,1.5,37.2,0.0,63.1667,34.4545,63.1667,1.04,0.55,0.21,0.97,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,211.25,2.0,6.5,3.5,36.2,0.0,105.625,32.5,60.3571,3.23,0.55,0.28,1.36,0.99,0.96
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,all,Private,SSS,SSS1,SSS1,69.25,1.5,2.25,1.25,38.2,0.25,46.1667,30.7778,55.4,0.86,0.65,0.22,0.97,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,all,Public,JSS,JSS1,JSS1,237.25,3.5,6.25,3.5,37.2,0.0,67.7857,37.96,67.7857,2.2,1.29,0.47,2.23,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,880.0,8.0,26.75,14.25,36.2,0.0,110.0,32.8972,61.7544,13.42,2.19,1.1,5.45,3.95,3.86
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,all,Public,SSS,SSS1,SSS1,152.5,3.0,4.5,2.5,38.2,0.25,50.8333,33.8889,61.0,1.6,1.3,0.43,1.91,1.39,1.35
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,Private,JSS,JSS1,JSS1,2.75,0.75,0.25,0.25,18.6,0.0,3.6667,11.0,11.0,0.21,0.26,0.33,0.45,0.3,0.29
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.5,1.0,0.25,0.25,18.1,0.0,5.5,22.0,22.0,0.11,0.21,0.24,0.46,0.31,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,19.1,0.0,2.0,6.0,6.0,0.24,0.36,0.59,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.25,18.6,0.0,3.4286,24.0,24.0,0.11,0.53,0.39,0.8,0.54,0.52
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,27.25,4.0,0.75,0.5,18.1,0.0,6.8125,36.3333,54.5,0.23,0.73,0.46,1.63,1.09,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,Private,JSS,JSS1,JSS1,85.0,1.5,2.5,1.5,37.2,0.0,56.6667,34.0,56.6667,0.92,0.56,0.22,0.96,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,2.0,6.0,3.25,36.2,0.0,97.875,32.625,60.2308,2.87,0.55,0.28,1.35,0.98,0.95
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,Private,SSS,SSS1,SSS1,77.25,1.5,2.5,1.5,38.2,0.25,51.5,30.9,51.5,0.98,0.66,0.23,0.98,0.71,0.69
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,Public,JSS,JSS1,JSS1,224.5,3.5,6.0,3.25,37.2,0.0,64.1429,37.4167,69.0769,2.09,1.29,0.46,2.22,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,847.5,8.0,26.0,14.0,36.2,0.0,105.9375,32.5962,60.5357,12.92,2.19,1.12,5.44,3.94,3.85
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,Public,SSS,SSS1,SSS1,169.5,3.0,5.0,2.75,38.2,0.25,56.5,33.9,61.6364,1.84,1.3,0.43,1.93,1.4,1.36
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,18.6,0.0,3.3333,10.0,10.0,0.23,0.27,0.36,0.47,0.32,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,1.0,0.25,0.25,18.1,0.0,5.25,21.0,21.0,0.12,0.21,0.25,0.47,0.31,0.31
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.1,0.0,2.3333,7.0,7.0,0.24,0.35,0.51,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,18.6,0.0,3.0,21.0,21.0,0.12,0.54,0.43,0.83,0.56,0.54
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.5,4.0,0.75,0.5,18.1,0.0,6.625,35.3333,53.0,0.24,0.73,0.47,1.64,1.1,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,Private,JSS,JSS1,JSS1,94.75,1.5,2.75,1.5,37.2,0.0,63.1667,34.4545,63.1667,1.04,0.55,0.21,0.97,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,211.25,2.0,6.5,3.5,36.2,0.0,105.625,32.5,60.3571,3.23,0.55,0.28,1.36,0.99,0.96
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,Private,SSS,SSS1,SSS1,69.25,1.5,2.25,1.25,38.2,0.25,46.1667,30.7778,55.4,0.86,0.65,0.22,0.97,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,Public,JSS,JSS1,JSS1,237.25,3.5,6.25,3.5,37.2,0.0,67.7857,37.96,67.7857,2.2,1.29,0.47,2.23,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,880.0,8.0,26.75,14.25,36.2,0.0,110.0,32.8972,61.7544,13.42,2.19,1.1,5.45,3.95,3.86
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,Public,SSS,SSS1,SSS1,152.5,3.0,4.5,2.5,38.2,0.25,50.8333,33.8889,61.0,1.6,1.3,0.43,1.91,1.39,1.35
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,Private,JSS,JSS1,JSS1,2.75,0.75,0.25,0.25,18.6,0.0,3.6667,11.0,11.0,0.21,0.26,0.33,0.45,0.3,0.29
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.5,1.0,0.25,0.25,18.1,0.0,5.5,22.0,22.0,0.11,0.21,0.24,0.46,0.31,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,19.1,0.0,2.0,6.0,6.0,0.24,0.36,0.59,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.25,18.6,0.0,3.4286,24.0,24.0,0.11,0.53,0.39,0.8,0.54,0.52
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,27.25,4.0,0.75,0.5,18.1,0.0,6.8125,36.3333,54.5,0.23,0.73,0.46,1.63,1.09,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,Private,JSS,JSS1,JSS1,85.0,1.5,2.5,1.5,37.2,0.0,56.6667,34.0,56.6667,0.92,0.56,0.22,0.96,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,2.0,6.0,3.25,36.2,0.0,97.875,32.625,60.2308,2.87,0.55,0.28,1.35,0.98,0.95
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,Private,SSS,SSS1,SSS1,77.25,1.5,2.5,1.5,38.2,0.25,51.5,30.9,51.5,0.98,0.66,0.23,0.98,0.71,0.69
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,Public,JSS,JSS1,JSS1,224.5,3.5,6.0,3.25,37.2,0.0,64.1429,37.4167,69.0769,2.09,1.29,0.46,2.22,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,847.5,8.0,26.0,14.0,36.2,0.0,105.9375,32.5962,60.5357,12.92,2.19,1.12,5.44,3.94,3.85
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,Public,SSS,SSS1,SSS1,169.5,3.0,5.0,2.75,38.2,0.25,56.5,33.9,61.6364,1.84,1.3,0.43,1.93,1.4,1.36
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,18.6,0.0,3.3333,10.0,10.0,0.23,0.27,0.36,0.47,0.32,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,1.0,0.25,0.25,18.1,0.0,5.25,21.0,21.0,0.12,0.21,0.25,0.47,0.31,0.31
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.1,0.0,2.3333,7.0,7.0,0.24,0.35,0.51,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,18.6,0.0,3.0,21.0,21.0,0.12,0.54,0.43,0.83,0.56,0.54
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.5,4.0,0.75,0.5,18.1,0.0,6.625,35.3333,53.0,0.24,0.73,0.47,1.64,1.1,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,Private,JSS,JSS1,JSS1,94.75,1.5,2.75,1.5,37.2,0.0,63.1667,34.4545,63.1667,1.04,0.55,0.21,0.97,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,211.25,2.0,6.5,3.5,36.2,0.0,105.625,32.5,60.3571,3.23,0.55,0.28,1.36,0.99,0.96
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,Private,SSS,SSS1,SSS1,69.25,1.5,2.25,1.25,38.2,0.25,46.1667,30.7778,55.4,0.86,0.65,0.22,0.97,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,Public,JSS,JSS1,JSS1,237.25,3.5,6.25,3.5,37.2,0.0,67.7857,37.96,67.7857,2.2,1.29,0.47,2.23,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,880.0,8.0,26.75,14.25,36.2,0.0,110.0,32.8972,61.7544,13.42,2.19,1.1,5.45,3.95,3.86
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,Public,SSS,SSS1,SSS1,152.5,3.0,4.5,2.5,38.2,0.25,50.8333,33.8889,61.0,1.6,1.3,0.43,1.91,1.39,1.35
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,Private,JSS,JSS1,JSS1,2.75,0.75,0.25,0.25,18.6,0.0,3.6667,11.0,11.0,0.21,0.26,0.33,0.45,0.3,0.29
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.5,1.0,0.25,0.25,18.1,0.0,5.5,22.0,22.0,0.11,0.21,0.24,0.46,0.31,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,19.1,0.0,2.0,6.0,6.0,0.24,0.36,0.59,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.25,18.6,0.0,3.4286,24.0,24.0,0.11,0.53,0.39,0.8,0.54,0.52
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,27.25,4.0,0.75,0.5,18.1,0.0,6.8125,36.3333,54.5,0.23,0.73,0.46,1.63,1.09,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,Private,JSS,JSS1,JSS1,85.0,1.5,2.5,1.5,37.2,0.0,56.6667,34.0,56.6667,0.92,0.56,0.22,0.96,0.7,0.68
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,2.0,6.0,3.25,36.2,0.0,97.875,32.625,60.2308,2.87,0.55,0.28,1.35,0.98,0.95
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,Private,SSS,SSS1,SSS1,77.25,1.5,2.5,1.5,38.2,0.25,51.5,30.9,51.5,0.98,0.66,0.23,0.98,0.71,0.69
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,Public,JSS,JSS1,JSS1,224.5,3.5,6.0,3.25,37.2,0.0,64.1429,37.4167,69.0769,2.09,1.29,0.46,2.22,1.62,1.57
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,847.5,8.0,26.0,14.0,36.2,0.0,105.9375,32.5962,60.5357,12.92,2.19,1.12,5.44,3.94,3.85
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,Public,SSS,SSS1,SSS1,169.5,3.0,5.0,2.75,38.2,0.25,56.5,33.9,61.6364,1.84,1.3,0.43,1.93,1.4,1.36
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,18.6,0.0,3.3333,10.0,10.0,0.23,0.27,0.36,0.47,0.32,0.3
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,1.0,0.25,0.25,18.1,0.0,5.25,21.0,21.0,0.12,0.21,0.25,0.47,0.31,0.31
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,19.1,0.0,2.3333,7.0,7.0,0.24,0.35,0.51,0.5,0.34,0.32
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,18.6,0.0,3.0,21.0,21.0,0.12,0.54,0.43,0.83,0.56,0.54
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.5,4.0,0.75,0.5,18.1,0.0,6.625,35.3333,53.0,0.24,0.73,0.47,1.64,1.1,1.08
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,19.1,0.0,1.5,9.0,9.0,0.24,0.65,0.8,0.97,0.66,0.63
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,Private,JSS,JSS1,JSS1,84.0,1.0,2.5,1.5,37.2,0.0,84.0,33.6,56.0,1.08,0.37,0.15,0.66,0.48,0.47
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,161.75,1.5,5.0,2.75,36.2,0.0,107.8333,32.35,58.8182,2.53,0.41,0.21,1.02,0.74,0.72
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,Private,SSS,SSS1,SSS1,64.0,1.0,2.0,1.25,38.2,0.25,64.0,32.0,51.2,0.82,0.44,0.16,0.65,0.48,0.46
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,Public,JSS,JSS1,JSS1,234.0,3.0,6.25,3.5,37.2,0.0,78.0,37.44,66.8571,2.35,1.11,0.4,1.93,1.4,1.36
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,867.5,7.5,26.5,14.25,36.2,0.0,115.6667,32.7358,60.8772,13.7,2.05,1.04,5.15,3.73,3.64
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,Public,SSS,SSS1,SSS1,160.5,3.0,4.75,2.75,38.2,0.25,53.5,33.7895,58.3636,1.72,1.3,0.44,1.92,1.4,1.36
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,18.6,0.0,4.5,9.0,9.0,0.24,0.18,0.27,0.32,0.22,0.21
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.5,0.75,0.25,0.25,18.1,0.0,7.3333,22.0,22.0,0.11,0.16,0.18,0.35,0.23,0.23
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,19.1,0.0,2.0,4.0,4.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,Public,JSS,JSS1,JSS1,5.5,1.5,0.25,0.25,18.6,0.0,3.6667,22.0,22.0,0.11,0.46,0.36,0.7,0.47,0.46
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.5,3.75,0.75,0.5,18.1,0.0,6.8,34.0,51.0,0.24,0.69,0.45,1.55,1.04,1.02
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,Public,SSS,SSS1,SSS1,3.75,1.5,0.25,0.25,19.1,0.0,2.5,15.0,15.0,0.16,0.59,0.5,0.8,0.54,0.52
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,all,Private,JSS,JSS1,JSS1,87.0,1.0,2.5,1.5,37.2,0.0,87.0,34.8,58.0,1.06,0.37,0.14,0.66,0.48,0.47
