session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.0,17.3,0.0,2.3333,7.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,Public,JSS,JSS1,JSS1,5.75,1.75,0.25,0.0,16.8,0.0,3.2857,23.0,0.0,0.11,0.72,1.42,0.85,0.57,0.5
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.75,0.25,16.3,0.0,6.7333,33.6667,101.0,0.24,0.62,0.28,1.45,0.96,0.96
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,Private,JSS,JSS1,JSS1,100.25,1.0,2.5,0.75,33.6,0.0,100.25,40.1,133.6667,0.98,0.35,0.09,0.63,0.45,0.44
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,244.25,2.0,6.75,2.0,32.6,0.0,122.125,36.1852,122.125,3.25,0.5,0.19,1.28,0.92,0.9
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,Private,SSS,SSS1,SSS1,82.0,1.5,2.25,0.75,34.6,0.25,54.6667,36.4444,109.3333,0.76,0.63,0.16,0.93,0.68,0.66
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,Public,JSS,JSS1,JSS1,242.75,3.5,5.75,1.75,33.6,0.0,69.3571,42.2174,138.7143,1.83,1.23,0.33,2.11,1.53,1.49
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,816.0,7.5,22.0,7.0,32.6,0.0,108.8,37.0909,116.5714,9.73,1.89,0.73,4.71,3.39,3.33
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,Public,SSS,SSS1,SSS1,146.75,2.5,3.75,1.25,34.6,0.25,58.7,39.1333,117.4,1.21,1.06,0.25,1.54,1.12,1.09
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,Private,JSS,JSS1,JSS1,2.75,0.5,0.25,0.0,16.8,0.0,5.5,11.0,0.0,0.21,0.21,0.42,0.3,0.2,0.19
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.25,1.0,0.25,0.0,16.3,0.0,6.25,25.0,0.0,0.1,0.3,0.75,0.47,0.31,0.27
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,17.3,0.0,2.0,6.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.0,16.8,0.0,3.4286,24.0,0.0,0.11,0.71,1.37,0.84,0.56,0.49
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.5,3.75,0.75,0.25,16.3,0.0,6.8,34.0,102.0,0.24,0.62,0.28,1.45,0.96,0.95
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,Private,JSS,JSS1,JSS1,89.0,1.0,2.25,0.75,33.6,0.0,89.0,39.5556,118.6667,0.85,0.35,0.1,0.62,0.45,0.44
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,193.5,2.0,5.25,1.5,32.6,0.0,96.75,36.8571,129.0,2.21,0.5,0.19,1.24,0.9,0.88
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,Private,SSS,SSS1,SSS1,85.5,1.5,2.25,0.75,34.6,0.25,57.0,38.0,114.0,0.74,0.63,0.15,0.93,0.68,0.66
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,Public,JSS,JSS1,JSS1,238.75,3.5,5.75,1.75,33.6,0.0,68.2143,41.5217,136.4286,1.85,1.23,0.33,2.11,1.53,1.49
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,804.25,7.5,21.75,7.0,32.6,0.0,107.2333,36.977,114.8929,9.58,1.89,0.73,4.71,3.39,3.32
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,Public,SSS,SSS1,SSS1,147.0,2.5,3.75,1.25,34.6,0.25,58.8,39.2,117.6,1.21,1.06,0.25,1.54,1.12,1.09
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.5,0.25,0.0,16.8,0.0,5.0,10.0,0.0,0.23,0.21,0.42,0.31,0.21,0.19
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.75,1.0,0.25,0.0,16.3,0.0,4.75,19.0,0.0,0.13,0.32,0.84,0.51,0.34,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.0,17.3,0.0,2.3333,7.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,Public,JSS,JSS1,JSS1,5.75,1.75,0.25,0.0,16.8,0.0,3.2857,23.0,0.0,0.11,0.72,1.42,0.85,0.57,0.5
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.75,0.25,16.3,0.0,6.7333,33.6667,101.0,0.24,0.62,0.28,1.45,0.96,0.96
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,all,Private,JSS,JSS1,JSS1,100.25,1.0,2.5,0.75,33.6,0.0,100.25,40.1,133.6667,0.98,0.35,0.09,0.63,0.45,0.44
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,244.25,2.0,6.75,2.0,32.6,0.0,122.125,36.1852,122.125,3.25,0.5,0.19,1.28,0.92,0.9
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,all,Private,SSS,SSS1,SSS1,82.0,1.5,2.25,0.75,34.6,0.25,54.6667,36.4444,109.3333,0.76,0.63,0.16,0.93,0.68,0.66
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,all,Public,JSS,JSS1,JSS1,242.75,3.5,5.75,1.75,33.6,0.0,69.3571,42.2174,138.7143,1.83,1.23,0.33,2.11,1.53,1.49
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,816.0,7.5,22.0,7.0,32.6,0.0,108.8,37.0909,116.5714,9.73,1.89,0.73,4.71,3.39,3.33
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,all,Public,SSS,SSS1,SSS1,146.75,2.5,3.75,1.25,34.6,0.25,58.7,39.1333,117.4,1.21,1.06,0.25,1.54,1.12,1.09
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,disabled,Private,JSS,JSS1,JSS1,2.75,0.5,0.25,0.0,16.8,0.0,5.5,11.0,0.0,0.21,0.21,0.42,0.3,0.2,0.19
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.25,1.0,0.25,0.0,16.3,0.0,6.25,25.0,0.0,0.1,0.3,0.75,0.47,0.31,0.27
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,17.3,0.0,2.0,6.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.0,16.8,0.0,3.4286,24.0,0.0,0.11,0.71,1.37,0.84,0.56,0.49
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.5,3.75,0.75,0.25,16.3,0.0,6.8,34.0,102.0,0.24,0.62,0.28,1.45,0.96,0.95
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,all,Private,JSS,JSS1,JSS1,89.0,1.0,2.25,0.75,33.6,0.0,89.0,39.5556,118.6667,0.85,0.35,0.1,0.62,0.45,0.44
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,193.5,2.0,5.25,1.5,32.6,0.0,96.75,36.8571,129.0,2.21,0.5,0.19,1.24,0.9,0.88
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,all,Private,SSS,SSS1,SSS1,85.5,1.5,2.25,0.75,34.6,0.25,57.0,38.0,114.0,0.74,0.63,0.15,0.93,0.68,0.66
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,all,Public,JSS,JSS1,JSS1,238.75,3.5,5.75,1.75,33.6,0.0,68.2143,41.5217,136.4286,1.85,1.23,0.33,2.11,1.53,1.49
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,804.25,7.5,21.75,7.0,32.6,0.0,107.2333,36.977,114.8929,9.58,1.89,0.73,4.71,3.39,3.32
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,all,Public,SSS,SSS1,SSS1,147.0,2.5,3.75,1.25,34.6,0.25,58.8,39.2,117.6,1.21,1.06,0.25,1.54,1.12,1.09
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.5,0.25,0.0,16.8,0.0,5.0,10.0,0.0,0.23,0.21,0.42,0.31,0.21,0.19
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.75,1.0,0.25,0.0,16.3,0.0,4.75,19.0,0.0,0.13,0.32,0.84,0.51,0.34,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.0,17.3,0.0,2.3333,7.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,disabled,Public,JSS,JSS1,JSS1,5.75,1.75,0.25,0.0,16.8,0.0,3.2857,23.0,0.0,0.11,0.72,1.42,0.85,0.57,0.5
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.75,0.25,16.3,0.0,6.7333,33.6667,101.0,0.24,0.62,0.28,1.45,0.96,0.96
2019/2020,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,all,Private,JSS,JSS1,JSS1,100.25,1.0,2.5,0.75,33.6,0.0,100.25,40.1,133.6667,0.98,0.35,0.09,0.63,0.45,0.44
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,244.25,2.0,6.75,2.0,32.6,0.0,122.125,36.1852,122.125,3.25,0.5,0.19,1.28,0.92,0.9
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,all,Private,SSS,SSS1,SSS1,82.0,1.5,2.25,0.75,34.6,0.25,54.6667,36.4444,109.3333,0.76,0.63,0.16,0.93,0.68,0.66
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,all,Public,JSS,JSS1,JSS1,242.75,3.5,5.75,1.75,33.6,0.0,69.3571,42.2174,138.7143,1.83,1.23,0.33,2.11,1.53,1.49
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,816.0,7.5,22.0,7.0,32.6,0.0,108.8,37.0909,116.5714,9.73,1.89,0.73,4.71,3.39,3.33
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,all,Public,SSS,SSS1,SSS1,146.75,2.5,3.75,1.25,34.6,0.25,58.7,39.1333,117.4,1.21,1.06,0.25,1.54,1.12,1.09
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,disabled,Private,JSS,JSS1,JSS1,2.75,0.5,0.25,0.0,16.8,0.0,5.5,11.0,0.0,0.21,0.21,0.42,0.3,0.2,0.19
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.25,1.0,0.25,0.0,16.3,0.0,6.25,25.0,0.0,0.1,0.3,0.75,0.47,0.31,0.27
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,17.3,0.0,2.0,6.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.0,16.8,0.0,3.4286,24.0,0.0,0.11,0.71,1.37,0.84,0.56,0.49
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.5,3.75,0.75,0.25,16.3,0.0,6.8,34.0,102.0,0.24,0.62,0.28,1.45,0.96,0.95
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,all,Private,JSS,JSS1,JSS1,89.0,1.0,2.25,0.75,33.6,0.0,89.0,39.5556,118.6667,0.85,0.35,0.1,0.62,0.45,0.44
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,193.5,2.0,5.25,1.5,32.6,0.0,96.75,36.8571,129.0,2.21,0.5,0.19,1.24,0.9,0.88
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,all,Private,SSS,SSS1,SSS1,85.5,1.5,2.25,0.75,34.6,0.25,57.0,38.0,114.0,0.74,0.63,0.15,0.93,0.68,0.66
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,all,Public,JSS,JSS1,JSS1,238.75,3.5,5.75,1.75,33.6,0.0,68.2143,41.5217,136.4286,1.85,1.23,0.33,2.11,1.53,1.49
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,804.25,7.5,21.75,7.0,32.6,0.0,107.2333,36.977,114.8929,9.58,1.89,0.73,4.71,3.39,3.32
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,all,Public,SSS,SSS1,SSS1,147.0,2.5,3.75,1.25,34.6,0.25,58.8,39.2,117.6,1.21,1.06,0.25,1.54,1.12,1.09
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,disabled,Private,JSS,JSS1,JSS1,2.5,0.5,0.25,0.0,16.8,0.0,5.0,10.0,0.0,0.23,0.21,0.42,0.31,0.21,0.19
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.75,1.0,0.25,0.0,16.3,0.0,4.75,19.0,0.0,0.13,0.32,0.84,0.51,0.34,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.0,17.3,0.0,2.3333,7.0,0.0,0.24,0.36,0.63,0.49,0.33,0.3
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,disabled,Public,JSS,JSS1,JSS1,5.75,1.75,0.25,0.0,16.8,0.0,3.2857,23.0,0.0,0.11,0.72,1.42,0.85,0.57,0.5
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.75,0.25,16.3,0.0,6.7333,33.6667,101.0,0.24,0.62,0.28,1.45,0.96,0.96
2019/2020,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.0,17.3,0.0,1.8,9.0,0.0,0.24,0.61,1.05,0.81,0.55,0.51
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,all,Private,JSS,JSS1,JSS1,56.25,0.5,1.5,0.5,33.6,0.0,112.5,37.5,112.5,0.5,0.18,0.05,0.3,0.22,0.21
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,161.75,1.5,4.5,1.25,32.6,0.0,107.8333,35.9444,129.4,2.05,0.38,0.14,0.95,0.68,0.67
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,all,Private,SSS,SSS1,SSS1,37.5,0.5,1.25,0.25,34.6,0.25,75.0,30.0,150.0,0.46,0.21,0.05,0.32,0.23,0.22
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,all,Public,JSS,JSS1,JSS1,155.5,2.0,3.75,1.25,33.6,0.0,77.75,41.4667,124.4,1.27,0.71,0.19,1.22,0.88,0.86
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,466.0,4.0,12.5,4.0,32.6,0.0,116.5,37.28,116.5,5.7,1.01,0.39,2.53,1.82,1.78
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,all,Public,SSS,SSS1,SSS1,99.0,2.0,2.75,0.75,34.6,0.25,49.5,36.0,132.0,0.91,0.84,0.19,1.24,0.9,0.88
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.0,16.8,0.0,6.0,6.0,0.0,0.24,0.1,0.21,0.16,0.11,0.1
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.0,0.75,0.25,0.0,16.3,0.0,6.6667,20.0,0.0,0.12,0.24,0.63,0.37,0.25,0.22
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.25,0.25,0.0,17.3,0.0,2.0,2.0,0.0,0.24,0.12,0.21,0.16,0.11,0.1
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,disabled,Public,JSS,JSS1,JSS1,3.25,1.0,0.25,0.0,16.8,0.0,3.25,13.0,0.0,0.18,0.42,0.84,0.57,0.38,0.35
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,13.25,2.0,0.25,0.0,16.3,0.0,6.625,53.0,0.0,0.06,0.45,0.74,0.77,0.51,0.47
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,disabled,Public,SSS,SSS1,SSS1,1.5,1.0,0.25,0.0,17.3,0.0,1.5,6.0,0.0,0.24,0.48,0.84,0.65,0.44,0.4
2019/2020,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,all,Private,JSS,JSS1,JSS1,54.25,0.5,1.5,0.5,33.6,0.0,108.5,36.1667,108.5,0.51,0.18,0.05,0.31,0.22,0.22
