session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Community Secondary School, Alwasa/Gotomo",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Community Secondary School, Alwasa/Gotomo",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.0,19.35,0.0,2.5,5.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Community Secondary School, Alwasa/Gotomo",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.0,18.85,0.0,3.0,21.0,0.0,0.12,0.75,1.47,0.92,0.62,0.55
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Community Secondary School, Alwasa/Gotomo",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.5,3.25,0.75,0.25,18.35,0.0,6.3077,27.3333,82.0,0.29,0.58,0.29,1.4,0.94,0.94
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Community Secondary School, Alwasa/Gotomo",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,all,Private,JSS,JSS1,JSS1,75.5,1.0,2.25,0.75,37.7,0.0,75.5,33.5556,100.6667,0.93,0.36,0.11,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,279.25,2.5,9.0,3.0,36.7,0.0,111.7,31.0278,93.0833,4.82,0.67,0.29,1.72,1.25,1.22
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,all,Private,SSS,SSS1,SSS1,62.0,1.0,2.0,0.5,38.7,0.25,62.0,31.0,124.0,0.83,0.43,0.11,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,all,Public,JSS,JSS1,JSS1,267.0,3.5,7.5,2.5,37.7,0.0,76.2857,35.6,106.8,2.94,1.27,0.38,2.26,1.65,1.6
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,756.0,6.5,24.25,8.25,36.7,0.0,116.3077,31.1753,91.6364,13.2,1.75,0.75,4.5,3.26,3.2
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,all,Public,SSS,SSS1,SSS1,174.25,3.5,5.25,1.75,38.7,0.25,49.7857,33.1905,99.5714,1.9,1.5,0.4,2.23,1.62,1.58
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,18.85,0.0,3.5,7.0,0.0,0.24,0.21,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.0,19.35,0.0,2.0,4.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.0,18.85,0.0,3.4286,24.0,0.0,0.11,0.73,1.37,0.89,0.6,0.53
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.25,3.25,0.75,0.25,18.35,0.0,6.5385,28.3333,85.0,0.28,0.58,0.28,1.39,0.93,0.93
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,all,Private,JSS,JSS1,JSS1,66.0,1.0,2.0,0.5,37.7,0.0,66.0,33.0,132.0,0.8,0.36,0.1,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,274.25,2.5,8.75,2.75,36.7,0.0,109.7,31.3429,99.7273,4.6,0.67,0.28,1.72,1.24,1.22
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,0.5,38.7,0.25,56.5,28.25,113.0,0.88,0.43,0.11,0.66,0.48,0.47
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,all,Public,JSS,JSS1,JSS1,259.25,3.5,7.25,2.25,37.7,0.0,74.0714,35.7586,115.2222,2.8,1.27,0.37,2.26,1.64,1.6
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,737.75,6.5,23.75,8.0,36.7,0.0,113.5,31.0632,92.2188,12.82,1.75,0.75,4.49,3.25,3.19
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,all,Public,SSS,SSS1,SSS1,183.25,3.5,5.5,1.75,38.7,0.25,52.3571,33.3182,104.7143,2.01,1.5,0.39,2.24,1.63,1.58
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.0,18.85,0.0,3.0,6.0,0.0,0.24,0.21,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.0,19.35,0.0,2.5,5.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.0,18.85,0.0,3.0,21.0,0.0,0.12,0.75,1.47,0.92,0.62,0.55
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.5,3.25,0.75,0.25,18.35,0.0,6.3077,27.3333,82.0,0.29,0.58,0.29,1.4,0.94,0.94
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,all,Private,JSS,JSS1,JSS1,75.5,1.0,2.25,0.75,37.7,0.0,75.5,33.5556,100.6667,0.93,0.36,0.11,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,279.25,2.5,9.0,3.0,36.7,0.0,111.7,31.0278,93.0833,4.82,0.67,0.29,1.72,1.25,1.22
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,all,Private,SSS,SSS1,SSS1,62.0,1.0,2.0,0.5,38.7,0.25,62.0,31.0,124.0,0.83,0.43,0.11,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,all,Public,JSS,JSS1,JSS1,267.0,3.5,7.5,2.5,37.7,0.0,76.2857,35.6,106.8,2.94,1.27,0.38,2.26,1.65,1.6
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,756.0,6.5,24.25,8.25,36.7,0.0,116.3077,31.1753,91.6364,13.2,1.75,0.75,4.5,3.26,3.2
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,all,Public,SSS,SSS1,SSS1,174.25,3.5,5.25,1.75,38.7,0.25,49.7857,33.1905,99.5714,1.9,1.5,0.4,2.23,1.62,1.58
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,18.85,0.0,3.5,7.0,0.0,0.24,0.21,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.0,19.35,0.0,2.0,4.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.0,18.85,0.0,3.4286,24.0,0.0,0.11,0.73,1.37,0.89,0.6,0.53
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.25,3.25,0.75,0.25,18.35,0.0,6.5385,28.3333,85.0,0.28,0.58,0.28,1.39,0.93,0.93
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,all,Private,JSS,JSS1,JSS1,66.0,1.0,2.0,0.5,37.7,0.0,66.0,33.0,132.0,0.8,0.36,0.1,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,274.25,2.5,8.75,2.75,36.7,0.0,109.7,31.3429,99.7273,4.6,0.67,0.28,1.72,1.24,1.22
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,0.5,38.7,0.25,56.5,28.25,113.0,0.88,0.43,0.11,0.66,0.48,0.47
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,all,Public,JSS,JSS1,JSS1,259.25,3.5,7.25,2.25,37.7,0.0,74.0714,35.7586,115.2222,2.8,1.27,0.37,2.26,1.64,1.6
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,737.75,6.5,23.75,8.0,36.7,0.0,113.5,31.0632,92.2188,12.82,1.75,0.75,4.49,3.25,3.19
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,all,Public,SSS,SSS1,SSS1,183.25,3.5,5.5,1.75,38.7,0.25,52.3571,33.3182,104.7143,2.01,1.5,0.39,2.24,1.63,1.58
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.0,18.85,0.0,3.0,6.0,0.0,0.24,0.21,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.0,19.35,0.0,2.5,5.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.0,18.85,0.0,3.0,21.0,0.0,0.12,0.75,1.47,0.92,0.62,0.55
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.5,3.25,0.75,0.25,18.35,0.0,6.3077,27.3333,82.0,0.29,0.58,0.29,1.4,0.94,0.94
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,all,Private,JSS,JSS1,JSS1,75.5,1.0,2.25,0.75,37.7,0.0,75.5,33.5556,100.6667,0.93,0.36,0.11,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,279.25,2.5,9.0,3.0,36.7,0.0,111.7,31.0278,93.0833,4.82,0.67,0.29,1.72,1.25,1.22
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,all,Private,SSS,SSS1,SSS1,62.0,1.0,2.0,0.5,38.7,0.25,62.0,31.0,124.0,0.83,0.43,0.11,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,all,Public,JSS,JSS1,JSS1,267.0,3.5,7.5,2.5,37.7,0.0,76.2857,35.6,106.8,2.94,1.27,0.38,2.26,1.65,1.6
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,756.0,6.5,24.25,8.25,36.7,0.0,116.3077,31.1753,91.6364,13.2,1.75,0.75,4.5,3.26,3.2
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,all,Public,SSS,SSS1,SSS1,174.25,3.5,5.25,1.75,38.7,0.25,49.7857,33.1905,99.5714,1.9,1.5,0.4,2.23,1.62,1.58
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,18.85,0.0,3.5,7.0,0.0,0.24,0.21,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.0,19.35,0.0,2.0,4.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.75,0.25,0.0,18.85,0.0,3.4286,24.0,0.0,0.11,0.73,1.37,0.89,0.6,0.53
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.25,3.25,0.75,0.25,18.35,0.0,6.5385,28.3333,85.0,0.28,0.58,0.28,1.39,0.93,0.93
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,all,Private,JSS,JSS1,JSS1,66.0,1.0,2.0,0.5,37.7,0.0,66.0,33.0,132.0,0.8,0.36,0.1,0.65,0.47,0.46
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,274.25,2.5,8.75,2.75,36.7,0.0,109.7,31.3429,99.7273,4.6,0.67,0.28,1.72,1.24,1.22
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,0.5,38.7,0.25,56.5,28.25,113.0,0.88,0.43,0.11,0.66,0.48,0.47
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,all,Public,JSS,JSS1,JSS1,259.25,3.5,7.25,2.25,37.7,0.0,74.0714,35.7586,115.2222,2.8,1.27,0.37,2.26,1.64,1.6
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,737.75,6.5,23.75,8.0,36.7,0.0,113.5,31.0632,92.2188,12.82,1.75,0.75,4.49,3.25,3.19
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,all,Public,SSS,SSS1,SSS1,183.25,3.5,5.5,1.75,38.7,0.25,52.3571,33.3182,104.7143,2.01,1.5,0.39,2.24,1.63,1.58
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.0,18.85,0.0,3.0,6.0,0.0,0.24,0.21,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.25,0.25,0.0,18.35,0.0,7.2,36.0,0.0,0.08,0.33,0.67,0.56,0.37,0.34
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.0,19.35,0.0,2.5,5.0,0.0,0.24,0.25,0.42,0.34,0.23,0.21
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.0,18.85,0.0,3.0,21.0,0.0,0.12,0.75,1.47,0.92,0.62,0.55
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.5,3.25,0.75,0.25,18.35,0.0,6.3077,27.3333,82.0,0.29,0.58,0.29,1.4,0.94,0.94
2019/2020,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,19.35,0.0,1.5714,11.0,0.0,0.21,0.87,1.47,1.12,0.76,0.69
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,all,Private,JSS,JSS1,JSS1,74.25,1.0,2.25,0.75,37.7,0.0,74.25,33.0,99.0,0.94,0.36,0.11,0.65,0.48,0.46
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,216.5,2.0,7.0,2.25,36.7,0.0,108.25,30.9286,96.2222,3.7,0.54,0.23,1.38,1,0.98
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,all,Private,SSS,SSS1,SSS1,56.0,1.0,2.0,0.5,38.7,0.25,56.0,28.0,112.0,0.89,0.43,0.11,0.66,0.48,0.47
