session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,all,Private,SSS,SSS1,SSS1,55.0,1.0,2.0,1.5,33.5,0.25,55.0,27.5,36.6667
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,all,Public,JSS,JSS1,JSS1,222.75,3.0,6.75,4.75,32.5,0.0,74.25,33.0,46.8947
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,763.5,6.0,26.75,18.0,31.5,0.0,127.25,28.5421,42.4167
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,all,Public,SSS,SSS1,SSS1,143.0,3.0,4.75,3.25,33.5,0.25,47.6667,30.1053,44.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,16.25,0.0,4.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,15.75,0.0,6.5,26.0,26.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,16.75,0.0,2.0,4.0,4.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.5,0.25,0.25,16.25,0.0,4.0,24.0,24.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.25,3.0,0.75,0.5,15.75,0.0,6.75,27.0,40.5
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,16.75,0.0,1.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,all,Private,JSS,JSS1,JSS1,83.0,1.0,2.75,2.0,32.5,0.0,83.0,30.1818,41.5
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,216.5,2.0,7.5,5.25,31.5,0.0,108.25,28.8667,41.2381
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,all,Private,SSS,SSS1,SSS1,57.25,1.0,2.0,1.5,33.5,0.25,57.25,28.625,38.1667
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,all,Public,JSS,JSS1,JSS1,194.75,3.0,6.0,4.25,32.5,0.0,64.9167,32.4583,45.8235
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,692.75,6.0,24.25,16.5,31.5,0.0,115.4583,28.567,41.9848
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,all,Public,SSS,SSS1,SSS1,149.75,3.0,5.0,3.5,33.5,0.25,49.9167,29.95,42.7857
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,16.25,0.0,4.0,8.0,8.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.25,1.0,0.25,0.25,15.75,0.0,6.25,25.0,25.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,16.75,0.0,2.5,5.0,5.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.5,0.25,0.25,16.25,0.0,3.5,21.0,21.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.5,3.0,0.75,0.5,15.75,0.0,6.1667,24.6667,37.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Comprehensive High School, Abogunde/Sagba",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,16.75,0.0,1.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,all,Private,JSS,JSS1,JSS1,85.75,1.0,2.75,2.0,32.5,0.0,85.75,31.1818,42.875
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,222.5,2.0,7.75,5.25,31.5,0.0,111.25,28.7097,42.381
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,all,Private,SSS,SSS1,SSS1,55.0,1.0,2.0,1.5,33.5,0.25,55.0,27.5,36.6667
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,all,Public,JSS,JSS1,JSS1,222.75,3.0,6.75,4.75,32.5,0.0,74.25,33.0,46.8947
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,763.5,6.0,26.75,18.0,31.5,0.0,127.25,28.5421,42.4167
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,all,Public,SSS,SSS1,SSS1,143.0,3.0,4.75,3.25,33.5,0.25,47.6667,30.1053,44.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,16.25,0.0,4.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,15.75,0.0,6.5,26.0,26.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,16.75,0.0,2.0,4.0,4.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.5,0.25,0.25,16.25,0.0,4.0,24.0,24.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.25,3.0,0.75,0.5,15.75,0.0,6.75,27.0,40.5
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,16.75,0.0,1.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,all,Private,JSS,JSS1,JSS1,83.0,1.0,2.75,2.0,32.5,0.0,83.0,30.1818,41.5
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,216.5,2.0,7.5,5.25,31.5,0.0,108.25,28.8667,41.2381
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,all,Private,SSS,SSS1,SSS1,57.25,1.0,2.0,1.5,33.5,0.25,57.25,28.625,38.1667
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,all,Public,JSS,JSS1,JSS1,194.75,3.0,6.0,4.25,32.5,0.0,64.9167,32.4583,45.8235
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,692.75,6.0,24.25,16.5,31.5,0.0,115.4583,28.567,41.9848
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,all,Public,SSS,SSS1,SSS1,149.75,3.0,5.0,3.5,33.5,0.25,49.9167,29.95,42.7857
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,16.25,0.0,4.0,8.0,8.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.25,1.0,0.25,0.25,15.75,0.0,6.25,25.0,25.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,16.75,0.0,2.5,5.0,5.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.5,0.25,0.25,16.25,0.0,3.5,21.0,21.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.5,3.0,0.75,0.5,15.75,0.0,6.1667,24.6667,37.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Government Secondary School, Abogunde/Sagba",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,16.75,0.0,1.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,all,Private,JSS,JSS1,JSS1,85.75,1.0,2.75,2.0,32.5,0.0,85.75,31.1818,42.875
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,222.5,2.0,7.75,5.25,31.5,0.0,111.25,28.7097,42.381
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,all,Private,SSS,SSS1,SSS1,55.0,1.0,2.0,1.5,33.5,0.25,55.0,27.5,36.6667
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,all,Public,JSS,JSS1,JSS1,222.75,3.0,6.75,4.75,32.5,0.0,74.25,33.0,46.8947
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,763.5,6.0,26.75,18.0,31.5,0.0,127.25,28.5421,42.4167
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,all,Public,SSS,SSS1,SSS1,143.0,3.0,4.75,3.25,33.5,0.25,47.6667,30.1053,44.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,16.25,0.0,4.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,15.75,0.0,6.5,26.0,26.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,16.75,0.0,2.0,4.0,4.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,disabled,Public,JSS,JSS1,JSS1,6.0,1.5,0.25,0.25,16.25,0.0,4.0,24.0,24.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.25,3.0,0.75,0.5,15.75,0.0,6.75,27.0,40.5
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,16.75,0.0,1.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,all,Private,JSS,JSS1,JSS1,83.0,1.0,2.75,2.0,32.5,0.0,83.0,30.1818,41.5
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,216.5,2.0,7.5,5.25,31.5,0.0,108.25,28.8667,41.2381
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,all,Private,SSS,SSS1,SSS1,57.25,1.0,2.0,1.5,33.5,0.25,57.25,28.625,38.1667
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,all,Public,JSS,JSS1,JSS1,194.75,3.0,6.0,4.25,32.5,0.0,64.9167,32.4583,45.8235
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,692.75,6.0,24.25,16.5,31.5,0.0,115.4583,28.567,41.9848
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,all,Public,SSS,SSS1,SSS1,149.75,3.0,5.0,3.5,33.5,0.25,49.9167,29.95,42.7857
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,16.25,0.0,4.0,8.0,8.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.25,1.0,0.25,0.25,15.75,0.0,6.25,25.0,25.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,16.75,0.0,2.5,5.0,5.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.5,0.25,0.25,16.25,0.0,3.5,21.0,21.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.5,3.0,0.75,0.5,15.75,0.0,6.1667,24.6667,37.0
2019/2020,South West,Osun,Ede North,Abogunde/Sagba,"Unity College, Ede North",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.5,0.25,0.25,16.75,0.0,1.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,all,Private,JSS,JSS1,JSS1,84.0,1.0,2.75,2.0,32.5,0.0,84.0,30.5455,42.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,253.25,2.5,8.75,6.0,31.5,0.0,101.3,28.9429,42.2083
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,all,Private,SSS,SSS1,SSS1,83.0,1.5,3.0,2.0,33.5,0.25,55.3333,27.6667,41.5
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,all,Public,JSS,JSS1,JSS1,307.25,4.5,9.25,6.25,32.5,0.0,68.2778,33.2162,49.16
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,850.75,7.5,29.75,20.25,31.5,0.0,113.4333,28.5966,42.0123
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,all,Public,SSS,SSS1,SSS1,156.25,3.0,5.25,3.75,33.5,0.25,52.0833,29.7619,41.6667
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,16.25,0.0,4.5,9.0,9.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.25,1.25,0.25,0.25,15.75,0.0,7.4,37.0,37.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,16.75,0.0,2.0,6.0,6.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,disabled,Public,JSS,JSS1,JSS1,8.25,2.25,0.25,0.25,16.25,0.0,3.6667,33.0,33.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.0,3.75,1.0,0.75,15.75,0.0,6.9333,26.0,34.6667
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,16.75,0.0,2.1667,13.0,13.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,all,Private,JSS,JSS1,JSS1,70.0,1.0,2.25,1.5,32.5,0.0,70.0,31.1111,46.6667
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,263.5,2.5,9.25,6.25,31.5,0.0,105.4,28.4865,42.16
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,all,Private,SSS,SSS1,SSS1,81.75,1.5,2.75,2.0,33.5,0.25,54.5,29.7273,40.875
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,all,Public,JSS,JSS1,JSS1,248.5,4.5,7.5,5.25,32.5,0.0,55.2222,33.1333,47.3333
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,918.0,7.5,32.0,21.75,31.5,0.0,122.4,28.6875,42.2069
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,all,Public,SSS,SSS1,SSS1,168.25,3.0,5.5,3.75,33.5,0.25,56.0833,30.5909,44.8667
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,16.25,0.0,4.0,8.0,8.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.5,1.25,0.25,0.25,15.75,0.0,7.6,38.0,38.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,16.75,0.0,2.3333,7.0,7.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,disabled,Public,JSS,JSS1,JSS1,6.25,2.25,0.25,0.25,16.25,0.0,2.7778,25.0,25.0
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.25,3.75,1.0,0.75,15.75,0.0,7.5333,28.25,37.6667
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,16.75,0.0,2.1667,13.0,13.0
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,all,Private,JSS,JSS1,JSS1,84.0,1.0,2.75,2.0,32.5,0.0,84.0,30.5455,42.0
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,253.25,2.5,8.75,6.0,31.5,0.0,101.3,28.9429,42.2083
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,all,Private,SSS,SSS1,SSS1,83.0,1.5,3.0,2.0,33.5,0.25,55.3333,27.6667,41.5
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,all,Public,JSS,JSS1,JSS1,307.25,4.5,9.25,6.25,32.5,0.0,68.2778,33.2162,49.16
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,850.75,7.5,29.75,20.25,31.5,0.0,113.4333,28.5966,42.0123
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,all,Public,SSS,SSS1,SSS1,156.25,3.0,5.25,3.75,33.5,0.25,52.0833,29.7619,41.6667
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,16.25,0.0,4.5,9.0,9.0
