session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,disabled,Public,JSS,JSS1,JSS1,7.25,1.75,0.25,0.0,17.375,0.0,4.1429,29.0,0.0,0.09,0.67,1.14,0.8,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.5,0.75,0.25,16.875,0.0,8.1429,38.0,114.0,0.22,0.59,0.24,1.35,0.9,0.89
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,all,Private,JSS,JSS1,JSS1,111.25,1.5,3.0,1.25,34.75,0.0,74.1667,37.0833,89.0,1.12,0.54,0.17,0.95,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,243.5,2.0,7.25,2.75,33.75,0.0,121.75,33.5862,88.5455,3.75,0.52,0.22,1.33,0.96,0.94
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,all,Private,SSS,SSS1,SSS1,69.25,1.5,2.0,0.75,35.75,0.25,46.1667,34.625,92.3333,0.68,0.64,0.17,0.95,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,all,Public,JSS,JSS1,JSS1,261.0,3.5,6.75,2.75,34.75,0.0,74.5714,38.6667,94.9091,2.42,1.26,0.38,2.21,1.6,1.56
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,854.0,7.0,25.25,10.25,33.75,0.0,122.0,33.8218,83.3171,12.99,1.83,0.8,4.66,3.36,3.29
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,all,Public,SSS,SSS1,SSS1,169.5,3.0,4.75,1.75,35.75,0.25,56.5,35.6842,96.8571,1.66,1.28,0.33,1.9,1.38,1.35
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.0,17.375,0.0,3.0,9.0,0.0,0.24,0.32,0.63,0.49,0.33,0.3
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.0,16.875,0.0,7.0,28.0,0.0,0.09,0.29,0.67,0.46,0.3,0.27
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.0,17.875,0.0,1.3333,4.0,0.0,0.24,0.37,0.63,0.49,0.33,0.31
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,disabled,Public,JSS,JSS1,JSS1,7.0,1.75,0.25,0.0,17.375,0.0,4.0,28.0,0.0,0.09,0.68,1.18,0.81,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.75,3.5,0.75,0.25,16.875,0.0,7.6429,35.6667,107.0,0.23,0.59,0.25,1.37,0.91,0.9
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,all,Private,JSS,JSS1,JSS1,91.75,1.5,2.5,1.0,34.75,0.0,61.1667,36.7,91.75,0.87,0.54,0.17,0.94,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,237.5,2.0,7.0,2.75,33.75,0.0,118.75,33.9286,86.3636,3.54,0.52,0.23,1.33,0.96,0.94
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,all,Private,SSS,SSS1,SSS1,82.0,1.5,2.5,1.0,35.75,0.25,54.6667,32.8,82.0,0.94,0.64,0.18,0.96,0.7,0.68
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,all,Public,JSS,JSS1,JSS1,259.75,3.5,6.75,2.75,34.75,0.0,74.2143,38.4815,94.4545,2.42,1.26,0.39,2.21,1.6,1.56
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,917.75,7.0,27.0,11.0,33.75,0.0,131.1071,33.9907,83.4318,14.36,1.83,0.8,4.69,3.38,3.32
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,all,Public,SSS,SSS1,SSS1,171.0,3.0,4.75,1.75,35.75,0.25,57.0,36.0,97.7143,1.65,1.28,0.33,1.9,1.38,1.35
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.75,0.25,0.0,17.375,0.0,2.6667,8.0,0.0,0.24,0.32,0.63,0.49,0.33,0.3
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.0,16.875,0.0,6.75,27.0,0.0,0.1,0.29,0.7,0.46,0.31,0.27
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.0,17.875,0.0,1.3333,4.0,0.0,0.24,0.37,0.63,0.49,0.33,0.31
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,disabled,Public,JSS,JSS1,JSS1,7.25,1.75,0.25,0.0,17.375,0.0,4.1429,29.0,0.0,0.09,0.67,1.14,0.8,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.5,0.75,0.25,16.875,0.0,8.1429,38.0,114.0,0.22,0.59,0.24,1.35,0.9,0.89
2019/2020,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,all,Private,JSS,JSS1,JSS1,111.25,1.5,3.0,1.25,34.75,0.0,74.1667,37.0833,89.0,1.12,0.54,0.17,0.95,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,243.5,2.0,7.25,2.75,33.75,0.0,121.75,33.5862,88.5455,3.75,0.52,0.22,1.33,0.96,0.94
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,all,Private,SSS,SSS1,SSS1,69.25,1.5,2.0,0.75,35.75,0.25,46.1667,34.625,92.3333,0.68,0.64,0.17,0.95,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,all,Public,JSS,JSS1,JSS1,261.0,3.5,6.75,2.75,34.75,0.0,74.5714,38.6667,94.9091,2.42,1.26,0.38,2.21,1.6,1.56
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,854.0,7.0,25.25,10.25,33.75,0.0,122.0,33.8218,83.3171,12.99,1.83,0.8,4.66,3.36,3.29
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,all,Public,SSS,SSS1,SSS1,169.5,3.0,4.75,1.75,35.75,0.25,56.5,35.6842,96.8571,1.66,1.28,0.33,1.9,1.38,1.35
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.0,17.375,0.0,3.0,9.0,0.0,0.24,0.32,0.63,0.49,0.33,0.3
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.0,16.875,0.0,7.0,28.0,0.0,0.09,0.29,0.67,0.46,0.3,0.27
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.0,17.875,0.0,1.3333,4.0,0.0,0.24,0.37,0.63,0.49,0.33,0.31
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,disabled,Public,JSS,JSS1,JSS1,7.0,1.75,0.25,0.0,17.375,0.0,4.0,28.0,0.0,0.09,0.68,1.18,0.81,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.75,3.5,0.75,0.25,16.875,0.0,7.6429,35.6667,107.0,0.23,0.59,0.25,1.37,0.91,0.9
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,all,Private,JSS,JSS1,JSS1,91.75,1.5,2.5,1.0,34.75,0.0,61.1667,36.7,91.75,0.87,0.54,0.17,0.94,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,237.5,2.0,7.0,2.75,33.75,0.0,118.75,33.9286,86.3636,3.54,0.52,0.23,1.33,0.96,0.94
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,all,Private,SSS,SSS1,SSS1,82.0,1.5,2.5,1.0,35.75,0.25,54.6667,32.8,82.0,0.94,0.64,0.18,0.96,0.7,0.68
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,all,Public,JSS,JSS1,JSS1,259.75,3.5,6.75,2.75,34.75,0.0,74.2143,38.4815,94.4545,2.42,1.26,0.39,2.21,1.6,1.56
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,917.75,7.0,27.0,11.0,33.75,0.0,131.1071,33.9907,83.4318,14.36,1.83,0.8,4.69,3.38,3.32
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,all,Public,SSS,SSS1,SSS1,171.0,3.0,4.75,1.75,35.75,0.25,57.0,36.0,97.7143,1.65,1.28,0.33,1.9,1.38,1.35
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.75,0.25,0.0,17.375,0.0,2.6667,8.0,0.0,0.24,0.32,0.63,0.49,0.33,0.3
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.0,16.875,0.0,6.75,27.0,0.0,0.1,0.29,0.7,0.46,0.31,0.27
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.0,17.875,0.0,1.3333,4.0,0.0,0.24,0.37,0.63,0.49,0.33,0.31
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,disabled,Public,JSS,JSS1,JSS1,7.25,1.75,0.25,0.0,17.375,0.0,4.1429,29.0,0.0,0.09,0.67,1.14,0.8,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.5,0.75,0.25,16.875,0.0,8.1429,38.0,114.0,0.22,0.59,0.24,1.35,0.9,0.89
2019/2020,South South,Cross River,Abi,Adadama,"Government Secondary School, Adadama",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,all,Private,JSS,JSS1,JSS1,111.25,1.5,3.0,1.25,34.75,0.0,74.1667,37.0833,89.0,1.12,0.54,0.17,0.95,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,243.5,2.0,7.25,2.75,33.75,0.0,121.75,33.5862,88.5455,3.75,0.52,0.22,1.33,0.96,0.94
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,all,Private,SSS,SSS1,SSS1,69.25,1.5,2.0,0.75,35.75,0.25,46.1667,34.625,92.3333,0.68,0.64,0.17,0.95,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,all,Public,JSS,JSS1,JSS1,261.0,3.5,6.75,2.75,34.75,0.0,74.5714,38.6667,94.9091,2.42,1.26,0.38,2.21,1.6,1.56
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,854.0,7.0,25.25,10.25,33.75,0.0,122.0,33.8218,83.3171,12.99,1.83,0.8,4.66,3.36,3.29
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,all,Public,SSS,SSS1,SSS1,169.5,3.0,4.75,1.75,35.75,0.25,56.5,35.6842,96.8571,1.66,1.28,0.33,1.9,1.38,1.35
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.0,17.375,0.0,3.0,9.0,0.0,0.24,0.32,0.63,0.49,0.33,0.3
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.0,16.875,0.0,7.0,28.0,0.0,0.09,0.29,0.67,0.46,0.3,0.27
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.0,17.875,0.0,1.3333,4.0,0.0,0.24,0.37,0.63,0.49,0.33,0.31
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,disabled,Public,JSS,JSS1,JSS1,7.0,1.75,0.25,0.0,17.375,0.0,4.0,28.0,0.0,0.09,0.68,1.18,0.81,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.75,3.5,0.75,0.25,16.875,0.0,7.6429,35.6667,107.0,0.23,0.59,0.25,1.37,0.91,0.9
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,all,Private,JSS,JSS1,JSS1,91.75,1.5,2.5,1.0,34.75,0.0,61.1667,36.7,91.75,0.87,0.54,0.17,0.94,0.69,0.67
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,237.5,2.0,7.0,2.75,33.75,0.0,118.75,33.9286,86.3636,3.54,0.52,0.23,1.33,0.96,0.94
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,all,Private,SSS,SSS1,SSS1,82.0,1.5,2.5,1.0,35.75,0.25,54.6667,32.8,82.0,0.94,0.64,0.18,0.96,0.7,0.68
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,all,Public,JSS,JSS1,JSS1,259.75,3.5,6.75,2.75,34.75,0.0,74.2143,38.4815,94.4545,2.42,1.26,0.39,2.21,1.6,1.56
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,917.75,7.0,27.0,11.0,33.75,0.0,131.1071,33.9907,83.4318,14.36,1.83,0.8,4.69,3.38,3.32
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,all,Public,SSS,SSS1,SSS1,171.0,3.0,4.75,1.75,35.75,0.25,57.0,36.0,97.7143,1.65,1.28,0.33,1.9,1.38,1.35
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.75,0.25,0.0,17.375,0.0,2.6667,8.0,0.0,0.24,0.32,0.63,0.49,0.33,0.3
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.0,16.875,0.0,6.75,27.0,0.0,0.1,0.29,0.7,0.46,0.31,0.27
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.75,0.25,0.0,17.875,0.0,1.3333,4.0,0.0,0.24,0.37,0.63,0.49,0.33,0.31
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,disabled,Public,JSS,JSS1,JSS1,7.25,1.75,0.25,0.0,17.375,0.0,4.1429,29.0,0.0,0.09,0.67,1.14,0.8,0.54,0.48
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.5,0.75,0.25,16.875,0.0,8.1429,38.0,114.0,0.22,0.59,0.24,1.35,0.9,0.89
2019/2020,South South,Cross River,Abi,Adadama,"Unity College, Abi",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.0,17.875,0.0,2.1667,13.0,0.0,0.18,0.73,1.26,0.88,0.59,0.53
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,all,Private,JSS,JSS1,JSS1,69.0,1.0,2.0,0.75,34.75,0.0,69.0,34.5,92.0,0.78,0.36,0.11,0.64,0.46,0.45
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,160.5,1.0,4.75,1.75,33.75,0.0,160.5,33.7895,91.7143,2.85,0.26,0.11,0.69,0.5,0.49
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,all,Private,SSS,SSS1,SSS1,44.0,1.0,1.5,0.5,35.75,0.25,44.0,29.3333,88.0,0.59,0.43,0.12,0.65,0.47,0.46
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,all,Public,JSS,JSS1,JSS1,194.5,3.0,5.0,2.0,34.75,0.0,64.8333,38.9,97.25,1.69,1.08,0.33,1.87,1.36,1.32
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,654.25,5.5,19.5,8.0,33.75,0.0,118.9545,33.5513,81.7812,9.98,1.44,0.64,3.66,2.64,2.59
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,all,Public,SSS,SSS1,SSS1,126.75,2.5,3.75,1.5,35.75,0.25,50.7,33.8,84.5,1.34,1.07,0.29,1.59,1.16,1.13
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,17.375,0.0,3.5,7.0,0.0,0.24,0.21,0.42,0.33,0.22,0.2
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.0,0.5,0.25,0.0,16.875,0.0,10.0,20.0,0.0,0.12,0.16,0.42,0.25,0.17,0.15
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.0,17.875,0.0,2.0,4.0,0.0,0.24,0.24,0.42,0.33,0.22,0.2
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,disabled,Public,JSS,JSS1,JSS1,5.0,1.5,0.25,0.0,17.375,0.0,3.3333,20.0,0.0,0.12,0.63,1.26,0.77,0.51,0.45
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.0,2.75,0.75,0.25,16.875,0.0,8.0,29.3333,88.0,0.27,0.47,0.22,1.12,0.74,0.74
2019/2020,South South,Cross River,Abi,Afafanyi/Igonigoni,"Community Secondary School, Afafanyi/Igonigoni",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.25,0.25,0.0,17.875,0.0,2.2,11.0,0.0,0.21,0.61,1.05,0.77,0.52,0.48
