session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.25,16.8,0.0,6.75,27.0,27.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,17.8,0.0,2.0,4.0,4.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,disabled,Public,JSS,JSS1,JSS1,6.25,2.0,0.25,0.25,17.3,0.0,3.125,25.0,25.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.0,3.25,0.5,0.25,16.8,0.0,7.3846,48.0,96.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,all,Private,JSS,JSS1,JSS1,61.75,1.0,1.5,1.0,34.6,0.0,61.75,41.1667,61.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,236.5,2.0,5.25,2.75,33.6,0.0,118.25,45.0476,86.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,all,Private,SSS,SSS1,SSS1,60.75,1.0,1.5,1.0,35.6,0.25,60.75,40.5,60.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,all,Public,JSS,JSS1,JSS1,267.0,4.0,5.25,2.75,34.6,0.0,66.75,50.8571,97.0909
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,849.75,6.5,19.0,9.5,33.6,0.0,130.7308,44.7237,89.4474
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,all,Public,SSS,SSS1,SSS1,161.5,3.0,3.5,2.0,35.6,0.25,53.8333,46.1429,80.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,16.8,0.0,6.5,26.0,26.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.5,0.25,0.25,17.8,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,disabled,Public,JSS,JSS1,JSS1,7.0,2.0,0.25,0.25,17.3,0.0,3.5,28.0,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.25,3.25,0.5,0.25,16.8,0.0,6.8462,44.5,89.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,all,Private,JSS,JSS1,JSS1,59.5,1.0,1.25,0.75,34.6,0.0,59.5,47.6,79.3333
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,247.25,2.0,5.5,3.0,33.6,0.0,123.625,44.9545,82.4167
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,all,Private,SSS,SSS1,SSS1,60.25,1.0,1.5,1.0,35.6,0.25,60.25,40.1667,60.25
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,all,Public,JSS,JSS1,JSS1,248.0,4.0,5.0,2.75,34.6,0.0,62.0,49.6,90.1818
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,921.75,6.5,20.5,10.25,33.6,0.0,141.8077,44.9634,89.9268
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,all,Public,SSS,SSS1,SSS1,181.0,3.0,4.0,2.25,35.6,0.25,60.3333,45.25,80.4444
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.25,16.8,0.0,6.75,27.0,27.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,17.8,0.0,2.0,4.0,4.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,disabled,Public,JSS,JSS1,JSS1,6.25,2.0,0.25,0.25,17.3,0.0,3.125,25.0,25.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.0,3.25,0.5,0.25,16.8,0.0,7.3846,48.0,96.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,all,Private,JSS,JSS1,JSS1,61.75,1.0,1.5,1.0,34.6,0.0,61.75,41.1667,61.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,236.5,2.0,5.25,2.75,33.6,0.0,118.25,45.0476,86.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,all,Private,SSS,SSS1,SSS1,60.75,1.0,1.5,1.0,35.6,0.25,60.75,40.5,60.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,all,Public,JSS,JSS1,JSS1,267.0,4.0,5.25,2.75,34.6,0.0,66.75,50.8571,97.0909
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,849.75,6.5,19.0,9.5,33.6,0.0,130.7308,44.7237,89.4474
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,all,Public,SSS,SSS1,SSS1,161.5,3.0,3.5,2.0,35.6,0.25,53.8333,46.1429,80.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,16.8,0.0,6.5,26.0,26.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.5,0.25,0.25,17.8,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,disabled,Public,JSS,JSS1,JSS1,7.0,2.0,0.25,0.25,17.3,0.0,3.5,28.0,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.25,3.25,0.5,0.25,16.8,0.0,6.8462,44.5,89.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,all,Private,JSS,JSS1,JSS1,59.5,1.0,1.25,0.75,34.6,0.0,59.5,47.6,79.3333
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,247.25,2.0,5.5,3.0,33.6,0.0,123.625,44.9545,82.4167
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,all,Private,SSS,SSS1,SSS1,60.25,1.0,1.5,1.0,35.6,0.25,60.25,40.1667,60.25
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,all,Public,JSS,JSS1,JSS1,248.0,4.0,5.0,2.75,34.6,0.0,62.0,49.6,90.1818
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,921.75,6.5,20.5,10.25,33.6,0.0,141.8077,44.9634,89.9268
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,all,Public,SSS,SSS1,SSS1,181.0,3.0,4.0,2.25,35.6,0.25,60.3333,45.25,80.4444
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.25,16.8,0.0,6.75,27.0,27.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,17.8,0.0,2.0,4.0,4.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,disabled,Public,JSS,JSS1,JSS1,6.25,2.0,0.25,0.25,17.3,0.0,3.125,25.0,25.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.0,3.25,0.5,0.25,16.8,0.0,7.3846,48.0,96.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,all,Private,JSS,JSS1,JSS1,61.75,1.0,1.5,1.0,34.6,0.0,61.75,41.1667,61.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,236.5,2.0,5.25,2.75,33.6,0.0,118.25,45.0476,86.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,all,Private,SSS,SSS1,SSS1,60.75,1.0,1.5,1.0,35.6,0.25,60.75,40.5,60.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,all,Public,JSS,JSS1,JSS1,267.0,4.0,5.25,2.75,34.6,0.0,66.75,50.8571,97.0909
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,849.75,6.5,19.0,9.5,33.6,0.0,130.7308,44.7237,89.4474
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,all,Public,SSS,SSS1,SSS1,161.5,3.0,3.5,2.0,35.6,0.25,53.8333,46.1429,80.75
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.5,1.0,0.25,0.25,16.8,0.0,6.5,26.0,26.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.5,0.25,0.25,17.8,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,disabled,Public,JSS,JSS1,JSS1,7.0,2.0,0.25,0.25,17.3,0.0,3.5,28.0,28.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.25,3.25,0.5,0.25,16.8,0.0,6.8462,44.5,89.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,all,Private,JSS,JSS1,JSS1,59.5,1.0,1.25,0.75,34.6,0.0,59.5,47.6,79.3333
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,247.25,2.0,5.5,3.0,33.6,0.0,123.625,44.9545,82.4167
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,all,Private,SSS,SSS1,SSS1,60.25,1.0,1.5,1.0,35.6,0.25,60.25,40.1667,60.25
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,all,Public,JSS,JSS1,JSS1,248.0,4.0,5.0,2.75,34.6,0.0,62.0,49.6,90.1818
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,921.75,6.5,20.5,10.25,33.6,0.0,141.8077,44.9634,89.9268
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,all,Public,SSS,SSS1,SSS1,181.0,3.0,4.0,2.25,35.6,0.25,60.3333,45.25,80.4444
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.3,0.0,3.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.25,16.8,0.0,6.75,27.0,27.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,17.8,0.0,2.0,4.0,4.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,disabled,Public,JSS,JSS1,JSS1,6.25,2.0,0.25,0.25,17.3,0.0,3.125,25.0,25.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.0,3.25,0.5,0.25,16.8,0.0,7.3846,48.0,96.0
2019/2020,South South,Edo,Esan Central,Ewu I,"Unity College, Esan Central",Male,disabled,Public,SSS,SSS1,SSS1,3.25,1.5,0.25,0.25,17.8,0.0,2.1667,13.0,13.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,all,Private,JSS,JSS1,JSS1,87.75,1.0,2.0,1.25,34.6,0.0,87.75,43.875,70.2
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,329.0,2.5,7.5,4.0,33.6,0.0,131.6,43.8667,82.25
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,all,Private,SSS,SSS1,SSS1,85.75,1.5,2.0,1.25,35.6,0.25,57.1667,42.875,68.6
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,all,Public,JSS,JSS1,JSS1,275.75,4.5,5.5,3.0,34.6,0.0,61.2778,50.1364,91.9167
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,950.25,7.0,21.25,10.75,33.6,0.0,135.75,44.7176,88.3953
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,all,Public,SSS,SSS1,SSS1,163.75,3.0,3.5,2.0,35.6,0.25,54.5833,46.7857,81.875
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,17.3,0.0,4.5,9.0,9.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.25,1.25,0.25,0.25,16.8,0.0,6.6,33.0,33.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,17.8,0.0,2.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,disabled,Public,JSS,JSS1,JSS1,6.0,2.25,0.25,0.25,17.3,0.0,2.6667,24.0,24.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.5,3.5,0.5,0.25,16.8,0.0,6.1429,43.0,86.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,17.8,0.0,1.8333,11.0,11.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,all,Private,JSS,JSS1,JSS1,79.25,1.0,1.75,1.0,34.6,0.0,79.25,45.2857,79.25
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,369.25,2.5,8.25,4.25,33.6,0.0,147.7,44.7576,86.8824
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,all,Private,SSS,SSS1,SSS1,85.5,1.5,2.0,1.25,35.6,0.25,57.0,42.75,68.4
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,all,Public,JSS,JSS1,JSS1,271.0,4.5,5.25,2.75,34.6,0.0,60.2222,51.619,98.5455
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,886.25,7.0,19.75,10.0,33.6,0.0,126.6071,44.8734,88.625
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,all,Public,SSS,SSS1,SSS1,187.25,3.0,4.0,2.25,35.6,0.25,62.4167,46.8125,83.2222
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,17.3,0.0,4.0,8.0,8.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.5,1.25,0.25,0.25,16.8,0.0,7.6,38.0,38.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,17.8,0.0,2.3333,7.0,7.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,disabled,Public,JSS,JSS1,JSS1,6.25,2.25,0.25,0.25,17.3,0.0,2.7778,25.0,25.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20.5,3.5,0.5,0.25,16.8,0.0,5.8571,41.0,82.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Community Secondary School, Ewu II",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,17.8,0.0,1.8333,11.0,11.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,all,Private,JSS,JSS1,JSS1,87.75,1.0,2.0,1.25,34.6,0.0,87.75,43.875,70.2
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,329.0,2.5,7.5,4.0,33.6,0.0,131.6,43.8667,82.25
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,all,Private,SSS,SSS1,SSS1,85.75,1.5,2.0,1.25,35.6,0.25,57.1667,42.875,68.6
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,all,Public,JSS,JSS1,JSS1,275.75,4.5,5.5,3.0,34.6,0.0,61.2778,50.1364,91.9167
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,950.25,7.0,21.25,10.75,33.6,0.0,135.75,44.7176,88.3953
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,all,Public,SSS,SSS1,SSS1,163.75,3.0,3.5,2.0,35.6,0.25,54.5833,46.7857,81.875
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,17.3,0.0,4.5,9.0,9.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.25,1.25,0.25,0.25,16.8,0.0,6.6,33.0,33.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,17.8,0.0,2.0,6.0,6.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,disabled,Public,JSS,JSS1,JSS1,6.0,2.25,0.25,0.25,17.3,0.0,2.6667,24.0,24.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.5,3.5,0.5,0.25,16.8,0.0,6.1429,43.0,86.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.5,0.25,0.25,17.8,0.0,1.8333,11.0,11.0
2019/2020,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,all,Private,JSS,JSS1,JSS1,79.25,1.0,1.75,1.0,34.6,0.0,79.25,45.2857,79.25
