session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,all,Private,JSS,JSS1,JSS1,47.5,0.5,1.5,1.25,28.35,0.0,95.0,31.6667,38.0,0.56,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,187.0,1.5,6.5,4.75,27.35,0.0,124.6667,28.7692,39.3684,3.98,0.36,0.25,0.93,0.65,0.64
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,1.5,29.35,0.25,56.5,28.25,37.6667,0.88,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,all,Public,JSS,JSS1,JSS1,197.5,3.0,6.0,4.25,28.35,0.0,65.8333,32.9167,46.4706,2.4,1.01,0.44,1.7,1.21,1.17
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,683.25,5.5,23.5,16.5,27.35,0.0,124.2273,29.0745,41.4091,14.2,1.31,0.87,3.39,2.38,2.35
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,all,Public,SSS,SSS1,SSS1,133.0,2.0,4.5,3.25,29.35,0.25,66.5,29.5556,40.9231,2.02,0.82,0.33,1.19,0.85,0.82
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,13.675,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.31,0.2,0.2
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,14.675,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,disabled,Public,JSS,JSS1,JSS1,4.0,1.5,0.25,0.25,14.175,0.0,2.6667,16.0,16.0,0.15,0.45,0.46,0.69,0.45,0.44
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.0,2.75,0.75,0.5,13.675,0.0,8.0,29.3333,44.0,0.27,0.45,0.35,1.02,0.66,0.65
2019/2020,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,all,Private,JSS,JSS1,JSS1,55.75,0.5,1.75,1.25,28.35,0.0,111.5,31.8571,44.6,0.68,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,163.0,1.5,5.75,4.0,27.35,0.0,108.6667,28.3478,40.75,3.33,0.36,0.24,0.91,0.64,0.63
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,all,Private,SSS,SSS1,SSS1,46.5,1.0,1.75,1.25,29.35,0.25,46.5,26.5714,37.2,0.77,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,all,Public,JSS,JSS1,JSS1,191.25,3.0,5.75,4.0,28.35,0.0,63.75,33.2609,47.8125,2.25,1.01,0.44,1.69,1.2,1.17
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,666.25,5.5,23.0,16.25,27.35,0.0,121.1364,28.9674,41.0,13.76,1.31,0.87,3.38,2.38,2.34
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,all,Public,SSS,SSS1,SSS1,124.0,2.0,4.25,3.0,29.35,0.25,62.0,29.1765,41.3333,1.88,0.82,0.32,1.18,0.84,0.82
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.75,0.75,0.25,0.25,13.675,0.0,6.3333,19.0,19.0,0.13,0.14,0.2,0.32,0.21,0.2
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.675,0.0,1.0,2.0,2.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.5,0.25,0.25,14.175,0.0,2.5,15.0,15.0,0.16,0.45,0.49,0.71,0.46,0.45
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.25,2.75,0.75,0.5,13.675,0.0,7.7273,28.3333,42.5,0.28,0.45,0.36,1.03,0.66,0.66
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,all,Private,JSS,JSS1,JSS1,47.5,0.5,1.5,1.25,28.35,0.0,95.0,31.6667,38.0,0.56,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,187.0,1.5,6.5,4.75,27.35,0.0,124.6667,28.7692,39.3684,3.98,0.36,0.25,0.93,0.65,0.64
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,1.5,29.35,0.25,56.5,28.25,37.6667,0.88,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,all,Public,JSS,JSS1,JSS1,197.5,3.0,6.0,4.25,28.35,0.0,65.8333,32.9167,46.4706,2.4,1.01,0.44,1.7,1.21,1.17
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,683.25,5.5,23.5,16.5,27.35,0.0,124.2273,29.0745,41.4091,14.2,1.31,0.87,3.39,2.38,2.35
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,all,Public,SSS,SSS1,SSS1,133.0,2.0,4.5,3.25,29.35,0.25,66.5,29.5556,40.9231,2.02,0.82,0.33,1.19,0.85,0.82
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,13.675,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.31,0.2,0.2
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,14.675,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,disabled,Public,JSS,JSS1,JSS1,4.0,1.5,0.25,0.25,14.175,0.0,2.6667,16.0,16.0,0.15,0.45,0.46,0.69,0.45,0.44
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.0,2.75,0.75,0.5,13.675,0.0,8.0,29.3333,44.0,0.27,0.45,0.35,1.02,0.66,0.65
2019/2020,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,all,Private,JSS,JSS1,JSS1,55.75,0.5,1.75,1.25,28.35,0.0,111.5,31.8571,44.6,0.68,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,163.0,1.5,5.75,4.0,27.35,0.0,108.6667,28.3478,40.75,3.33,0.36,0.24,0.91,0.64,0.63
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,all,Private,SSS,SSS1,SSS1,46.5,1.0,1.75,1.25,29.35,0.25,46.5,26.5714,37.2,0.77,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,all,Public,JSS,JSS1,JSS1,191.25,3.0,5.75,4.0,28.35,0.0,63.75,33.2609,47.8125,2.25,1.01,0.44,1.69,1.2,1.17
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,666.25,5.5,23.0,16.25,27.35,0.0,121.1364,28.9674,41.0,13.76,1.31,0.87,3.38,2.38,2.34
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,all,Public,SSS,SSS1,SSS1,124.0,2.0,4.25,3.0,29.35,0.25,62.0,29.1765,41.3333,1.88,0.82,0.32,1.18,0.84,0.82
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.75,0.75,0.25,0.25,13.675,0.0,6.3333,19.0,19.0,0.13,0.14,0.2,0.32,0.21,0.2
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.675,0.0,1.0,2.0,2.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.5,0.25,0.25,14.175,0.0,2.5,15.0,15.0,0.16,0.45,0.49,0.71,0.46,0.45
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.25,2.75,0.75,0.5,13.675,0.0,7.7273,28.3333,42.5,0.28,0.45,0.36,1.03,0.66,0.66
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,all,Private,JSS,JSS1,JSS1,47.5,0.5,1.5,1.25,28.35,0.0,95.0,31.6667,38.0,0.56,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,187.0,1.5,6.5,4.75,27.35,0.0,124.6667,28.7692,39.3684,3.98,0.36,0.25,0.93,0.65,0.64
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,1.5,29.35,0.25,56.5,28.25,37.6667,0.88,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,all,Public,JSS,JSS1,JSS1,197.5,3.0,6.0,4.25,28.35,0.0,65.8333,32.9167,46.4706,2.4,1.01,0.44,1.7,1.21,1.17
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,683.25,5.5,23.5,16.5,27.35,0.0,124.2273,29.0745,41.4091,14.2,1.31,0.87,3.39,2.38,2.35
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,all,Public,SSS,SSS1,SSS1,133.0,2.0,4.5,3.25,29.35,0.25,66.5,29.5556,40.9231,2.02,0.82,0.33,1.19,0.85,0.82
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,13.675,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.31,0.2,0.2
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,14.675,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,disabled,Public,JSS,JSS1,JSS1,4.0,1.5,0.25,0.25,14.175,0.0,2.6667,16.0,16.0,0.15,0.45,0.46,0.69,0.45,0.44
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.0,2.75,0.75,0.5,13.675,0.0,8.0,29.3333,44.0,0.27,0.45,0.35,1.02,0.66,0.65
2019/2020,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,all,Private,JSS,JSS1,JSS1,55.75,0.5,1.75,1.25,28.35,0.0,111.5,31.8571,44.6,0.68,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,163.0,1.5,5.75,4.0,27.35,0.0,108.6667,28.3478,40.75,3.33,0.36,0.24,0.91,0.64,0.63
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,all,Private,SSS,SSS1,SSS1,46.5,1.0,1.75,1.25,29.35,0.25,46.5,26.5714,37.2,0.77,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,all,Public,JSS,JSS1,JSS1,191.25,3.0,5.75,4.0,28.35,0.0,63.75,33.2609,47.8125,2.25,1.01,0.44,1.69,1.2,1.17
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,666.25,5.5,23.0,16.25,27.35,0.0,121.1364,28.9674,41.0,13.76,1.31,0.87,3.38,2.38,2.34
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,all,Public,SSS,SSS1,SSS1,124.0,2.0,4.25,3.0,29.35,0.25,62.0,29.1765,41.3333,1.88,0.82,0.32,1.18,0.84,0.82
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.75,0.75,0.25,0.25,13.675,0.0,6.3333,19.0,19.0,0.13,0.14,0.2,0.32,0.21,0.2
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.675,0.0,1.0,2.0,2.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.5,0.25,0.25,14.175,0.0,2.5,15.0,15.0,0.16,0.45,0.49,0.71,0.46,0.45
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,21.25,2.75,0.75,0.5,13.675,0.0,7.7273,28.3333,42.5,0.28,0.45,0.36,1.03,0.66,0.66
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,all,Private,JSS,JSS1,JSS1,47.5,0.5,1.5,1.25,28.35,0.0,95.0,31.6667,38.0,0.56,0.17,0.08,0.28,0.2,0.19
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,187.0,1.5,6.5,4.75,27.35,0.0,124.6667,28.7692,39.3684,3.98,0.36,0.25,0.93,0.65,0.64
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,all,Private,SSS,SSS1,SSS1,56.5,1.0,2.0,1.5,29.35,0.25,56.5,28.25,37.6667,0.88,0.41,0.17,0.59,0.42,0.41
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,all,Public,JSS,JSS1,JSS1,197.5,3.0,6.0,4.25,28.35,0.0,65.8333,32.9167,46.4706,2.4,1.01,0.44,1.7,1.21,1.17
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,683.25,5.5,23.5,16.5,27.35,0.0,124.2273,29.0745,41.4091,14.2,1.31,0.87,3.39,2.38,2.35
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,all,Public,SSS,SSS1,SSS1,133.0,2.0,4.5,3.25,29.35,0.25,66.5,29.5556,40.9231,2.02,0.82,0.33,1.19,0.85,0.82
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,14.175,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,13.675,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.31,0.2,0.2
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,14.675,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.31,0.21,0.19
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,disabled,Public,JSS,JSS1,JSS1,4.0,1.5,0.25,0.25,14.175,0.0,2.6667,16.0,16.0,0.15,0.45,0.46,0.69,0.45,0.44
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.0,2.75,0.75,0.5,13.675,0.0,8.0,29.3333,44.0,0.27,0.45,0.35,1.02,0.66,0.65
2019/2020,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,all,Private,JSS,JSS1,JSS1,139.25,2.0,4.25,3.0,28.35,0.0,69.625,32.7647,46.4167,1.75,0.67,0.3,1.14,0.81,0.79
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,258.75,2.5,9.0,6.5,27.35,0.0,103.5,28.75,39.8077,5.01,0.6,0.41,1.5,1.06,1.04
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,all,Private,SSS,SSS1,SSS1,92.75,2.0,3.25,2.25,29.35,0.25,46.375,28.5385,41.2222,1.34,0.82,0.32,1.17,0.83,0.81
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,all,Public,JSS,JSS1,JSS1,311.5,4.5,9.25,6.5,28.35,0.0,69.2222,33.6757,47.9231,3.69,1.51,0.65,2.55,1.81,1.76
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1185.5,10.5,41.0,28.75,27.35,0.0,112.9048,28.9146,41.2348,23.71,2.5,1.66,6.38,4.5,4.42
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,all,Public,SSS,SSS1,SSS1,192.25,4.0,6.25,4.5,29.35,0.25,48.0625,30.76,42.7222,2.41,1.63,0.63,2.3,1.64,1.59
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,disabled,Private,JSS,JSS1,JSS1,2.75,1.0,0.25,0.25,14.175,0.0,2.75,11.0,11.0,0.21,0.32,0.43,0.54,0.36,0.34
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.5,1.25,0.25,0.25,13.675,0.0,6.0,30.0,30.0,0.09,0.22,0.22,0.46,0.3,0.29
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,disabled,Private,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.675,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.38
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,disabled,Public,JSS,JSS1,JSS1,8.25,2.25,0.25,0.25,14.175,0.0,3.6667,33.0,33.0,0.08,0.6,0.36,0.83,0.54,0.53
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,41.25,5.25,1.5,1.0,13.675,0.0,7.8571,27.5,41.25,0.57,0.86,0.7,1.97,1.28,1.26
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,disabled,Public,SSS,SSS1,SSS1,4.25,2.0,0.25,0.25,14.675,0.0,2.125,17.0,17.0,0.14,0.72,0.58,0.91,0.6,0.58
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Male,all,Private,JSS,JSS1,JSS1,109.5,2.0,3.5,2.5,28.35,0.0,54.75,31.2857,43.8,1.38,0.68,0.31,1.13,0.8,0.78
2019/2020,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,273.0,2.5,9.5,6.75,27.35,0.0,109.2,28.7368,40.4444,5.43,0.6,0.4,1.52,1.07,1.05
